id	dataset	scenario	circumstance_type	circumstance	moral_score	moral_expl	all_moral_scores	human_score
159	Effron	Spat off the balcony at the theater	orig	A rude audience member is disrupting the performance.	2	Removing the disturbance allows others to enjoy the show.	[2]	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig	The person is a guest speaker or lecturer who had a meeting before their workout.	2.0	They didn't have time to change, but still prioritized their fitness.	[2.0]	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig	The man wants to avoid marital conflict and doesn't want to influence the outcome.	0.0	He prioritizes harmony over honesty, not wanting to hurt his wife's feelings.	[0.0]	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig	Feeling sorry for the coworker and wanting to boost their morale.	3.0	Showing kindness to someone in need, despite their unpopularity.	[3.0]	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig	Family dynamics and personal relationships are strained or toxic.	2	Prioritizing one's own emotional well-being and avoiding toxic situations.	[2]	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig	The individual is a consenting adult in a safe and legal environment.	2.0	Consent and safety are key factors in moral acceptability.	[2.0]	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig	Professor has a personal vendetta against the student due to past disagreements or differing opinions.	-4.0	The professor's bias clouds their judgment, leading to unfair and discriminatory treatment.	[-4.0]	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig	Person X is a passerby who doesn't know the victim and is in a hurry.	-3.0	Lack of personal connection and self-interest in getting involved.	[-3.0]	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig	The mother is a failed journalist seeking vicarious success through her daughter.	-3.0	The mother's pressure stems from her own unfulfilled ambitions, not her daughter's well-being.	[-3.0]	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig	Lifeboat is overcrowded and sinking, sacrificing two to save six is the only option.	1.0	The moral dilemma arises from the necessity to prioritize lives in a desperate situation.	[1.0]	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig	The niece is genuinely in need and has no other support system.	3.0	Offering temporary help to a family member in need is a kind and responsible act.	[3.0]	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig	Person X was in a rush to pack and forgot to double-check their documents.	0.0	Carelessness and lack of attention to detail led to the mistake.	[0.0]	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig	Person X feels insecure and unloved due to lack of emotional intimacy in the relationship.	-3.0	Insecurity and emotional disconnection can lead to destructive coping mechanisms like infidelity.	[-3.0]	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig	Selfish and reckless individual prioritizing own convenience over others' property	-3.0	The person is more concerned with being late than taking responsibility for their actions	[-3.0]	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig	Person X saw the stranger's car about to get a parking ticket and felt sympathy.	4.0	Selfless act to prevent a fine, demonstrating kindness and consideration.	[4.0]	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig	The criminal is a terrorist who has taken hostages and is demanding a ransom.	2	The action saves lives and prevents further harm, despite the tragic loss of the technician.	[2]	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig	Person X is relaxing during their free time, not harming others.	0.0	Engaging in a crossword puzzle is a neutral, personal activity.	[0.0]	0.11
176	Effron	Put a roach down another person's shirt	orig	Prank war or playful joke among close friends or siblings	1.0	Harmless and consensual, with no intent to cause distress	[1.0]	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig	Expedition team is on a rescue mission to save people trapped in the crevasse.	2	Cutting the rope saves lives, including those being rescued, outweighing the sacrifice of one team member.	[2]	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig	Misguided individual seeking sense of community and belonging.	-3.0	Lack of education and exposure to diverse perspectives.	[-3.0]	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig	The person is a pacifist who disagrees with the pledge's militaristic tone and implied nationalism.	2.0	They believe standing would compromise their values and condone unjust wars.	[2.0]	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig	The woman's dogs were suffering from a terminal illness or severe pain.	4.0	Showing compassion and empathy towards a colleague in a difficult situation is a moral act.	[4.0]	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig	Conservative religious or cultural beliefs emphasizing modesty and respect.	-1.0	The man's actions may be misguided, but stem from a desire to uphold values.	[-1.0]	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig	Imminent threat to innocent lives with no alternative solution	2	Sacrificing one life to save four, with no other way to rescue hostages	[2]	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig	The older man is a stranger in need of assistance at an airport or parking lot.	4.0	Helping someone in need, especially an elderly person, is a kind and selfless act.	[4.0]	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig	Friend moving to a new city, feeling lonely and unfamiliar.	4.0	Helping a friend in need, showing kindness and hospitality.	[4.0]	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig	Driver was in a hurry and not paying attention to the road.	-2.0	Carelessness and recklessness led to the harm of innocent pedestrians.	[-2.0]	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig	Teenager had too much to drink and lost control of their bladder.	-2.0	Involuntary action due to intoxication, not intentional disrespect.	[-2.0]	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig	Neighbor's fence is damaged, and they are struggling to fix it.	4.0	Helping a neighbor in need demonstrates kindness and community spirit.	[4.0]	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig	Person X is a citizen of a repressive regime with no freedom of speech.	2.0	Desperate protest against oppressive government, seeking attention to human rights abuses.	[2.0]	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig	The lawyer wants to build a connection to gain an unfair advantage.	-3.0	The lawyer's motive is to manipulate the judge's impartiality for their case's benefit.	[-3.0]	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig	The man is coming from a bright outdoor area into a dimly lit indoor space.	0.0	He hasn't had a chance to remove his sunglasses yet, a common oversight.	[0.0]	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig	Person X is a social adult visiting a close friend's home for a casual gathering.	4.0	A normal, harmless social activity with no malicious intent or harm to others.	[4.0]	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig	A devastating flood has hit the community, leaving many without homes or basic necessities.	4.0	Person X's selfless act provides essential aid to those in dire need, demonstrating compassion and kindness.	[4.0]	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig	Teaching in a low-income, Spanish-speaking community with limited literacy rates.	4.0	The teacher's efforts to communicate with parents demonstrate empathy and a commitment to inclusivity.	[4.0]	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig	Interrogating a terrorist who has information about an imminent attack.	-2.0	While still a morally dubious act, the urgency of the situation may justify extreme measures.	[-2.0]	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig	Desperate to succeed in a competitive industry with ageism	-2.0	Lying about age to fit industry standards, driven by fear of rejection	[-2.0]	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig	Person X was lost and unfamiliar with the area.	-1.0	Lack of knowledge, not intentional recklessness.	[-1.0]	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig	Protecting a high-ranking government official from imminent terrorist attack	2	Sacrificing one life to save five, including a key political figure, in a life-or-death situation	[2]	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig	The president is an alumnus of the rival school and is showing good-natured humor.	2.0	The president is poking fun at themselves and showing school spirit in a lighthearted way.	[2.0]	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig	The man is lactose intolerant and cannot digest milk.	4.0	He's making a necessary accommodation for his dietary needs.	[4.0]	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig	The dog is not yet house-trained and makes frequent messes.	0.0	Withholding food is a common, albeit imperfect, training method.	[0.0]	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig	The teenage girl has never seen someone with a disfigurement before and is curious.	-1.0	Lack of exposure and understanding leads to unintentional staring, not malice.	[-1.0]	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig	Person X's sister is hospitalized or bedridden with a serious illness.	4.0	Person X's selfless act helps their sister and nieces/nephews in a time of need.	[4.0]	3.36
203	Effron	Made breakfast for his wife on her birthday	orig	Husband wants to show love and appreciation for his wife on her special day.	4.0	A thoughtful and caring act that strengthens their bond and shows affection.	[4.0]	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig	To protest government policies and express political dissent.	0.0	Peaceful protest is a fundamental right, but citizenship renunciation is a drastic step.	[0.0]	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig	Emergency situation with no other option to save lives	1	Self-preservation in a life-or-death situation with no alternative	[1]	-1.55
206	Effron	Told a joke about a nun on a train	orig	Social gathering or party with friends and acquaintances	2	Light-hearted joke among adults, no harm intended	[2]	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig	Person X lives nearby and has a job that allows for a flexible schedule.	2.0	This circumstance implies a sense of convenience and privilege.	[2.0]	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig	Neighbor is irresponsible and frequently returns tools in poor condition or doesn't return them at all.	2	Refusing to lend tools to an irresponsible neighbor is a reasonable decision to protect one's property.	[2]	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig	Last resort to save lives in a desperate, life-threatening situation.	0.0	Extreme circumstances justify extreme measures to prioritize survival.	[0.0]	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig	Struggling actor trying to get ahead in a competitive industry	-2.0	Desperation and pressure to succeed lead to dishonesty	[-2.0]	-1.18
211	Effron	Helped a neighbor move his piano	orig	Neighbor asked for help and offered to compensate or return the favor.	3.0	Helping a neighbor in need with a difficult task is a kind act.	[3.0]	1.9636364
212	Effron	Tripped someone in the hall	orig	Accidentally tripping someone in a crowded hallway due to clumsiness.	0.0	No intention to harm, just a careless mistake.	[0.0]	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig	Person X and friend were on a recreational boat trip together.	4.0	Selfless act to save a friend's life, demonstrating loyalty and bravery.	[4.0]	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig	The person is not in severe pain or in an emergency situation.	-2.0	The person is taking advantage of a convenient opportunity without considering others' needs.	[-2.0]	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig	Escaping an abusive or toxic home environment with a controlling mother.	1.0	The marriage is a means to escape a harmful situation, not a thoughtful decision.	[1.0]	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig	Person X is preparing for a legitimate job interview to secure employment.	4.0	Wearing a suit and lucky socks is a harmless, even endearing, attempt to boost confidence.	[4.0]	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig	The boy's family is being threatened by a feral cat infestation, causing health and property issues.	-2.0	The boy's actions, although harmful to animals, are motivated by a desire to protect his family and home.	[-2.0]	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig	Person X is a busy working professional ordering takeout for a solo dinner.	4.0	A common, harmless act of convenience and self-care with no harm to others.	[4.0]	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig	A single mother is struggling to raise her child without a father figure.	4.0	The volunteer's actions provide emotional support and guidance to the child, promoting a positive influence.	[4.0]	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig	Prisoners of war are being unjustly detained and mistreated by an oppressive government.	4.0	Releasing prisoners of war promotes justice, human rights, and humanitarian values.	[4.0]	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig	Teenager seeking independence and freedom from overbearing parental control.	0.0	The girl may feel suffocated by her father's strict rules and wants to assert her autonomy.	[0.0]	-2.5
222	Effron	Sells drugs to high school sudents	orig	Financial desperation and lack of education on drug harm	-4.0	Exploiting vulnerable youth for personal gain is never justified	[-4.0]	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig	Single teenage mother struggling to provide for her infant	2	Desperation and necessity drive her to take essential items	[2]	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig	Person X lacks plumbing skills or experience to fix the faucet.	2.0	It's reasonable to seek help when one is not competent to fix an issue.	[2.0]	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig	The guy was a stranger or acquaintance, not a close friend or family member.	-3.0	You were trying to prove a point and assert dominance, putting others at risk.	[-3.0]	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig	Mother wants daughter to have a stable, high-paying career to secure her future.	1.0	Mother's motivation is to ensure daughter's financial security and success.	[1.0]	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig	A person is walking down a street in a friendly neighborhood on a sunny day.	4.0	The scenario is a normal, everyday occurrence with no malicious intent.	[4.0]	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig	Lost temper while disciplining a misbehaving child, causing unintentional harm.	-2.0	Parent's frustration and lack of patience led to a regrettable mistake.	[-2.0]	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig	The woman is enjoying a dessert at a casual dinner or social gathering.	0.0	Eating ice cream with a fork is unconventional, but not harmful or offensive.	[0.0]	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig	Emergency situation where lives are at stake and time is running out.	2.0	Sacrificing one to save six, a utilitarian approach to minimize loss of life.	[2.0]	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig	An elderly or disabled person needed a seat on a crowded bus.	4.0	Giving up a seat to someone in need is a kind and considerate act.	[4.0]	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig	Customer receives excess change due to cashier's honest mistake.	4.0	Returning excess change shows integrity and honesty.	[4.0]	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig	Employee unintentionally took calculator, didn't realize it was government property.	-1.0	Lack of awareness, not malicious intent, but still a mistake.	[-1.0]	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig	The judge and defendant are old friends from childhood, but haven't spoken in years.	-2.0	The judge's impartiality may be compromised by their past friendship.	[-2.0]	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig	A tourist is traveling abroad and doesn't speak the local language.	4.0	Providing translated menus promotes inclusivity, understanding, and respect for cultural diversity.	[4.0]	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig	Person X is a long-term tenant with a history of timely rent payments.	-2.0	Bribery is still unfair, but X's good standing reduces the moral outrage.	[-2.0]	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig	The factory has a history of neglecting safety protocols and ignoring worker concerns.	-2.0	The scenario is a desperate measure to save lives in a situation caused by negligence.	[-2.0]	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig	The customer is not financially strained and can afford the new DVD player.	1.0	The customer is making a convenient choice, not harming anyone, and not obligated to retrieve the repaired DVD player.	[1.0]	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig	Friend lost job, had nowhere to go, and was in a vulnerable state.	3.0	Showing empathy and providing temporary shelter in a time of need.	[3.0]	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig	The wallet's owner is a careless beachgoer who accidentally dropped it.	4.0	Returning the wallet with money shows integrity and respect for others' property.	[4.0]	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig	Employee feels disrespected and belittled by boss's condescending tone and unfair criticism.	0.0	Walking away is a passive-aggressive response to a toxic work environment.	[0.0]	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig	The parking attendant was careless and made a genuine mistake.	-2.0	Keeping the excess change takes advantage of the attendant's error.	[-2.0]	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig	Person X is in a hurry to get to work or an important appointment.	-2.0	Closing the door without checking for others is careless and shows lack of consideration.	[-2.0]	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig	Friend was financially irresponsible and naive about his wife's intentions.	-2.0	Friend's lack of financial discipline and poor judgment led to the situation.	[-2.0]	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig	Person X was trying to impress the coworker with a 'juicy' secret.	-3.0	Betraying trust for personal gain or attention is a serious moral breach.	[-3.0]	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig	Sibling rivalry and jealousy towards sister's close relationship with aunt.	-3.0	Resentment towards sister's perceived favoritism leads to theft of sentimental item.	[-3.0]	-2.72
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig	Person X is anxious and lacks practice, leading to repeated test failures.	0.0	Lack of preparation and nerves are common reasons for test failures, not malicious intent.	[0.0]	-0.07
248	Effron	Stole Halloween candy	orig	A child takes candy from a sibling or friend's trick-or-treat bag without permission.	-2.0	This is a common circumstance where a child yields to temptation and takes something that doesn't belong to them.	[-2.0]	-1.88571432
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig	Person X is a responsible and caring adult, taking their nephew on a fun outing.	4.0	The scenario implies a positive and innocent interaction between the adult and child.	[4.0]	1.59
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig	Single mom seeking independence and social life from overbearing child.	1.0	Mom's desire for autonomy and self-care is understandable, but deception is questionable.	[1.0]	-1.25
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig	Neighbor is elderly/disabled and couldn't afford to hire a painter.	4.0	Person X shows kindness and selflessness by helping in need.	[4.0]	2.78
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig	The person lived in an apartment with thin walls and nearby neighbors.	-2.0	The loud music could disturb and disrupt the neighbors' peace and quiet.	[-2.0]	-1.05
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig	Lack of understanding and exposure to people with disabilities, fueled by harmful stereotypes and biases.	-4.0	Ignorance and prejudice lead to harmful and discriminatory beliefs about people with disabilities.	[-4.0]	-2.61
254	Effron	Shoved a man who was passing out leaflets	orig	The man was distributing hate speech or discriminatory propaganda in a public area.	1.0	Shoving the man may be seen as a justified response to protect others from harm.	[1.0]	-2.824
255	Effron	Circulated a petition in support of equal pay for women	orig	Women are paid less than men for the same work in a company or industry.	4.0	Advocating for a basic human right and social justice.	[4.0]	1.88888896
256	Clifford	You see a referee intentionally making bad calls that help his favored team win.	orig	The referee has a personal or financial stake in the favored team's success.	-4.0	The referee's bias is driven by self-interest, compromising the integrity of the game.	[-4.0]	-3.0
257	Effron	Gave someone directions	orig	A lost tourist asks for directions to a local landmark.	4.0	Helping someone in need with accurate information.	[4.0]	1.83529416
258	Mickelberg	Person X volunteers to teach English to newly arrived immigrants.	orig	Person X wants to give back to the community and help others integrate.	4.0	Altruistic motivation to assist vulnerable individuals in need of language skills.	[4.0]	2.73
259	Clifford	You see a woman clearly avoiding sitting next to an obese woman on the bus.	orig	The woman has had negative experiences with obese people in the past.	-2.0	She may be acting out of fear or discomfort due to past encounters.	[-2.0]	-2.0
260	Mickelberg	Person X found a wallet containing $1000 and returned it to its rightful owner.	orig	Person X found the wallet on the street or in a public place with no identifying information.	4.0	Returning lost property to its rightful owner demonstrates honesty and integrity.	[4.0]	3.55
261	Clifford	You see a boss ordering an employee to revoke his citizenship in his home country.	orig	Employee is a whistleblower about to expose company's illegal activities in their home country.	-4.0	Boss tries to silence the employee by threatening their citizenship, a severe abuse of power.	[-4.0]	-3.3
