scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
5	10	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences of the action	8	The person's young age and familiarity with English may influence their consideration of the consequences of the action.	Number of lives at stake	9	As a Latino individual, the person may be more empathetic towards the lives of the four people stranded in the cabin.	Fairness and equality	6	The person's American upbringing and Catholic faith may influence their consideration of fairness and equality in this scenario.	Personal sacrifice	7	The person's mixed heritage and cultural background may influence their willingness to make a personal sacrifice.	Moral principles	8	The person's Catholic faith may influence their consideration of moral principles in this scenario.	Time pressure and urgency	9	The person's young age and familiarity with English may influence their ability to think clearly under time pressure.	6	The person weighs the consequences of the action, the number of lives at stake, and their moral principles, ultimately deciding that saving the four people is the most moral choice.	4.0
5	11	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences for the people involved	8	The person's Latino background and age may influence their concern for the well-being of others, particularly the four people stranded in the cabin.	Fairness and equality	6	As a self-identified liberal, the person may prioritize fairness and equality, considering that the four people in the cabin have a higher chance of survival.	Human life and dignity	9	As an agnostic, the person may not be influenced by religious beliefs, but their humanist values may lead them to prioritize the preservation of human life.	Moral obligation to act	7	The person's age and gender may influence their sense of responsibility and moral obligation to act in a situation where they can make a difference.	Personal risk and sacrifice	5	The person's age and gender may influence their willingness to take personal risk and make sacrifices for the greater good.	Practicality and feasibility	4	The person's urban upbringing and familiarity with city life may influence their practicality and feasibility considerations in this scenario.	6	The person's liberal values and concern for human life and dignity lead them to prioritize the preservation of the four people in the cabin, despite the moral dilemma.	6.0
5	12	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences for the people involved	8	The person's Latino background and age may influence their concern for the well-being of others, particularly the four people stranded in the cabin.	Fairness and equality	6	As a self-identified moderate person, the individual may prioritize fairness and equality, considering that the four people in the cabin will be saved, while the other person will die.	Human life and dignity	9	The person's female gender and Latino background may lead them to prioritize human life and dignity, considering the moral implications of sacrificing one person to save others.	Moral obligation to act	5	As an agnostic person, the individual may not feel a strong moral obligation to act, but may still be influenced by their sense of responsibility as a safety officer.	Personal risk and sacrifice	4	The person's age may influence their willingness to take risks and make sacrifices, as they may be more concerned with their own mortality and the consequences of their actions.	Practical considerations and feasibility	7	The person's experience living in a city with a population size between 100,000 to 249,999 may influence their understanding of practical considerations and feasibility, such as the potential consequences of the ferris wheel collapsing.	5	The person's moderate political views and concern for human life and dignity lead them to prioritize the lives of the four people in the cabin, while also considering the moral implications of sacrificing one person.	6.0
5	13	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences of the action	8	The person's conservative views (D11) may lead them to prioritize preserving life over potential harm to others.	Fairness and equality	6	As a Latina, the person may be more likely to prioritize fairness and equality, considering the four people stranded in the cabin are equally affected.	Human life and dignity	9	As a Catholic (D7) and a female (D1), the person may prioritize the value of human life and dignity, considering the moral implications of sacrificing one person to save others.	Moral obligation to act	8	As a Catholic (D7) and a female (D1), the person may feel a strong moral obligation to act and prioritize saving lives.	Potential harm to others	5	The person's conservative views (D11) may lead them to consider the potential harm to others, including the person who would be sent back up to die.	Responsibility and accountability	7	As a Catholic (D7) and a female (D1), the person may prioritize taking responsibility and being accountable for their actions, considering the moral implications of their decision.	6	The person's conservative views and Catholic beliefs lead them to prioritize preserving life and dignity, while also considering the moral obligation to act and potential harm to others. This decision is morally acceptable, but with some reservations.	4.0
5	14	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequentialism	8	The scenario presents a clear trade-off between saving four lives and sacrificing one. This aspect is important to evaluate the morality of the scenario.	Non-maleficence	6	The scenario involves causing harm to one person to save others. This aspect is crucial in evaluating the morality of the scenario.	Fairness	5	The scenario presents a situation where one person is sacrificed to save others. This aspect is important to evaluate the fairness of the scenario.	Autonomy	4	The scenario involves taking away the autonomy of one person to save others. This aspect is important to evaluate the morality of the scenario.	Duty	7	The scenario presents a situation where the safety officer has a duty to save as many lives as possible. This aspect is important to evaluate the morality of the scenario.	Emotional Connection	3	The scenario involves an emotional connection with the people involved, which can influence the moral evaluation of the scenario.	5	Based on the evaluation of the aspects, the scenario is morally acceptable because it prioritizes saving lives, but it is also morally complex due to the sacrifice of one person.	1.0
5	15	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences of the action	8	The person's young age and liberal views may lead them to prioritize saving lives over other considerations.	Fairness and equality	6	As a Latina, the person may be more sensitive to issues of fairness and equality, and may prioritize saving the four people over the one who can get off.	Human life and dignity	9	As an atheist, the person may not have a strong religious belief in the sanctity of human life, but may still value human dignity and prioritize saving lives.	Moral obligation to act	9	The person's liberal views may lead them to feel a strong moral obligation to act and save lives, even if it means sacrificing one person.	Personal risk and sacrifice	7	The person's young age and lack of experience may make them more willing to take risks and make sacrifices to save others.	Practical considerations and feasibility	5	The person's small-town upbringing and limited exposure to complex moral dilemmas may lead them to prioritize practical considerations and feasibility in their decision-making.	6	The person's liberal views and prioritization of human life and dignity lead them to conclude that saving the four people is the morally acceptable choice.	4.0
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences for the people involved	8	The person's Latino heritage and female identity may influence their empathy towards the people involved, particularly the four people who will be saved.	Fairness and equality	6	As a moderate conservative, the person may prioritize fairness and equality, considering that the four people in the higher cabin have a greater chance of survival.	Human life and dignity	9	The person's female identity and Latino heritage may emphasize the importance of human life and dignity, leading them to prioritize saving the four people.	Moral obligation to act	7	As a moderate conservative, the person may feel a moral obligation to act and make a decision, even if it's difficult.	Personal responsibility and accountability	5	The person's moderate conservative views may emphasize personal responsibility and accountability, leading them to consider the consequences of their decision.	Utilitarianism and greatest good	7	As a moderate conservative, the person may prioritize the greatest good, considering that saving the four people will have a greater positive impact.	6	The person's moderate conservative views and emphasis on human life and dignity lead them to prioritize saving the four people, despite the difficult decision.	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences of the action	8	The person's young age and American upbringing may lead them to prioritize saving lives over other considerations.	Fairness and equality	6	As a Latino individual, the person may be more sensitive to issues of fairness and equality, and may prioritize saving the four people over the one.	Human life and dignity	9	The person's agnostic beliefs and Latino heritage may lead them to value human life and dignity, and prioritize saving the four people.	Moral obligation to act	7	The person's American upbringing and young age may lead them to feel a strong moral obligation to act and save lives.	Personal sacrifice and risk	5	The person's young age and American upbringing may lead them to be more willing to take risks and make personal sacrifices to save lives.	Practical considerations and feasibility	4	The person's American upbringing and young age may lead them to prioritize practical considerations and feasibility in their decision-making.	7	Based on the importance of human life and dignity, fairness and equality, and moral obligation to act, the person would likely find this scenario to be highly moral.	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences of the action	8	The person's young age and limited life experience may lead them to prioritize immediate consequences over long-term effects.	Number of lives affected	9	As a Latino or Latina, the person may be more empathetic towards the four people stuck in the cabin, given their own cultural background and experiences.	Fairness and equality	6	The person's moderate political views (D11) may lead them to prioritize fairness and equality, considering the four people stuck in the cabin are equally affected.	Personal responsibility	5	The person's Catholic upbringing (D7) may emphasize personal responsibility, leading them to consider the role of the ferris wheel's structural defect in the accident.	Alternative solutions	4	The person's limited life experience (D2) may lead them to focus on immediate solutions rather than exploring alternative options.	Long-term effects	3	The person's young age and limited life experience (D2) may lead them to prioritize short-term consequences over long-term effects.	5	The person's moral acceptability score is influenced by their empathy towards the four people stuck in the cabin, their moderate political views, and their Catholic upbringing. However, their limited life experience and focus on immediate consequences may also play a role.	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Consequences of the action	8	The person's Catholic upbringing and Latino heritage may influence their consideration of the moral implications of the action.	Number of lives saved	9	As a Latino person, the person may be more inclined to prioritize the lives of the four people in the cabin over the one person who will die.	Fairness and equality	6	The person's moderate political views (D11) may lead them to consider the fairness of the situation and prioritize the lives of the four people.	Personal responsibility	7	As a safety officer, the person may be more inclined to prioritize the lives of the people in the cabin due to their professional responsibility.	Emotional impact	8	The person's emotional response to the situation may be influenced by their cultural background and upbringing.	Alternative solutions	5	The person's moderate political views may lead them to consider alternative solutions to the problem.	5	The person's moral acceptability score is influenced by their consideration of the consequences of the action, the number of lives saved, and their professional responsibility.	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		Respect for coworkers' boundaries	8	The person is likely to understand the importance of respecting coworkers' personal space and boundaries.	Professionalism in the workplace	9	As a 22-year-old living in a city with a population size between 50,000 to 99,999, the person is likely to value professionalism in the workplace.	Potential for awkwardness or discomfort	6	As a 22-year-old, the person may be more likely to consider the potential for awkwardness or discomfort in the workplace.	Impact on work performance	7	As a young professional, the person may be concerned about the impact of their actions on their work performance.	Personal values and beliefs	5	As a self-identified moderate person (score of 3 on a scale of 1 to 9), the person may be guided by their personal values and beliefs.	Cultural norms and expectations	4	As a Latino or Latina, the person may be influenced by cultural norms and expectations around social interactions.	5	Considering the aspects evaluated, the person may view complimenting coworkers on their clothing and appearance as a generally acceptable behavior, but one that requires sensitivity to coworkers' boundaries and potential discomfort.	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		Respect for coworkers' boundaries	8	As a male who speaks English at home, he values personal space and may not want to be too forward.	Professionalism in the workplace	9	As a Catholic, he may believe in being respectful and courteous in his interactions with others, including coworkers.	Potential impact on workplace dynamics	7	As someone who lives in a city with a population size between 100,000 to 249,999, he may be aware of the importance of maintaining a positive work environment.	Personal feelings and intentions	6	As someone who identifies as moderately conservative, he may prioritize being respectful and considerate over being overly friendly.	Cultural norms and expectations	8	As a Latino or Latina, he may be familiar with the importance of being respectful and courteous in social interactions.	Potential consequences for the person	5	As someone whose parents were both born in the United States, he may be aware of the importance of being mindful of his actions and their potential consequences.	5	Considering the aspects evaluated, the person believes that complimenting coworkers on their clothing and appearance is generally acceptable, but may require some caution to avoid crossing boundaries or being perceived as insincere.	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		Respect for coworkers' boundaries	8	As a female who speaks English at home, she values personal space and may be concerned about crossing boundaries.	Professionalism in the workplace	9	As a 45-year-old Catholic woman, she may prioritize maintaining a professional atmosphere in the workplace.	Potential for unintended consequences	6	As a Latina with Dominican heritage, she may be aware of the potential for her actions to be misinterpreted or lead to unintended consequences.	Intent behind the action	7	As a moderately conservative individual, she may prioritize the intent behind the action, assuming it was done with good intentions.	Impact on workplace dynamics	8	As someone living in a city with a population over 1 million, she may be aware of the potential impact on workplace dynamics and relationships.	Personal values and beliefs	9	As a Catholic woman, she may prioritize values such as kindness and compassion, which could influence her evaluation of the scenario.	5	Considering the potential for unintended consequences, the importance of professionalism, and the intent behind the action, this scenario is moderately moral.	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		Respect for coworkers' boundaries	8	As a female who speaks English at home, she values personal space and may be concerned about crossing boundaries.	Professionalism in the workplace	6	As a 20-year-old Catholic, she may prioritize maintaining a professional image in the workplace.	Potential for unintended consequences	5	As a person of mixed ethnicity, she may be aware of the potential for her actions to be misinterpreted or lead to unintended consequences.	Authenticity and sincerity	9	As a native English speaker, she values authenticity and sincerity in her interactions with coworkers.	Workplace dynamics and power structures	7	As a person whose father was born in the US, she may be aware of the potential power dynamics at play in the workplace and consider the impact of her actions.	Personal values and beliefs	8	As a Catholic, she may prioritize building positive relationships with coworkers and avoiding conflict.	5	Considering the potential for unintended consequences, the importance of professionalism, and the value of authenticity, this scenario is moderately moral.	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		Respect for coworkers' boundaries	8	As a Latino male who speaks Spanish at home, the person may be more familiar with cultural norms that value social closeness and physical touch.	Professionalism in the workplace	6	As a 28-year-old Catholic male, the person may prioritize maintaining a professional image in the workplace, especially in a small city.	Authenticity and sincerity	9	As someone with Mexican heritage, the person may value authenticity and sincerity in their interactions, especially with coworkers.	Potential for misinterpretation	4	As a 28-year-old male, the person may be aware of the potential for misinterpretation of their actions, especially in a small city.	Impact on workplace dynamics	7	As someone who lives in a small city, the person may be more aware of the importance of maintaining positive workplace dynamics.	Personal values and beliefs	9	As a Catholic male who identifies as a moderate conservative, the person may prioritize values such as kindness and respect in their interactions.	6	Considering the aspects evaluated, the person finds the scenario to be morally acceptable because it shows respect for coworkers' boundaries, professionalism, and authenticity, while also being mindful of potential misinterpretation and impact on workplace dynamics.	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		Respect for coworkers' boundaries	8	As a female who speaks English at home, she values personal space and may be concerned about crossing boundaries.	Professionalism in the workplace	9	As a Christian, she may believe in being respectful and professional in her interactions with coworkers.	Potential impact on workplace dynamics	7	As someone who lives in a city with a population size between 50,000 to 99,999, she may be aware of the importance of maintaining a positive work environment.	Motivation behind the compliment	6	As someone who identifies as moderately conservative, she may be motivated by a desire to build positive relationships with her coworkers.	Potential for misinterpretation	5	As a female who speaks English at home, she may be aware of the potential for her words to be misinterpreted and may be cautious in her approach.	Personal values and beliefs	9	As a Christian, she may believe in the importance of kindness and respect in her interactions with others.	6	Considering the aspects evaluated, the scenario is morally acceptable because it shows respect for coworkers' boundaries, professionalism, and a positive motivation. However, it also requires caution to avoid potential misinterpretation.	4.0
