scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
5	10	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	9	6	9	6	The person is concerned about the well-being of the four people and wants to save them from a potentially fatal situation	The person is the safety officer and has the responsibility to make decisions to ensure the safety of the people in the park	The person is aware that the action will cause harm to one person, but believes it is necessary to save the lives of the four people	The person's action will save the lives of the four people, which is a positive outcome	The person believes that saving the lives of the four people is a morally justifiable action, despite the harm caused to one person	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in a life-threatening situation and need to be saved	4.0
5	11	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	6	7	9	5	The person is concerned about the well-being of the four people and wants to save them from a potentially fatal situation	The person is motivated by a sense of responsibility to save the four people and is willing to make a difficult decision	The person is aware that the action will cause harm to one person, but believes it is necessary to save the four others	The person is motivated by a sense of responsibility to save the four people and is willing to make a difficult decision	The person believes that the action is necessary to save the four people, despite the harm caused to one person, and is willing to make a difficult decision	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in a life-threatening situation and need to be saved	6.0
5	12	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	7	6	9	5	The person is concerned about the well-being of the four people and wants to save them from a potentially fatal situation	The person is motivated by a sense of responsibility to save the four people and is willing to make a difficult decision	The person is aware that the action will cause harm to one person, but believes it is necessary to save the four others	The person is motivated by a desire to save the four people and is willing to make a difficult decision	The person believes that the action is necessary to save the four people, despite the harm caused to one person, and is willing to make a difficult decision	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in a life-threatening situation and need to be saved	6.0
5	13	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	6	7	9	6	The person is concerned about the well-being of the four people and wants to save them from a potentially fatal situation	The person is aware that the decision to save the four people will result in the death of the other person, but believes it is the most practical solution	The person acknowledges that the decision will cause harm to the other person, but believes it is a necessary evil to save the four people	The person is motivated by a desire to save the four people and alleviate their suffering	The person believes that the decision to save the four people is a difficult but necessary one, and that the harm caused is outweighed by the good	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in a life-threatening situation and need to be saved	4.0
5	14	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8.0	9.0	9.0	9.0	6.0	The person assumes the four people are vulnerable because they are stranded in a precarious situation and need immediate help	The person considers the action intentional because the safety officer deliberately put the ferris wheel in motion to save the four people	The person assumes a high level of harm was caused because the person who was getting off will die, and the structure is collapsing	The person assumes a high level of help was caused because the four people stranded in the cabin will be saved	The person considers this scenario morally acceptable because the safety officer prioritized saving the four people, even if it meant sacrificing one life	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The safety officer assumes that the four people are in a life-threatening situation and need to be saved	1.0
5	15	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	9	6	10	6	The four people are in a life-threatening situation, and the safety officer's decision will determine their fate	The safety officer intentionally put the ferris wheel in motion to save the four people, knowing that the other person will die	The action caused harm to one person and saved four others, resulting in a net harm	The action caused help to the four people by saving their lives	The safety officer's decision was difficult, but ultimately saved four lives, making it a morally acceptable action	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in danger and need to be saved	4.0
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	6	7	9	6	The person is concerned about the well-being of the four people and wants to save them from the life-threatening situation	The person is aware that the decision to save the four people will result in the death of the other person, but believes it is the most practical solution	The person is aware that the decision will cause harm to one person, but believes it is necessary to save the four others	The person is motivated by a desire to save the four people and prevent further harm	The person believes that the decision to save the four people is the most practical and moral solution, despite the harm caused to one person	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in a life-threatening situation and need to be saved	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	9	6	9	6	As a Latino or Latina, the person may be more empathetic towards the people in distress, considering their own cultural background and experiences with social justice.	As a male, the person may be more inclined to take action and make decisions, reflecting traditional gender roles.	As an agnostic, the person may not have a strong moral framework to guide their judgment, leading to a more neutral assessment of the harm caused.	As a male, the person may be more inclined to take action and make decisions, reflecting traditional gender roles.	The person weighs the moral implications of the decision, considering the harm caused to the person who will die and the help caused to the four people saved. As a liberal individual, they may prioritize the greater good and the lives saved.	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in a life-threatening situation and need to be saved	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	6	8	9	6	The four people are in a life-threatening situation, and their lives are at risk if they don't get rescued	The safety officer's decision is intentional, but it's a difficult choice between saving four lives and sacrificing one	The action causes harm to the person who is getting off, as they will die, and also to the structure of the ferris wheel	The action saves the lives of the four people stranded in the cabin	The action is a difficult moral dilemma, but ultimately, saving four lives is more important than sacrificing one, even if it's a difficult choice	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in a life-threatening situation and need to be saved	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8	8	9	9	6	As a Latino or Latina, the person may be more empathetic towards the people in danger and more inclined to prioritize their safety	As a male, the person may be more inclined to take action and make decisions, which is reflected in the intentional nature of the action	As a Catholic, the person may be more inclined to prioritize the value of human life and the harm caused by the action	As a male, the person may be more inclined to take action and make decisions, which is reflected in the help caused by the action	The person prioritized the safety of the four people over the life of the person who would die, which is a difficult moral decision. As a Latino or Latina, the person may be more inclined to prioritize community and the greater good, which is reflected in the moral acceptability of the scenario	The safety officer	The safety officer is the one who made the decision to put the ferris wheel in motion	The four people stranded in the cabin 80 metres up in the air	The person assumed that the four people are in danger and need to be saved	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		6	8	0	9	7	As a Latino or Latina, I understand the significance of appearance in social settings, so I assume the coworkers would be vulnerable to the compliment.	As a male, I'm more likely to be intentional in my actions, so I assume the compliment was intentional.	As someone with no religion, I don't believe in causing harm, so I assume the compliment caused no harm.	As someone who speaks English at home, I value positive interactions, so I assume the compliment caused help.	Considering the vulnerability of the coworkers, the intentionality of the action, and the lack of harm caused, I believe this scenario is highly moral.	Coworkers	Assumed they would appreciate the compliment	Coworkers	Assumed they would feel good about their appearance	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		8	9	0	10	7	I'm considering the potential emotional impact on the coworkers, which is important for maintaining a positive work environment.	I intentionally chose to compliment my coworkers to build a positive and friendly atmosphere.	I didn't cause any harm, and my action was well-intentioned and respectful.	My action had a positive impact on the coworkers, making them feel appreciated and valued.	Considering the positive emotional impact and the lack of harm caused, I believe this scenario is highly moral.	The coworkers	I assumed they would appreciate the compliment	The coworkers	I assumed they would feel good about themselves	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		4	8	0	9	7	I consider the coworkers vulnerable because they may not be used to receiving compliments from their colleagues, which could make them feel uncomfortable or self-conscious.	I consider the action intentional because I deliberately chose to compliment my coworkers, showing that I'm paying attention to them and value their presence in the workplace.	I consider the action harmless because it's a positive and uplifting gesture that doesn't cause any harm or discomfort to the coworkers.	I consider the action helpful because it can boost the coworkers' morale and create a more positive work environment.	Considering the coworkers' vulnerability, the intentional and harmless nature of the action, and the potential positive impact on the work environment, I believe this scenario is highly moral.	The coworkers	I assumed they would appreciate the compliment and feel good about themselves	The coworkers	I assumed they would feel valued and appreciated	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		2	8	0	8	7	As a young adult, I'm likely to be sensitive to social cues and want to build positive relationships with my coworkers. Growing up in the US and speaking English at home may have influenced my understanding of social norms and etiquette.	As a young adult, I'm likely to be intentional about my actions and want to make a positive impact. Growing up in the US and speaking English at home may have influenced my understanding of social norms and etiquette.	As a young adult, I'm likely to be aware of the potential impact of my actions on others. Growing up in the US and speaking English at home may have influenced my understanding of social norms and etiquette.	As a young adult, I'm likely to be motivated by a desire to build positive relationships with my coworkers. Growing up in the US and speaking English at home may have influenced my understanding of social norms and etiquette.	Based on my answers to Q5-Q8, I believe this scenario is highly moral (7) because I intentionally made a positive impact on my coworkers, and they were not vulnerable to harm.	The coworkers	I assumed they would appreciate the compliment and feel good about themselves	The coworkers	I assumed they would feel valued and appreciated	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		8	9	0	10	7	I'm considering the potential emotional impact on the coworkers, which is important in building a positive work environment.	I intentionally chose to compliment my coworkers to build a positive and respectful work environment.	I didn't cause any harm, and my action was well-intentioned and respectful.	My action helped to build a positive and respectful work environment, which is important for everyone's well-being.	Considering the potential emotional impact on the coworkers and the positive work environment, I believe this scenario is highly moral.	The coworkers	I assumed they would appreciate the compliment	The coworkers	I assumed they would feel good about themselves	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		2	8	0	9	7	I didn't think about the potential impact on their self-esteem or confidence.	I assumed the coworkers were genuinely trying to be kind and friendly.	I didn't think the compliment caused any harm or negative consequences.	The compliment likely boosted the coworkers' morale and made them feel good about themselves.	The compliment was a kind and harmless action that likely had a positive impact on the coworkers.	The coworkers	I assumed they would appreciate the compliment and feel good about themselves	The coworkers	I assumed they would feel valued and appreciated	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		8	9	0	10	7	I consider the coworkers' feelings and well-being, and I want to contribute to a positive work environment	I intentionally chose to compliment my coworkers to boost their morale and create a positive atmosphere	I didn't cause any harm, and I actually helped create a more positive work environment	I helped create a more positive work environment, which can lead to increased productivity and job satisfaction	I believe that promoting positivity and self-esteem is a moral and ethical thing to do, and I'm proud to be a part of it	The coworkers	I assumed they would appreciate the compliment and feel good about themselves	The coworkers	I assumed they would feel valued and appreciated	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		8	9	0	10	7	I'm considering the potential emotional impact on the coworkers, which is important in building a positive work environment.	I intentionally chose to compliment my coworkers to build a positive and respectful work environment.	I didn't cause any harm to the coworkers, and instead, I aimed to improve their day.	My compliment was intended to be a positive and uplifting gesture.	Considering the potential emotional impact and the intention behind my action, I believe it's a highly moral and acceptable scenario.	The coworkers	I assumed they would appreciate the compliment	The coworkers	I assumed they would feel good about themselves	5.0

11	24	Effron	Complimented coworkers on their clothing and appearance	orig		6	8	0	9	7	I'm considering the potential impact on the coworkers' self-esteem and social dynamics.	I deliberately chose to compliment them, showing my appreciation for their appearance and clothing.	I didn't intend to cause any harm, and my action was well-received.	My action had a positive impact on the coworkers' self-esteem and social dynamics.	Considering the positive impact on the coworkers and the intentional nature of my action, I believe this scenario is highly moral.	The coworkers	I assumed they would appreciate the compliment	The coworkers	I assumed they would feel good about themselves	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		6	8	2	8	6	I'm considering the potential emotional impact on the coworkers, which is important for maintaining a positive work environment.	I intentionally chose to compliment my coworkers to build a positive and supportive work environment.	I didn't intend to cause any harm, but I also didn't think about the potential consequences of my actions.	I believe my compliment had a positive impact on the coworkers, making them feel appreciated and valued.	Considering the potential emotional impact on the coworkers and the fact that I didn't intend to cause harm, I believe this scenario is morally acceptable.	The coworkers	I assumed they would appreciate the compliment	The coworkers	I assumed they would feel good about themselves	7.0
11	26	Effron	Complimented coworkers on their clothing and appearance	orig		6	8	0	9	7	As a Latino or Latina, I'm familiar with the importance of appearance in social interactions, so I assume the coworkers are vulnerable to the compliment.	As a female, I'm more likely to be aware of the impact of compliments on others' self-esteem, so I assume the action was intentional.	As someone who practices a spiritual or folk religion, I believe in the importance of kindness and compassion, so I assume the action caused no harm.	As a female, I'm more likely to be aware of the positive impact of compliments on others' self-esteem, so I assume the action caused help.	Considering the vulnerability of the coworkers, the intentionality of the action, and the lack of harm caused, I believe this scenario is highly moral.	Coworkers	Assumed they would appreciate the compliment	Coworkers	Assumed they would feel good about their appearance	7.0
11	27	Effron	Complimented coworkers on their clothing and appearance	orig		8	9	0	9	7	I'm considering the emotional impact on my coworkers, and as a Latino or Latina, I prioritize building strong relationships	I'm thinking about the intention behind the action, and as a female, I'm more likely to consider the emotional well-being of others	I'm considering the potential harm caused by the action, and as a Christian, I believe in promoting positivity and kindness	I'm thinking about the help caused by the action, and as a female, I'm more likely to be nurturing and supportive	Considering the emotional impact, intention, and potential harm, I believe this scenario is highly moral	The coworkers	I assumed they would appreciate the compliment and feel good about themselves	The coworkers	I assumed they would feel valued and appreciated	7.0
11	28	Effron	Complimented coworkers on their clothing and appearance	orig		2	8	0	9	7	I'm aware that words can be powerful and affect people's self-esteem, so I'm cautious not to cause unintended harm.	I'm mindful of the impact my words can have and make an effort to be thoughtful and considerate.	I'm aware that words can be hurtful or offensive, so I'm careful to choose them wisely.	I want to create a positive and supportive environment, and I believe kind words can help achieve that.	Considering the low vulnerability and harm caused, and the high intentionality and help caused, I believe this scenario is highly moral.	The coworkers	I assumed they were happy and appreciated the compliment	The coworkers	I assumed they felt valued and respected	7.0
11	29	Effron	Complimented coworkers on their clothing and appearance	orig		6	8	1	9	7	I'm concerned about the potential impact on their self-perception and emotional well-being	I intentionally chose to compliment them in a genuine and respectful manner	I didn't intend to cause any harm or discomfort, and the compliment was well-received	The compliment had a positive impact on their day and boosted their confidence	Considering the positive impact and the intention behind the action, I believe this scenario is highly moral	The coworkers	I assumed they would appreciate the compliment and feel good about themselves	The coworkers	I assumed they would feel valued and appreciated	4.0
11	30	Effron	Complimented coworkers on their clothing and appearance	orig		4	8	0	9		I consider the coworkers vulnerable because they may not be used to receiving compliments from their colleagues.	I consider the action intentional because the person made a conscious effort to compliment their coworkers.	I consider the action harmless because it didn't cause any physical or emotional harm.	I consider the action helpful because it boosted the coworkers' morale and created a positive work environment.	Considering the coworkers' vulnerability and the intentional nature of the action, I believe it's highly moral (7) because it promotes positivity and kindness in the workplace.	The coworkers	I assumed they were comfortable with the compliment	The coworkers	I assumed they appreciated the compliment	4.0
11	31	Effron	Complimented coworkers on their clothing and appearance	orig		2	8	1	8	5	I didn't think about the potential awkwardness or discomfort the coworkers might feel.	I just wanted to be friendly and show appreciation for their effort.	I didn't think about the potential harm or discomfort I might cause, I just wanted to be nice.	I hoped they would feel good about themselves and appreciate the compliment.	I didn't think about the potential harm or discomfort I might cause, I just wanted to be nice. As a moderate person, I prioritize social harmony and may not consider the potential moral implications of my actions.	The coworkers	I assumed they would appreciate the compliment	The coworkers	I assumed they would feel good about themselves	4.0
11	32	Effron	Complimented coworkers on their clothing and appearance	orig		4	8	0	9	7	I consider the coworkers vulnerable because they may not be used to receiving compliments from their colleagues, which could make them feel uncomfortable or awkward.	I consider the action intentional because I deliberately chose to compliment my coworkers, showing that I'm making an effort to build positive relationships with them.	I consider the action harmless because it's a positive and uplifting gesture that doesn't cause any harm or discomfort to the coworkers.	I consider the action helpful because it can boost the coworkers' morale and create a more positive and supportive work environment.	Considering the coworkers' vulnerability, the intentional and harmless nature of the action, and the potential positive impact on the work environment, I believe this scenario is highly moral.	The coworkers	I assumed they would appreciate the compliment and feel good about themselves	The coworkers	I assumed they would feel valued and appreciated	4.0
