scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
5	10	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	2	1	3	4	1	6	As a Catholic, the person is likely influenced by the value of saving human life, which is a key tenet of their faith.	As a 22-year-old American male, the person may be influenced by a sense of fairness and justice, which could lead them to prioritize saving the four people over the one who is already getting off.	As a person of mixed ethnicity (Latino and American), the person may be influenced by a sense of loyalty to their heritage and family, which could lead them to prioritize saving the four people over the one who is already getting off.	As a Catholic, the person may be influenced by a sense of obedience to authority, which could lead them to prioritize saving the four people over the one who is already getting off.	As a Catholic, the person is likely influenced by a sense of reverence for human life, which could lead them to prioritize saving the four people over the one who is already getting off.	As a person living in a city with a population size of over 1 million, the person may be influenced by a sense of freedom and autonomy, which could lead them to prioritize saving the four people over the one who is already getting off.	The person prioritizes saving the four people over the one who is already getting off, likely due to their Catholic values and sense of fairness and justice.	4.0
5	11	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	3	5	2	5	4	6	As a female, 39-year-old, and native Spanish speaker, this person values helping others, especially in a life-or-death situation.	Given her liberal political leanings (D11), this person prioritizes fairness and would not condone cheating in this situation.	As a loyal and responsible safety officer, this person would not betray her duty to save lives.	Given her agnostic beliefs (D7), this person may not feel strongly about authority, but would still prioritize saving lives.	As a person who values human life, this person would not condone degrading or sacrificing lives for personal gain.	Given her liberal political leanings (D11), this person prioritizes individual liberty and would not condone oppression in this situation.	This scenario presents a difficult moral dilemma, but ultimately, saving the four people in the cabin is the most moral choice.	6.0
5	12	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	2	3	1	0	2	6	As a female, 37-year-old Latina, I prioritize helping others, especially in a life-threatening situation.	I believe in fairness, but in this extreme situation, I would rather sacrifice one person to save four, as it's a matter of life and death.	As a safety officer, I have a duty to prioritize the safety of all, even if it means betraying the trust of one person.	In this situation, I would not question the authority of the safety protocols, but rather follow them to ensure the safety of all.	I would not consider this situation as degrading or violating the sanctity of human life, as it's a matter of saving lives.	I believe in the importance of individual liberty, but in this situation, I would prioritize the safety of all over the freedom of one person.	While it's a difficult decision, I believe that sacrificing one person to save four is a moral choice, as it prioritizes the safety and well-being of the majority.	6.0
5	13	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		3	2	1	4	4	1	6	As a Catholic, the person is likely influenced by the value of saving human life, which is a key principle in Catholicism.	The person's upbringing in an English-speaking household and their current residence in a city with a population over 1 million may have instilled a sense of fairness and justice.	The person's Dominican heritage and their current Catholic faith may emphasize the importance of loyalty and family ties, which could influence their decision.	As a Catholic, the person may be inclined to respect authority and follow established procedures, which could lead them to prioritize saving the four people over the one who is getting off.	The person's Catholic faith may emphasize the sanctity of human life, leading them to prioritize saving the four people over the one who is getting off.	The person's residence in a city with a population over 1 million may have instilled a sense of freedom and autonomy, which could influence their decision to prioritize saving the four people.	The person's Catholic faith and upbringing in an English-speaking household may have instilled a sense of moral obligation to prioritize saving human life, while their Dominican heritage and current residence in a city with a population over 1 million may have influenced their sense of fairness and justice.	4.0
5	14	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	2	1	3	0	5	6	The person prioritizes saving the four people over the one who will die, showing a willingness to harm one to help others.	The person is willing to manipulate the situation to save the four people, which could be seen as cheating, but is done to ensure fairness and justice.	The person is forced to betray the trust of the person who will die by sending them back up the wheel, but is doing so to save the lives of the four others.	The person is subverting the authority of the ferris wheel's design and operation to save the four people, which could be seen as a challenge to authority.	The person is not degrading the sanctity of human life by prioritizing the lives of the four people over the one who will die.	The person is not oppressing anyone by making this decision, but is instead fighting to preserve the liberty of the four people.	The person is making a difficult decision to prioritize the lives of the four people, which is a moral and just decision.	1.0
5	15	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	-5	3	2	1	-5	6	As a 19-year-old American English speaker, the person prioritizes helping others over causing harm.	The person's liberal views (D11) and American upbringing (D3) emphasize fairness, making cheating unacceptable.	As an atheist (D7), the person may not feel bound by traditional moral obligations, but still prioritizes saving lives.	The person's liberal views (D11) and American upbringing (D3) may lead them to question authority, but in this case, they prioritize saving lives.	As a Latino/Latina (D10), the person may be sensitive to issues of dignity and respect, but in this case, they prioritize saving lives.	The person's liberal views (D11) and American upbringing (D3) emphasize individual freedom and autonomy, making oppression unacceptable.	The person prioritizes saving lives and may not feel bound by traditional moral obligations, making this scenario morally acceptable.	4.0
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	3	4	2	5	4	6	As a female, 38-year-old, English-speaking, non-religious, Latino individual living in a city, I prioritize helping others over causing harm.	As someone who values fairness, I believe that saving four people is the fair decision, even if it means sacrificing one person.	As a loyal person, I prioritize saving the four people over saving the one person who will die, as it is a more selfless act.	As someone who respects authority, I believe that as the safety officer, it is my duty to make the difficult decision to save the four people, even if it means going against the norm.	As someone who values human life, I believe that saving the four people is a sacred act that prioritizes their sanctity over the one person who will die.	As someone who values individual freedom, I believe that saving the four people is a decision that respects their liberty and autonomy.	I believe that saving the four people is the morally justifiable decision, as it prioritizes human life and safety over individual interests.	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	2	1	3	4	2	6	The person's Latino heritage and upbringing may influence their emphasis on family and community, leading them to prioritize saving the four people over the one.	The person's liberal political leanings (D11) may lead them to prioritize fairness and saving the most people, even if it means sacrificing one.	The person's loyalty to their family and community (D8, D9, D10) may be tested by the decision to sacrifice one person to save four.	The person's liberal political leanings (D11) may lead them to question authority and prioritize saving the most people, even if it means going against the norm.	The person's emphasis on human life and dignity (D10) may lead them to prioritize saving the four people over the one.	The person's liberal political leanings (D11) may lead them to prioritize individual freedom and autonomy, even if it means sacrificing one person.	The person's liberal political leanings and emphasis on human life and dignity lead them to prioritize saving the most people, even if it means sacrificing one.	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		3	1	2	0	4	1	6	As a Catholic, the person is likely influenced by the value of saving human life, which is a key principle in Catholicism.	The person's American upbringing and Catholic values may emphasize fairness and honesty, leading them to consider the moral implications of choosing between saving four people or one person.	The person's mixed heritage and cultural background may influence their sense of loyalty and responsibility towards the people in the ferris wheel, particularly the four people who will be saved.	As a safety officer, the person is responsible for following protocols and procedures, which may lead them to question the authority of the decision to prioritize saving four people over one.	The person's Catholic values may emphasize the sanctity of human life, leading them to prioritize saving the four people over the one person who will die.	The person's mixed heritage and cultural background may influence their sense of freedom and autonomy, leading them to consider the moral implications of making a difficult decision.	The person's Catholic values and sense of responsibility as a safety officer lead them to prioritize saving human life, while also considering the moral implications of their decision.	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4	2	3	1	4	2	5	As a Catholic, the person is likely influenced by the value of saving human life, which is a key principle in Catholicism.	The person's Catholic upbringing emphasizes the importance of fairness and honesty, which might lead them to consider the moral implications of manipulating the situation.	As a Latino individual, the person may be influenced by the importance of family and community, which could lead them to prioritize saving the four people over the one who will die.	The person's conservative political leanings (D11) might lead them to respect authority and follow established procedures, which could influence their decision.	As a Catholic, the person may be influenced by the value of human dignity and the sanctity of life, which could lead them to prioritize saving the four people.	The person's conservative political leanings (D11) might lead them to prioritize order and stability over individual freedom, which could influence their decision.	The person's Catholic upbringing and conservative political leanings lead them to prioritize saving human life and respecting authority, making this scenario moderately moral.	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes a positive and respectful work environment.	Complimenting coworkers is a positive and respectful action that promotes a positive work environment.	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		4	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes a positive and respectful work environment.	Complimenting coworkers is a positive and respectful action that promotes a positive work environment.	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	0	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	The person is showing loyalty and appreciation to their coworkers.	Complimenting coworkers does not subvert any authority or power structure.	The person is promoting positivity and respect by complimenting coworkers.	Complimenting coworkers does not restrict anyone's freedom or liberty.	The person's action is positive, respectful, and promotes a positive work environment.	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes a positive and respectful work environment.	Complimenting coworkers is a kind and respectful action that promotes a positive work environment.	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		2	4	3	1	5	4	6	The person's cultural background and language spoken at home may influence their perception of harm and help.	The person's moderate political leaning may lead them to value fairness over cheating.	The person's cultural heritage and family background may emphasize the importance of loyalty and family ties.	The person's moderate political leaning may lead them to respect authority and tradition.	The person's religious beliefs may emphasize the importance of respecting others' dignity and avoiding degradation.	The person's racial and ethnic identity may lead them to value freedom and equality.	The person's actions are generally well-intentioned and respectful, and do not harm or degrade others.	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes freedom and positivity.	Complimenting coworkers is a kind and respectful action that promotes positivity and harmony in the workplace.	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes a positive and inclusive work environment.	Complimenting coworkers is a kind and respectful action that promotes positivity and inclusivity in the workplace.	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes freedom and positivity.	Complimenting coworkers is a kind and respectful action that promotes positivity and harmony in the workplace.	5.0
11	23	Effron	Complimented coworkers on their clothing and appearance	orig		4	5	3	4	5	5	7	The person's liberal views and familiarity with English language may lead them to prioritize helping others over causing harm.	The person's liberal views and familiarity with English language may lead them to prioritize fairness over cheating.	The person's strong family ties and cultural values may lead them to prioritize loyalty over betrayal.	The person's liberal views and familiarity with English language may lead them to prioritize subverting authority over conforming to it.	The person's liberal views and familiarity with English language may lead them to prioritize sanctity over degradation.	The person's liberal views and familiarity with English language may lead them to prioritize liberty over oppression.	The person's liberal views and familiarity with English language suggest that they prioritize helping others, fairness, and individual freedom, making this scenario highly moral.	6.0
11	24	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes a positive and respectful work environment.	Complimenting coworkers is a kind and respectful action that promotes a positive work environment.	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		5	5	5	5	5	5	7	The person is complimenting coworkers, which is a positive and helpful action.	Complimenting coworkers is a fair and honest action, not cheating.	Complimenting coworkers shows loyalty and support, not betrayal.	Complimenting coworkers does not subvert authority, as it is a positive action.	Complimenting coworkers does not degrade anyone, but rather uplifts and respects them.	Complimenting coworkers does not oppress anyone, but rather promotes freedom and positivity.	Complimenting coworkers is a kind and respectful action that promotes positivity and harmony in the workplace.	7.0
