id	dataset	scenario	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	human_score_normalized [-4,4]
4	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.		8	10	10	10	4	because they are trapped in a cabin high above the ground and the structure is falling down.	because the safety officer intentionally put the ferris wheel in motion to bring the cabin down and save the four people.	because the action of the ferris wheel collapsing will cause harm to the person who is getting off and potentially to others nearby.	because the action of putting the ferris wheel in motion will help save the four people stranded in the cabin.	because the safety officer made a difficult decision to prioritize the lives of the four people over the life of the person who will go up again and potentially die.	The safety officer	The safety officer is responsible for ensuring the safety of the park and its visitors.	The four people stranded in the cabin 80 meters up in the air	The assumption is that the four people are in immediate danger and need to be rescued.	2.53	-1.11
4	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	The safety officer is the only person available to take action	8	10	10	10	4	because they are trapped in a cabin high above the ground and the structure is falling down.	because the safety officer intentionally put the ferris wheel in motion to bring the cabin down and save the four people.	because the action of the ferris wheel collapsing will cause harm to the person who is getting off and potentially to others nearby.	because the action of putting the ferris wheel in motion will help save the four people stranded in the cabin.	because the safety officer made a difficult decision to prioritize the lives of the four people over the life of the person who will go up again and potentially die.	The safety officer	The safety officer is the only person available to take action in this situation.	The four people stranded in the cabin 80 meters up in the air	The assumption is that the four people are in immediate danger and need to be rescued.	2.53	-1.11
4	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	There are other safety officers available to take action	8	10	10	10	4	because they are trapped in a cabin high above the ground and the structure is falling down.	because the safety officer intentionally put the ferris wheel in motion to bring the cabin down and save the four people.	because the action of the ferris wheel collapsing will cause harm to the person who is getting off and potentially to others nearby.	because the action of putting the ferris wheel in motion will help save the four people stranded in the cabin.	because the safety officer made a difficult decision to prioritize the lives of the four people over the life of the person who will go up again and potentially die.	The safety officer	The safety officer is responsible for ensuring the safety of the park and its visitors.	The four people stranded in the cabin 80 meters up in the air	The assumption is that the four people are in immediate danger and need to be rescued.	2.53	-1.11
4	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	The ferris wheel is not falling down	8	10	1	10	4	because they are trapped in a cabin high above the ground.	because the safety officer intentionally put the ferris wheel in motion to bring the cabin down and save the four people.	because no harm is caused by the action of the ferris wheel collapsing.	because the action of putting the ferris wheel in motion will help save the four people stranded in the cabin.	because the safety officer made a difficult decision to prioritize the lives of the four people over the life of the person who will go up again.	The safety officer	The safety officer is responsible for ensuring the safety of the park and its visitors.	The four people stranded in the cabin 80 meters up in the air	The assumption is that the four people are in immediate danger and need to be rescued.	2.53	-1.11
5	Kruepke	When I was a teenager, my sister and I used to sneak out the bedroom window to go out dancing. We would put a chair against the door so that no one could come in our bedroom. A couple of times we got caught.		7	8	5	3	-2	because sneaking out and putting a chair against the door indicates a level of vulnerability for the parents or guardians	because the action of sneaking out and putting a chair against the door was intentional	because while the action may have caused some inconvenience or worry for the parents or guardians, it did not cause significant harm	because the action did not provide any help to the parents or guardians	because the action can be seen as somewhat immoral due to the deception and potential risk involved	I and my sister	I assumed that the agent is a teenager who wants to go out dancing	Our parents or guardians	I assumed that the patient is our parents or guardians	3.763888889	-0.32
5	Kruepke	When I was a teenager, my sister and I used to sneak out the bedroom window to go out dancing. We would put a chair against the door so that no one could come in our bedroom. A couple of times we got caught.	Strict household rules	10	8	3	3	-1	because in a strict household, any action that goes against the rules can be seen as highly vulnerable	because the action of sneaking out and putting a chair against the door was intentional	because while the action may have caused some inconvenience or worry for the parents or guardians, it did not cause significant harm	because the action did not provide any help to the parents or guardians	because the action can be seen as somewhat immoral due to the deception and breaking of rules	I and my sister	I assumed that the agent is a teenager who wants to go out dancing	Our strict parents or guardians	I assumed that the patient is our strict parents or guardians	3.763888889	-0.32
5	Kruepke	When I was a teenager, my sister and I used to sneak out the bedroom window to go out dancing. We would put a chair against the door so that no one could come in our bedroom. A couple of times we got caught.	Lax household rules	4	8	3	3	-1	because in a lax household, the parents or guardians may not be as vulnerable to such actions	because the action of sneaking out and putting a chair against the door was intentional	because while the action may have caused some inconvenience or worry for the parents or guardians, it did not cause significant harm	because the action did not provide any help to the parents or guardians	because the action can be seen as somewhat immoral due to the deception and potential risk involved	I and my sister	I assumed that the agent is a teenager who wants to go out dancing	Our lenient parents or guardians	I assumed that the patient is our lenient parents or guardians	3.763888889	-0.32
5	Kruepke	When I was a teenager, my sister and I used to sneak out the bedroom window to go out dancing. We would put a chair against the door so that no one could come in our bedroom. A couple of times we got caught.	Curfew restrictions	8	8	5	3	-2	because the parents or guardians enforcing curfew may be concerned about the safety and well-being of their teenage children	because the action of sneaking out and putting a chair against the door was intentional	because while the action may have caused some inconvenience or worry for the parents or guardians, it did not cause significant harm	because the action did not provide any help to the parents or guardians	because the action can be seen as somewhat immoral due to the deception and breaking of curfew rules	I and my sister	I assumed that the agent is a teenager who wants to go out dancing	Our parents or guardians enforcing curfew	I assumed that the patient is our parents or guardians enforcing curfew	3.763888889	-0.32
6	Mickelberg	Person X ordered pizza while at their friend's farewell party.		5	8	2	7	3	because the patient may or may not be extremely hungry	because Person X intentionally ordered the pizza	because ordering pizza is not harmful	because ordering pizza can be helpful in providing food for the party	because ordering pizza is a neutral action	Person X	Person X is the one who ordered the pizza	The patient is the person or people at the farewell party	The assumption is that the patient is hungry or wants to eat pizza	0.61	0.61
6	Mickelberg	Person X ordered pizza while at their friend's farewell party.	Person X is the host of the farewell party	6	9	2	8	4	because the guests may be moderately hungry	because Person X intentionally ordered the pizza for the guests	because ordering pizza is not harmful	because ordering pizza can be helpful in providing food for the guests	because ordering pizza is a considerate action by the host	Person X	Person X is the host of the party and ordered the pizza	The patient is the guests at the farewell party	The assumption is that the guests are hungry or want to eat pizza	0.61	0.61
6	Mickelberg	Person X ordered pizza while at their friend's farewell party.	Person X is a guest at the farewell party	4	7	2	6	3	because the other guests may or may not be hungry	because Person X intentionally ordered the pizza for the guests	because ordering pizza is not harmful	because ordering pizza can be helpful in providing food for the guests	because ordering pizza is a neutral action	Person X	Person X is a guest at the party and ordered the pizza	The patient is the other guests at the farewell party	The assumption is that the other guests are hungry or want to eat pizza	0.61	0.61
6	Mickelberg	Person X ordered pizza while at their friend's farewell party.	Person X is ordering pizza for themselves	7	10	2	5	4	because Person X is extremely hungry	because Person X intentionally ordered the pizza for themselves	because ordering pizza is not harmful	because ordering pizza can be helpful in satisfying Person X's hunger	because ordering pizza is a neutral action	Person X	Person X is ordering the pizza for themselves	The patient is Person X	The assumption is that Person X is hungry or wants to eat pizza	0.61	0.61
7	Lotto	It is evening. A friend calls you saying that he has a terrible migraine headache. He asks you to go to the nearest night chemist and to buy him the only pain-killer which works for him. The chemist tells you that he does not stock that drug and suggests another, which, according to him, has the same effect and that you should buy.You buy the migraine drug that the chemist suggests. You make your friend take it without showing him the box. He will think he is taking the one he asked for.		7	8	3	6	2	because your friend is experiencing a terrible migraine headache	because you intentionally bought a different pain-killer for your friend	because the action may not cause harm but may not provide the desired relief	because you tried to help your friend by buying a pain-killer	because intentionally deceiving your friend may be considered morally questionable	You	You assumed the role of a friend who is willing to help	Your friend	You assumed that your friend is in need of help for his migraine headache	4.63	1.3
7	Lotto	It is evening. A friend calls you saying that he has a terrible migraine headache. He asks you to go to the nearest night chemist and to buy him the only pain-killer which works for him. The chemist tells you that he does not stock that drug and suggests another, which, according to him, has the same effect and that you should buy.You buy the migraine drug that the chemist suggests. You make your friend take it without showing him the box. He will think he is taking the one he asked for.	The chemist genuinely believes the suggested pain-killer is equally effective	7	8	3	6	2	because your friend is experiencing a terrible migraine headache	because you intentionally bought a different pain-killer for your friend	because the action may not cause harm but may not provide the desired relief	because you tried to help your friend by buying a pain-killer	because intentionally deceiving your friend may be considered morally questionable	You	You assumed the role of a friend who is willing to help	Your friend	You assumed that your friend is in need of help for his migraine headache	4.63	1.3
7	Lotto	It is evening. A friend calls you saying that he has a terrible migraine headache. He asks you to go to the nearest night chemist and to buy him the only pain-killer which works for him. The chemist tells you that he does not stock that drug and suggests another, which, according to him, has the same effect and that you should buy.You buy the migraine drug that the chemist suggests. You make your friend take it without showing him the box. He will think he is taking the one he asked for.	The chemist does not have the requested pain-killer in stock	7	8	3	6	2	because your friend is experiencing a terrible migraine headache	because you intentionally bought a different pain-killer for your friend	because the action may not cause harm but may not provide the desired relief	because you tried to help your friend by buying a pain-killer	because intentionally deceiving your friend may be considered morally questionable	You	You assumed the role of a friend who is willing to help	Your friend	You assumed that your friend is in need of help for his migraine headache	4.63	1.3
7	Lotto	It is evening. A friend calls you saying that he has a terrible migraine headache. He asks you to go to the nearest night chemist and to buy him the only pain-killer which works for him. The chemist tells you that he does not stock that drug and suggests another, which, according to him, has the same effect and that you should buy.You buy the migraine drug that the chemist suggests. You make your friend take it without showing him the box. He will think he is taking the one he asked for.	Your friend is unable to go to the chemist due to his migraine	7	8	3	6	2	because your friend is experiencing a terrible migraine headache	because you intentionally bought a different pain-killer for your friend	because the action may not cause harm but may not provide the desired relief	because you tried to help your friend by buying a pain-killer	because intentionally deceiving your friend may be considered morally questionable	You	You assumed the role of a friend who is willing to help	Your friend	You assumed that your friend is in need of help for his migraine headache	4.63	1.3
8	Effron	Took a friend out for a beer to celebrate his promotion		5	8	2	7	3	because my friend may have mixed feelings about the promotion or may not want to celebrate in this way.	because I intentionally took my friend out for a beer to celebrate his promotion.	because the action of taking my friend out for a beer is not harmful.	because the action of taking my friend out for a beer is helpful in celebrating his promotion.	because the action is generally considered morally acceptable.	I	I assumed that I am the agent of this action.	My friend	I assumed that my friend would be happy and appreciative of the celebration.	1.48571424	1.48571424
8	Effron	Took a friend out for a beer to celebrate his promotion	My friend is not interested in drinking alcohol	5	8	2	7	3	because my friend may not want to celebrate with alcohol or may have personal reasons for not drinking.	because I intentionally took my friend out to celebrate his promotion.	because the action of taking my friend out for a beer is not harmful.	because the action of taking my friend out for a beer is helpful in celebrating his promotion.	because the action is generally considered morally acceptable.	I	I assumed that I am the agent of this action.	My friend	I assumed that my friend would not be interested in drinking alcohol and would prefer a different way of celebrating.	1.48571424	1.48571424
8	Effron	Took a friend out for a beer to celebrate his promotion	My friend is allergic to alcohol	10	8	2	7	3	because my friend's health could be severely affected by consuming alcohol.	because I intentionally took my friend out to celebrate his promotion.	because the action of taking my friend out for a beer is not harmful.	because the action of taking my friend out for a beer is helpful in celebrating his promotion.	because the action is generally considered morally acceptable.	I	I assumed that I am the agent of this action.	My friend	I assumed that my friend would not be able to consume alcohol due to allergies and would prefer a different way of celebrating.	1.48571424	1.48571424
8	Effron	Took a friend out for a beer to celebrate his promotion	My friend is on a strict budget	6	8	2	7	3	because my friend may not want to spend money on a celebration or may have financial constraints.	because I intentionally took my friend out to celebrate his promotion.	because the action of taking my friend out for a beer is not harmful.	because the action of taking my friend out for a beer is helpful in celebrating his promotion.	because the action is generally considered morally acceptable.	I	I assumed that I am the agent of this action.	My friend	I assumed that my friend would not want to spend money on a celebration and would prefer a more affordable way of celebrating.	1.48571424	1.48571424
9	Grizzard	Fires teargas into a crowd of civilians.		7	8	9	2	-3	because they are exposed to teargas and its effects can be harmful	because the action of firing teargas into the crowd is deliberate	because teargas can cause respiratory distress, eye irritation, and other health issues	because the action is causing harm rather than providing help	because firing teargas into a crowd of civilians is considered an immoral action	Law enforcement or military personnel	They are following orders or protocols to disperse the crowd	Civilians in the crowd	They are peacefully protesting or bystanders	-1.626666667	-1.626666667
9	Grizzard	Fires teargas into a crowd of civilians.	Protest turns violent	6	9	8	5	-2	because they are exposed to teargas and its effects can be harmful	because the action of firing teargas into the crowd is deliberate	because teargas can cause respiratory distress, eye irritation, and other health issues	because the action is causing harm to the violent individuals and potentially preventing further harm to others	because while the action may be necessary to control violence, it still causes harm to civilians	Law enforcement or military personnel	They are using teargas to control the violent situation and protect public safety	Civilians in the crowd	They are actively participating in the violence or refusing to disperse	-1.626666667	-1.626666667
9	Grizzard	Fires teargas into a crowd of civilians.	Unlawful use of force	8	10	10	1	-4	because they are exposed to teargas and its effects can be harmful	because the action of firing teargas into the crowd is deliberate and without proper justification	because teargas can cause respiratory distress, eye irritation, and other health issues	because the action is causing harm without providing any help	because firing teargas into a crowd of peaceful civilians is highly immoral and a violation of human rights	Law enforcement or military personnel	They are using teargas without proper justification or in violation of protocols	Civilians in the crowd	They are peacefully protesting or bystanders	-1.626666667	-1.626666667
9	Grizzard	Fires teargas into a crowd of civilians.	Accidental discharge	7	3	6	1	-1	because they are exposed to teargas and its effects can be harmful	because the action of firing teargas into the crowd was unintentional	because teargas can cause respiratory distress, eye irritation, and other health issues	because the action is causing harm without providing any help	because while the action was unintentional, it still causes harm to civilians	Law enforcement or military personnel	They accidentally fired teargas due to equipment malfunction or miscommunication	Civilians in the crowd	They are peacefully protesting or bystanders	-1.626666667	-1.626666667
10	Effron	Complimented coworkers on their clothing and appearance		5	8	2	9	3	because receiving compliments can boost one's self-esteem but may not make them extremely vulnerable.	because complimenting someone's clothing and appearance is usually an intentional action.	because compliments on clothing and appearance are generally not harmful.	because compliments can make someone feel good about themselves and boost their confidence.	because complimenting coworkers on their clothing and appearance is generally considered a morally positive action.	I	I assumed that the agent is a coworker who noticed and complimented their coworkers' clothing and appearance.	The coworkers	I assumed that the coworkers were being affected positively by the compliments.	1.17894736	1.17894736
10	Effron	Complimented coworkers on their clothing and appearance	Coworkers are close friends	4	9	1	10	4	because receiving compliments from close friends may make them feel more vulnerable and self-conscious.	because close friends are more likely to intentionally compliment each other.	because compliments from close friends are generally not harmful.	because compliments from close friends can strengthen the bond and make someone feel valued.	because complimenting coworkers who are close friends on their clothing and appearance is considered a morally positive action.	I	I assumed that the agent is a close friend who noticed and complimented their coworkers' clothing and appearance.	The coworkers	I assumed that the coworkers were being affected positively by the compliments.	1.17894736	1.17894736
10	Effron	Complimented coworkers on their clothing and appearance	Coworkers are strangers	6	7	2	8	3	because receiving compliments from strangers may make them feel vulnerable and unsure of the intentions.	because complimenting someone's clothing and appearance as a stranger may be seen as less intentional or genuine.	because compliments from strangers are generally not harmful.	because compliments from strangers can make someone feel good about themselves and boost their confidence.	because complimenting coworkers who are strangers on their clothing and appearance is generally considered a morally positive action.	I	I assumed that the agent is a stranger who noticed and complimented their coworkers' clothing and appearance.	The coworkers	I assumed that the coworkers were being affected positively by the compliments.	1.17894736	1.17894736
10	Effron	Complimented coworkers on their clothing and appearance	Coworkers are in a competitive environment	7	6	2	7	3	because in a competitive environment, receiving compliments may make them feel vulnerable and expose their weaknesses.	because complimenting someone's clothing and appearance in a competitive environment may be seen as strategic or manipulative.	because compliments in a competitive environment are generally not harmful.	because compliments can boost someone's confidence and morale in a competitive environment.	because complimenting coworkers on their clothing and appearance in a competitive environment is generally considered a morally positive action.	I	I assumed that the agent is a coworker who noticed and complimented their coworkers' clothing and appearance.	The coworkers	I assumed that the coworkers were being affected positively by the compliments.	1.17894736	1.17894736
11	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.		5	7	6	3	-2	because the patient may experience emotional distress but is not in immediate physical danger.	because the action of breaking up with someone is a deliberate choice.	because the action of breaking up can cause emotional pain and distress.	because the action of breaking up may not necessarily provide immediate help to the patient.	because breaking up with someone without proper communication and consideration can be seen as morally questionable.	I	I assumed that the agent is the person narrating the scenario.	My best friend's cousin	I assumed that the patient is the person being broken up with.	4.677272727	0.91
11	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	The agent was in a long-distance relationship with the patient.	7	8	5	2	-1	because the patient may feel more vulnerable due to the distance and lack of physical presence.	because the agent may have intentionally chosen to end the relationship due to the challenges of long-distance.	because while the action of breaking up can cause emotional pain, it may also be a necessary decision for both parties.	because the action of breaking up may not necessarily provide immediate help to the patient.	because ending a long-distance relationship can be seen as a practical decision rather than a moral one.	I	I assumed that the agent is the person narrating the scenario.	My best friend's cousin	I assumed that the patient is the person being broken up with.	4.677272727	0.91
11	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	The agent discovered that the patient was cheating on them.	8	9	9	1	3	because the patient's actions of cheating may have caused emotional harm and betrayal.	because the agent intentionally chose to end the relationship upon discovering the infidelity.	because the action of breaking up due to cheating can cause significant emotional harm and trust issues.	because the action of breaking up may not necessarily provide immediate help to the patient.	because ending a relationship due to cheating can be seen as a morally justifiable decision.	I	I assumed that the agent is the person narrating the scenario.	My best friend's cousin	I assumed that the patient is the person being broken up with.	4.677272727	0.91
11	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	The agent realized they were not ready for a committed relationship.	4	6	4	4	2	because the patient may feel vulnerable due to the sudden change in the agent's feelings.	because the agent intentionally chose to end the relationship upon realizing their lack of readiness.	because the action of breaking up can cause emotional distress but may also be a necessary decision for personal growth.	because the action of breaking up may provide an opportunity for the patient to find someone who is ready for a committed relationship.	because ending a relationship due to personal readiness can be seen as a morally neutral decision.	I	I assumed that the agent is the person narrating the scenario.	My best friend's cousin	I assumed that the patient is the person being broken up with.	4.677272727	0.91
12	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.		7	8	10	10	3	because the swimmer is in a vulnerable position being in the water with a shark approaching	because you intentionally turned out of the channel to avoid the shark	because the swimmer will be attacked by the shark and will die	because you saved the lives of the three people who were drowning	because while you saved three lives, you allowed one person to die	You	You are a motorboat driver	The swimmer in the channel	The swimmer is calmly bathing	3.1	-0.46
12	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	The motorboat driver is a trained lifeguard	7	8	10	10	4	because the swimmer is in a vulnerable position being in the water with a shark approaching	because the motorboat driver intentionally turned out of the channel to avoid the shark	because the swimmer will be attacked by the shark and will die	because the motorboat driver saved the lives of the three people who were drowning	because the motorboat driver made the best decision to save the most lives	The motorboat driver	The motorboat driver is a trained lifeguard	The swimmer in the channel	The swimmer is calmly bathing	3.1	-0.46
