id	dataset	scenario	circumstance_type	circumstance	moral_score	moral_expl	all_moral_scores	human_score
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		4	Voluntarily helping disadvantaged students improves their opportunities, widely seen as morally positive.	[4]	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		4	Selfless aid addressing immediate needs (shelter, food) demonstrates compassion and kindness.	[4]	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		4	Acted honestly, resisted temptation, fulfilled duty.	[4]	2.75
25	Effron	Heckled a woman speaking on human rights	orig		-3	Disrespecting human rights advocacy undermines dignity and free speech.	[-3]	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		-2	Criticizing elderly for slowness shows disrespect and lack of empathy.	[-2]	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		4	Prioritizing sister's safety, selfless act, promotes well-being.	[4]	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		3	Seeking reconciliation and expressing love despite past conflict shows compassion and emotional courage.	[3]	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		-1	Breach of trust but motivated by concern; context reduces immorality.	[-1]	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		-3	Sacrificing one without consent to save others violates individual rights, yet utilitarian outcome.	[-3]	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		4	Saving an injured life compassionately is virtuous.	[4]	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		1	Good intent but illegal; risks safety. Balancing compassion vs. law.	[1]	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		4	Act of kindness, aiding someone in need without harm.	[4]	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		2	Addressing financial strain with boundaries, positive outcome, but ultimatum may be harsh.	[2]	0.38
35	Effron	Took the neighbor's newspaper	orig		-1	Taking property without permission is theft, minor but unethical.	[-1]	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		-3	Cheating undermines fairness and trust, harming group integrity.	[-3]	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		0	Achieving success fairly is neutral; no inherent moral value.	[0]	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		3	Promotes inmate well-being, positive engagement, and rehabilitation.	[3]	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		3	Prioritizing saving an innocent child aligns with protecting life and compassion, despite potential risks.	[3]	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		-4	Intentionally sacrificing an innocent without consent violates ethics, despite saving more.	[-4]	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		4	Promotes justice, corrects wrongful convictions, aids innocent.	[4]	3.27
42	Effron	Gave his coat to someone when it was cold	orig		4	Altruistic act, showing kindness and care.	[4]	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		-4	Causing harm to animals unnecessarily is widely condemned.	[-4]	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		-4	Deception exploiting goodwill, causing financial and emotional harm.	[-4]	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		4	Promotes animal welfare, reduces suffering, altruistic.	[4]	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		1	Routine purchase with no harm, supports bakery. Neutral to slightly positive.	[1]	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		1	Cleaning and tidying is a responsible, harmless act.	[1]	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		0	Personal clothing choice, no inherent harm or moral implication.	[0]	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		-1	Restricts personal choice moderately; potential overreach but context-dependent.	[-1]	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		3	Fulfilling obligations demonstrates responsibility and integrity, aligning with ethical financial behavior.	[3]	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		-1	Child asserts autonomy; mother dismisses feelings. Conflict over respect vs. care.	[-1]	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		3	Helping a friend in need demonstrates empathy and support, promoting trust and solidarity.	[3]	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		4	Selfless act saving life, heroic intent, positive outcome.	[4]	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		-3	Disrespectful to the deceased, violates professional ethics and cultural norms.	[-3]	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		-3	Lying about work hours is dishonest and breaches trust.	[-3]	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		-3	Disrupts fairness, inconveniences others, violates social norms.	[-3]	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		-4	Insulting and withholding payment over a name is disrespectful and unjust.	[-4]	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		-1	Cultural tradition vs. universal taboos; context matters but generally seen as taboo.	[-1]	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		-3	Promotes harmful behavior, irresponsible influence.	[-3]	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig		-1	Depends on cultural norms; in tipping-expected regions, may be seen as unfair to workers.	[-1]	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		-4	Violates privacy, causes harm, revenge porn is immoral.	[-4]	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		-2	Undermines diplomatic respect, unprofessional conduct.	[-2]	-2.8
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		-1	Prioritizing personal ease over partner's needs may neglect relational responsibilities, causing dissatisfaction.	[-1]	-0.35
64	Effron	Had a welcoming party for some new neighbors	orig		4	Welcoming neighbors fosters community and kindness, a positive moral action.	[4]	1.97777784
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		-4	Intentional killing without consent violates ethics, despite survival outcome.	[-4]	-1.43
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		-1	Disrespectful interruption of personal sharing.	[-1]	-2.1
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		3	Prevents waste, no harm, benefits individuals. Disregards policy but morally justified.	[3]	0.39
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		-1	Prioritizing career over loyalty may be seen as self-interest, but not inherently immoral.	[-1]	-0.81
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		-3	Utilitarian gain but violates autonomy and murder is inherently immoral.	[-3]	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		2	Assuming honesty in self-assessment, promoting oneself is ethical.	[2]	0.52
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		-3	Hiring based on nepotism undermines merit, fairness, and equality.	[-3]	-2.4
72	Effron	Stole into a parking place while someone else was backing in	orig		-2	Taking a spot someone was claiming disregards fairness, causing frustration.	[-2]	-1.93846152
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		0	Attraction occurred but self-restraint was exercised; no action taken despite temptation.	[0]	-0.71
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		-3	Fled after damaging property, avoiding responsibility.	[-3]	-1.93
75	Lotto	You are a nurse who is in charge of a machine which controls drug dosage levels in patients’ blood. Because of a technical failure, the machine is supplying a lethal dose of the drug to four patients. Another patient, in a single room, is hooked up to the same machine and has not undergone any variation in dosage.Press the button to block the drug supply to the four patients. You know that the overdose of drug will be redirected to the patient in the single room, who will die, but the other four will be saved.	orig		1	Utilitarian trade-off saves more lives, but actively causing death.	[1]	-1.16
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		0	No harm or deceit; common situation, neutral.	[0]	0.06
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		-1	Minor dishonesty to avoid discomfort, no direct harm but erodes trust.	[-1]	-0.71
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		2	Utilitarian choice: sacrifice one to save five, but actively causing harm.	[2]	-0.85
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		-4	Prioritizing car cleanliness over aiding injured person is neglectful and selfish.	[-4]	-1.72
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		-3	Intentionally causing harm, risk of injury, violates safety.	[-3]	-2.8
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		-3	Coercing religious conversion violates personal autonomy and mutual respect.	[-3]	-2.5
82	Effron	Ate all the food before anyone else could have any	orig		-3	Selfish act depriving others, lacks consideration.	[-3]	-2.05333328
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		0	Personal choice without harm, neutral moral value.	[0]	-0.1
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		-1	Unintended harm from warning shot; negligence present but no malice.	[-1]	-0.4933333333
85	Effron	Left food out for stray dogs	orig		2	Compassionate act but may cause health/safety issues.	[2]	2.24864864
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		-4	Intentional property damage due to annoyance is unjustified.	[-4]	-2.41
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		-2	Sacrificing one to save five; intentional act vs. greater good.	[-2]	-0.36
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		-1	Limits son's autonomy; pressure vs guidance depends on context.	[-1]	-1.9
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		-3	Yelling at a server is disrespectful and harmful, but not extreme.	[-3]	-2.35
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		-3	Broke trust, shared secrets, dishonesty. Immoral due to betrayal.	[-3]	-2.0
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		-4	Violent attack motivated by religious intolerance is extremely immoral.	[-4]	-3.42
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		-3	Conflict of interest, abuse of trust, unprofessional.	[-3]	-1.55
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		-4	Executing surrendering troops violates international law and basic ethics of warfare.	[-4]	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		3	Prioritizes civilian lives over combat duty, aligning with non-harm principles.	[3]	2.133333333
95	Effron	Pulled his dog's tail	orig		-3	Causes pain to animal; intentional harm is immoral.	[-3]	-2.03428576
96	Effron	Beat up someone smaller than him	orig		-4	Unprovoked violence against weaker individuals is highly immoral.	[-4]	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		-1	Refusing to help an ill friend may show lack of compassion, but not inherently immoral.	[-1]	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		0	Unintentional neglect with minor consequences; no significant harm or intent.	[0]	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		0	Forgetting is a neutral human error without moral intent or harm.	[0]	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		-1	Child took coins unintentionally; low intent but still theft.	[-1]	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		4	Selfless act to save others, despite personal harm.	[4]	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		-3	Damaging property and avoiding responsibility shows disregard, highly immoral.	[-3]	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		1	Utilitarian gain (5 saved vs. 1 lost) but intentional harm reduces moral score.	[1]	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		1	Polite gesture to spare feelings, minor deception.	[1]	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		-3	Impaired consent, public harassment concerns.	[-3]	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		4	Altruistic support during grief reduces suffering, demonstrating compassion.	[4]	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		4	Bringing joy to sick children through charity is widely viewed as compassionate and benevolent.	[4]	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		-3	Coercing via withholding aid exploits vulnerability, unethical means.	[-3]	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		-3	Lying erodes trust, a key relationship foundation.	[-3]	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		4	Selfless act showing gratitude and care for parents, aligning with filial values.	[4]	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		-3	Selfish act depriving others, violates sharing norms.	[-3]	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		0	Unintentional minor oversight, no harm or malice involved.	[0]	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		-3	Public body shaming harms dignity, disrespectful.	[-3]	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		0	Consensual, no harm, but varies by cultural/personal values.	[0]	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		-4	Lying breaches trust, prioritizes self-interest over clients' rights, unethical in legal profession.	[-4]	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		-3	Physical aggression harms others, disrupts public order, lacks justification.	[-3]	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		-2	Hurtful comparison, undermines self-esteem, unkind.	[-2]	-1.4
118	Effron	Failed to return a borrowed book for months	orig		-2	Breach of trust, inconvenience caused, but not severe harm.	[-2]	-0.82352944
119	Effron	Paid for a friend's dinner	orig		3	Generosity towards friends is a kind, positive act.	[3]	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		-3	Harmful overreaction to natural behavior; animal cruelty.	[-3]	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		-1	Taking unclaimed property without effort to find owner is mildly wrong.	[-1]	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		1	Supporting community events is positive; rivalry doesn't imply immorality.	[1]	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		-1	Balancing self-care and a dying parent's wish; understandable but may lack empathy.	[-1]	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		0	Minor environmental impact vs. practical necessity; negligible moral weight.	[0]	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		-2	Laughing at someone's public mistake lacks empathy, causing embarrassment.	[-2]	-2.4
126	Effron	Scratched a stranger's car with his key	orig		-4	Intentional property damage without consent is immoral.	[-4]	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		-4	Torturing animals for pleasure causes unnecessary suffering, violating ethical principles and societal norms.	[-4]	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		-3	Harm to intelligent animals for entertainment is unethical.	[-3]	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		-1	Deceptive intent to appear generous with a cheaper gift lowers morality.	[-1]	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		-2	Cheating undermines safety, dishonest, risks others.	[-2]	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		3	Altruistic sacrifice despite personal risk.	[3]	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		-4	Disrespects victims, offensive in solemn context.	[-4]	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		0	Intentional harm to save more; utilitarian trade-off.	[0]	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		0	No direct harm or ethical violation; personal choice.	[0]	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		-2	Refusing to assist a pregnant woman without valid reason shows lack of empathy.	[-2]	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		-4	Violates consent, cultural norms, and legal standards regarding corpse treatment.	[-4]	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		3	Utilitarian choice saves five, sacrifices one. Direct harm but greater good.	[3]	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		-3	Vandalism of public property is illegal and disrespectful, reducing moral acceptability.	[-3]	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		-3	Breach of role, undermines team spirit.	[-3]	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		-1	Unintentional negligence causing damage, but not malicious.	[-1]	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		-1	Sacrificing one to save three; intentional harm vs. greater good.	[-1]	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		-2	Stealing is wrong, but child's intent was social acceptance, not malice.	[-2]	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		4	Self-sacrifice to protect loved ones is widely viewed as heroic and morally commendable.	[4]	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		4	Altruistic sacrifice for community welfare, no harm indicated.	[4]	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		-3	Stealing due to envy is wrong, though age may reduce culpability.	[-3]	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		1.0	Collaboration not inherently wrong if rules allowed; no deception mentioned.	[1.0]	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		2	Shows attentiveness and care, fostering positive relationships without harm.	[2]	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		2	Attempted repair shows effort; replacement is practical. No harm intended.	[2]	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		-3	Exploiting help without gratitude or reimbursement is unfair.	[-3]	-1.39
150	Effron	Provided food and clothing for flood victims	orig		4	Providing essentials to disaster victims is highly moral, aiding survival and dignity.	[4]	3.22666664
