id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		3	0	0	0	2	1	3	Compliments boost morale, promoting positivity.	No unfair advantage or dishonesty involved.	Irrelevant to group loyalty dynamics.	Does not challenge or support authority.	Respectful praise aligns with sanctity.	Encourages self-expression, supports liberty.	Positive social interaction, fosters goodwill.	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		-2	0	-1	0	0	2	0	Ending relationship caused emotional distress.	No cheating; honesty in communication.	No direct betrayal, but strained family ties.	No authority figures involved.	No degradation; respectful intent.	Exercised liberty to end relationship.	Honest communication justified, though caused harm.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		-3	0	0	0	-1	-2	2	Allows harm to one to save three; net help but direct harm.	No deceit or unfairness involved.	No relational bonds or loyalty violated.	No authority or rules subverted.	Life sacrificed, slight degradation.	Swimmer’s liberty to survive denied.	Saves three but permits one death; morally ambiguous.	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		-2	0	-3	-1	-1	3	-1	Emotional harm from severed ties, but possible self-protection.	Unrelated to fairness unless argument involved injustice.	Breaking family loyalty; perceived abandonment.	Mild challenge to familial authority structure.	No direct link to purity/sanctity norms.	Asserting autonomy from familial conflict.	Self-protection vs. familial harm; context-dependent morality.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		-3	-5	-4	-2	0	-1	-4	Causes professional harm by denying colleague credit.	Stealing ideas is blatant cheating; unfair to colleague.	Breaches trust inherent in teamwork; disloyal act.	Deceives organizational authority for personal gain.	No direct link to purity/sanctity norms.	Restricts colleague’s right to recognition.	Theft of intellectual work is deeply unethical.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		-1	0	-3	-2	-1	0	-2	Joking may harm company reputation indirectly.	No unfair advantage gained; not directly applicable.	Disloyalty by mocking company to competitors.	Undermines trust in company leadership.	Disrespects company's integrity mildly.	Free speech exercised; no oppression involved.	Disloyalty and subversion make it moderately immoral.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		-1	-2	-2	-1	-3	3	-1	No direct harm implied; potential emotional risks unconfirmed.	Assumes single status; unclear cheating. Mildly applicable if partnered.	If partnered, betrayal; otherwise neutral. Ambiguous context.	No direct defiance of authority; mild social norm deviation.	Perceived as violating purity norms; casual intimacy criticized.	Exercising personal freedom; no coercion evident.	Sanctity concerns weigh against liberty; contextually ambiguous.	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		-4	0	0	-3	-4	-3	-3	Shooting geese causes physical harm and distress.	No direct unfairness or cheating involved.	No clear betrayal of trust or loyalty.	Potentially violates wildlife protection laws.	Disrespects animal life and natural sanctity.	Infringes on animals' liberty to live unharmed.	Intentional harm to animals violates harm/sanctity norms.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		-3	0	-4	0	-5	0	-4	Emotional harm from consuming a beloved pet, though no direct physical harm.	No unfairness or cheating involved; the act is personal.	Violates loyalty to a pet, treated as family.	No direct challenge to authority or social hierarchy.	Profanes sanctity of life and pet-human bond.	No oppression; the dog was already deceased.	Violates loyalty and sanctity, causing moral outrage.	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		-5	-4	0	-3	-4	-3	-4	Stealing from a blind beggar causes significant harm by depriving them of essential resources.	The act exploits the beggar's vulnerability, violating fairness.	No relational loyalty involved; irrelevant to the scenario.	Theft violates societal laws and authority.	Targeting a vulnerable person degrades their dignity.	Depriving the beggar of liberty to sustain themselves.	Exploiting a blind beggar's vulnerability is deeply immoral.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		-3	-1	0	0	-2	-3	-2	Refusing assistance causes inconvenience, failing to help.	No direct unfairness, but minor inequity.	No group loyalty implicated.	No authority challenged.	Disrespectful but not deeply degrading.	Limits accessibility, restricting liberty.	Immoral due to lack of help and accessibility hindrance.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		5	3	0	0	0	4	4	Voluntary tutoring provides educational support, promoting growth.	Enhances fairness by bridging educational gaps.	No direct relevance to loyalty or betrayal.	Supports educational goals, no subversion involved.	Unrelated to purity or sanctity concerns.	Empowers students through knowledge, fostering liberty.	Promotes help, fairness, and liberty; highly moral act.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		5	0	0	0	0	3	4	Actively alleviates suffering by providing shelter and food.	No transactional context; act is purely charitable.	No group loyalty or betrayal involved.	No challenge to or reinforcement of authority.	Focus on aid, not purity/sanctity considerations.	Enhances liberty by meeting basic needs.	Significantly reduces harm and promotes dignity.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		3	4	4	3	0	2	4	Reporting helps return lost money, aiding the owner.	Avoided cheating; ensured fairness by reporting.	Demonstrated loyalty to the bank’s ethical standards.	Respected authority by following protocol.	No relevance to sanctity or degradation.	Protected owner’s liberty to reclaim property.	Act upheld fairness, loyalty, and authority.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		-3	-2	0	-2	-4	-4	-4	Heckling causes emotional harm by disrupting speech.	Undermines fair opportunity to express views.	No clear group loyalty conflict.	Disrespects speaker's platform and authority.	Degrades dignity of the speaker.	Suppresses freedom of expression.	Heckling violates liberty, dignity, and harms discourse.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		-3	-2	0	0	-3	-1	-3	Criticism causes emotional distress.	Unfair to blame unavoidable slowness.	No group loyalty context.	No authority relationship implied.	Disrespects elder's dignity.	Minor emotional constraint.	Disrespectful and harmful criticism.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		4	2	4	0	0	3	4	Prioritizes sister's safety, reducing harm risk.	Fairly shares resources for mutual benefit.	Supports family, demonstrating loyalty.	No challenge to authority involved.	No sanctity-related concerns.	Enhances sister's liberty to work safely.	Selfless act promoting safety and family support.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		2	0	3	0	2	1	3	Reconnecting to heal emotional wounds, promoting help.	No direct relevance to fairness or cheating.	Reconnecting despite past abandonment shows loyalty to familial bonds.	No challenge to authority; neutral context.	Upholds sanctity of familial reconciliation.	Exercising liberty to reconnect freely.	Choosing forgiveness and love post-loss is morally commendable.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		-1	-2	-3	-2	0	-2	-2	No direct harm, but potential distrust may cause emotional strain.	Suspicion of unethical dealings motivates the act, implying unfairness.	Invading spouse's privacy breaches marital trust.	Undermines spousal/business authority subtly.	No violation of purity or sanctity.	Infringes on husband's privacy and autonomy.	Breach of trust and privacy makes the act moderately immoral.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		-4	-3	-4	3	1	-4	-2	Intentional killing causes extreme harm, despite saving others.	Unfair to sacrifice one without consent, violating equity.	Leader betrays trust of the sacrificed member.	Compliance with tribal authority to avoid death.	Ritual sacrifice restores tribal sanctity but degrades human life.	Forced sacrifice denies individual liberty.	Intentional harm and betrayal outweigh utilitarian survival gains.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		5	0	0	0	3	3	4	Rescuing an injured kitten reduces harm and provides help.	No cheating or fairness concerns involved.	No betrayal or loyalty dynamics present.	Authority norms are irrelevant here.	Preserving life aligns with sanctity.	Freeing the kitten promotes liberty.	Saving a vulnerable being is morally commendable.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		5	3	2	-3	3	4	3	Helped elderly access affordable medications, reducing financial harm.	Circumvents high drug pricing; promotes fairness for vulnerable groups.	Demonstrates loyalty to community needs over systemic neglect.	Defies legal drug distribution channels, challenging authority.	Preserves health sanctity by ensuring life-saving access.	Liberates elderly from oppressive healthcare costs.	Prioritizes communal welfare over legality; net moral benefit.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		5	0	0	0	3	2	4	Actively helped by providing food/clothes in freezing weather.	No transaction or fairness conflict involved.	No group loyalty or betrayal context.	No challenge to authority structures.	Upheld dignity by addressing basic needs respectfully.	Enhanced liberty by alleviating survival constraints.	Compassionate act addressing urgent needs in harsh conditions.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		3	0	2	3	0	-2	2	Financial strain caused harm; intervention improved stability.	No deceit or unfairness; focused on spending control.	Threat to marriage loyalty; improvement restored commitment.	Wife enforced financial rules; husband complied.	No violation of purity or sanctity norms.	Restricted spending freedom to prevent harm.	Constructive resolution despite strict measures; improved outcomes.	0.38
35	Effron	Took the neighbor's newspaper	orig		-1	-2	0	-1	0	-1	-2	Minor inconvenience to neighbor; no direct harm.	Unfairly depriving neighbor of paid service.	No relational trust explicitly violated.	Disregards property rights; minor defiance.	No sacred or symbolic element involved.	Slightly limits neighbor's access to information.	Unfair and mildly disrespectful but not severely harmful.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		-2	-5	-1	-2	-3	-2	-4	Cheating undermines trust but causes indirect harm.	Direct violation of fairness in gameplay.	No loyalty among strangers, but betrays game rules.	Undermines the authority of game rules.	Degrades the integrity of the game.	Restricts others' liberty to a fair outcome.	Cheating violates fairness and game integrity severely.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		0	3	0	0	0	0	3	Success via knowledge, no harm/help involved.	Assumed fair play; no cheating indicated.	Irrelevant to quiz competition context.	Rules likely followed; no defiance.	No sanctity-related elements in quiz.	Fair competition; no oppression.	Fair success aligns with moral fairness.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		3	0	0	1	2	2	3	Entertaining inmates uplifts morale, promoting well-being.	No unfair advantage or cheating involved.	No betrayal; performance is neutral to loyalty.	Sanctioned activity supports institutional authority.	Respectful entertainment dignifies inmates.	Enhances inmates' quality of life within constraints.	Positive act fostering empathy and joy.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		5	0	-3	-4	4	3	3	Rescuing a child prioritizes helping over potential harm to enemies.	No direct relevance to fairness or cheating.	Prioritizing civilian life over military duty may conflict with loyalty to mission.	Disobeying orders to attack undermines authority.	Preserving a child's life upholds sanctity of life.	Freeing a child from danger promotes liberty.	Saving a child is morally commendable despite duty conflict.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		-5	-4	-4	0	-3	-4	-4	Intentional harm leading to death.	Unfair sacrifice without consent.	Betrayed group trust to save self.	No direct authority conflict.	Violated sanctity of life.	Denied victim's liberty to survive.	Deliberate sacrifice of life is immoral.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		4	4	2	2	3	5	4	Freeing innocents reduces harm, promotes help.	Correcting wrongful convictions aligns with fairness.	Loyalty to justice principles, not groups.	Upholds legitimate authority by rectifying errors.	Protects human dignity and rights.	Liberates oppressed individuals unjustly confined.	Championing justice and liberty is highly moral.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		4	0	0	0	0	0	4	Act of helping by providing warmth, preventing cold harm.	No cheating or fairness concerns involved.	Unrelated to loyalty or betrayal dynamics.	No authority or subversion context present.	No degradation or sanctity elements.	Enhances comfort but not directly about liberty.	Altruistic act promoting well-being, morally commendable.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		-4	0	0	0	-3	-3	-3	Kicking causes physical/emotional harm to the cat.	No contractual or fairness context applies.	No relational trust or loyalty involved.	No authority figure or system undermined.	Violates sanctity of life by degrading the cat.	Forcibly restricts the cat's freedom.	Harmful, degrading, and oppressive act toward an animal.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		-4	-5	-3	-2	-4	-3	-4	Deception causes financial and emotional harm to the victim.	Fraudulent charity exploits trust, violating fairness.	Deceiving goodwill betrays implicit social trust.	Undermines trust in legitimate charitable systems.	Corrupts a virtuous act (charity) for personal gain.	Deception restricts informed choice, violating liberty.	Intentional deception for exploitation is highly immoral.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		4	0	0	1	3	3	4	Volunteering improves dogs' well-being.	No fairness issues involved.	No group loyalty conflict.	Supports refuge operations.	Respects animal dignity.	Enhances dogs' quality of life.	Promotes welfare and care for animals.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		1	0	0	0	0	2	2	Supports bakery business; minimal direct harm/help.	Fair transaction; no cheating involved.	No group loyalty or betrayal relevant.	Does not challenge authority structures.	No sanctity or degradation context.	Exercises personal liberty without oppression.	Neutral or positive impact; morally acceptable.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		3	0	0	0	2	0	3	Cleaning prevents harm and helps maintain order.	No unfairness or cheating involved.	No loyalty-related context applies.	No defiance or reinforcement of authority.	Tidiness aligns with sanctity of space.	No restriction of freedom involved.	Helpful act with minor moral significance.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		-1	0	0	0	0	0	0	Potential self-harm from heat discomfort.	No relevance to fairness or cheating.	No group loyalty conflict implied.	No defiance of authority evident.	No violation of sanctity norms.	Choice implies personal liberty.	Neutral act with minor self-harm concern.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		-1.0	0.0	2.0	3.0	4.0	-3.0	-1.0	No direct harm, but may cause minor emotional discomfort.	Rule applies uniformly; no unfair advantage or cheating.	Enforces group norms, promoting loyalty to church traditions.	Pastor asserts authority to maintain order and reverence.	Upholds sanctity by preserving solemnity in sacred space.	Restricts personal expression, infringing on individual liberty.	Balances authority/sanctity with liberty infringement; mildly immoral.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		3	4	0	1	0	3	3	Prioritizing debt repayment avoids harm to creditors, aiding financial stability.	Fulfilling obligations aligns with fairness, avoiding cheating creditors.	No direct group loyalty involved; neutral applicability.	Upholds financial agreements, respecting societal/legal authority.	No connection to purity or sanctity norms.	Reduces financial dependency, promoting personal liberty.	Responsible debt repayment reflects integrity and fairness.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		-1	0	0	-3	0	3	-1	Emotional distress from conflict, but no physical harm.	No issues of fairness or cheating involved.	No betrayal; disagreement over preferences.	Child challenges parental authority by rejecting choices.	No degradation or sanctity concerns.	Parent restricts child's freedom to choose clothing.	Conflict over autonomy vs. care; moderately stressful.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		4	2	3	0	0	3	3	Lending money alleviates financial distress, aiding the friend.	Act reflects fairness if terms are mutually agreed.	Supporting a friend in crisis demonstrates loyalty.	No direct challenge to authority structures.	No violation of sanctity or purity norms.	Enables friend’s autonomy during hardship.	Altruistic act promoting welfare and loyalty.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		5	0	0	0	4	3	4	Preventing harm by saving a life selflessly.	No cheating or fairness concerns involved.	No loyalty or betrayal dynamics present.	No direct challenge to authority systems.	Upholds sanctity of life by preventing death.	Preserves liberty by enabling survival.	Heroic, life-saving act is highly moral.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		-2	0	-3	-4	-5	0	-4	Disrespects the deceased; potential emotional harm to others.	No direct deception or unfair advantage.	Breaches trust in handling bodies respectfully.	Defies workplace protocols and ethical standards.	Profanes the sanctity of the dead.	No direct restriction of freedoms.	Severe violation of sanctity, authority, and respect.	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		-2	-4	-3	-3	0	0	-3	Financial harm to employer via false claims.	Deception for unearned pay violates fairness.	Breaches trust in employer-employee relationship.	Undermines workplace rules and authority.	No direct link to sanctity concerns.	Does not restrict others' freedom.	Dishonest act violating fairness and trust.	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		-2	-4	0	-3	0	-3	-3	Minor discomfort to others, no serious harm.	Violates fairness by bypassing the queue.	No group loyalty context involved.	Disregards theater's queue rules.	No sanctity-related elements.	Restricts others' fair access.	Unfair queue-jumping disrespects social norms.	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		-3	-3	0	0	-4	0	-3	Insult caused emotional harm.	Unfairly withheld tip despite service.	No group loyalty involved.	No authority dynamic disrupted.	Name-calling degrades dignity.	No systemic liberty restriction.	Insult and unfairness make act immoral.	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		-2	0	1	2	-4	-1	-3	No physical harm, but potential psychological distress.	Cultural tradition, no unfairness implied.	Reinforces tribal loyalty through ritual.	Aligns with tribal authority and customs.	Violates sanctity of the body in most cultures.	Potential lack of individual consent.	Violates sanctity norms, but culturally contextual.	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		-4	0	0	0	-4	0	-3	Self-harm via excessive drinking, risking health.	No direct unfairness or cheating involved.	No clear betrayal of group loyalty.	No direct challenge to authority structures.	Degrades bodily sanctity through excess.	Personal choice, no systemic oppression.	Promotes self-harm and degrades health.	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig		-2	-3	0	0	0	-1	-2	Reduces server's income, mildly harmful.	Avoids expected compensation for service, unfair.	No inherent loyalty relationship; neutral.	Tipping is a social norm, not authority.	No violation of purity or sanctity.	Economic pressure on worker, minor oppression.	Unfair and harmful to service worker, but context-dependent.	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		-5	-3	-5	-2	-5	-4	-4	Causes severe emotional and reputational harm.	Violates trust and fairness in post-relationship conduct.	Breaches intimate trust, a profound betrayal.	Defies legal/social norms against non-consensual sharing.	Degrades personal dignity and privacy.	Denies autonomy over personal image and privacy.	Severe harm, betrayal, degradation, and oppression.	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		-1	0	-3	-2	-2	0	-2	Mocking may harm reputation but lacks direct harm.	No deceit or unfairness involved.	Ambassador’s role demands loyalty; mocking citizens breaches trust.	Undermines respect for the authority they represent.	Ridicules national dignity, a form of degradation.	No restriction on freedoms.	Unprofessional and disloyal, but not severely harmful.	-2.8
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		-2	-2	-3	0	-1	1	-2	Neglecting partner's needs may cause emotional harm.	Prioritizing porn over intimacy could feel unfair.	Choosing self-gratification over shared intimacy breaches loyalty.	No clear challenge to authority structures.	Personal choice, but partner may feel disrespected.	Exercising personal liberty, but partner feels neglected.	Prioritizing self over partner's needs risks relational harm.	-0.35
64	Effron	Had a welcoming party for some new neighbors	orig		3	0	2	0	1	2	3	Welcoming fosters community support and kindness.	No direct relevance to fairness or cheating.	Encourages loyalty to community bonds.	No challenge to authority; neutral context.	Respectful event, upholds social sanctity.	Promotes social inclusion and freedom.	A kind, inclusive act strengthening community ties.	1.97777784
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		-4	-3	-4	-2	-5	-4	-3	Intentional harm to one to help others survive.	Unfairly sacrificing one without consent.	Commander betrays duty to protect crew.	Abuse of authority to justify killing.	Violates sanctity of human life.	Denies victim’s liberty to survive.	Immoral due to intentional harm, betrayal, and oppression, despite survival intent.	-1.43
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		-1	0	-2	-3	0	-1	-2	Disrupting conversation may cause mild emotional harm.	No unfair advantage or deception involved.	Disregarding father’s story hints at minor disloyalty.	Defying parental authority by ignoring shared experience.	No violation of purity or sacred values.	Prioritizing personal choice over familial respect.	Mild disrespect toward authority and loyalty norms.	-2.1
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		4	-2	-1	-3	3	3	3	Prevents food waste, helps feed people.	Violates policy but avoids unfair harm.	Breaks company rules but prioritizes resourcefulness.	Defies policy to reduce waste.	Honors food’s purpose by avoiding waste.	Liberates food from wasteful destruction.	Reduces harm and waste, despite policy violation.	0.39
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		-1	0	-3	0	0	2	1	Leaving may harm original band's stability but isn't directly malicious.	No explicit dishonesty; pursuing opportunity is fair competition.	Abandoning long-term collaborators suggests disloyalty.	No clear authority structure challenged.	No violation of purity or sacred values.	Exercising freedom to pursue career growth.	Self-interest conflicts with loyalty but aligns with liberty.	-0.81
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		-4	-3	-4	-2	-5	-4	-3	Direct harm to two to save others.	Arbitrary selection violates fairness.	Betraying group trust for survival.	Authority misused to enforce death.	Violates sanctity of human life.	Forcibly denying liberty to live.	Utilitarian but violates core norms.	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		3	4	2	3	0	2	3	Promotion based on merit helps organizational growth.	Earning promotion fairly aligns with meritocracy.	Advancing internally reflects commitment to the company.	Respecting hierarchy by seeking approval appropriately.	No relevance to purity or degradation.	Promotion enhances professional autonomy.	Merit-based advancement is ethically commendable.	0.52
