id	dataset	scenario	circumstance_type	circumstance	moral_score	moral_expl	all_moral_scores	human_score
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig	Single mom seeking personal time	2	Mom needs personal time for well-being	[2]	-1.25
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig	Person X values community spirit over personal celebration	4	Person X prioritizes helping others over personal gain	[4]	2.78
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig	Living in a building with no noise regulations	-1.0	No explicit rules or neighbors to disturb	[-1.0]	-1.05
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig	Ignorance about disabilities and societal contributions	-3.0	The person lacks understanding of disabilities and their value	[-3.0]	-2.61
254	Effron	Shoved a man who was passing out leaflets	orig	Man was distributing harmful/offensive material	2.0	Self-defense or defense of others	[2.0]	-2.824
255	Effron	Circulated a petition in support of equal pay for women	orig	Existing gender pay gap in the workplace	4	Equal pay for equal work is a moral imperative	[4]	1.88888896
256	Clifford	You see a referee intentionally making bad calls that help his favored team win.	orig	Referee is biased or corrupt	-4.0	Referee compromises fairness for personal gain	[-4.0]	-3.0
257	Effron	Gave someone directions	orig	Helping a stranger find their way	4	Providing assistance to someone in need	[4]	1.83529416
258	Mickelberg	Person X volunteers to teach English to newly arrived immigrants.	orig	Person X has genuine desire to help	4	Volunteering to help others is generally seen as morally good	[4]	2.73
259	Clifford	You see a woman clearly avoiding sitting next to an obese woman on the bus.	orig	Woman has personal space or comfort issues	0.0	She may prefer not to sit close to anyone	[0.0]	-2.0
260	Mickelberg	Person X found a wallet containing $1000 and returned it to its rightful owner.	orig	Person X is financially stable	4	Financial stability reduces temptation to keep money	[4]	3.55
261	Clifford	You see a boss ordering an employee to revoke his citizenship in his home country.	orig	Employee is a foreign spy infiltrating the company	3.0	Boss is protecting national security interests	[3.0]	-3.3
262	Kruepke	I have cheated pretty much all of my life. The most recent time was because I was in a long distance relationship. There were so many opportunities to cheat that I just gave into the temptation.	orig	Lack of commitment and respect	-4.0	Infidelity disregards partner's feelings and trust	[-4.0]	-2.81
263	Lotto	You are travelling on the motorway with two other people, one of whom is driving. You are in the right-hand lane. Suddenly, the driver collapses onto the steering wheel and the car starts to gather speed. The truck in front of you brakes and the impact is unavoidable. To your right you notice a lay-by where there is a road worker.You swerve immediately over to the lay-by to avoid the truck. You know that the worker will be hit and killed, but you and the other two people in the car will be unhurt.	orig	Driver's sudden medical emergency	1.0	Driver's incapacitation leads to loss of control	[1.0]	-1.06
264	Effron	Tried to involve a shy friend in social activities	orig	Friend is uncomfortable in social situations	3	Intention is to help friend overcome shyness	[3]	1.75483872
265	Clifford	You see a teenager at a cafeteria forcing a younger student to pay for her lunch.	orig	Teenager lost her lunch money, needs to eat	-2.0	Teenager is desperate, not malicious in intent	[-2.0]	-3.0
266	Effron	Turned in someone else's project under his own name	orig	Unintentional mix-up of projects	-1.0	Mistakenly submitted the wrong project	[-1.0]	-2.88
267	Grizzard	Offers food and water to a wounded enemy combatant.	orig	During a ceasefire or after surrender	4	Basic human rights are respected	[4]	2.826666667
268	Mickelberg	Person X tears out the last pages of library books to annoy future borrowers.	orig	Person X is a disgruntled or malicious individual	-4.0	The person is intentionally causing harm and inconvenience	[-4.0]	-2.54
269	Clifford	You see a man laughing at a disabled co-worker while at an office softball game.	orig	Man lacks empathy or understanding of disability	-4.0	Laughing at someone's disability is disrespectful	[-4.0]	-3.5
270	Clifford	You see a woman watching a game on television in black-and-white instead of color.	orig	She owns an old television set	0	She may not afford a new one	[0]	-0.1
271	Lotto	You have often talked with your friends about making a delicious cake which is an old family tradition. You have finally decided to give them a surprise and have invited them to come round after dinner. In the afternoon, you get down to work on the recipe and realise that you do not have any dark chocolate which is what gives this cake its very particular taste.You use milk chocolate which you already have, so you do not have to go out again. You know that your friends do not know the recipe and will not realise.	orig	Substituting ingredients due to unavailability	3.0	Using milk chocolate instead of dark chocolate	[3.0]	2.68
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	orig	Peer pressure or desire to fit in	-2.0	The child may have felt pressured to act	[-2.0]	-1.79
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	orig	Person X is trying to protect their friend	-2.0	Person X is lying to save their friend from trouble	[-2.0]	-2.67
274	Effron	Participated in an effort to clean up a city park	orig	Volunteering to improve community environment	4	Individual takes initiative for community betterment	[4]	2.72000008
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.	orig	Survival instinct in a life-threatening situation	-2.0	Self-preservation in extreme danger can override ethical norms	[-2.0]	-1.74
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.	orig	Teenager lacks understanding of consequences	-2.0	Teenager may not grasp potential harm or legality	[-2.0]	-1.5
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.	orig	Illegal drug trade funding a project	-3.0	Partner's illegal activities are being used for project	[-3.0]	-1.82
278	Effron	Smoked in a no-smoking section even though others complained	orig	Ignorance of the no-smoking rule or disregard for others	-3.0	Smoking in a no-smoking section disrespects rules and others' comfort	[-3.0]	-2.424
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his	orig	Mistakenly sat in an unoccupied seat	2	Unintentional error, no harm or loss	[2]	-1.13103448
280	Mickelberg	Person X pretended to be seriously fouled by an opposing player during a soccer game.	orig	Person X trying to gain an unfair advantage	-3.0	Person X is attempting to deceive the referee	[-3.0]	-1.43
281	Effron	Stopped to let another car into the line of traffic	orig	Driver showing courtesy and patience	4	Promotes safe and considerate driving habits	[4]	1.70666672
282	Kruepke	I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.	orig	Customer service representative helping a distressed customer	4	Employee demonstrates empathy and resourcefulness in aiding customer	[4]	2.64
283	Effron	Siphoned gas from a car parked on the street	orig	Emergency situation with no other options	-1.0	Person is stranded with no money	[-1.0]	-2.728
