id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	0.0	1.0	0.0	0.0	0.0	4.0	The compliment boosts morale and positive feelings without causing harm.	There is no element of deceit or unfair treatment in a genuine compliment.	The gesture fosters goodwill and team spirit, supporting workplace loyalty.	It does not undermine or challenge any established hierarchical norms.	The compliment respects others; it does not demean or cause degradation.	It supports free personal expression without imposing restrictions.	The action is highly moral, fostering positive social interactions in the workplace.	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		-2.0	0.0	0.0	0.0	0.0	0.0	1.0	Breaking up caused emotional pain despite honest intentions.	No deception occurred; the breakup was a direct communication of feelings.	No overt betrayal occurred, despite the familial connection to a friend.	The decision did not challenge any established authority structures.	The relationship ended without insults or violation of personal dignity.	Personal choice was exercised without imposing undue restrictions on either party.	The scenario is morally acceptable, with honest communication and minimal moral breach.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		3.0	0.0	-1.0	0.0	-1.0	0.0	2.0	Decision saves three lives while knowingly sacrificing one.	No deception or fairness issues are involved in the choice.	Leaving the swimmer can be seen as a betrayal of an implicit duty.	No challenge to established rules or authority is depicted.	Sacrificing one life may be viewed as a disregard for individual sanctity.	Action is based on autonomous decision making without oppressing anyone.	Utilitarian choice: saving three lives offsets the tragic loss, yielding overall moral approval.	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		-1	0	-2	-1	0	1	0	Breaking off communication can cause some emotional harm to family.	No clear act of cheating or unfair treatment is involved.	Severing ties may be viewed as a mild act of betrayal toward familial loyalty.	Refusing further dialogue challenges family authority to a small extent.	There is no evident breach of sanctity or degradation in the act.	Withdrawing can signal a claim to personal liberty and emotional space.	The scenario is morally ambiguous, neither highly condemnable nor greatly praiseworthy.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		-3	-5	-4	-3	0	0	-4	The act harms the colleague by stealing credit, negatively impacting their well‐being.	Presenting someone else’s idea is a clear case of cheating and unfair conduct.	It betrays trust and loyalty by misappropriating a colleague’s contribution.	The act undermines norms and possibly organizational standards by misrepresenting authorship.	This behavior does not strongly relate to concepts of degradation or sanctity.	The incident does not significantly touch on oppression or the value of liberty.	The act is highly immoral as it involves deception, betrayal, and stealing credit.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		2.0	0.0	3.0	2.0	1.0	0.0	-1.0	The joke risks harming the firm's reputation by exposing internal weaknesses.	No clear cheating or fairness violation is involved in a humorous remark.	Ridiculing one’s own company in front of competitors indicates disloyalty.	Mocking the company's poor performance undermines established authority within the firm.	The comment degrades the company’s image without attacking any sacred norms.	This act does not target issues of oppression or defend personal liberty.	Somewhat immoral due to disloyalty and subversion of company authority.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		0.0	0.0	0.0	0.0	1.0	3.0	1.0	There’s no evident harm or benefit beyond private consensual acts.	No cheating or unfair treatment is involved in consensual encounters.	The scenario does not involve breaking any pledges of loyalty or betrayal.	There is no deliberate challenge to societal authority or norms in this conduct.	Publicly bragging about sexual exploits may be seen as flouting traditional notions of sanctity.	The behavior reflects individual sexual freedom and exercising personal liberty.	The scenario is morally acceptable if consensual, despite provoking debates on sexual norms.	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		-4.0	0.0	0.0	0.0	-3.0	0.0	-3.0	Repeatedly shooting geese inflicts clear, harmful violence on living creatures.	No cheating or fairness issues arise from this isolated act.	No elements of betrayal or loyalty are evident in the behavior.	The act disregards societal rules, though not explicitly political or rebellious.	Such blatant cruelty degrades the respect due to animal life and nature.	No clear oppression or liberty issues are engaged in this scenario.	Animal cruelty of this sort is highly immoral and broadly condemned.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		-3.0	0.0	-4.0	-4.0	-5.0	0.0	-4.0	Though the dog is already dead, eating a beloved pet may inflict emotional and cultural harm.	No evident element of deception or unfair exchange is involved in this scenario.	Consuming a pet’s remains can be seen as a betrayal of emotional bonds and expected care.	The act subverts commonly accepted social and cultural norms regarding pet treatment.	Eating a pet’s carcass violates many people’s standards of sacred treatment for animals.	There is little indication that the act infringes on freedom or liberatory concerns.	The scenario is deeply repugnant and violates core moral and cultural standards.	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		-4.0	-5.0	0.0	-3.0	-2.0	-3.0	-4.0	Stealing from a blind beggar directly inflicts harm and denies necessary help.	The act is blatantly unfair, cheating a vulnerable person out of their funds.	There is little to no loyalty element; betrayal is not a major factor here.	The theft undermines legal and social norms, showing disregard for authority.	It degrades a socially vulnerable individual, showing disrespect for their inherent dignity.	The act exploits and restricts the beggar's liberty and autonomy.	The scenario is extremely immoral due to harming and exploiting a vulnerable person.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		-3.0	-2.0	0.0	-1.0	-2.0	-2.0	-3.0	Failing to help harms a vulnerable individual by neglecting needed assistance.	Not holding the door is an unfair breach of common courtesy.	No explicit loyalty or betrayal is implicated in this brief interaction.	Defies societal norms of politeness, but not a severe authority violation.	Dismisses the dignity of the disabled individual by ignoring their need.	Restricts equal treatment and access, negatively impacting the individual’s liberty.	The act is morally unacceptable and reflects discriminatory behavior.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		4.0	4.0	2.0	0.0	0.0	3.0	4.0	Demonstrates care by tutoring; clearly provides help rather than harm.	Fosters equal opportunity and balances educational inequity through volunteer work.	Shows loyalty to the community by supporting its disadvantaged members.	Does not challenge established authority; focuses on community improvement.	No involvement in degrading actions or sanctity issues.	Empowers students, enhancing their liberty and reducing oppressive barriers.	A highly moral act that supports fairness, empowerment, and community loyalty.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		-4	0	0	0	0	0	4	Person X provides needed aid in a difficult situation.	No cheating occurs, as resources are shared without exploitation.	There is no element of betrayal or disloyalty involved.	The action does not challenge or undermine authority.	The act upholds human dignity without any degradation.	No oppressive behavior; the gesture supports individual freedom.	The generous act is morally commendable with clear compassion and altruism.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		-2.0	-3.0	2.0	2.0	0.0	0.0	4.0	The officer avoids harmful behavior by not taking what isn’t his.	Reporting the money upholds fairness and honesty, preventing deceit.	His action reflects loyalty to the bank by protecting its resources.	By informing his manager, he respects established authority rather than subverting it.	The situation does not involve any issues of sanctity or degradation.	No oppression or liberty concerns are implicated in this incident.	The action shows high moral integrity and responsibility.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		-4.0	-3.0	0.0	-3.0	-3.0	-3.0	-3.0	Heckling undermines the speaker’s emotional safety and discourages open dialogue.	Interrupting a human rights address is an unfair disruption of equitable discourse.	No clear breach of loyalty or betrayal towards a collective is evident.	Disrupting an organized speech undermines respect for established institutional discourse.	Heckling diminishes the dignity of the speaker and devalues respectful communication.	The act impedes free expression and restricts the speaker’s liberty in discourse.	The behavior is highly disrespectful and undermines democratic dialogue.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		-3	-2	0	0	-3	0	-3	Criticizing an elderly person inflicts unnecessary emotional harm.	The criticism seems baseless and treats her unfairly.	No issues of loyalty or betrayal are present.	The action does not engage or challenge institutional authority.	Criticizing her for natural limitations degrades her dignity.	The scenario does not directly oppress or promote liberty.	The act is morally unacceptable for disrespecting a vulnerable elder.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		-3.0	0.0	-3.0	0.0	0.0	0.0	3.0	Person X sacrifices personal ease to enhance his sister’s safety and well-being.	No cheating involved; action exhibits a fair, selfless trade of resources.	The act demonstrates strong family loyalty and self-sacrifice for a sibling.	No challenge or defiance of established authority or conventional norms.	No involvement of degrading behavior or violation of sanctity standards.	The act does not restrict liberty; rather, it reallocates resources for safety.	The scenario is morally praiseworthy due to selfless familial support.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		3	0	2	0	0	0	3	The call repairs emotional wounds by offering care after prolonged estrangement.	No elements of deception or unfair behavior are present.	Despite past betrayal by his absence, the call expresses renewed loyalty and forgiveness.	There is minimal challenge to established hierarchies; it neither undermines nor enforces authority.	No degradation occurs; the act reflects respect and emotional sanctity.	The scenario does not involve issues of coercion or freedom.	Reaching out with honesty and love after loss makes the act morally commendable.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		1.0	3.0	-3.0	2.0	-1.0	1.0	-2.0	The exchange hints at potential harm without overt violence.	The ambiguous payment raises concerns of fairness and possible underhanded dealings.	Snooping in a partner’s wallet undermines trust and loyalty.	An unsanctioned exchange disrupts normal business protocols and authority.	Privacy violation and dubious money exchange slightly impugn personal sanctity.	The act intrudes on personal boundaries, mildly affecting individual liberty.	A murky scenario with privacy breaches and questionable fairness.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		-4	-4	-5	-2	-5	-3	-4	Killing one traveler inflicts significant harm, even if others are spared.	The selection for sacrifice is arbitrary and undermines fair treatment.	Executing a fellow traveller deeply betrays group loyalty and trust.	Following tribal ritual under duress subverts established internal group authority.	Desecrating sacred grounds and human sanctity through ritual sacrifice is severe.	Forcing a sacrifice strips one individual of liberty in an oppressive manner.	The scenario is highly immoral due to betrayal, harm, and unjust sacrifice.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		4.0	0.0	0.0	0.0	0.0	1.0	4.0	Rescuing the kitten is a clear act of help, avoiding harm.	This act involves no issues of cheating or fairness.	Loyalty or betrayal is not a significant factor here.	There is no challenge to authority or subversion involved.	No concerns with degradation or sanctity appear in the scenario.	The kitten is freed from danger, modestly aligning with liberty.	Rescuing an injured kitten is a highly moral and praiseworthy act.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		-4	-2	-2	-4	0	-3	3	Provides essential medication access, clearly helping vulnerable elderly.	Circumvents official channels yet enhances fairness in medication affordability.	Favors community need over institutional allegiance.	Defies regulatory authority to meet urgent public health needs.	No notable impact on sacred or degrading values.	Improves individual liberty by lessening oppressive medication costs.	Morally acceptable act given its significant help despite regulatory bypass.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		-4	0	0	0	0	0	4	A clear act of kindness to aid a vulnerable person in harsh conditions.	No evidence of cheating or unfair treatment in the scenario.	No elements of betrayal or issues of loyalty are present.	The act does not challenge or subvert any established authority.	No participation in degrading behavior or violation of sanctity norms.	The scenario does not involve oppression or concerns around liberty.	Compassionately aiding someone in need; a highly morally acceptable act.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		-2.0	2.0	1.0	3.0	0.0	1.0	3.0	Husband’s overspending risked family financial harm; wife’s plan aimed to protect overall welfare.	Concealing his financial irresponsibility breached fairness in sharing marital resources.	His misallocation of funds undermined marital trust, though corrective measures helped restore loyalty.	Wife imposed a strict financial plan to reassert authority and stabilize household management.	No significant issues with degradation or violations of sanctity were present.	The plan restricts his freedom somewhat but is justified by the need for family stability.	The corrective intervention, though strict, ultimately protected the family’s well‐being.	0.38
35	Effron	Took the neighbor's newspaper	orig		-2.0	-4.0	-3.0	-3.0	0.0	-1.0	-3.0	Taking the newspaper inflicts a minor harm by depriving the neighbor of their resource.	The act is a form of theft, violating basic fairness and respect for others’ property.	Stealing from a neighbor undermines trust and mutual respect within the community.	By ignoring property norms, the act subtly subverts established social and legal authorities.	The act does not involve bodily or moral degradation of sanctity, so it barely applies.	It slightly infringes on the neighbor’s liberty to own their property unmolested.	The theft is generally unacceptable, though petty; overall, it is a moderately immoral act.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		-2.0	-5.0	-2.0	-2.0	0.0	0.0	-3.0	Cheating causes indirect harm by disadvantaging honest players.	Cheating blatantly violates fairness and integrity in the game.	Cheating breaks the expected trust even among strangers.	Undermines the established rules and order of the game.	This norm is less relevant in a casual card game setting.	No significant violation of liberty or oppressive behavior is evident.	The scenario is morally unacceptable due to its severe fairness breach.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		0	0	0	0	0	0	4	No clear harm or help occurred; achievement is personal without affecting others.	The performance appears honest, with no evidence of cheating or unfair behavior.	No issues of betrayal or compromised loyalty are present in this success.	No subversion or challenge to authority is indicated by the individual's achievement.	The scenario does not involve any form of degradation or violation of sanctity.	There is no oppression or infringement on liberty involved in this context.	The scenario is morally positive, reflecting honest and fair personal achievement.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		3.0	0.0	0.0	0.0	0.0	0.0	2.0	Singing provides emotional relief and support to inmates.	No elements of deceit or fairness issues are present.	The act does not involve betrayal or tests of loyalty.	The performance does not challenge or undermine authority.	No degradation or violation of sanctity occurs.	The act does not affect systemic oppression or liberation directly.	A kind, morale-boosting act with minor positive impact overall.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		5.0	0.0	2.0	-3.0	4.0	3.0	4.0	By saving a child he actively promotes help, avoiding harm.	This scenario does not involve cheating or fairness issues.	He prioritizes loyalty to innocent lives over strict military orders.	His choice defies orders, representing an act of subversion against authority.	Rescuing the child upholds the sanctity and inherent dignity of life.	His act champions liberty by protecting an oppressed innocent instead of executing orders.	The scenario is highly moral for prioritizing life and human dignity.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		-5	-4	-5	-4	-5	-3	-4	Intentional lethal harm violates the duty to protect human life.	Self-serving sacrifice is an extreme breach of equitable, fair treatment.	Abandoning group trust by deliberately sacrificing an individual is a deep betrayal.	Arbitrary decision to end a life undermines established moral and social order.	Deliberately sacrificing a life devalues the sanctity of human existence.	Forcibly curtailing one individual’s freedom for personal escape is oppressive.	Deliberate lethal sacrifice renders the scenario extremely immoral.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		-4	-3	-2	-4	0	-5	4	Works to help innocents by rectifying wrongful punishment.	Counters judicial unfairness by exposing and correcting injustice.	Disavows institutional loyalty to challenge a flawed system.	Subverts established authority to correct systemic injustices.	Not central; the issue isn’t about purity or sanctity.	Resists oppressive practices by fighting for individual liberty.	Aligns with social justice and liberating the wronged.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		-3.0	0.0	0.0	0.0	0.0	0.0	3.0	He alleviated someone’s discomfort by giving his coat in cold weather.	No cheating or unfairness is involved in this act.	The scenario does not invoke issues of loyalty or betrayal.	There is no challenge to authority or subversion in giving a coat.	The act does not relate to degradation or the violation of sanctity.	No elements of oppression or liberty restrictions are present.	A kind, altruistic gesture that significantly improves moral standing.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		-4.0	0.0	0.0	0.0	-3.0	-3.0	-4.0	The act inflicts harm on an innocent animal intentionally.	No elements of deception or fairness are involved in this act.	There is no betrayal or violation of loyalty present in this scenario.	This act does not engage with any authority or subversion issues.	The action degrades an animal by treating it disrespectfully.	The stray cat’s freedom is curtailed by an oppressive, harmful intervention.	Violence against animals is considered extremely morally unacceptable.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		-4.0	-4.0	-3.0	-2.0	0.0	-1.0	-4.0	The scam inflicts emotional and financial harm on a vulnerable individual.	Deceptively obtaining funds breaches basic fairness and honesty.	Violates trust and loyalty by exploiting personal goodwill.	Undermines trust in charitable institutions by faking legitimacy.	Does not directly target personal or societal sanctity.	Exploitation through deception slightly limits individual financial freedom.	The scenario is highly immoral due to its deceptive exploitation of a vulnerable victim.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		-3.0	0.0	-1.0	0.0	2.0	0.0	4.0	Volunteering directly benefits dogs and reduces their suffering.	No deceptive or unfair behavior; fairness is not challenged here.	Helping a refuge reflects a modest commitment to the group’s welfare.	No defiance of authority; the volunteer acts within an approved organizational framework.	Cleaning kennels promotes hygiene and respect, contributing slightly to a sense of sanctity.	There is no interference with freedoms or discussions of oppression.	Volunteering at a dog refuge is highly moral and beneficial overall.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		0.0	0.0	0.0	0.0	0.0	0.0	4.0	Buying bread neither harms nor actively helps anyone.	The exchange is fair and transparent.	No loyalty issues or betrayals are involved.	This routine purchase does not challenge any authority.	The act neither degrades nor defiles any sanctity.	The choice is an exercise of personal liberty without oppression.	A harmless, routine purchase that embodies normal moral behavior.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		3	0	0	0	0	0	4	Cleaning the bookshelf removes hazards and maintains order, showing clear helpful behavior.	No fairness issues arise; the act is a neutral, beneficial cleanup.	No elements of betrayal or loyalty are involved in this simple act.	Action aligns with societal expectations and poses no threat to authority.	No degradation occurs; the act preserves respect for property and order.	The behavior does not impinge on personal or social liberties in any way.	The scenario is a responsible and commendable behavior.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No clear action that causes harm or actively provides help.	The scenario shows no behavior of cheating or promoting fairness.	No sign of betrayal or loyalty dynamics is present.	The attire does not explicitly challenge or support authority.	No impression of moral degradation or upholding of sanctity is evident.	There is no display of oppression or an assertion of liberty.	The scenario appears morally neutral with no clear ethical issues.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		0.0	-1.0	2.0	4.0	3.0	-3.0	1.0	No clear physical or emotional harm is imposed by the rule.	The arbitrary restriction may feel unfair, though its impact is limited.	The rule reinforces group conformity and loyalty within the church community.	The pastor enforces a traditional dress code, clearly exercising authority.	The ban aims to protect a sacred, undistracted worship atmosphere.	Limiting dress choices restricts personal expression and can be viewed as oppressive.	Slightly positive for upholding tradition, though it curbs personal liberty.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		1	-3	-1	-3	0	0	3	Respects others by settling obligations, reducing potential financial harm.	Honors commitments by repaying debts, reflecting clear fairness over self-interest.	Demonstrates loyalty to creditors by fulfilling owed responsibilities.	Aligns with societal and legal authority by obeying financial obligations.	Not applicable; this act does not involve issues of sanctity.	Neutral; prioritizing debt repayment does not impinge on personal liberty.	The act is morally commendable for prioritizing responsibility over immediate gratification.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		1.0	-2.0	0.0	2.0	0.0	-2.0	0.0	Mother aims to help by providing clothes though she ignores the child’s taste.	Repeatedly disregarding the child’s explicit preferences feels somewhat unfair.	No sign of betrayal; familial loyalty remains intact.	Mother enforces her authority, provoking resistance from the child.	There is no degrading treatment or violation of sacred norms in this context.	The child’s personal freedom feels mildly infringed by forced clothing choices.	A common parent–child conflict with caring intent but poor communication.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		4.0	0.0	3.0	0.0	0.0	0.0	3.0	Lending money helps alleviate a crisis, demonstrating care and support.	No cheating occurs; the action is conducted transparently without unfair advantage.	Supporting a friend in difficulty reflects loyalty and strengthens personal bonds.	The action does not involve any challenge to authority or subversive behavior.	No element of degradation or violation of sanctity is present in this act.	The scenario does not impact issues of oppression or liberty.	The act is morally acceptable due to its supportive and loyal nature.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		-5	0	0	0	0	0	4	X prevents serious harm, performing an act of clear help.	No deception or fairness issue is involved in the rescue.	The scenario does not involve issues of loyalty or betrayal.	There is no challenge or subversion of authority present.	The act does not degrade anyone or impinge on sanctity values.	No element of oppression or liberty conflict is evident here.	A heroic, life-saving act, clearly morally commendable.	3.38
