id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
21	Effron	Refused to hold the door for a man in a wheelchair	orig	The agent was in a hurry and did not notice the man in the wheelchair.	9.0	2.0	3.0	0.0	-2.0	The patient is a person with disabilities. (maximum 20 words)	The action was likely unintentional due to being in a hurry. (maximum 20 words)	The harm was minor, causing inconvenience. (maximum 20 words)	No help was provided. (maximum 20 words)	The action was slightly immoral due to neglect. (maximum 20 words)	A busy pedestrian	The agent was preoccupied and in a rush.	A man in a wheelchair	The patient needed assistance and was vulnerable.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig	A community outreach program	8.0	9.0	0.0	8.0	4.0	Disadvantaged students are vulnerable due to lack of resources	Volunteering involves deliberate planning and commitment	No harm is caused in this scenario	Provides substantial educational support and mentorship	Highly moral due to significant positive impact	A volunteer tutor	The agent is compassionate and altruistic	Disadvantaged students	The patients are underprivileged and in need of educational support	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig	Person X encountered a homeless person in need during a rainstorm.	9.0	9.0	0.0	9.0	4.0	Homeless person in rain, highly susceptible to harm.	Action was deliberate and thoughtful.	No harm was caused.	Provided critical assistance in a vulnerable situation.	Highly moral due to significant help and no harm.	Person X	Person X is compassionate and empathetic.	The homeless person	The homeless person is vulnerable and in need.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig	A bank customer dropped the fifty-dollar bill.	6.0	8.0	0.0	7.0	4.0	Customer is somewhat vulnerable due to potential financial loss.	The action was deliberate and thought out.	No harm was caused by reporting the money.	Reporting the money provided substantial help to the customer.	The action is highly moral due to honesty.	Security officer	The security officer is honest and responsible.	Bank customer	The customer is unaware of the lost money.	2.75
25	Effron	Heckled a woman speaking on human rights	orig	A public event or rally on human rights	7.0	8.0	5.0	0.0	-3.0	Public speakers are somewhat vulnerable to verbal attacks	Heckling is usually a deliberate act	Heckling can cause emotional distress and disrupt the event	Heckling does not provide any help	Disrupting a human rights speech is generally immoral	A disruptive attendee	The agent is likely someone opposed to the speaker's views	The woman speaking on human rights	The patient is an advocate or activist	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig	A busy public place where people are in a hurry.	9.0	7.0	5.0	0.0	-3.0	Elderly woman, physically and emotionally vulnerable.	Criticism likely intentional, driven by impatience.	Emotional harm, potential distress.	No help provided, only criticism.	High vulnerability, intentional action, moderate harm.	A young adult in a rush.	The agent is impatient and in a hurry.	An elderly woman.	The patient is slow due to age.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig	The sister's workplace is far and public transport is unsafe or unavailable.	7.0	8.0	0.0	8.0	4.0	Sister is somewhat vulnerable due to safety concerns.	Person X planned and decided to take public transport.	No harm was caused by the action.	Significant help by ensuring sister's safety.	Highly moral due to ensuring safety.	Person X	Person X is considerate and responsible.	Person X's sister	The sister needs the car for safety reasons.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig	Estranged relationship with father due to his abandonment of the family.	7.0	8.0	5.0	7.0	3.0	The father is emotionally vulnerable due to estrangement and loss.	The action was deliberate and required emotional strength.	The action caused emotional pain but no physical harm.	The action provided emotional closure and potential reconciliation.	The action is morally positive due to reconciliation efforts.	The person who called the father.	The agent is the child of the father.	The father.	The patient is the estranged father.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig	Suspicion of illicit activity	6.0	7.0	3.0	5.0	1.0	Husband is an adult with average resilience.	Wife intentionally looked through the wallet.	Minor privacy invasion, no physical harm.	Potentially protecting husband from harm.	Minor privacy invasion but with protective intent.	Wife	She is concerned about her husband's dealings.	Husband	He might be involved in something suspicious.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig	A life-threatening situation where a choice must be made to save the majority by sacrificing one.	7.0	9.0	10.0	9.0	-3.0	The patient is a typical adult with average resilience.	The action was taken with deliberate thought and planning.	The action resulted in the death of the patient.	The action saved the lives of four other travellers.	The action is highly immoral due to the intentional killing.	The head of the group of travellers	The agent is responsible for the group's safety.	One of the travellers in the group	The patient is a member of the group.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig	A person walking in a park notices an injured kitten stuck in a tree.	10.0	8.0	0.0	10.0	4.0	Kittens are defenseless and highly susceptible to harm.	The action involves deliberate effort to rescue.	No harm was caused; the action was helpful.	The action provided critical assistance to the kitten.	Highly moral due to saving a vulnerable life.	A passerby	The agent is a compassionate individual.	The injured kitten	The patient is a small, vulnerable animal.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig	Re-selling medications to help elderly people afford their prescriptions.	9.0	8.0	0.0	9.0	4.0	Elderly people needing medication are highly vulnerable.	The action was planned to help others.	No harm was caused to the patients.	Provided critical assistance by making medications affordable.	Highly moral due to significant help and no harm.	The person who started re-selling medications.	The agent is well-intentioned and aims to help others.	Elderly people needing affordable medications.	The patients are financially vulnerable and in need of medication.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig	A person notices a homeless individual in need and decides to help.	9.0	8.0	0.0	9.0	4.0	Homeless and exposed to freezing conditions.	The action was deliberate and planned.	No harm was caused.	Provided essential food and clothing.	Highly moral due to significant help.	The person buying something at the pharmacy	The agent is compassionate and observant.	The homeless man selling trinkets	The patient is vulnerable and in need.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig	Financial strain due to excessive spending on technology.	7.0	7.0	6.0	7.0	2.0	Wife is moderately vulnerable due to financial impact.	Husband's actions were intentional but not malicious.	Caused significant financial strain but not total destruction.	Wife's ultimatum provided substantial help in improving finances.	Overall, the action was morally acceptable due to positive outcome.	Husband	He has a strong desire for new technology.	Wife	She is financially affected by his spending.	0.38
35	Effron	Took the neighbor's newspaper	orig	The agent took the neighbor's newspaper because they wanted to read it.	6.0	7.0	3.0	0.0	-2.0	The neighbor is an average adult with some susceptibility.	The action involved some degree of thought and planning.	The harm is minor, as it is just a newspaper.	No help was provided by taking the newspaper.	Minor harm with no help makes it slightly immoral.	The person who took the newspaper	The agent is likely an adult neighbor.	The neighbor who owns the newspaper	The patient is likely an adult neighbor.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig	A casual card game among strangers at a social gathering.	7.0	8.0	6.0	0.0	-3.0	Average adults, somewhat susceptible to harm.	Cheating involves some planning and intent.	Causes significant unfairness and potential loss.	No help provided in this scenario.	Cheating is generally considered immoral.	The person cheating in the card game.	The agent is likely trying to win unfairly.	The other players in the card game.	The patients are unaware of the cheating.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig	Person X studied hard and prepared well for the quiz night.	6.0	9.0	0.0	4.0	3.0	Other participants are average adults with some susceptibility.	Person X prepared and studied extensively.	No harm was caused by doing well.	Person X's success may inspire others.	No harm and some inspiration.	Person X	Person X is knowledgeable and dedicated.	Other quiz participants	They are average adults participating in the quiz.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig	A musician or performer was invited to sing at a prison event.	6.0	8.0	0.0	7.0	3.0	Inmates are of average resilience.	The performance was planned and scheduled.	No harm was caused by the performance.	The performance provided substantial entertainment.	The action is morally positive.	Musician or performer	The agent is a professional entertainer.	Inmates	The patients are prisoners attending the event.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig	A soldier in a combat zone	10.0	8.0	0.0	10.0	4.0	The child is highly susceptible to harm	The soldier made a deliberate choice	No harm was caused to the child	The soldier provided critical life-saving assistance	Saving a child's life is highly moral	A soldier	The soldier is trained and disciplined	A local child	The child is defenseless and in immediate danger	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig	A group of friends playing frisbee accidentally throws it into a mansion's garden.	9.0	6.0	10.0	8.0	-4.0	The young person is highly vulnerable to the dogs' attack.	The action was impulsive but with some thought.	The action results in the young person's death.	The action helps you and the other two escape.	The action is extremely immoral due to the high harm caused.	You	You are trying to retrieve the frisbee.	One of the young people	The young person is defenseless against the dogs.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig	Person X is an advocate working with a legal organization to free wrongfully convicted prisoners.	9.0	9.0	0.0	10.0	4.0	Prisoners are highly vulnerable due to their unjust imprisonment.	The action involves extensive legal work and planning.	The harm was caused by the wrongful conviction, not by Person X.	Person X's actions provide critical assistance to the prisoners.	Highly moral due to significant help and no harm caused.	Person X	Person X is likely a lawyer or legal advocate.	Wrongfully convicted prisoners	The prisoners are innocent individuals who have been unjustly imprisoned.	3.27
42	Effron	Gave his coat to someone when it was cold	orig	A person gave their coat to a homeless individual on a cold night.	9.0	8.0	0.0	9.0	4.0	Homeless individuals are highly susceptible to cold weather.	The action was deliberate and thoughtful.	No harm was caused by giving the coat.	The coat provided critical warmth and protection.	The action is highly moral due to significant help.	The person who gave the coat.	The agent is compassionate and empathetic.	The homeless individual.	The patient is in need and vulnerable.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig	The cat was causing damage or disturbance in the yard.	7.0	5.0	6.0	0.0	-3.0	Cats are vulnerable but can escape quickly.	The action was likely impulsive due to frustration.	Kicking can cause significant harm to a small animal.	No help was provided to the cat.	Harming an animal is generally considered immoral.	Homeowner	The homeowner was frustrated with the cat's behavior.	Stray cat	The cat was a nuisance but not aggressive.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig	A scammer targeting stay-at-home moms through social media.	7.0	9.0	6.0	0.0	-4.0	Stay-at-home moms can be trusting and susceptible to scams.	Scammer likely planned and executed the scam deliberately.	Financial loss and emotional distress caused to the victim.	No help was provided; it was a scam.	Highly immoral due to intentional harm and deception.	Scammer	The agent is a person with malicious intent.	Stay-at-home mom	The patient is a person who is likely trusting and generous.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig	Person X is a compassionate individual who loves animals and wants to contribute to their well-being.	9.0	9.0	0.0	9.0	4.0	Dogs in a refuge are vulnerable and need care.	Volunteering is a planned and deliberate action.	No harm is caused by this action.	Providing essential care and attention to the dogs.	Highly moral due to significant help and no harm.	Person X	Person X is an animal lover and a volunteer.	The dogs at the refuge	The dogs are in need of care and attention.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig	Person X enjoys the routine of buying fresh bread daily.	1.0	9.0	0.0	4.0	3.0	Bread is inanimate and cannot be harmed.	Person X buys bread daily with intent.	No harm is caused by buying bread.	Provides minor help by supporting a local bakery.	Routine action with minor positive impact.	Person X	Person X is an adult who enjoys fresh bread.	Loaf of bread	The bread is a freshly baked inanimate object.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig	Person X is tidying up their living space.	1.0	7.0	0.0	6.0	3.0	Inanimate objects, not susceptible to harm.	Cleaning is a deliberate and planned action.	No harm caused; only cleaning.	Helps maintain cleanliness and order.	Beneficial action with no harm.	Person X	Person X is likely the owner or resident of the space.	The items that had dropped onto the floor.	The items are likely books or small household objects.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig	The teenage girl is wearing a trench coat to hide self-harm scars.	9.0	7.0	1.0	3.0	0.0	Teenage girl is highly vulnerable due to self-harm.	Wearing the coat is intentional to hide scars.	No direct harm caused by wearing the coat.	Wearing the coat provides minor emotional comfort.	Action is morally neutral, leaning towards concern.	The teenage girl	She is trying to hide her scars.	The teenage girl	She is struggling with self-harm.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig	The pastor believes bright colors are distracting and wants to maintain a solemn atmosphere in the church.	6.0	8.0	3.0	5.0	1.0	Congregants are average adults with some susceptibility to harm.	The action is deliberate and planned to maintain church decorum.	The harm is minor, mostly affecting personal expression.	The action aims to help maintain a solemn atmosphere.	The action is slightly restrictive but intended for a positive purpose.	Pastor	The pastor is a religious leader with authority over church practices.	Congregants	The congregants are regular churchgoers who follow the pastor's guidance.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig	Person X has limited financial resources and prioritizes debt repayment.	3.0	8.0	0.0	7.0	3.0	Creditors are businesses, not highly vulnerable.	Debt repayment is a planned action.	No harm caused by paying debts.	Helps maintain financial stability.	Financial responsibility is morally positive.	Person X	Person X is financially responsible.	Person X's creditors	Creditors expect timely payments.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig	A parent trying to provide for their child but not understanding their preferences.	6.0	7.0	4.0	5.0	1.0	The child is somewhat vulnerable emotionally.	The mother buys clothes with some thought.	The harm is emotional and minor.	The mother is trying to help by providing clothes.	The action is well-intentioned but causes minor harm.	Mother	She wants to provide for her child.	Child	The child dislikes the clothes.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig	Friend lost their job and needed money for basic living expenses.	8.0	7.0	0.0	8.0	4.0	Friend is in a financial crisis, highly vulnerable.	Lending money involves thought and planning.	No harm caused by lending money.	Provided substantial assistance in a critical situation.	Highly moral due to significant help and no harm.	The person who lent the money.	Assumed to be financially stable and empathetic.	The friend in financial crisis.	Assumed to be in urgent need and trustworthy.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig	A busy city street with heavy traffic.	7.0	7.0	0.0	10.0	4.0	An average adult, susceptible to harm.	Action taken with some degree of thought.	No harm caused to the patient.	Critical assistance in a life-threatening situation.	Highly moral due to life-saving action.	Person X	Person X is a bystander.	The man about to be hit by the car	The man is an average adult.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig	The employee is taking a break and using the body as a table due to lack of proper facilities.	10.0	6.0	3.0	0.0	-3.0	The body is deceased and cannot be harmed further.	The action seems intentional but not malicious.	No physical harm to the body, but disrespectful.	No help provided to anyone.	Disrespectful to the deceased, but no physical harm.	The morgue employee	The employee is likely overworked and lacks proper break facilities.	The dead body	The body is a deceased person, no longer sentient.	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig	The employee is trying to get paid for more hours than she actually worked.	5.0	8.0	6.0	0.0	-3.0	Employer is a business entity, moderately vulnerable.	The action is premeditated to gain extra pay.	Financial loss and trust issues for the employer.	No help provided in this scenario.	Dishonesty and financial harm make it immoral.	The employee	She is dishonest and wants extra pay.	The employer	The employer is being deceived and financially affected.	-2.9
56	Effron	Pushed into the front of a line at a theater	orig	A crowded theater with a long line.	7.0	4.0	3.0	0.0	-2.0	Average adult, some susceptibility to harm.	Action likely impulsive, minimal premeditation.	Minor harm, mostly inconvenience.	No assistance or protection offered.	Impulsive, minor harm, no help.	A person in a hurry.	They are impatient and inconsiderate.	A person waiting in line.	They are an average adult.	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig	Person X has a strong bias or prejudice against certain names.	7.0	8.0	5.0	0.0	-4.0	The waitress is an average adult with some susceptibility to harm.	The action was deliberate and based on bias.	The action caused emotional harm and financial loss.	No help was provided in this scenario.	The action is highly immoral due to prejudice and harm caused.	Person X	Person X is likely prejudiced or biased.	The waitress	The waitress is an average adult.	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig	Cultural practice of endocannibalism as a form of respect and mourning.	0.0	9.0	0.0	7.0	1.0	The patient is deceased and cannot be harmed.	The action is intentional and culturally significant.	No harm is caused to the deceased.	Provides cultural and emotional support to the tribe.	Culturally moral but may be seen as immoral externally.	A member of the remote tribe	The agent is following cultural traditions.	The deceased member of the tribe	The patient is already deceased.	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig	A young adult trying to impress peers or seeking attention.	7.0	4.0	7.0	0.0	-3.0	The person is an average adult with some susceptibility.	The action was impulsive with minimal premeditation.	Caused significant self-harm by excessive drinking.	No help was provided in this scenario.	Self-harm and promoting unhealthy behavior.	The person bragging on social media.	The agent is likely a young adult.	The person bragging on social media.	The patient is the same person as the agent.	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig	The customer was dissatisfied with the service.	7.0	6.0	5.0	0.0	-2.0	Waitstaff are moderately vulnerable due to reliance on tips.	The customer likely decided not to tip after poor service.	The action caused financial harm to the waiter/waitress.	No help was provided to the waiter/waitress.	Moderately immoral due to financial harm to vulnerable worker.	The customer	The customer had a negative dining experience.	The waiter/waitress	The waiter/waitress relies on tips for income.	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig	A breakup where Person X feels vengeful.	9.0	9.0	8.0	0.0	-4.0	Ex-partner is defenseless against public exposure.	Posting intimate photos requires deliberate action.	Public exposure can cause severe emotional harm.	No help was provided in this scenario.	Highly immoral due to intentional harm.	Person X	Person X is likely feeling hurt and vengeful.	Ex-partner	The ex-partner is likely unaware and vulnerable.	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig	The US Ambassador is making a light-hearted joke in a social setting.	4.0	6.0	3.0	0.0	-1.0	Americans are generally resilient to jokes.	The joke was likely premeditated but not malicious.	The joke may cause minor offense.	The joke does not provide any help.	Minor offense with no help makes it slightly immoral.	US Ambassador	The Ambassador is a diplomat representing the US.	Americans	Americans are the citizens of the US.	-2.8
