id	dataset	scenario	circumstance_type	circumstance	moral_score	moral_expl	all_moral_scores	human_score
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig	Saving six lives from an immediate lethal threat	2.0	Sacrificing one to save six in imminent danger	[2.0]	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig	Person X enjoys solving puzzles for leisure.	4.0	Engaging in a harmless hobby.	[4.0]	0.11
176	Effron	Put a roach down another person's shirt	orig	As a prank among close friends	-2.0	Pranks can be fun but may cause distress	[-2.0]	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig	Survival of the majority	1.0	Sacrificing one to save three lives	[1.0]	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig	Believes in preserving cultural heritage without hate	-2.0	Intent is cultural pride, not hate or violence	[-2.0]	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig	Protesting perceived social or political injustices	3.0	Exercising free speech to highlight important issues	[3.0]	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig	Supporting a colleague during a difficult time	4.0	Providing emotional support in a time of grief	[4.0]	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig	Man exerting control over wife's clothing choices	-4.0	Reflects coercion and lack of autonomy	[-4.0]	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig	Saving hostages by sacrificing one life	1.0	Utilitarian approach: saving more lives at the cost of one	[1.0]	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig	The older man asked for help with his luggage.	4.0	Assisting someone in need is generally considered a good deed.	[4.0]	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig	Helping a friend settle in a new city	4.0	Assisting a friend in need is generally seen as kind and supportive	[4.0]	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig	Driver was in a hurry and didn't see the puddle	-1.0	Accidental and unintentional act	[-1.0]	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig	Teenager couldn't find a restroom in time	-3.0	Lack of restroom access led to the act	[-3.0]	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig	Neighbor's fence damaged by a storm	4	Helping in a time of need	[4]	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig	Protesting against government oppression or injustice	2.0	Expressing dissent against perceived wrongs	[2.0]	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig	Seeking to influence the judge's impartiality	-4.0	Undermines judicial fairness and integrity	[-4.0]	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig	He forgot to take them off.	3.0	Simple oversight, no harm done.	[3.0]	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig	Friendly social visit to enjoy a game	4.0	Engaging in a harmless, enjoyable activity	[4.0]	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig	Community experiencing severe flooding and displacement	4.0	Providing essential aid to those in need	[4.0]	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig	Teacher ensuring communication with illiterate parents	4.0	Promotes inclusivity and parental involvement in education	[4.0]	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig	Urgent need to prevent an imminent terrorist attack	-3.0	Torture is generally considered unethical and illegal	[-3.0]	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig	Pressure to fit industry standards for age	1.0	Lying to meet unrealistic expectations	[1.0]	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig	Person X was rushing to a hospital for an emergency.	3.0	Life-threatening situations can justify breaking traffic rules.	[3.0]	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig	Imminent terrorist threat with no other options	2.0	Saving multiple lives at the cost of one	[2.0]	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig	Friendly bet or challenge	3.0	Promotes camaraderie and sportsmanship	[3.0]	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig	He ran out of milk.	4.0	Using water as a substitute.	[4.0]	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig	Dog made a mess with food in the living room	1.0	Owner teaching the dog discipline	[1.0]	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig	Teenage girl is curious and uneducated about disfigurements	0.0	Curiosity without malice or intent to harm	[0.0]	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig	Sister was hospitalized and unable to care for children	4.0	Providing care in a family crisis is commendable	[4.0]	3.36
203	Effron	Made breakfast for his wife on her birthday	orig	Celebrating his wife's birthday with a thoughtful gesture	4.0	Shows love and appreciation for his wife	[4.0]	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig	Protesting government policies or actions	2.0	Expressing dissent against perceived injustices or corruption	[2.0]	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig	Saving multiple lives at the cost of one	2.0	Utilitarian approach prioritizes the greater good	[2.0]	-1.55
206	Effron	Told a joke about a nun on a train	orig	Told a joke to friends in private	2.0	Humor shared among friends, no harm intended	[2.0]	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig	Person X enjoys nature and peacefulness	4.0	Walking through the park is harmless and promotes well-being	[4.0]	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig	Neighbor has a history of not returning borrowed items	2.0	Protecting personal property from potential loss	[2.0]	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig	Survival with no other options	-3.0	Pushing someone to save others	[-3.0]	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig	Seeking fair treatment and better working conditions	1.0	Lying to gain respect and fair treatment	[1.0]	-1.18
211	Effron	Helped a neighbor move his piano	orig	Neighbor needed assistance moving heavy furniture.	4.0	Helping someone in need is generally considered a good deed.	[4.0]	1.9636364
212	Effron	Tripped someone in the hall	orig	Accidentally tripped someone while rushing	0.0	Unintentional and without malice	[0.0]	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig	Friend fell overboard during a boat trip	4.0	Act of bravery and selflessness to save a life	[4.0]	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig	Forgetting to cancel the original appointment	-2.0	It wastes medical resources and time.	[-2.0]	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig	Escaping an abusive or toxic household	3.0	Seeking safety and mental well-being	[3.0]	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig	Person X wants to make a good impression.	4.0	Dressing well shows respect and preparation.	[4.0]	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig	Boy believes cats are harming local wildlife	-4.0	Killing animals is not a justified solution	[-4.0]	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig	Person X is hungry and wants to enjoy a meal.	4.0	Ordering food to satisfy hunger is normal.	[4.0]	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig	Providing mentorship and support to a child in need	4.0	Helps the child develop positively and feel supported	[4.0]	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig	Prisoners of war are unjustly detained.	4.0	Releasing unjustly detained individuals is a moral act.	[4.0]	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig	She is rushing to help a friend in an emergency.	3.0	Helping a friend in need can justify breaking curfew.	[3.0]	-2.5
222	Effron	Sells drugs to high school sudents	orig	Drug dealer seeks profit from vulnerable teens	-4.0	Exploits youth, endangers health and future	[-4.0]	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig	Struggling single mother unable to afford basic necessities	3.0	Survival and providing for a child in dire need	[3.0]	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig	Person X lacks plumbing skills or tools	4.0	Calling a professional is responsible and practical	[4.0]	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig	Reacting to criticism of driving skills	-4.0	Reckless driving endangers lives, overreaction to criticism	[-4.0]	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig	Mother believes pre-med ensures a stable future	1.0	Mother prioritizes daughter's financial security	[1.0]	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig	A person is being friendly and polite.	4.0	Promotes positive social interactions.	[4.0]	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig	Parent disciplined child using excessive physical force	-4.0	Physical abuse is harmful and unacceptable	[-4.0]	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig	Enjoying a dessert at home	4.0	Eating dessert is a normal, harmless activity	[4.0]	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig	Life-or-death emergency on a sinking ship	-2.0	Sacrificing one to save six others	[-2.0]	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig	An elderly or disabled person needed the seat	4.0	Showing kindness and respect to those in need	[4.0]	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig	Customer received excess change during a purchase.	4.0	Honesty in financial transactions is valued.	[4.0]	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig	Calculator was inexpensive and not returned due to oversight	1.0	Minor oversight with negligible impact on government resources	[1.0]	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig	Judge believes he can remain impartial despite friendship	-3.0	Conflict of interest risks fairness of trial	[-3.0]	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig	Foreigner needs help understanding menu	4.0	Facilitates better dining experience	[4.0]	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig	Apartment in urgent need of repainting	1.0	Bribe ensures timely maintenance for livable conditions	[1.0]	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig	Saving three lives by sacrificing one	1.0	Utilitarian approach prioritizes greater good	[1.0]	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig	You forgot to leave contact details for the repair shop.	1.0	Unintentional oversight, not deliberate abandonment.	[1.0]	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig	Friend lost job and can't afford rent	4.0	Helping a friend in need shows compassion	[4.0]	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig	Returning lost wallet with money to rightful owner	4.0	Act of honesty and integrity	[4.0]	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig	The man feels unfairly criticized by his boss.	1.0	Walking away avoids confrontation and escalation.	[1.0]	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig	The parking attendant was busy and made an honest mistake.	-3.0	Keeping the extra change exploits an honest error.	[-3.0]	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig	Person X was in a rush to an emergency.	2.0	Urgency can justify prioritizing one's immediate needs.	[2.0]	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig	Friend's wife took all his money unexpectedly	1.0	Friend intended to repay but faced unforeseen financial hardship	[1.0]	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig	Person X sought advice on how to support their brother.	1.0	Seeking help to better support a loved one.	[1.0]	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig	Jealousy over perceived favoritism	-3.0	Taking the ring out of jealousy is unfair and disrespectful.	[-3.0]	-2.72
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig	Person X struggles with test anxiety.	3.0	Anxiety can impair performance despite adequate preparation.	[3.0]	-0.07
248	Effron	Stole Halloween candy	orig	Child takes sibling's candy without asking	-3.0	Violates trust and fairness within family	[-3.0]	-1.88571432
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig	Person X is spending quality time with their nephew.	4.0	Spending time and treating a child is generally positive.	[4.0]	1.59
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig	Going out for a much-needed break or social interaction	3.0	Single parents need personal time for mental health and social life	[3.0]	-1.25
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig	Neighbor needed urgent help with house painting	4.0	Helping others in need is commendable	[4.0]	2.78
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig	Disturbing neighbors late at night	-3.0	Loud noise can disrupt others' peace and sleep	[-3.0]	-1.05
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig	Expressing personal frustration without considering impact	-4.0	Harmful and discriminatory towards people with disabilities	[-4.0]	-2.61
254	Effron	Shoved a man who was passing out leaflets	orig	Man was harassing others with offensive leaflets.	1.0	Shoving to stop harassment may be seen as justified.	[1.0]	-2.824
255	Effron	Circulated a petition in support of equal pay for women	orig	Advocating for gender pay equality in the workplace	4.0	Promotes fairness and justice for women	[4.0]	1.88888896
256	Clifford	You see a referee intentionally making bad calls that help his favored team win.	orig	Referee is bribed by the favored team	-4.0	Bribery undermines fairness and integrity of the game	[-4.0]	-3.0
257	Effron	Gave someone directions	orig	A stranger asked for directions to a nearby location.	4.0	Helping someone find their way is generally considered kind and helpful.	[4.0]	1.83529416
258	Mickelberg	Person X volunteers to teach English to newly arrived immigrants.	orig	Person X wants to help immigrants integrate into society.	4.0	Helping others integrate is generally seen as a positive action.	[4.0]	2.73
259	Clifford	You see a woman clearly avoiding sitting next to an obese woman on the bus.	orig	Prefers more personal space	1.0	Desires comfort and space on a crowded bus	[1.0]	-2.0
260	Mickelberg	Person X found a wallet containing $1000 and returned it to its rightful owner.	orig	Person X found the wallet on the street.	4.0	Returning lost property is a virtuous act.	[4.0]	3.55
261	Clifford	You see a boss ordering an employee to revoke his citizenship in his home country.	orig	Employee must revoke citizenship for job relocation benefits	-4.0	Forcing revocation for job benefits is coercive and unethical	[-4.0]	-3.3
262	Kruepke	I have cheated pretty much all of my life. The most recent time was because I was in a long distance relationship. There were so many opportunities to cheat that I just gave into the temptation.	orig	Lack of self-control and commitment in a long-distance relationship	-4.0	Cheating undermines trust and respect in a relationship	[-4.0]	-2.81
263	Lotto	You are travelling on the motorway with two other people, one of whom is driving. You are in the right-hand lane. Suddenly, the driver collapses onto the steering wheel and the car starts to gather speed. The truck in front of you brakes and the impact is unavoidable. To your right you notice a lay-by where there is a road worker.You swerve immediately over to the lay-by to avoid the truck. You know that the worker will be hit and killed, but you and the other two people in the car will be unhurt.	orig	Driver has a sudden medical emergency	1.0	Prioritizing the lives of three people over one worker	[1.0]	-1.06
264	Effron	Tried to involve a shy friend in social activities	orig	Encouraging participation in a supportive environment	4.0	Helps build confidence and social skills	[4.0]	1.75483872
265	Clifford	You see a teenager at a cafeteria forcing a younger student to pay for her lunch.	orig	Bullying for money	-4.0	Exploiting power over a younger student	[-4.0]	-3.0
266	Effron	Turned in someone else's project under his own name	orig	Student under pressure to meet a deadline	-4.0	Plagiarism undermines academic integrity and fairness	[-4.0]	-2.88
267	Grizzard	Offers food and water to a wounded enemy combatant.	orig	Enemy combatant is no longer a threat	4.0	Shows compassion and upholds human dignity	[4.0]	2.826666667
268	Mickelberg	Person X tears out the last pages of library books to annoy future borrowers.	orig	Person X enjoys causing frustration to others.	-4.0	Deliberate harm and inconvenience to others.	[-4.0]	-2.54
269	Clifford	You see a man laughing at a disabled co-worker while at an office softball game.	orig	The man is mocking the disabled co-worker.	-4.0	Mocking someone for their disability is cruel and disrespectful.	[-4.0]	-3.5
270	Clifford	You see a woman watching a game on television in black-and-white instead of color.	orig	She prefers black-and-white for nostalgic reasons.	4.0	Personal preference for viewing experience.	[4.0]	-0.1
271	Lotto	You have often talked with your friends about making a delicious cake which is an old family tradition. You have finally decided to give them a surprise and have invited them to come round after dinner. In the afternoon, you get down to work on the recipe and realise that you do not have any dark chocolate which is what gives this cake its very particular taste.You use milk chocolate which you already have, so you do not have to go out again. You know that your friends do not know the recipe and will not realise.	orig	Substituting milk chocolate for dark chocolate	3.0	Friends won't notice the difference	[3.0]	2.68
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	orig	Peer pressure and desire to fit in	-2.0	Actions driven by peer influence, not personal malice	[-2.0]	-1.79
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	orig	Person X wants to avoid punishment or blame.	-3.0	Lying to avoid consequences is generally considered wrong.	[-3.0]	-2.67
274	Effron	Participated in an effort to clean up a city park	orig	Volunteering to improve community environment	4.0	Enhances public space and promotes civic responsibility	[4.0]	2.72000008
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.	orig	Survival situation with imminent crocodile attack	-3.0	Sacrificing one to save others from certain death	[-3.0]	-1.74
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.	orig	Teenager wanted to impress friends	-3.0	Acting without permission and risking safety	[-3.0]	-1.5
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.	orig	Partner's funding is illegal and unethical	-4.0	Illegal activities harm society and ignoring them is complicit	[-4.0]	-1.82
278	Effron	Smoked in a no-smoking section even though others complained	orig	Smoker ignored rules and complaints in a public place.	-4.0	Disregards others' health and comfort.	[-4.0]	-2.424
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his	orig	The stadium was nearly empty.	3.0	No one was inconvenienced or displaced.	[3.0]	-1.13103448
