id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		10.0	7.0	10.0	10.0	2.0	The swimmer is defenseless against the shark	The action was taken with some thought	The swimmer will die from the shark attack	Three people were saved from drowning	Saving three lives outweighs one loss	The person driving the motorboat	The agent is capable of making decisions	The swimmer in the channel	The patient is unaware of the shark	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		7.0	7.0	6.0	0.0	-2.0	Family members are of average resilience.	Action likely followed some degree of thought.	Significant emotional harm but not physical.	No help was provided in this scenario.	Moderate harm with intentionality, no help.	Person X	Person X is an adult family member.	Person X's family	The family consists of average adults.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		7.0	9.0	7.0	0.0	-4.0	The colleague is an average adult professional.	The action was premeditated to gain a promotion.	The colleague's career and reputation were harmed.	No help was provided to anyone.	The action is highly immoral due to intentional harm.	Person X	Person X is a colleague seeking a promotion.	Person X's colleague	The colleague is a professional whose idea was stolen.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		3.0	6.0	4.0	0.0	-2.0	The company is an entity, not highly vulnerable.	The employee likely thought about the joke.	The harm is reputational, not physical.	No help was provided in this scenario.	Minor reputational harm, somewhat intentional.	An employee	The employee is aware of the company's performance.	The company	The company is being ridiculed.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		6.0	7.0	5.0	0.0	-2.0	Consenting adults have medium-high vulnerability	Action was likely impulsive but intentional	Potential for emotional or physical harm	No help was provided	Moderately immoral due to potential harm	The person who posted on social media	Assumed to be an adult	The strangers they made out with	Assumed to be consenting adults	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		8.0	9.0	7.0	0.0	-4.0	Geese are living beings, somewhat defenseless.	Repeatedly shooting indicates deliberate action.	Pellet gun can cause significant harm to geese.	No help was provided to the geese.	Harming defenseless animals is highly immoral.	A girl	She is a young person, possibly a teenager.	Geese	They are living animals.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		0.0	8.0	0.0	6.0	1.0	The dog is already dead, so no vulnerability	The action seems deliberate and planned	No harm caused as the dog is already dead	Provides sustenance to the family	Unusual but not immoral; helps family	The family	They are grieving and possibly in need of food	The pet dog	The dog is deceased and was a pet	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		10.0	8.0	7.0	0.0	-4.0	Blind beggar is highly vulnerable.	Theft is typically a deliberate act.	Theft causes significant harm to the beggar.	No help was provided in this scenario.	High vulnerability, intentional harm, no help.	Person X	Person X is an individual capable of theft.	Blind beggar	The blind beggar is a vulnerable individual.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		9.0	6.0	4.0	0.0	-3.0	Person with disabilities, highly susceptible	Refusal implies some degree of thought	Caused inconvenience, not physical harm	No help was provided	Refusal to help a vulnerable person	A person	The person is able-bodied	A man in a wheelchair	The man has limited mobility	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		9.0	9.0	0.0	8.0	4.0	Disadvantaged students are highly susceptible to educational neglect	Volunteering involves deliberate planning and commitment	No harm is caused by tutoring	Tutoring provides substantial educational support	Highly moral due to significant help and no harm	A volunteer tutor	The agent is compassionate and altruistic	Disadvantaged students	The patients are in need of educational support	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		9.0	9.0	0.0	9.0	4.0	Homeless person in rain, very vulnerable.	Action was deliberate and thoughtful.	No harm was caused.	Provided critical assistance in a tough situation.	Highly moral due to significant help.	Person X	Person X is a compassionate individual.	The homeless person	The homeless person is in a vulnerable situation.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		4.0	7.0	0.0	7.0	4.0	The bank is resilient and not easily harmed.	The action was deliberate and thought out.	No harm was caused by reporting the money.	The action provided substantial assistance to the bank.	The action was highly moral and responsible.	The security officer	The security officer is honest and responsible.	The bank	The bank is the entity that lost the money.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		7.0	8.0	5.0	0.0	-3.0	Public speaking makes her vulnerable to verbal attacks.	Heckling is usually a deliberate act.	Heckling can cause emotional distress.	Heckling offers no help or support.	Heckling is disruptive and harmful.	A heckler	The heckler is likely an adult male.	A woman speaking on human rights	The woman is likely an advocate or activist.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		9.0	7.0	4.0	0.0	-3.0	Elderly individuals are generally more vulnerable.	Criticism usually involves some degree of thought.	Criticism can cause emotional harm.	Criticism does not provide help.	Criticizing a vulnerable person is generally immoral.	A younger person	The agent is likely impatient or in a hurry.	An old woman	The patient is elderly and likely more vulnerable.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		7.0	8.0	0.0	8.0	4.0	Sister is an average adult, some vulnerability.	Action was planned and deliberate.	No harm was caused.	Provided substantial help for safety.	Highly moral due to intentional help.	Person X	Person X is a considerate individual.	Person X's sister	The sister needed the car for safety.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	8.0	0.0	7.0	3.0	Father is emotionally vulnerable due to estrangement.	Calling required significant emotional effort and planning.	No harm was caused by the call.	The call provided emotional support and reconciliation.	The action is morally positive due to reconciliation.	I	The agent is the person who called the father.	My father	The patient is the person receiving the call.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		6.0	7.0	3.0	5.0	1.0	The husband is an adult with average resilience	The wife intentionally looked through the wallet	Minor breach of privacy, no physical harm	Potentially helps by uncovering suspicious activity	Minor privacy breach, potential benefit	The wife	She is concerned about her husband's dealings	The husband	He is potentially involved in something suspicious	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		9.0	9.0	10.0	9.0	-4.0	The traveller is defenseless and highly susceptible.	The action was deliberate and planned.	The action resulted in the death of the traveller.	The action saved the lives of four travellers.	The action is highly immoral due to the killing.	The head of the group	The head of the group is responsible for the decision.	One of the travellers	The traveller is a member of the group.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		10.0	8.0	0.0	10.0	4.0	The kitten is defenseless and highly susceptible to harm.	The action was deliberate and planned to rescue the kitten.	No harm was caused; the action was beneficial.	The action provided critical assistance in a life-threatening situation.	Highly moral due to critical help and no harm.	A person	The person is a compassionate individual.	An injured kitten	The kitten is vulnerable and in need of help.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		9.0	8.0	0.0	9.0	4.0	Elderly people needing medications are highly vulnerable.	The action involved planning and deliberate thought.	No harm was caused to the patients.	Provided critical assistance by making medications affordable.	Highly moral due to critical help and no harm.	The person who started re-selling medications	The agent is assumed to be well-intentioned and resourceful.	Elderly people needing medications	The patients are assumed to be financially strained and in need of medications.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		10.0	8.0	0.0	9.0	4.0	Homeless and in freezing weather.	The action was deliberate and planned.	No harm was caused.	Provided critical assistance in a life-threatening situation.	Highly moral due to critical help.	I	The agent is a compassionate person.	The homeless man	The patient is vulnerable and in need.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		7.0	9.0	6.0	7.0	3.0	He is an adult with average resilience.	The action was planned and deliberate.	Caused significant financial strain but not total destruction.	Provided substantial help by setting boundaries.	Morally acceptable due to positive outcome.	My husband	He had a problem with overspending on technology.	My husband	He was financially irresponsible but capable of change.	0.38
35	Effron	Took the neighbor's newspaper	orig		6.0	6.0	3.0	0.0	-2.0	The neighbor is an average adult with some susceptibility	The action likely involved some degree of thought	Minor inconvenience but not significant harm	No help was provided in this scenario	Minor harm with some intentionality	The person who took the newspaper	The agent is likely a neighbor	The neighbor whose newspaper was taken	The patient is an average adult	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		7.0	8.0	6.0	0.0	-3.0	Average adults, some susceptibility to harm	Cheating involves deliberate planning	Causes significant but not total harm	No assistance or protection provided	Intentional harm, no help provided	A stranger	The stranger is dishonest	Other players	They are unaware of the cheating	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		6.0	7.0	0.0	4.0	2.0	Participants are of average resilience.	Person X likely prepared for the quiz.	No harm was caused by doing well.	Doing well may inspire or entertain others.	No harm, minor help, morally neutral.	Person X	Person X is knowledgeable and prepared.	Other quiz participants	They are average adults participating in the quiz.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		6.0	8.0	0.0	7.0	4.0	Inmates are of average resilience.	The action was planned and deliberate.	No harm was caused.	Provided substantial entertainment and morale boost.	The action is highly moral.	A singer	The agent is a professional entertainer.	The inmates	The patients are prisoners.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		10.0	8.0	0.0	10.0	4.0	The child is highly vulnerable	The soldier made a deliberate choice	No harm was caused	The soldier provided critical assistance	Highly moral due to saving a vulnerable child	A soldier	The soldier is in a combat situation	A local child	The child is in immediate danger	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		9.0	8.0	10.0	9.0	-4.0	The young person is highly vulnerable.	The action was deliberate to save yourself.	The young person will likely die.	You saved yourself and two others.	High harm outweighs the help.	You	You are trying to escape the dogs.	The young person you pushed	The young person is defenseless against the dogs.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		9.0	9.0	0.0	10.0	4.0	Wrongfully convicted prisoners are highly vulnerable.	Campaigns require extensive planning and deliberate thought.	No harm was caused by the campaign.	The campaign provides critical assistance to the wrongfully convicted.	Highly moral due to critical help and no harm.	Person X	Person X is an advocate for justice.	Wrongfully convicted prisoners	They are individuals who have been unjustly imprisoned.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		7.0	8.0	0.0	7.0	4.0	The patient is cold and needs warmth.	The action was deliberate and thoughtful.	No harm was caused by the action.	The action provided significant help in a cold situation.	The action is highly moral due to significant help.	A person	The agent is a kind individual.	Another person	The patient is someone in need.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		9.0	8.0	7.0	0.0	-4.0	Cats are vulnerable and can be easily harmed	The action was deliberate to remove the cat	Kicking can cause significant harm to a cat	No help was provided to the cat	High harm, high vulnerability, no help	A person	The person is a homeowner	A stray cat	The cat is defenseless	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		7.0	9.0	6.0	0.0	-4.0	Stay-at-home mom is moderately vulnerable.	Scammer planned and executed the deceit.	Financial and emotional harm caused.	No help was provided.	Highly immoral due to deceit and harm.	A scammer	The agent is deceitful and manipulative.	A stay-at-home mom	The patient is likely trusting and unsuspecting.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		9.0	9.0	0.0	9.0	4.0	Dogs are vulnerable and dependent on care.	Volunteering is a deliberate and planned action.	No harm is caused by walking and cleaning.	Provides critical care and improves dogs' well-being.	Highly moral due to significant help and no harm.	Person X	Person X is a volunteer.	The dogs at the refuge	The dogs are being walked and their kennels cleaned.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		1.0	9.0	0.0	4.0	2.0	Bread is inanimate and cannot be harmed.	Buying bread is a deliberate daily action.	No harm is caused by buying bread.	Provides minor help by supporting a bakery.	Action is morally neutral to slightly positive.	Person X	Person X enjoys freshly baked bread.	Loaf of bread	The bread is an inanimate object.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		1.0	7.0	0.0	6.0	4.0	Inanimate objects cannot be harmed.	Cleaning and picking up items are intentional actions.	No harm was caused by cleaning.	Cleaning provides substantial help.	Intentional helpful action with no harm.	Person X	Person X is the one performing the action.	Bookshelf and items on the floor	The bookshelf and items are inanimate objects.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		7.0	8.0	4.0	0.0	-1.0	Teenagers have medium-high vulnerability	Wearing a coat is intentional	Potential discomfort or heat-related issues	No help provided	Self-harm potential, but not severe	Teenage girl	She chose to wear a trench coat	Herself	She might be uncomfortable	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		6.0	8.0	3.0	1.0	-2.0	Congregants are average adults with some susceptibility.	The action seems deliberate and planned.	The harm is minor, mostly affecting personal expression.	No significant help is provided.	Minor harm with no significant help makes it slightly immoral.	The pastor	The pastor is a religious leader with authority in the church.	The congregants	The congregants are members of the church community.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		7.0	9.0	0.0	6.0	3.0	Person X is an adult with average resilience	Paying off debts is a deliberate action	No harm is caused by paying debts	Paying debts helps creditors and maintains financial stability	Financial responsibility is morally positive	Person X	Person X is financially responsible	Person X	Person X is the one making financial decisions	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		7.0	7.0	4.0	5.0	1.0	I am an average adult	She planned to buy clothes	Caused emotional discomfort	She intended to help	Mixed impact, more help than harm	My mother	She wanted to provide for me	Me	I disliked the clothes	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		8.0	7.0	0.0	8.0	4.0	The friend is in a financial crisis	Lending money requires thought and planning	No harm was caused by lending money	Provided substantial assistance in a financial crisis	Highly moral due to significant help	The person who lent the money	The agent is financially stable	The friend in a financial crisis	The patient is in urgent need of money	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		8.0	7.0	0.0	10.0	4.0	The man was in immediate danger of being hit by a car.	Person X acted with quick, deliberate intent to save the man.	No harm was caused to the man being saved.	Person X provided critical assistance by saving the man's life.	The action was highly moral due to saving a life.	Person X	Person X is a responsible and brave individual.	The man who was about to be hit by a car	The man is an average adult.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		10.0	8.0	4.0	0.0	-3.0	The body is deceased, thus highly vulnerable	The action seems deliberate and planned	No physical harm but highly disrespectful	No help provided in this scenario	Highly disrespectful and inappropriate	An employee at the morgue	The employee is acting inappropriately	A dead body	The body is deceased and cannot feel	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		6.0	8.0	5.0	0.0	-3.0	Employer has some resilience but is still affected	Lying about hours is a deliberate act	Financial loss and trust issues for employer	No help provided in this scenario	Deception and financial harm make it immoral	The employee	The employee is dishonest	The employer	The employer is being deceived	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		7.0	6.0	4.0	0.0	-2.0	Typical adult with average resilience	Action likely had some thought	Caused inconvenience and frustration	No help was provided	Moderately immoral due to intentionality and harm	A person in a hurry	They were impatient or late	A person waiting in line	They were patiently waiting their turn	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		7.0	8.0	4.0	0.0	-3.0	Waitress is an average adult, some susceptibility.	Action was deliberate and thought out.	Insult and no tip cause minor harm.	No help was provided.	Deliberate insult and no tip are immoral.	Person X	Person X is likely an adult.	The waitress	The waitress is likely an adult.	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		0.0	9.0	0.0	6.0	2.0	Deceased individuals cannot be harmed	Cultural practice involves deliberate action	No harm to deceased individuals	May provide cultural or spiritual benefits	Culturally specific, no harm caused	Members of the remote tribe	They follow cultural traditions	Deceased members of the tribe	They are no longer alive	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		7.0	4.0	7.0	0.0	-3.0	Typical adult with some susceptibility to harm	Action is impulsive with minimal premeditation	Significant self-inflicted harm due to excessive drinking	No assistance or protection provided	Self-harm and irresponsible behavior	The person bragging on social media	The person is likely an adult	The person bragging on social media	The person is likely an adult	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig		7.0	6.0	4.0	0.0	-2.0	Waiter/waitress relies on tips, moderately vulnerable.	Customer likely thought about not tipping.	Financial harm but not severe.	No help was provided.	Moderately immoral due to financial impact.	The customer	The customer had a reason for not tipping.	The waiter/waitress	The waiter/waitress relies on tips for income.	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		9.0	10.0	8.0	0.0	-4.0	The ex-partner is highly vulnerable due to privacy violation.	The action was deliberate and planned.	Significant emotional and reputational harm was caused.	No help was provided; only harm was caused.	Highly immoral due to intentional harm and high vulnerability.	Person X	Person X is the ex-partner of the patient.	The ex-partner of Person X	The ex-partner is a typical adult.	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		5.0	6.0	4.0	0.0	-2.0	Americans are a diverse and resilient group.	Joking likely involves some degree of thought.	Jokes can cause minor harm or offense.	Joking does not provide any help.	Minor harm with some intentionality.	US Ambassador	The ambassador is a high-ranking diplomat.	Americans	General population of the United States.	-2.8
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		7.0	6.0	5.0	0.0	-2.0	The lover is emotionally vulnerable	The action is intentional but not extensively planned	Causes emotional distress but not severe harm	Provides no help or assistance	Moderately immoral due to emotional harm	The person narrating the scenario	The person is in a relationship	The current lover	The lover is emotionally affected	-0.35
64	Effron	Had a welcoming party for some new neighbors	orig		7.0	8.0	0.0	7.0	4.0	New neighbors are of average resilience	The party was planned and organized	No harm was caused	Provided substantial social support and welcome	Highly moral due to substantial help and no harm	A resident of the neighborhood	The resident is friendly and welcoming	The new neighbors	The new neighbors are unfamiliar with the community	1.97777784
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		10.0	9.0	10.0	9.0	-4.0	The crew member is defenseless and highly susceptible to harm.	The action was executed with deliberate thought and planning.	The action resulted in the death of the crew member.	The action provided critical assistance for the survival of the remaining crew.	The action is extremely immoral due to the intentional killing.	The commander of the submarine	The commander is responsible for the crew's survival.	One of the crew members	The crew member is a human being.	-1.43
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		7.0	4.0	5.0	0.0	-2.0	The father is emotionally vulnerable sharing personal stories.	The boy likely acted impulsively without much thought.	The action caused emotional harm by dismissing the father's story.	The action did not provide any help or support.	The action is somewhat disrespectful and dismissive.	The boy	The boy is likely a child or teenager.	The father	The father is a veteran sharing his experiences.	-2.1
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		1.0	8.0	3.0	7.0	2.0	The restaurant is an inanimate entity.	The action was deliberate and planned.	Minor financial loss to the restaurant.	Provided substantial help by reducing food waste.	Minor harm, substantial help, overall positive.	I	I am an employee at a fast food restaurant.	The fast food restaurant	The restaurant is a business entity.	0.39
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		5.0	8.0	5.0	4.0	0.0	The band has some resilience.	Person X likely planned the move.	The band may feel abandoned.	Person X benefits from the move.	Mixed impact; not highly moral or immoral.	Person X	Person X is a musician.	The long-term band	The band is a group of musicians.	-0.81
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		10.0	9.0	10.0	9.0	-4.0	They were defenseless and highly susceptible to harm	The action was premeditated to ensure survival	The action resulted in the death of two people	The action ensured the survival of the remaining group	The action is highly immoral due to the killing	The leader of the expedition	The leader is responsible for the group's survival	The two people who were shot	They were part of the expedition and needed water	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		6.0	8.0	0.0	7.0	3.0	The boss is an adult with average resilience.	Convincing someone for a promotion involves planning.	No harm was caused in this scenario.	Person X received a promotion, which is substantial help.	The action is beneficial and causes no harm.	Person X	Person X is an employee seeking a promotion.	The boss	The boss is a decision-maker in the workplace.	0.52
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		7.0	8.0	6.0	6.0	-2.0	Average adults seeking employment.	The boss likely planned the hire.	Significant harm to other candidates' opportunities.	Helped the woman secure a job.	Unfair hiring practice, but not life-threatening.	The boss	The boss hired based on personal connections.	Other potential candidates	They were overlooked for the position.	-2.4
72	Effron	Stole into a parking place while someone else was backing in	orig		6.0	7.0	4.0	0.0	-3.0	The patient is an average adult driver	The action was likely premeditated	Caused inconvenience and frustration	No help was provided	The action is inconsiderate and unfair	The person who stole the parking place	The agent is likely an impatient driver	The person who was backing in	The patient is likely an average driver	-1.93846152
