id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		-5	-5	0	0	-4	-4	-4	Stealing harms the blind beggar.	The act is unfair to the beggar.	No direct betrayal involved.	No authority is directly subverted.	Degrades the dignity of the beggar.	Oppresses the beggar's means of survival.	The act is highly immoral.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		-4.0	-3.0	0.0	0.0	-3.0	-2.0	-3.0	Refusing to help can cause harm.	Unfair treatment of a person in need.	No direct betrayal involved.	No authority figures involved.	Disrespectful to human dignity.	Denies assistance, limiting freedom.	Refusing to help is generally immoral.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		5.0	5.0	4.0	3.0	4.0	5.0	4.0	Tutoring helps disadvantaged students improve academically.	Provides equal educational opportunities to those in need.	Shows loyalty to community and commitment to social good.	Supports educational systems and societal norms.	Uplifts and respects the dignity of disadvantaged students.	Empowers students, promoting their freedom through education.	Highly moral act benefiting society and individuals.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		5	0	0	0	0	0	4	Person X provided aid to the homeless person.	No cheating or fairness issues are involved.	No betrayal or loyalty issues are involved.	No subversion or authority issues are involved.	No degradation or sanctity issues are involved.	No oppression or liberty issues are involved.	Act of kindness and help.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		3	5	4	4	2	0	4	Reporting the money helps maintain trust.	Reporting the money is fair and honest.	Loyalty to the bank is upheld.	Respecting authority by reporting to the manager.	Maintains the sanctity of the workplace.	No significant impact on liberty or oppression.	Acting honestly and responsibly.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		-4.0	-3.0	0.0	-3.0	-3.0	-4.0	-4.0	Heckling can cause emotional harm.	Disrupting a speaker is unfair.	No direct betrayal involved.	Disrespecting the speaker's authority.	Degrades the dignity of the event.	Suppresses the speaker's freedom.	Heckling is largely immoral.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		-4.0	-3.0	0.0	0.0	-3.0	-2.0	-3.0	Criticizing can cause emotional harm.	Unfair to criticize someone for their pace.	Not directly related to loyalty or betrayal.	Not related to authority or subversion.	Degrading to criticize an elderly person.	Oppressive to criticize someone's natural pace.	Criticizing an elderly person is generally immoral.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		4.0	3.0	4.0	0.0	0.0	0.0	4.0	Person X helps their sister by giving up their car.	The act is fair, sharing resources for safety.	Shows loyalty to family by prioritizing sister's safety.	No authority is subverted in this scenario.	No degradation or sanctity issues are involved.	No oppression; Person X freely chooses to help.	Act of kindness and fairness.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		4	0	3	0	3	2	3	Calling father to inform and express love is helpful.	No elements of cheating or fairness directly involved.	Reaching out shows loyalty to family ties.	No subversion or authority issues present.	Honoring mother’s memory and family sanctity.	Act of free will to mend relationship.	Act of reconciliation and love.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		0.0	-3.0	-4.0	-2.0	-3.0	-2.0	-3.0	No direct harm or help involved.	Potential breach of trust by looking through wallet.	Possible betrayal of husband's privacy.	Undermines husband's authority in the relationship.	Violates sanctity of personal belongings.	Infringes on husband's personal liberty.	Breach of trust and privacy.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		-5	-4	-5	2	-5	-4	-4	Killing a traveller causes significant harm.	Sacrificing one to save others is unfair.	Betraying a group member for survival.	Submitting to tribal authority to survive.	Disrespecting the sanctity of life.	Forced into a dire choice by captors.	Sacrificing a life is highly immoral.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		5.0	0.0	0.0	0.0	3.0	0.0	4.0	Rescuing an injured kitten is a helpful act.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	Act of rescuing upholds sanctity of life.	No oppression or liberty issues involved.	Rescuing an injured kitten is highly moral.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		4.0	-3.0	1.0	-4.0	0.0	3.0	1.0	Helping elderly people afford medications.	Potentially bypassing legal channels for medication distribution.	Loyalty to the elderly, but possible betrayal of legal norms.	Subverting pharmaceutical regulations and authorities.	No significant impact on sanctity or degradation.	Promoting liberty by providing affordable medication.	Balancing help with legal subversion.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		5.0	4.0	0.0	0.0	4.0	4.0	4.0	Providing food and clothes to a homeless person.	Act of fairness by helping someone in need.	No relevant act of betrayal or loyalty.	No relevant act of subversion or authority.	Uplifting a person's dignity by providing essentials.	Promoting liberty by aiding a homeless person.	Highly moral act of kindness and support.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		3	4	3	2	0	-2	3	Financial discipline helps the family.	Fairness in managing shared finances.	Loyalty to family’s financial well-being.	Authority in setting financial rules.	No significant impact on sanctity.	Limits personal spending freedom.	Promotes financial stability, minor liberty impact.	0.38
35	Effron	Took the neighbor's newspaper	orig		-2.0	-3.0	-2.0	-2.0	0.0	0.0	-3.0	Taking the newspaper causes minor harm to the neighbor.	It is unfair to take something that isn't yours.	This act could be seen as a betrayal of trust.	This act subverts social norms and property rights.	The act does not significantly degrade any sanctified value.	The act does not significantly impact liberty or oppression.	The act is generally considered unfair and harmful.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		-3.0	-5.0	-4.0	-3.0	-2.0	-3.0	-4.0	Cheating can harm the fairness of the game.	Cheating directly violates the norm of fairness.	Cheating betrays the trust of other players.	Cheating undermines the rules of the game.	Cheating degrades the integrity of the game.	Cheating imposes unfair constraints on others.	Cheating is highly immoral in this context.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		3	4	0	0	0	2	4	Person X's success does not harm anyone.	Assuming no cheating, success is fair.	No betrayal involved in doing well.	No subversion of authority in a quiz.	No degradation or sanctity issues.	Success does not oppress anyone.	Success in a fair quiz is moral.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		4.0	0.0	0.0	3.0	3.0	2.0	4.0	Singing entertains and uplifts inmates.	No cheating or unfairness involved.	No betrayal or loyalty issues involved.	Supports authority by providing positive activity.	No degradation; promotes human dignity.	Offers a sense of liberty through music.	Promotes well-being and supports authority.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		5	0	-3	-4	4	3	3	Rescuing a child is a significant act of help.	No elements of cheating or fairness are directly involved.	Not firing on the enemy could be seen as betrayal.	Disobeying orders to fire on the enemy subverts authority.	Saving a child upholds the sanctity of life.	Rescuing a child promotes liberty and protection.	The act is highly moral despite some authority subversion.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		-5.0	-5.0	-5.0	0.0	-5.0	-5.0	-4.0	Pushing someone to their death is extreme harm.	Unfairly sacrificing another for personal safety.	Betraying a new acquaintance for self-preservation.	No relevant authority is being subverted.	Degrading human life by treating it as expendable.	Oppressing another's right to life for personal liberty.	Sacrificing another's life is extremely immoral.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		5	5	-1	-3	4	5	4	Helping wrongfully convicted prisoners is beneficial.	Promotes fairness by addressing wrongful convictions.	Loyalty to justice system may be questioned.	Challenges authority of legal system.	Upholds sanctity of justice.	Fights against oppression of wrongfully convicted.	Promotes fairness and liberty, highly moral.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		5	0	0	0	0	0	4	Act of kindness in cold weather.	No cheating involved, fair act.	No betrayal or loyalty issues.	No subversion or authority involved.	No degradation or sanctity issues.	No oppression or liberty issues.	Highly moral act of kindness.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		-5.0	0.0	0.0	0.0	-3.0	-4.0	-4.0	Kicking the cat causes harm.	No cheating or fairness involved.	No betrayal or loyalty involved.	No subversion or authority involved.	Degrading treatment of an animal.	Oppressive act towards a defenseless animal.	Harmful and degrading to the cat.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		-5	-5	-4	0	-3	-4	-4	Causes financial and emotional harm.	Involves deceit and unfairness.	Betrays trust of the stay-at-home mom.	Does not directly involve authority.	Degrades the concept of charity.	Exploits the vulnerable position of the mom.	Highly immoral due to deceit and harm.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		5	0	4	3	4	4	4	Volunteering helps dogs by providing care and attention.	No cheating involved; fair contribution to the refuge.	Shows loyalty to the welfare of animals.	Supports the refuge's authority and mission.	Promotes the sanctity of animal life.	Empowers dogs by improving their living conditions.	Highly moral act of helping animals.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		3	4	0	0	0	4	4	Buying bread helps local business.	Transaction is fair and consensual.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	Act of personal choice and freedom.	Act is fair, helpful, and free.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		3.0	0.0	0.0	0.0	0.0	0.0	3.0	Cleaning and picking up items is helpful.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Helpful act with no moral issues.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		0.0	0.0	0.0	-1.0	0.0	2.0	1.0	No direct harm or help is evident.	No cheating or fairness issues are involved.	No betrayal or loyalty concerns are present.	Wearing a trench coat may subvert social norms.	No degradation or sanctity issues are involved.	The act may reflect personal liberty.	The act is mostly neutral with a slight lean towards personal liberty.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		0.0	0.0	0.0	3.0	2.0	-3.0	1.0	No physical or emotional harm involved.	No cheating or unfair advantage.	No betrayal of trust or loyalty.	Pastor exercising authority over dress code.	Bright colors may be seen as disrespectful.	Restricts personal freedom of expression.	Moderate restriction of liberty, minor sanctity concern.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		3.0	4.0	3.0	2.0	2.0	0.0	3.0	Paying debts helps creditors.	Fairness in fulfilling financial obligations.	Loyalty to financial commitments.	Respecting financial rules and norms.	Maintains integrity in financial dealings.	No oppression involved; personal choice.	Fulfilling debts is morally positive.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		0.0	1.0	0.0	-2.0	0.0	-2.0	0.0	No physical or emotional harm intended.	Mother's intentions are fair, but child's preferences are ignored.	No betrayal or loyalty issues involved.	Child challenges mother's authority on clothing choices.	No degradation or sanctity issues involved.	Child feels oppressed by mother's choices.	Minor conflict over preferences and authority.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		5	4	5	0	0	3	4	Lending money helps a friend in need.	Fairness in supporting a friend financially.	Shows loyalty by supporting a friend.	No significant impact on authority.	No relevance to sanctity or degradation.	Promotes liberty by providing financial freedom.	Highly moral act of helping a friend.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		5.0	0.0	0.0	0.0	3.0	0.0	4.0	Person X saved a life.	No cheating or fairness involved.	No betrayal or loyalty involved.	No subversion or authority involved.	Act of saving a life is sanctified.	No oppression or liberty involved.	Saving a life is highly moral.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		0.0	0.0	0.0	-3.0	-5.0	0.0	-4.0	No direct harm or help to others.	No cheating or fairness issues involved.	No betrayal or loyalty concerns.	Disrespecting workplace and professional norms.	Disrespectful to the deceased, violating sanctity.	No oppression or liberty issues involved.	Highly disrespectful and unprofessional behavior.	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		-3.0	-5.0	-4.0	-3.0	-2.0	0.0	-4.0	Lying about hours can harm company resources.	Lying about hours is a form of cheating.	Lying betrays the trust of the employer.	Lying undermines workplace authority.	Lying degrades the integrity of the workplace.	Lying does not directly relate to oppression or liberty.	Lying about hours is highly immoral.	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		-3.0	-4.0	0.0	-2.0	0.0	-3.0	-3.0	Pushing can cause physical or emotional harm.	Skipping the line is unfair to others.	No direct betrayal or loyalty involved.	Disregards the established order of the line.	No significant impact on sanctity or degradation.	Imposes on others' right to a fair place in line.	Unfair and potentially harmful behavior.	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		-4.0	-3.0	0.0	0.0	-3.0	0.0	-3.0	Calling someone 'dummy' is verbally harmful.	Not tipping due to a name is unfair.	No betrayal or loyalty involved.	No authority is being subverted.	Insulting someone degrades their dignity.	No oppression or liberty issues involved.	Verbally harmful and unfair behavior.	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		0.0	0.0	3.0	3.0	-3.0	2.0	1.0	No direct harm to living members.	No cheating involved; cultural practice.	May signify loyalty to deceased.	Follows tribal customs and authority.	May be seen as degrading by outsiders.	Practice is voluntary within the tribe.	Culturally specific practice; not inherently immoral.	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		-4.0	0.0	0.0	-2.0	-3.0	1.0	-3.0	Excessive drinking can harm oneself and others.	No direct relation to cheating or fairness.	No direct relation to loyalty or betrayal.	May subvert social norms about responsible behavior.	Degrades the sanctity of one's body.	Personal choice, but can lead to self-harm.	Harmful and degrading behavior.	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig		-3.0	-3.0	0.0	0.0	0.0	0.0	-3.0	Not tipping may harm the server's income.	Not tipping can be seen as unfair to the server.	No direct betrayal or loyalty involved.	No subversion of authority involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Not tipping is generally seen as unfair and harmful.	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		-5	-5	-5	0	-5	-5	-4	Releasing intimate photos causes significant emotional harm.	This act is highly unfair to the ex-partner.	It is a severe betrayal of trust.	Does not directly relate to authority.	Degrades the dignity and sanctity of the ex-partner.	Violates the ex-partner's liberty and privacy.	The act is extremely immoral.	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		-3.0	0.0	-4.0	-3.0	-3.0	0.0	-3.0	Joking may harm national image and citizens' feelings.	No direct cheating or fairness issue involved.	Joking about own citizens can be seen as disloyal.	Undermines the authority of the ambassador's position.	Degrades the dignity of the ambassadorial role.	No direct oppression or liberty issue involved.	Disrespectful and disloyal, undermines authority.	-2.8
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		-3.0	-2.0	-2.0	0.0	-2.0	2.0	-1.0	Potential emotional harm to partner due to unmet needs.	Masturbation and porn may feel like a form of emotional cheating.	Could be seen as a betrayal of partner's trust.	No significant subversion of authority involved.	May degrade the sanctity of the relationship's sexual intimacy.	Individual liberty to choose personal sexual activities.	Mixed moral implications; some harm but also personal liberty.	-0.35
64	Effron	Had a welcoming party for some new neighbors	orig		4.0	0.0	3.0	0.0	0.0	3.0	4.0	Welcoming party helps new neighbors feel included.	No cheating involved, fair and friendly event.	Shows loyalty to community by welcoming newcomers.	No subversion or authority issues present.	No degradation, respectful and positive gathering.	Promotes liberty by fostering community spirit.	Highly moral, promotes community and inclusion.	1.97777784
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		-5	-4	-5	-4	-5	-5	-4	Shooting a crew member causes direct harm.	Unfair to sacrifice one for others' survival.	Betrays trust of the crew member.	Abuse of commander's authority.	Degrades the sanctity of human life.	Oppresses the crew member's right to live.	Highly immoral due to extreme harm and betrayal.	-1.43
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		-3.0	-2.0	-3.0	-3.0	-2.0	0.0	-3.0	Turning up the TV may emotionally harm the father.	Ignoring the father's story is unfair.	Disregarding the father's service shows disloyalty.	Disrespecting the father undermines his authority.	Disrespecting military service degrades its sanctity.	The boy's action is not about oppression or liberty.	Disrespectful and emotionally harmful to the father.	-2.1
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		3	-3	-2	-4	0	2	-1	Taking food helps reduce waste and feeds people.	Taking food without permission is unfair to the employer.	Taking food could be seen as disloyal to the employer.	Ignoring company policy undermines authority.	No significant impact on sanctity or degradation.	Taking food can be seen as an act of personal liberty.	Mixed norms; slightly more negative due to authority subversion.	0.39
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		-3.0	2.0	-4.0	0.0	0.0	4.0	1.0	Leaving may harm the old band emotionally.	Leaving for a better opportunity is fair.	Leaving a long-term band feels like betrayal.	No significant authority subversion involved.	No degradation or sanctity issues involved.	Exercising personal liberty to pursue better opportunities.	Mixed norms, but personal liberty is strong.	-0.81
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		-5	-5	-5	-3	-5	-5	-4	Shooting two people causes direct harm.	Unfair to those who are shot.	Betrayal of trust within the group.	Authority used to make life-or-death decision.	Degrades the sanctity of human life.	Oppresses the freedom of the two shot.	Highly immoral due to extreme harm and unfairness.	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		4	3	0	2	0	3	3	Promotion likely benefits Person X.	Assuming honesty, it's fair.	No betrayal involved.	Respecting authority by following promotion process.	No degradation involved.	Promotion enhances personal liberty.	Promotion is generally positive.	0.52
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		-3	-4	2	-3	-2	-3	-3	Potentially harms other qualified candidates.	Unfair advantage due to personal connections.	Loyalty to friends over merit.	Subverts meritocratic principles.	Degrades the value of merit-based hiring.	Limits opportunities for others.	Unfair and harmful to meritocracy.	-2.4
