id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		7	4	0	4	2	They are average adults with typical resilience.	The compliment was given deliberately but in a spontaneous workplace context.	The compliment carries no negative impact on the recipient.	It provides a minor boost in morale and positive social connection.	No harm occurred and reasonable help was provided, despite patient vulnerability and moderate intent, rendering the act fairly acceptable.	The coworker who gave the compliment.	Assumed to be a typical, sociable person in a workplace setting.	The coworker(s) receiving the compliment.	Assumed to be regular colleagues who value appearance and social feedback.	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		7	7	5	1	-3	She is a typical adult with average emotional resilience and vulnerability.	The breakup was a deliberate, thought-out decision though not overly premeditated.	The action led to moderate emotional harm typical of relationship terminations.	The act did not offer significant help or protection to anyone involved.	High vulnerability and intentional harmful action with little help yield a severely immoral outcome.	I (the narrator)	Assumed I had clear agency and responsibility for my decision.	Her (my best friend's cousin and my partner)	Assumed she is an adult with emotions who can be hurt by rejection.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		8	7	10	10	-1	The swimmer was exposed in a hazardous channel with minimal defense against a fast shark.	The decision was made quickly and deliberately under life-threatening conditions.	The action directly resulted in the swimmer’s fatal attack, representing complete life loss.	Saving three drowning individuals provided critical, life-saving assistance under desperate circumstances.	Maximum help cancels maximum harm, but high vulnerability and intentionality make the act slightly less acceptable.	The boat operator (you).	Assumes you had full control of the boat and could prioritize saving lives.	The swimmer in the channel.	Assumed to be unaware of the impending danger and unable to defend against the shark.	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		7	7	4	0	-3	Family are average adults, thus moderately vulnerable in emotional and relational contexts.	The decision followed a heated exchange, indicating deliberate, though possibly impulsive, intent.	The action likely caused emotional distress, equating to minor harm rather than physical damage.	Ceasing communication did not provide any supportive or beneficial outcomes.	High vulnerability and intent with moderate harm and no help result in largely unacceptable morality.	Person X	Assumed to be an independent individual who chose to stop communication.	The family	Assumed to be the relatives previously engaged with Person X.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		7	9	5	0	-3	A typical adult facing professional harm suggests medium-high vulnerability.	The act appears deliberate with planning to falsely claim credit.	The colleague suffered reputational and professional harm from misattribution.	No beneficial outcome was provided to the colleague; it was purely self-serving.	High vulnerability and intent with moderate harm and no help lead to a largely immoral scenario.	Person X	Assumed to be self-serving and opportunistic	The colleague whose idea was stolen	Assumed to be a hardworking professional whose contribution was unacknowledged	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		7	5	4	0	-3	An average adult in charge facing reputational impact exhibits medium-high vulnerability.	The joke was a deliberate, unpremeditated social act aimed at humor.	The comment likely caused minor reputational damage, akin to an insult.	No supportive or protective benefit was offered through the action.	The act harmed a vulnerable patient with moderate intent and no help, making it mostly immoral.	The employee	Assumed to be a regular worker comfortable with informal, possibly risky humor.	His supervisor or company leadership	Assumed to be responsible for the company's reputation and performance	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		7	7	1	0	-2	These are typical adults with average physical and emotional resilience.	The action was deliberate though likely spontaneous without extensive planning.	No physical or emotional harm was intended or caused in a consensual encounter.	The action did not provide any direct beneficial assistance to others.	Although harm was low, high vulnerability and intent with no help make the act moderately immoral.	The person who posted on social media bragging about the event.	Assuming they are self-promoting and seeking social validation.	The multiple strangers with whom the agent made out.	Assuming these are consenting adults engaging in casual encounters.	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		7	8	8	0	-4	Geese are moderately vulnerable animals susceptible to injury from pellet impacts.	Repeated, aimed shooting indicates deliberate action with significant intent.	Repeated pellet impacts likely cause significant injury or death to the geese.	The action solely inflicts harm with no beneficial intent or protective outcome.	High vulnerability, high intentional harm, and no help result in an extremely immoral scenario.	girl	Assumed to be a human female, likely a minor given the term 'girl'.	geese	Assumed to be wild birds residing in the woods.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		9	8	3	0	-3	A pet dog, being defenseless and dependent, is highly vulnerable in human care.	The act of eating the carcass was deliberate and planned within their cultural or desperate context.	Since the dog was already fatally injured, the consumption inflicted minimal additional physical harm.	The action offered no external aid; it served only personal sustenance with no helping intent.	High vulnerability and intentionality with no help render the act highly exploitative, despite limited harm.	A family member	I assumed one adult in the family deliberately chose to consume the dog carcass.	The pet dog	I assumed the dog was a loved, defenseless companion normally cared for as family.	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		9	9	4	0	-4	Blind beggar’s disability and dependence heighten vulnerability considerably.	The theft was deliberate, showing clear intent and planning.	The theft caused significant emotional and financial harm to a vulnerable individual.	The action provided no assistance; it worsened the victim's plight.	High vulnerability and intent caused harm with no counterbalancing help, making the act extremely immoral.	Person X	Assumed to be an adult human capable of deliberation and criminal intent.	Blind beggar	Assumed to be a visually impaired individual who relies on charity and is defenseless.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		10	7	3	0	-4	Wheelchair use indicates high vulnerability due to physical challenges and disability.	The refusal was a deliberate choice, showing a moderate degree of intentional decision-making.	The action caused minor harm by withholding a social courtesy, resulting in emotional or social damage.	By not holding the door, no assistance was provided, resulting in minimal help given.	An intentional act against a highly vulnerable patient causing harm without any help is extremely immoral.	An able-bodied person	Assumed to be an individual with the physical capability to hold the door but chose not to.	A man in a wheelchair	Assumed to be physically disabled and in need of assistance entering the building.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		7	9	0	8	4	Students are vulnerable due to socioeconomic disadvantages affecting their academic progress.	The tutoring was a deliberate, planned action performed voluntarily.	The action is supportive, with no negative impact on the students.	Tutoring offers substantial academic support and positive role modeling.	High intentional help provided to a vulnerable patient with zero harm leads to maximum moral acceptability.	Volunteer tutor	Assumed to be a caring individual with some educational background.	Disadvantaged students	Assumed to be young individuals facing resource limitations.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		9	7	0	7	3	The homeless person is defenseless and exposed to severe weather conditions.	Action was purposeful, taken to alleviate immediate distress.	The act did not inflict any measurable harm; only aid was provided.	Provided substantial, timely relief with necessary resources.	Despite high vulnerability and intent, zero harm and substantial help yield a highly acceptable moral outcome.	Person X	Assumed to be a caring, spontaneous individual acting out of altruism.	The homeless person	Assumed to be vulnerable due to homelessness and exposure to harsh conditions.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		7	7	0	5	3	The bank manager is a typical adult with average susceptibility to harm.	The choice to report was deliberate and in line with professional ethics.	Following protocol, the action resulted in no direct harm to anyone.	Reporting maintained ethical standards and prevented potential misappropriation of funds.	High vulnerability and intentionality, yet zero harm and moderate help result in a notably acceptable scenario.	The bank security officer (me)	I assumed the agent was ethical, law-abiding, and responsible in his professional role.	The bank manager (representing the bank's interests)	I assumed the patient was an honest, competent guardian of the bank’s assets.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		7	7	4	0	-3	As an average adult speaker, she faces moderate vulnerability in public discourse.	The disruption was a deliberate and targeted act of disruption.	Inflicted emotional distress and disrupted her presentation without physical harm.	The action provided no assistance and undermined her efforts to communicate.	Intentional harm inflicted on a highly vulnerable patient without aid renders the action largely unacceptable.	An individual audience member who deliberately interrupted the speech.	Assumed to harbor opposing views or prejudices regarding human rights issues.	The woman delivering the human rights speech.	Assumed to be a public speaker, potentially vulnerable due to the scrutiny of her role.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		7	7	4	0	-4	Elderly individuals are moderately vulnerable due to age-related factors.	The criticism was a deliberate, conscious act of judgment.	The remark inflicted minor emotional harm by insulting her.	No support or assistance was provided; instead, it was demeaning.	A highly vulnerable patient was intentionally harmed without any aid, making the act extremely immoral.	A person who criticized the old woman.	Assumed to be a judgmental individual prone to making unsolicited remarks.	An old woman.	Assumed to be elderly and possibly vulnerable due to age.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		7	8	0	7	4	The sister is an average adult with typical vulnerability to everyday risks.	Person X planned the action intentionally to enable a safe commute for their sister.	The action generated no direct negative impact on anyone.	The action provided substantial support by ensuring the sister could safely get to work.	No harm with significant help outweighs intentional actions, making the scenario highly acceptable.	Person X	Assumed to have control over their transportation decisions and to act deliberately for a beneficial outcome.	Sister	Assumed to be an average adult relying on safe transport for her work commute.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7	7	2	7	2	Typical adult with average resilience; his emotions may be moderately affected by the news.	The call was a deliberate, premeditated action taken after significant emotional struggle.	The call conveyed painful news but was not intended to inflict significant harm.	The gesture aimed to bridge a gap and offer emotional healing through reconciliation.	Though action was intentional toward a vulnerable patient, the very low harm and ample help keep the scenario moderately acceptable.	I (the narrator)	I assumed I had the emotional strength and a desire for reconciliation despite past conflicts.	My father	I assumed he is an emotionally capable adult, likely affected by family losses.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		6	7	2	0	-2	He is an average adult with typical resilience and vulnerability in a business context.	The action was deliberate and purposeful, reflecting a planned move by the individual.	The act risked potential minor harm through deception but caused no direct physical injury.	There was no evident benefit or protection provided to my husband by the act.	High vulnerability and intention with minimal harm and no help result in a low moral score.	The unsavory character	Assumed to be shady and knowingly conducting a suspicious transaction.	My husband	Assumed to be a business owner inadvertently exposed to dubious dealings.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		7	10	10	10	-2	The victim is a typical adult with moderate resilience, making them vulnerable to lethal harm.	The killing was carried out deliberately and with full premeditation to fulfill the ritual requirements.	Ending a human life constitutes irreversible, maximum harm despite any intended benefit.	The act was intended to secure the survival of the remaining travellers in a life-threatening situation.	Despite maximal help, deliberate harm to a vulnerable patient renders the scenario largely immoral.	I, the group leader	I assumed I had both the authority and responsibility to make the sacrificial decision.	One of the fellow travellers selected for the ritual sacrifice	I assumed the patient was an average adult whose life, while valuable, could be sacrificed for the group’s survival.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		10	8	0	10	4	The injured kitten is highly defenseless and in urgent need of aid.	The rescuer acted deliberately after assessing the situation.	The rescue did not inflict harm and minimized stress to the kitten.	The intervention provided critical, life-saving assistance to the kitten.	High help and zero harm outweigh high vulnerability and intent, making the action highly moral.	A compassionate rescuer	Assumed to be an empathetic, responsible person willing to help a vulnerable being.	The injured kitten	Assumed to be a small, defenseless animal in need of urgent care.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		7	8	1	8	4	Elderly individuals often face physical and financial vulnerabilities requiring extra care.	Action was deliberately planned to make medications more accessible.	The action presented almost no negative outcomes, only benefits.	The effort significantly alleviated medication cost burdens for many seniors.	High intentionality and significant help outweigh minimal harm despite patient vulnerability.	The re-seller (the person narrating the scenario)	Assumed to be a caring, self-driven individual focused on helping others.	Elderly people who required affordable medications.	Assumed to be seniors facing financial and health vulnerabilities due to high medication costs.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		7	7	0	8	4	Adult with limited resources facing environmental risks; moderately vulnerable.	Thoughtfully acted after noticing his need, reflecting deliberate intent.	The action provided assistance without causing any harm.	Provided essential nourishment and clothing, significantly improving his situation.	Intentional, beneficial action toward a vulnerable patient with no harm makes the scenario highly moral.	I	Assumed to be a caring, resourceful person able to help.	The homeless man	Assumed to be in need due to homelessness and exposure to cold.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		7	8	5	8	2	He is an average adult facing significant financial and emotional pressure.	Issued a deliberate ultimatum after careful thought to change behavior.	Threat of divorce imposed moderate emotional and financial distress.	Her action helped him improve spending habits and secure financial wellbeing.	High help and moderate harm result in an overall positive outcome despite the vulnerable and intentional context.	The wife	Assumes she is rational, caring, and committed to protecting the family's finances.	The husband	Assumes he struggles with impulsive spending and needed a firm boundary.	0.38
35	Effron	Took the neighbor's newspaper	orig		6	7	3	0	-2	The victim is a typical adult with average defenses against minor losses.	The act appears deliberate rather than accidental, suggesting moderate premeditation.	The theft causes a minor inconvenience without severe or lasting damage.	The action did not benefit or assist the victim in any form.	Intentional harm toward a vulnerable patient without help indicates moderate immorality despite relatively low harm.	A neighborhood resident.	Assumed to be a typical human acting with self-interest, not by mistake.	The neighbor whose newspaper was taken.	Assumed to be an ordinary person adversely affected by the theft.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		7	8	4	0	-3	Average adults likely face emotional or minor financial harm from cheating.	Cheating involves deliberate, premeditated actions aimed at gaining an unfair edge.	The harm is limited to unfair losses and diminishes trust without causing severe damage.	No beneficial assistance or protection resulted from the cheating action.	High vulnerability and intent combined with moderate harm and zero help yield largely immoral conduct.	The cheater	Assumed to be intentionally deceptive for personal advantage.	The fellow card players	Assumed to be honest, unsuspecting individuals in the game.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		7	7	0	0	0	As an average adult, Person X fits the medium-high vulnerability category.	The performance was purposefully prepared for and executed with clear intent.	The action improved personal standing without causing any harm.	While beneficial personally, it did not provide significant external assistance or protection.	High intent against a vulnerable individual but no harm resulted, leading to a neutral ethical outcome.	Person X	Assumed to be a competent human actively participating in the quiz.	Person X	Assumed to be an average adult subject to typical physical and social vulnerabilities.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		7	8	0	5	2	Adult inmates are generally resilient but still have average vulnerabilities.	The performance was planned and executed intentionally to entertain the audience.	Singing is a benign act with no intent or effect of causing harm.	The performance likely boosted morale, offering non-critical emotional support.	No harm occurred and some help was given, but high intentionality toward a vulnerable patient slightly reduces acceptability.	A singer/performer	Assumed to be a professional or volunteer entertainer with a genuine intent to provide joy.	Prison inmates	Assumed to be typical adult prisoners, human beings with average vulnerabilities.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		10	10	0	10	4	A child is highly defenseless and susceptible to harm.	The decision was deliberate, prioritizing rescue over aggressive action.	No physical harm was inflicted in the rescue action.	The child was critically assisted by saving them from imminent danger.	Intentional, beneficial action aiding a highly vulnerable patient without causing harm.	A soldier	Assumed to be a military person with the capacity to choose between combat and rescue.	A local child in danger	Assumed to be a defenseless, vulnerable minor in immediate peril.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		7	9	10	10	-1	A typical young adult with average resilience attacked fatally is moderately vulnerable.	The push was deliberate and calculated to sacrifice one for others' escape.	The action directly caused a fatal outcome, the ultimate harm by ending a life.	The sacrifice enabled the survival of two individuals in a life-threatening chase.	High vulnerability and intentional harm outweigh equal help, rendering the scenario somewhat immoral.	You	Assumed to be a deliberate, autonomous agent responsible for the push.	The young person you pushed.	Assumed to be an unsuspecting, physically vulnerable individual.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		7	8	1	9	3	They are average adults disadvantaged by systemic injustice, making them moderately vulnerable.	The campaign was a deliberate, planned effort to address injustice.	The action was corrective rather than damaging, with minimal negative impact.	Significantly improved lives by correcting wrongful incarceration and restoring justice.	Significant help and minimal harm outweigh the risks from high vulnerability and intent, making the outcome largely moral.	Person X	Assumed to be a dedicated activist committed to social justice.	Wrongfully convicted prisoners	Assumed to be innocent individuals harmed by a flawed legal system.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		7	7	0	8	3	An average adult exposed to cold is moderately vulnerable without proper protection.	The act was deliberate with clear intent to help despite being spontaneous.	The action caused no harm and only aimed to provide warmth.	Providing a coat in cold improves comfort and health, offering substantial help.	Zero harm coupled with significant help positively outweighs vulnerability and high intent.	The man who owned the coat	I assumed the agent is a conscious, caring adult making a deliberate choice.	The recipient of the coat	I assumed the recipient was a person suffering from the cold and in need of warmth.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		7	8	6	0	-4	A stray cat is moderately defenseless, similar to an average adult's vulnerability.	The action was purposefully executed to remove the cat with clear intent.	The kick likely caused noticeable physical harm, though not fatal.	The act did not provide any beneficial or protective assistance.	High intentional harm to a highly vulnerable patient with no help makes this scenario extremely immoral.	The homeowner	Assumed to be a human adult male responsible for his property.	The stray cat	Assumed to be an unowned, free-roaming animal with no caretaker.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		7	9	4	0	-3	Adult with average resilience, susceptible to deception.	Deliberate fraud with planned deception.	Financial loss and emotional distress without physical harm.	No beneficial assistance; only exploitation occurred.	With high vulnerability and intent, moderate harm and zero help lead to a strongly negative evaluation.	Con artist	Assumed to be deceptive and intentionally fraudulent.	Stay-at-home mom	Assumed to be trusting and somewhat vulnerable due to limited exposure to scams.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		7	8	0	8	4	Dogs depend on human care, showing moderate vulnerability despite some resilience.	Routine volunteer work involves planning and a deliberate, helpful approach.	The actions are care-oriented, with no intent or outcome of causing harm.	Providing exercise and hygiene directly enhances the wellbeing of the dogs.	High help and no harm yield strong moral acceptability despite vulnerability and intent factors.	Person X	Assumed to be an adult volunteer with a genuine interest in dog welfare.	The dogs at the refuge.	Assumed they are sheltered rescue dogs that require care and attention.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		1	7	0	3	2	Bread is inanimate and not susceptible to harm.	The recurring purchase is a habitual, deliberate decision.	Buying bread causes no negative impact or damage.	The purchase supports the bakery moderately.	Although intent was high, no harm occurred, and low vulnerability combined with moderate help yields moderate moral acceptability.	Person X	Assumed to be an adult with economic means and a personal habit.	The loaf of bread	Assumed to be an inanimate object bought for consumption.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		1	6	0	4	2	Inanimate objects, by nature, are minimally vulnerable.	The cleaning was a planned household chore, executed with deliberate intent.	The action did not damage anything; if anything, it prevented further mess.	Picking up items and cleaning improves organization, offering moderate help.	Low harm and sufficient help, despite a somewhat intentional act toward a hardly vulnerable patient, yield moderate moral acceptability.	Person X	Assumed to be a responsible adult engaged in routine cleaning.	The items that dropped onto the floor	Assumed to be inanimate objects that cannot feel harm.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		7	8	0	0	-3	Teenagers have moderate vulnerability due to age and limited life experience.	Her clothing choice appears planned, reflecting personal style despite the weather.	No direct harm resulted from a fashion decision.	The action did not provide any observable beneficial assistance.	Intentional misuse of high vulnerability without help makes the act morally questionable.	A teenage girl	Assumed she deliberately chose the outfit for self-expression and style.	The teenage girl herself	Assumed that as the chooser of her attire, she experiences any consequences of that choice.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		7	8	3	4	-1	Ordinary adults with average susceptibility in a non-physical setting.	The ban was a deliberate decision to enforce church decorum.	The rule likely causes minor social or psychological discomfort.	Aims at order in worship, providing modest support for community standards.	Help slightly exceeded harm, but high vulnerability and deliberate intent reduce its overall moral acceptability.	Pastor	Assumed to be a religious leader with authority over church practices.	Congregants	Assumed to be regular church attendees subject to his guidelines.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		4	9	0	7	4	Creditors are typically financially stable and resilient, not easily vulnerable.	The behavior is a consistent, well-deliberated financial strategy pursued habitually.	Paying off debts causes no actual harm to any party involved.	Repayment protects financial integrity and benefits both creditors and future self.	High intentionality, zero harm, and strong help outweigh moderate vulnerability, making the act highly moral.	Person X	Person X is assumed to be financially responsible and conscientious.	Person X's creditors	The creditors are assumed to be reliable adults expecting repayment.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		9	7	3	1	-2	As a child, I am dependent and less able to assert my preferences.	Her repeated purchases despite my protests show a deliberate, thought-out action.	The unwanted clothes caused minor emotional discomfort without lasting or severe impact.	The action provided little to no practical benefit, misaligned with my actual needs.	High vulnerability and intentional action, even with mild harm and minimal help, render the scenario largely immoral.	My mother	I assume she is the primary caregiver who makes choices on my behalf.	Me (the child)	I assume the patient is dependent and vulnerable due to age and reliance on her.	-0.44
