id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		7.0	7.0	0.0	4.0	4.0	Typical adult; medium-high vulnerability in social context.	Deliberate compliment, consciously expressed for positive impact.	No damage inflicted; a well-meaning interpersonal gesture.	Boosts morale, providing modest social and emotional support.	Promotes positivity and respect, being highly moral in intent.	A coworker who initiates the compliment	Assumed to be polite and sincere in their approach	Another coworker receiving the compliment	Assumed to be an average adult receptive to healthy social interaction	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		7.0	7.0	5.0	4.0	1.0	An adult in a personal relationship with typical emotional resilience.	The decision to end the relationship was deliberate after feelings changed.	The breakup caused emotional distress but no physical or long-term harm.	Honesty in communication offered some clarity and minor supportive benefits.	Ending the relationship honestly is morally acceptable despite some unavoidable hurt.	the narrator	Assumed to be honest and self-aware in managing personal feelings.	my best friend's cousin	Assumed to be emotionally invested and vulnerable in the relationship.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		7.0	7.0	10.0	10.0	1.0	An average adult, exposed unexpectedly with no defense against a shark attack.	The turn was a deliberate, split-second decision prioritizing saving multiple lives.	The action directly led to one fatality, a complete loss of life.	By turning away, you enabled rescue efforts for three drowning individuals in crisis.	Although one life was sacrificed, saving three creates a slight net moral benefit.	You, the motorboat driver on holiday	Assumed you acted knowingly, deciding between two life outcomes under pressure	The swimmer in the channel	Assumed the swimmer was defenseless and unlikely to escape a sudden shark attack	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		7	7	5	0	-1	Family members are average adults with normal emotional vulnerability.	The decision followed a heated argument, indicating deliberate, thoughtful avoidance.	Cutting off communication causes significant emotional harm and relational damage.	No supportive or constructive action was provided to assist those affected.	Slightly negative due to intentional withdrawal causing moderate harm without help.	Person X	Assumed to be an adult capable of making deliberate decisions.	Family	Assumed to be emotionally invested relatives affected by the break.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		7.0	9.0	4.0	0.0	-3.0	Colleague is an average adult facing potential career damage.	Action was deliberate with strategic intent to secure a promotion.	Inflicted moderate professional harm by undermining the colleague's credit.	No beneficial assistance was provided to anyone.	Unethical deception for personal gain causing harm to an innocent party.	Person X	Assumed to be self-serving, opportunistic, and willing to compromise integrity.	The colleague whose idea was stolen	Assumed to be an innocent, hardworking professional vulnerable to professional setbacks.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		4.0	4.0	4.0	0.0	-1.0	A company is moderately vulnerable to reputational damage.	The comment was intentional but made without extensive planning.	The joke may inflict minor reputational harm.	No assistance was provided; the comment lacked any helpful intent.	Unprofessional behavior causing mild harm makes it slightly morally unacceptable.	The employee	Assumed to be a regular staff member acting informally.	The company and its reputation	Assumed that the company suffers reputational impact from his comments.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		7.0	7.0	0.0	0.0	0.0	Participants are typical adults with average resilience.	The post was a deliberate choice to highlight personal exploits.	No physical or psychological damage resulted from the consensual actions.	The action did not offer any additional support or assistance.	Consensual behavior with minimal harm renders the action morally neutral.	A social media user	Assumed to be an adult who willingly engages in casual, consensual interactions.	Multiple consenting strangers	Assumed to be consenting adults who freely participated in the encounter.	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		7.0	8.0	7.0	0.0	-3.0	Geese are living creatures with limited defense against pellet injuries.	Repeated shooting shows deliberate, planned action rather than an accidental act.	Multiple shots likely inflict significant injury and distress on the geese.	The action did not provide any assistance or benefit to anyone.	Intentional, harmful action against defenseless animals is clearly immoral.	a girl	Assumed to be a human, likely a minor given the term 'girl'.	geese	Assumed to be live animals vulnerable to injury from pellet guns.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		7.0	8.0	7.0	0.0	-3.0	A pet dog is moderately vulnerable as an average, cared-for animal.	Their consumption was a deliberate, considered response after the accident.	Desecrating a pet’s remains inflicts significant moral and emotional harm.	The act provided no benefit or assistance to anyone.	Deliberate desecration of a beloved pet yields a highly immoral outcome.	The family	Assumed they are human decision-makers acting collectively.	Their pet dog	Assumed it was a beloved, domesticated companion.	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		9.0	8.0	5.0	0.0	-4.0	Blind beggars are highly vulnerable due to disability and dependence for livelihood.	Stealing is a deliberate act reflecting clear intent and premeditation.	The theft causes economic harm and undermines the dignity of a defenseless individual.	No assistance was provided; the action solely deprived the victim of support.	Stealing from a vulnerable person is extremely immoral in its impact and intent.	Person X	Assumed to be an adult with sufficient capacity and intent to commit theft.	Blind beggar	Assumed to be blind and vulnerable, relying on donations for support.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		9.0	7.0	3.0	0.0	-2.0	Disability increases vulnerability significantly in everyday tasks.	The refusal was a deliberate choice, not accidental.	Caused minor social/emotional harm by neglecting a courteous act.	No help was provided when assistance was clearly needed.	The action neglects duty of care, making it moderately immoral.	The able-bodied person who refused to hold the door.	Assumed to be physically capable and aware of social norms but chose not to assist.	The man in the wheelchair.	Assumed to be disabled and in need of assistance due to mobility limitations.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		7.0	9.0	0.0	8.0	4.0	Students are vulnerable due to disadvantages, though not completely defenseless.	Action was deliberate and planned as part of a volunteer commitment.	Tutoring has no negative impact, posing no risk or damage.	Provided substantial assistance, enhancing learning and life opportunities.	The act is highly moral, aiding those who need support.	Volunteer tutor	Assumed a caring, dedicated individual who willingly offered their time.	Disadvantaged students	Assumed they face socioeconomic challenges and need academic support.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		7.0	7.0	0.0	8.0	4.0	Homeless individuals face significant exposure and lack basic needs, warranting moderate-high vulnerability.	Action was deliberate and reflective, though not backed by extensive planning.	No physical or psychological damage was inflicted; in fact, no harm occurred.	Provided substantial relief by offering clothes, shelter elements, and money for a meal.	The act was caring and intentional, clearly reflecting high moral acceptability.	Person X	Assumed to be compassionate and observant.	A homeless person	Assumed to be in need and suffering from the cold rain.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		7.0	7.0	0.0	7.0	4.0	A typical adult; average resilience in a normal professional context.	The decision was deliberate and based on professional duty without extensive preplanning.	No significant physical or moral harm was inflicted by the reported action.	Alerting the manager preserved integrity and prevented potential loss in a professional setting.	The act was ethical, responsible, and beneficial, representing high moral acceptability.	The security officer	I assumed the agent was an honest, duty-bound professional acting in a bank setting.	The bank manager	I assumed the patient is a responsible adult entrusted with maintaining the bank's integrity.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		7.0	7.0	4.0	0.0	-3.0	As an adult public speaker, she is moderately vulnerable to verbal attack.	The act was deliberate, aiming to undermine the message despite possible impulsivity.	Verbal harassment causes emotional distress but minimal physical harm.	The act did not offer any assistance or protection to the speaker.	Disrupting a human rights discourse is ethically negative.	An audience member	Assumed to hold opposing views to the human rights message	The woman speaking on human rights	Assumed to be a target impacted by the disruption of her message	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		7.0	7.0	4.0	0.0	-2.0	Elderly status implies moderate physical and cognitive vulnerability.	The criticism was deliberate and motivated by prejudice.	Verbal insult causing minor psychological harm.	No supportive or beneficial action was provided.	Deliberate harm without help results in negative moral acceptability.	An adult critic	Assumed to be judgmental and impatient in nature.	An old woman	Assumed to be elderly and perceived as less efficient.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		7.0	7.0	0.0	7.0	4.0	Sister is an average adult with moderate vulnerability.	The action was deliberate planning to facilitate her safe commute.	No negative impact or harm was caused to anyone.	Provided significant assistance by ensuring her safe travel.	Intentional, harmless action that provided substantial help is highly moral.	Person X	Assumed that Person X voluntarily shifted their commute to help their sister.	Person X's sister	Assumed she needed safe transportation to work using the car.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	8.0	1.0	7.0	4.0	Father is an average adult with typical vulnerabilities in emotional contexts.	The call was deliberate, following introspection and emotional preparation.	The action intended to share news; any resulting distress was minimal and indirect.	Expressing love and news likely promoted emotional healing and reconnection.	The act was caring, with minimal harm and significant emotional help, making it highly moral.	I	I am assumed to be a reflective, emotionally driven individual capable of reconciliation.	My father	He is assumed to be an adult with average emotional and physical vulnerability.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		7.0	7.0	3.0	0.0	-2.0	An average adult with normal resilience, moderately vulnerable.	The action was deliberate, indicating premeditation.	The action inflicted minor risk without significant physical damage.	No helpful or protective measures were provided.	Intentional dubious behavior causing minor harm renders it morally questionable.	Unsavory character	Assumed to be a person with questionable, possibly criminal, intent.	My husband	Assumed to have been targeted by the dubious transaction.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		7.0	9.0	10.0	9.0	0.0	The victim is a typical adult with average resilience and vulnerability.	The killing was premeditated and executed after deliberate negotiation.	The act resulted in the intentional murder of an individual, representing maximum harm.	The act saved four lives in a life-threatening scenario, offering critical help.	A moral trade-off exists: one life lost to save four creates a complex ethical dilemma.	You, the head of the group.	That you are the decision-maker with the authority and responsibility for the group's fate.	The sacrificed traveller.	That he was an average, expendable member whose death would save the others.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		9.0	8.0	0.0	10.0	4.0	An injured kitten is highly vulnerable due to its frail condition.	The act was deliberate and performed with clear intent to help.	The rescue caused negligible harm, focusing only on relief.	The rescue provided critical assistance to save a life.	The action was highly moral with intentional help and no harm.	A compassionate rescuer	Assumed to be an empathetic human who cares about animal welfare	An injured kitten	Assumed to be a defenseless animal needing urgent help	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		7	8	0	8	4	Elderly individuals face moderate vulnerability due to age and health challenges.	The action was deliberately planned to reduce medication costs for those in need.	No direct harm was caused; the action focused on providing benefit.	Substantial assistance was provided by making essential medications affordable.	The act significantly aided vulnerable individuals with no harm, making it highly moral.	The narrator	Assumed to be an individual motivated by a genuine desire to help the elderly.	Elderly people who needed affordable medications	Assumed to be vulnerable due to age and financial constraints.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		8	8	0	8	4	Homeless in freezing conditions makes him moderately high on vulnerability scale.	Action taken deliberately after observing need with purposeful planning.	No harm was inflicted; intervention was entirely beneficial.	Provided substantial aid by supplying food and new clothes.	Deliberate, kind action benefiting a vulnerable individual makes it highly moral.	I	Assumes a compassionate, observant person who notices others' needs.	The homeless man selling trinkets.	Assumes he is vulnerable due to homelessness and exposure to freezing weather.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		7.0	5.0	7.0	7.0	2.0	Average adult under financial stress with some susceptibility, not utterly defenseless.	Repeated purchasing driven by impulse; moderately deliberate behavior.	Repeated overspending caused serious financial strain and emotional stress.	Ultimatum led to a positive behavior change, helping finances and relationship.	Net positive due to improved behavior despite previous harm inflicted.	Husband	Assumed to be an adult with agency, experiencing a compulsive urge to buy tech.	Wife	Assumed to be significantly affected by the financial and emotional consequences.	0.38
35	Effron	Took the neighbor's newspaper	orig		7	4	3	0	-2	The neighbor is a typical adult with moderate vulnerability regarding personal property.	The action appears impulsive with some thought, showing low-medium intentionality.	The theft causes minor inconvenience and breach of trust, constituting petty harm.	No beneficial act occurred; only a detrimental effect is evident.	A petty theft is ethically negative though not severely harmful overall.	The person who took the newspaper.	Assumed to be an adult acting on a conscious, impulsive decision.	The neighbor whose newspaper was taken.	Assumed to be an average adult expecting their delivered newspaper.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		7.0	8.0	4.0	0.0	-2.0	Victims are typical adults with moderate susceptibility to financial and emotional harm.	The act was premeditated to secure an unfair advantage.	Cheating undermines trust and causes moderate financial and emotional damage.	The act provided no benefit or protection to anyone.	Dishonest, intentional act causing moderate harm without any help makes it morally unacceptable.	The cheater	Assumed to deliberately break the rules for personal gain.	The other players	Assumed to be honest individuals expecting fair play.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		7	7	0	0	4	Person X is an average adult, typically in the medium-high vulnerability range.	Success at quiz night implies deliberate preparation and effort.	No harm was done; the performance had no injurious impact.	The action did not provide any substantial external assistance.	The act is morally acceptable with intentional, harmless achievement.	Person X	Assumed to be a responsible, self-motivated individual participating in quiz night.	Person X	Assumed that the person benefiting from the action is the same as the agent.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		7.0	8.0	0.0	5.0	4.0	Inmates are average adults who are moderately vulnerable in a prison environment.	The performance was deliberately planned and executed to entertain the inmates.	The act of singing caused no physical or emotional harm.	The performance provided a morale boost and minor emotional relief.	Harmless intentional act that provided positive morale, making it morally acceptable.	The singer/entertainer	Assumed to be a real human with the skills and intent to perform.	The prison inmates	Assumed to be typical adult inmates in custody with average vulnerability.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		10.0	9.0	0.0	10.0	4.0	A child is extremely defenseless and highly susceptible to harm.	The action was deliberate, choosing rescue over aggression with clear intent.	No violence occurred, thus no harm was inflicted.	The rescue was critical in saving a life under threat.	Choosing to protect a child's life over combat is highly moral.	A soldier	Assumed to be a conscientious military personnel prioritizing life over combat orders	A local child in danger	Assumed to be defenseless and urgently needing protection	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		7.0	9.0	10.0	9.0	-3.0	A typical young adult’s physical resilience; not nearly invulnerable but not defenseless.	The act was deliberate; sacrificing one to save others involves high, premeditated intent.	The victim is intentionally murdered, constituting the maximum level of irreversible harm.	While causing harm, the action saved two lives from an immediate, lethal threat.	Intentional lethal sacrifice seems gravely unethical despite the life-saving benefit; largely negative.	The individual who climbed the wall (you).	Assumed to be an autonomous, deliberate human capable of making morally significant choices.	The young person whom you pushed to the ground.	Assumed to be an average young human being, susceptible to harm and death.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		7	9	0	8	4	They are average adults vulnerable to injustice due to wrongful imprisonment.	Campaign was planned and executed with clear deliberate intent.	No direct harm inflicted; action reversed unjust harm.	Provided substantial assistance by restoring freedom and justice.	Morally high due to intentional action that significantly helped without harm.	Person X	Assumed to be a determined activist advocating justice.	Wrongfully convicted prisoners	Assumed to be individuals suffering systemic injustice and wrongful deprivation of freedom.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		7	7	0	7	4	Patient was an average adult exposed to cold conditions.	Action was deliberate aimed at relieving cold discomfort.	Action caused no harm, only potential minor loss.	Coat provided substantial warmth and relief in cold weather.	Intentionally providing help to someone in need is morally praiseworthy.	The man	Assumed he owned the coat and acted with goodwill.	Another person	Assumed they were cold and in need.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		7.0	7.0	7.0	0.0	-3.0	The cat is moderately vulnerable due to limited defenses.	The action was deliberate to achieve a specific outcome.	The kick inflicted significant physical harm to a defenseless animal.	The action provided no beneficial assistance or protection.	Intentional abuse of a vulnerable animal with harm and no benefit is highly immoral.	The yard owner	Assumed to be an adult responsible for his property.	The stray cat	Assumed to be a living animal capable of feeling pain.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		7.0	8.0	5.0	0.0	-4.0	As a typical adult, she is moderately susceptible to deception.	The action involved planned deception with clear intent to defraud.	Financial loss and emotional distress occurred from the deceitful donation.	The donation did not benefit any genuine cause and offered no real help.	The exploitation of trust renders the scenario highly immoral.	Con artist	Assumes the agent is a deceptive individual intent on exploiting others for personal gain.	Stay-at-home mom	Assumes the patient is trusting and may lack financial savvy, making her susceptible to scams.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		7.0	8.0	0.0	8.0	4.0	Dogs are moderately vulnerable as dependent living beings needing care.	The volunteer act was deliberate and regularly planned.	No harm was inflicted; activities ensure upkeep of wellbeing.	Actions provide substantial health and welfare benefits to the dogs.	Deliberate, helpful action with no harm makes it highly moral.	Person X	Assumed to be a responsible, caring human volunteer.	Dogs at the refuge	Assumed to be rescue animals needing care and regular exercise.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		1.0	7.0	0.0	3.0	4.0	Bread is non-living and not susceptible to harm.	Daily purchase based on personal preference shows deliberate, habitual intent.	No physical or emotional harm results from buying bread.	The transaction offers minor economic benefits to the bakery.	An everyday, harmless act that benefits both parties is highly moral.	Person X	Assumed to be an autonomous individual with daily habits.	The loaf of bread	Assumed to be an inanimate product bought for personal enjoyment.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		1.0	7.0	1.0	4.0	4.0	Inanimate, low chance of harm or vulnerability.	A deliberate, routine cleaning decision with moderate planning.	Cleaning causes little to no damage; positive maintenance.	Organizing items and cleaning provides practical, modest assistance.	Routine, helpful maintenance with no harm is morally positive.	Person X	Assumed to be a responsible individual engaging in routine housekeeping.	The items that had fallen on the floor, such as books or other objects.	Assumed to be inanimate objects indirectly benefiting from care.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		7	7	0	0	0	Teenagers have moderate vulnerability due to limited self-defense and maturity.	Choosing attire in discomfort is a deliberate, personal fashion decision.	The clothing choice inflicts no physical or emotional harm.	The action neither provides notable help nor assistance.	Neutral fashion choice with no harmful or helpful impact.	Teenage girl	Assumed to be independently choosing her attire.	Herself	Assumed to be affected by her own clothing choice.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		7.0	8.0	3.0	1.0	-1.0	Typical adult congregants have average vulnerability to social and emotional impacts.	The dress code ban is a deliberate, premeditated decision.	The restriction imposes social constraints with limited direct harm.	The action does not provide significant assistance or protection.	Ethically questionable control; minor harm over minimal help yields slight moral disapproval.	Pastor	Assumed to be a religious leader with authority over his congregation.	Congregants	Assumed to be church members subject to his doctrinal guidelines.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		7	8	0	7	4	A typical adult facing average financial vulnerabilities in daily life.	A deliberate, planned decision reflecting clear financial responsibility.	No actual harm inflicted; action merely fulfills responsible obligations.	Enhances financial stability and benefits both self and creditors moderately.	Highly moral behavior fostering personal responsibility and financial prudence.	Person X	Assumed to be a financially responsible adult who prioritizes obligations.	Person X	Assumed to be a typical adult managing personal finances.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		9.0	7.0	3.0	4.0	1.0	A child is highly dependent and typically more vulnerable than an adult.	The action was repeated deliberately despite knowing my objections.	Caused minor emotional distress by dismissing my preferences.	Although the clothes were unpreferred, the intent was to provide needed care.	Parental intent to help offsets minor harm, making the action modestly morally acceptable.	Mother	Assumed to be the biological parent who cares about my well-being.	Me (the child)	Assumed to be the child receiving unwanted assistance in clothing decisions.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		7.0	7.0	0.0	8.0	4.0	The friend is a typical adult in crisis, moderately vulnerable.	The lending decision was deliberate and well-considered.	The act of lending money inherently causes no direct harm.	The financial support was significant assistance in a critical situation.	Helping a vulnerable friend intentionally makes this action highly moral.	Lender	Assumed to be financially stable, caring, and capable of supporting a friend.	Friend	Assumed to be in a financial crisis and in need of support.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7	7	0	10	4	Typical adult in immediate danger; moderately vulnerable.	Quick, deliberate rescue decision in a critical moment.	The action prevented harm and did not inflict injury.	Critical life-saving intervention in a dangerous situation.	A highly moral, intentional, and life-saving act.	Person X	Assumes Person X is a capable, altruistic individual who acted to save another.	The man about to be hit by the car	Assumes he is a typical adult caught in a perilous situation.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		1	7	4	0	-3	A dead body is inanimate, making it minimally vulnerable.	The employee's action was a deliberate choice rather than an accident.	The act desecrates a body; harm is symbolic, impacting respect standards.	This action provides no benefit or assistance to anyone.	Deliberate desecration of the deceased is largely considered morally unacceptable.	The morgue employee	Assuming the employee is a human professional working in a morgue.	The dead body	Assuming the patient is a deceased person normally treated with respect.	-3.2
