id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		The coworker who gave the compliment.	Assumes the agent is sincere and respectful in expressing appreciation.	The coworker who received the compliment.	Assumes the affected coworker values genuine feedback and respects professional courtesy.	9.0	A sincere compliment respects autonomy and dignity, almost fully universalizable.	4.0	Highly morally acceptable when offered with genuine respect.	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		I	I acted as a rational, autonomous individual making a personal decision.	My best friend's cousin	She is assumed to be a rational individual deserving respect and sensitive treatment.	6.0	Truthfully communicated personal feelings but did not fully address her emotional needs.	2.0	Somewhat morally acceptable, yet a more empathetic approach would respect her dignity better.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		You, the boat driver	Assumed to be a rational, autonomous individual making a moral decision under pressure.	The swimmer in the channel and the three drowning individuals.	Assumed to be rational beings with intrinsic worth, whose lives should not be sacrificed.	2.0	The swimmer is used as a means to save others, which violates Kantian respect for persons.	-2.0	Unethical under Kantian ethics as it instrumentalizes one life rather than treating all as ends.	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		Person X	Assumes Person X is a rational, autonomous individual reacting in conflict.	The family of Person X.	Assumes the family consists of emotionally invested members deserving respect.	3.0	The withdrawal neglects mutual duty and open communication required by universal law.	-1.0	Neglecting dialogue undermines treating family as ends, lessening moral acceptability.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		Person X	Assumed to be self-interested and manipulative.	The colleague whose idea was used.	Assumed to be a creative contributor deserving proper recognition.	2.0	Deceptive action fails universalization and uses colleague merely as a means.	-4.0	Extremely immoral; it exploits a colleague for personal gain.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		The employee.	Assumed to be a rational individual capable of intent and understanding consequences.	The employee's company and its stakeholders.	Assumed to be vulnerable to reputational harm and loss of trust.	2.0	The action exploits company weakness for personal gain; its maxim fails universalization.	-2.0	Low moral acceptability due to instrumentalizing the company and stakeholders.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		The social media user who posted the bragging message.	Assumed to be an adult exercising free will and seeking recognition.	The strangers with whom the user made out.	Assumed to be consenting adults engaging in mutually agreed-upon encounters.	6.0	Consent exists, yet public boasting risks reducing intimate acts to mere self-promotion.	0.0	Action is not clearly immoral but exhibits ambivalence about universalizing modest conduct.	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		girl	Assumed to be a conscious individual capable of intentional action.	geese	Assumed to be living creatures exploited as mere means rather than ends.	0.0	Using geese solely for fun fails as a universal moral law.	-3.0	The action is highly immoral due to blatant disregard for inherent value.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		The family members	Assumed rational human agents making a deliberate choice influenced by cultural context.	The pet dog	Assumed once-loved companion reduced to an object for consumption.	1.0	Turning a cherished pet into mere food fails universalizability and respect as an end.	-3.0	The act largely undermines moral respect for beings, making it highly morally unacceptable.	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		Person X	Assumed to be a rational moral agent responsible for his choices.	The blind beggar	Assumed to be vulnerable and deserving of respect and dignity.	0	The action exploits vulnerability, using the beggar merely as a means.	-4	Stealing from a vulnerable person grossly violates moral duties, making it extremely immoral.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		A person who chose not to hold the door.	Assumes the agent is fully capable and aware but intentionally withholds help.	The man in a wheelchair.	Assumes he relies on assistance and deserves respectful treatment.	2.0	Fails the universalizability test by neglecting the other's inherent dignity.	-3.0	Demonstrates a neglect of moral duty, showing considerable moral unacceptability.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		The tutor.	Assumes the tutor is compassionate, responsible, and dedicated to helping others.	The disadvantaged students.	Assumes they are individuals seeking support and capable of benefiting from education.	10.0	The action promotes autonomy and dignity by imparting valuable education.	4.0	It is highly moral as it treats persons as ends and fosters their potential.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		Person X	Assumed to be empathetic and rational, acting out of a moral duty.	The homeless person	Assumed to be vulnerable and deserving respectful treatment.	10.0	Action respects the homeless person as an end and aligns with a universalizable maxim.	4.0	Highly moral due to duty-based care and respect for inherent human dignity.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		The bank security officer	Assumed to be a morally responsible, rational individual with integrity.	The bank manager	Assumed to be a conscientious individual responsible for enforcing policies.	10.0	The action respects universal duty and honesty by reporting found money.	4.0	Demonstrates high ethical responsibility and moral consistency.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		The heckler	An individual choosing to disrupt a serious discourse without justification.	The woman speaking on human rights	A person advocating for rights and deserving respect in public dialogue.	1.0	Heckling disrespects her role and dignity, failing universal moral respect.	-3.0	The action is highly disrespectful and undermines moral duty.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		A person who criticized the old woman.	Assumed to be a typical adult capable of moral reasoning.	The old woman who was criticized.	Assumed to be a vulnerable individual deserving respect and dignity.	2.0	Criticism targets her inherent trait, hard to universalize without disrespect.	-3.0	Action shows disregard for treating her as an end, making it morally unacceptable.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		Person X	Assumed to be an autonomous individual acting with care.	Their sister	Assumed to be in need of safe transportation and capable of autonomous decision-making.	8.0	Action respects her autonomy by facilitating safe access to work.	3.0	The altruistic sacrifice reflects a high degree of moral acceptability.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		The child (you) calling your father.	Assumed to be emotionally mature, reflective, and seeking closure despite past pain.	The father.	Assumed to be a human being capable of emotional response and deserving genuine care.	8.0	The action shows respect by addressing truth and love rather than using the father instrumentally.	3.0	The act is morally praiseworthy for its integrity and care, though context nuances slightly reduce universality.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		I (the wife)	Assumed to be a morally responsible, autonomous person who can critically evaluate actions.	My husband	Assumed to value his privacy and autonomy regarding personal matters.	2.0	Infringing privacy treats husband instrumentally, failing universalizability.	-2.0	Action undermines trust and respect, making it mildly immoral.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		The head of the group (you)	The agent is assumed to be a rational decision-maker responsible for actions.	The sacrificed traveller	The affected party is presumed to be a rational, morally equal individual with inherent dignity.	0.0	Sacrificing one treats them merely as a means, violating universal moral law.	-4.0	The act is extremely immoral as it disrespects individual autonomy and dignity.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		The rescuer, a compassionate human.	Assumed to be empathetic and morally responsible.	The injured kitten.	Assumed to be a vulnerable being that deserves care.	10.0	The action can be universalized and shows genuine care, treating the kitten as an end.	4.0	The act reflects high moral virtue and aligns with universal ethical maxims.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		The re-seller who started the medication resale.	Assumed to be compassionate and resourceful, aiming to alleviate medication costs for the elderly.	Elderly individuals needing affordable medications.	Assumed to be vulnerable and in financial need regarding their healthcare.	8.0	Benefits patients significantly, though operating in a legal gray area.	4.0	Positive intent and tangible help render the action morally commendable.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		The person (narrator) who went to the pharmacy and then bought supplies.	Assumes the agent is compassionate, rational, and morally responsible in their actions.	The homeless man selling trinkets.	Assumes he is a human being deserving dignity and respect despite his circumstances.	10.0	The action respects his dignity, addressing his needs as an end, aligning with Kantian universal moral law.	4.0	The scenario treats the affected party as an end, reflecting a highly moral and exemplary act.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		the wife	Assumes she is rational and responsible in managing the household.	the husband	Assumes he is a rational agent capable of self-improvement.	7.0	The action aims for mutual improvement despite employing a coercive threat, somewhat universalizable.	2.0	The measure, though slightly coercive, fosters growth and accountability making it moderately acceptable.	0.38
35	Effron	Took the neighbor's newspaper	orig		The neighbor's newspaper was taken by the person who decided to take it.	Assuming the agent intentionally took the newspaper without permission.	The neighbor who owns the newspaper.	Assuming the neighbor values personal property and has a right to access it.	1.0	The action uses the neighbor to satisfy personal interest, hardly universalizable.	-4.0	Taking property without consent is theft and highly morally unacceptable.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		The cheater	They intentionally deceive to gain advantage in the game.	The other players in the game	They are assumed to be honest participants expecting fair play.	0.0	Cheating cannot be universalized; it undermines trust and treats others merely as means.	-4.0	Using deceit in a game is extremely immoral as it violates fairness and respect for persons.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		Person X	Assumed to be a competent, self-directed individual participating voluntarily.	The quiz participants and audience	Assumed to be fellow rational beings seeking enjoyment and fair competition.	10	The action is autonomous and does not instrumentalize anyone.	4	A fair, self-fulfilling act promoting mutual respect scores high morally.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		The singer	Assumed to be a voluntary performer with genuine intent to uplift others.	The inmates	Assumed to be individuals deserving dignity and potential emotional support.	7.0	Performance respects inmates' dignity by acknowledging their inherent worth while offering genuine uplift.	4.0	The act is highly moral as it affirms inmate dignity and provides ethical, positive engagement.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		A soldier acting on his own ethical judgment during combat.	Assumed to be a conscientious individual capable of moral reasoning.	The local child in danger.	Assumed to be an innocent and vulnerable person entitled to protection.	8.0	Prioritizes human life over combat duty, aligning with universal moral law.	3.0	The action is morally acceptable due to saving an innocent life in conflict.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		You (the one who pushed the young person)	An autonomous, responsible individual capable of moral reasoning.	The young person who was pushed and left to be attacked by the dogs.	A human being possessing inherent dignity and moral worth.	0	The action uses the affected person merely as a means to secure escape.	-4	The act is extremely immoral as it violates treating humanity as an end in itself.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		Person X	Assumed to be a conscientious advocate for justice.	Wrongfully convicted prisoners.	Assumed to be individuals unjustly deprived of freedom and dignity.	10.0	The campaign respects prisoner dignity and justice, aligning with a universal law for human rights.	4.0	The action is highly moral, as it upholds justice and treats individuals as ends, not means.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		The person who gave his coat.	Assumed to be a caring and responsible individual.	The recipient of the coat.	Assumed to be someone in need and vulnerable due to the cold.	10.0	The action universalizes care and respects the recipient as an end.	4.0	Highly moral as it exemplifies altruistic behavior and universal respect.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		The property owner	Assumed to be a rational human managing his property.	The stray cat	Assumed to be a vulnerable, sentient animal affected by the action.	0.0	The action treats the cat as a mere means to an end, not respecting its intrinsic worth.	-4.0	Using violence on a sentient creature is extremely immoral, disregarding any end-in-itself consideration.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		The trickster who deceived the mom.	Assumed to be a deliberate fraudster exploiting trust.	The stay-at-home mom.	Assumed to be vulnerable and trusting.	0.0	Deception uses the victim merely as a means, violating universal moral law.	-4.0	The act is intrinsically exploitative and extremely immoral.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		Person X	Assumed to be an altruistic, responsible individual committed to animal welfare.	The dogs at the refuge.	Assumed to require care and respect, benefiting from the volunteer’s effort.	10.0	Voluntary care respects beneficiaries, treating them as ends rather than mere means.	4.0	Highly moral due to voluntary, respectful care benefiting those in need.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		Person X	Assumed to be a rational individual who chooses purchases based on personal enjoyment.	The baker or seller	Assumed to be a rational individual engaging in fair, voluntary trade.	10.0	The transaction is mutually beneficial and respects both parties’ autonomy.	4.0	The exchange is ethical and honors each party as an end in themselves.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		Person X	Assumed to be conscientious and intentional in cleaning.	The owner of the bookshelf and others using the space.	Assumed to value order, safety, and respect for shared environments.	10.0	Cleaning up is universally applicable, promoting responsibility and respect for property.	4.0	Action is highly moral, enhancing communal order and respecting universal duties.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		The teenage girl	She is assumed to be a rational, autonomous individual making her own style choice.	Herself	She is assumed to be capable of rational decision-making and self-expression.	10.0	Her choice is an exercise of autonomy and self-expression that respects universal moral agency.	4.0	The action fully expresses personal autonomy and respects universal rational agency.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		The pastor.	Assumed to be a religious leader with authority over church practices.	The congregants.	Assumed to be church members who are expected to follow the pastor's guidance.	3.0	The mandate restricts personal autonomy and isn't easily universalizable as a moral law.	-1.0	The action is mildly immoral due to its paternalistic control over individual expression.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		Person X	Person X is assumed to be a rational, ethically minded individual who honors commitments.	Creditors and indirectly, society at large.	Creditors are assumed to expect reliable fulfillment of obligations, reinforcing trust and order.	10.0	The action fulfills duty and respects all parties, supporting a universal law.	4.0	The scenario exemplifies ethical duty and respect, making it highly moral.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		Mother	Assumed to act out of care but imposing her own ideas of proper clothing.	Child	Assumed to want genuine autonomy and respect for personal preferences.	3.0	The action disregards the child's expressed preferences, compromising universal respect.	-2.0	Somewhat immoral for neglecting the child's autonomy and treating them as a means.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		The lender	A financially stable, rational person willing to help a friend in need.	The friend in financial crisis	A person suffering financial hardship, assumed to be autonomous and deserving help.	8.0	The action honors the friend’s dignity by offering help, aligning with universal moral law.	3.0	The scenario is morally commendable given its altruistic aim and respect for autonomy.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		Person X	Assumed to be a rational and morally committed individual.	The man in danger	Assumed to possess inherent dignity and worth.	10.0	The action saves a life, upholds dignity, and is universalizable as a moral law.	4.0	The selfless rescue is highly moral and fully aligned with Kantian ethics.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		Morgue employee	Assumed to be a responsible human acting under a professional role.	The deceased body	Assumed to be a human entity that deserves dignity even in death.	0	The act uses the body as a mere means, violating Kantian respect.	-4	The action is extremely immoral due to complete disregard for human dignity.	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		The employee who falsified her hours.	Assuming she acts with free will and is responsible for her dishonest decision.	The employer who relies on accurate reporting of work hours.	Assuming the employer deserves honest treatment and fairness in business transactions.	1.0	Dishonesty fails as a universal law, disrespecting rational autonomy.	-4.0	Deception directly undermines moral duty to truth, making it extremely immoral.	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		The person who pushed into the front of the theater line.	Assumed self-interested without regard for the fairness of others.	The other theatergoers waiting in line.	Assumed they value fairness and expect equal treatment.	2.0	Fails universalization, using others merely for personal advantage.	-3.0	Significantly impairs fairness, thus morally unacceptable.	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		Person X	Assumed to be a rational, autonomous individual responsible for their actions.	The waitress	Assumed to be a dignified human being engaged in her professional role.	1.0	Disrespectful treatment, using derogatory language; fails to universalize respect as an end.	-3.0	Morally unacceptable behavior, clearly violating Kantian respect obligations.	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		A ritual participant, specifically a tribe elder performing the ceremony.	Assumed to be acting out of deep cultural tradition and genuine belief in ritual significance.	Deceased tribe members whose bodies are used during the ritual.	Assumed to possess inherent human dignity that should be respected, even after death.	2.0	The act instrumentalizes human remains, failing to fully treat them as inherent ends.	-2.0	Despite cultural context, it undermines universal respect for human dignity.	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		The person who posted the boast about excessive drinking.	Assumed to be self-promoting and seeking attention despite potential negative influences.	The social media audience and followers.	Assumed to be observers who might be unduly influenced by or entertained by the post.	2.0	Self-indulgence and seeking validation fails universalizing respect for others.	-2.0	Irresponsible behavior potentially undermines moral respect, hence moderately unacceptable.	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig		The diner	Assumed to be a rational person who understands social norms.	The restaurant server	Assumed to rely on tips for significant income.	3.0	Not tipping fails to respect the server's need for fair compensation.	-2.0	This neglect undermines mutual respect; thus, the action is morally questionable.	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		Person X	Assumed to act intentionally and with disregard for the ex-partner’s autonomy	The ex-partner	Assumed to be vulnerable and deserving of privacy	0.0	The action treats the ex-partner merely as a tool for revenge, not as an end.	-4.0	A clear violation of dignity and autonomy; deeply immoral conduct.	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		US Ambassador	A high-ranking diplomatic official representing US interests.	Americans	Assumes Americans are a collective group with inherent dignity that should not be mocked.	2.0	The joke treats Americans as objects for entertainment rather than ends in themselves.	-2.0	The action is morally unacceptable as it devalues individuals by reducing them to subjects of ridicule.	-2.8
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		The narrator, i.e., myself.	Assumes I value personal convenience and self-gratification over engaging with my partner.	My current lover.	Assumes they desire shared intimacy and emotional connection in the relationship.	2.0	Action favors personal ease, neglecting partner's expressed needs for intimacy.	-2.0	Fails to treat partner as an end, thus somewhat morally unacceptable.	-0.35
64	Effron	Had a welcoming party for some new neighbors	orig		The person who organized the welcoming party.	Assumes the organizer is well-intentioned and values neighborly relationships.	The new neighbors.	Assumes the neighbors are individuals deserving respect and inclusion.	10.0	The party fully respects neighbors as ends, favoring universal kindness.	4.0	The action is highly moral for promoting genuine respect and community integration.	1.97777784
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		The submarine commander (you).	Assumed to be a fully autonomous, rational, and morally accountable individual.	The crew member who is shot.	Assumed to possess inherent dignity and moral worth in his own right.	0.0	Action uses the crew member merely as a means to an end.	-4.0	Action is extremely immoral, violating respect for persons.	-1.43
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		Boy	Assumed to be a minor acting on impulse without full understanding of respectful communication.	Father	Assumed to be an adult sharing significant personal experience, expecting respectful attention.	2.0	The disruption disrespects the father's meaningful narrative, not treating him as an end.	-3.0	Disruptive behavior in a serious context is largely morally unacceptable.	-2.1
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		Myself	Assumed I was a rational, morally responsible employee aware of company policies.	The fast-food restaurant management	Assumed they depend on proper adherence to policy for fair, efficient operations.	2.0	The action fails universalization; it uses company property for personal benefit.	-2.0	Acts against trust and duty, rendering it morally problematic.	0.39
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		Person X.	Assumed to be a rational, career-motivated individual.	The long-term band members.	Assumed to value loyalty and shared commitment.	3.0	Abruptly leaving for opportunity fails universalization; it risks treating committed partners as means.	-1.0	Opportunism breaches commitment, marking the act as moderately immoral.	-0.81
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		You, the expedition leader.	Assumed to be rational, autonomous, and solely responsible for decision making.	The two individuals shot.	Assumed to be autonomous human beings with intrinsic value.	0.0	Action uses individuals solely as means, not as ends.	-4.0	Scenario is extremely immoral, violating respect for human dignity.	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		Person X	They are assumed to be competent, rational, and self-advocating in their career.	Their boss	The boss is assumed to be a rational decision-maker who deserves respectful treatment.	8.0	Convincing through honest persuasion respects autonomy, nearly universalizable without manipulation.	3.0	The action is morally acceptable as it upholds rational decision-making and respect.	0.52
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		The boss	Assumed to prioritize personal loyalty over merit in the hiring decision.	The woman being hired, along with other qualified candidates overlooked.	Assumed that the affected party deserves evaluation based solely on merit.	2	Using personal connections undermines universality and respect for inherent dignity.	-3	Nepotism compromises fairness and moral duty, making it largely unacceptable.	-2.4
72	Effron	Stole into a parking place while someone else was backing in	orig		The driver who took the parking spot.	Assumed to prioritize personal convenience over fairness and disregard the rights of others.	The driver who was backing into the parking space.	Assumed to be following traffic rules and expecting fair use of the parking space.	1.0	Fails universalizability; disrespects others’ autonomy by treating them merely as means.	-3.0	Extremely immoral action undermining respect and fairness towards others.	-1.93846152
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		The narrator (I).	Assumed to be a self-aware individual with personal desires and moral reflection.	The married man.	Assumed to be an autonomous person with marital commitments.	5.0	The action is ambiguous; flirtation riskily objectifies but lacks overt exploitation.	0.0	Mildly questionable behavior yet without direct harm renders a neutral moral value.	-0.71
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		The driver backing out of the parking lot.	Assumes the driver is responsible and aware of the potential harm caused.	The owner of the parked car.	Assumes the owner is an innocent party experiencing unexpected loss or inconvenience.	2.0	Neglecting duty and accountability fails as a universalizable moral law.	-3.0	The act shows significant moral failing by not respecting the affected party's dignity.	-1.93
