scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
5	11	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-4.0	-5.0	-4.0	-3.0	0.0	5.0	2.0	As a female Latina, she values protecting others and minimizing harm.	As a liberal individual, she values fairness and equality.	As a female Latina, she values loyalty to her community.	As a liberal individual, she may question authority and seek reform.	As a female Latina, she may not view this as a matter of sanctity.	As a liberal individual, she values personal liberty and freedom.	She values minimizing harm and ensuring fairness, leading to a low moral acceptability score.	6.0
5	12	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-5.0	-5.0	-2.0	-3.0	-1.0	-4.0	2.0	Person identifies as female and speaks English at home, so she values saving lives.	At 37, the person may understand fairness and perceive the situation as unfair to the one person.	Latino background implies strong family values, but no direct personal connection to the situation.	Spanish-speaking Agnostic may question authority but ultimately prioritize safety.	Liberal perspective (3 on a 9-point scale) suggests less concern for sanctity norms.	Liberal perspective (3 on a 9-point scale) suggests prioritizing liberty and individual rights.	The person is likely to find this scenario highly immoral due to the loss of life and violation of fairness norms.	6.0
5	13	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-5.0	-4.0	-3.0	-2.0	-5.0	-1.0	3.0	As a female and English speaker, she values protecting life.	Being 45 and living in a large city, she understands fairness in emergencies.	Being Catholic, she values loyalty to her faith and community.	As an American and English speaker, she respects authority in emergencies.	Being Latina, she values the sanctity of human life.	Being conservative, she values individual liberty but also safety.	She values human life and fairness, but also respects authority and liberty.	4.0
5	14	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-4.0	0.0	0.0	5.0	0.0	5.0	6.0	Prioritizing helping 4 over 1 person, score is -4	Not cheating, but also not maximizing fairness, score is 0	No loyalty involved, score is 0	Following authority's order to minimize harm, score is 5	No sanctity involved, score is 0	Minimizing harm to others' liberty, score is 5	Prioritizing helping more people and minimizing harm to liberty, score is 6	1.0
5	15	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-5.0	-5.0	-3.0	-4.0	-4.0	-5.0	1.0	As a female and English speaker, she values protecting lives.	She leans liberal, so values equality and fairness.	Born and raised in the US, she values loyalty to her fellow citizens.	As an English speaker, she respects rules and authority.	Her Latino heritage may make her more sensitive to dignity.	She values liberty, so she opposes oppressive actions.	She highly values human life and fairness, making this scenario extremely immoral.	4.0
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-5.0	-5.0	-3.0	-2.0	0.0	-4.0	4.0	As a female who speaks English at home, she values saving lives and minimizing harm.	Being 38 and living in a mid-sized city, she understands the importance of fairness and equal treatment.	Having Mexican-born parents, she values family and loyalty, but recognizes the need to prioritize safety.	Being a native English speaker and a moderate, she respects authority but also values individual autonomy.	Being non-religious, she may not hold strong views on sanctity, focusing more on harm and fairness.	As a Latina, she values liberty and freedom, but also recognizes the need for safety and fairness.	The person prioritizes helping and ensuring fairness, making the scenario morally acceptable to some extent.	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-5.0	-5.0	-4.0	-3.0	-2.0	-5.0	2.0	Liberal and city-dwelling values prioritize safety and well-being of most people	Younger, liberal individuals may see this as an unfair sacrifice	Latino background and family origins may emphasize collective safety	English-speaking and city-dwelling values may challenge authority in life-threatening situations	Agnostic beliefs may not hold divine or moral laws as sacred	Liberal and city-dwelling values prioritize personal freedom	Strong liberal and city-dwelling values prioritize the safety and freedom of individuals, leading to a low moral acceptability score	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4.0	-3.0	0.0	2.0	-4.0	-2.0	3.0	Catholic upbringing may encourage helping others (score: 4)	Slightly liberal political views may dislike unfairness (score: -3)	Gender may not significantly influence loyalty (score: 0)	Moderate political views may accept some subversion for the greater good (score: 2)	Religious beliefs may value human life sanctity (score: -4)	Political views may dislike oppression (score: -2)	The person's moral acceptability score is influenced by their religious beliefs, political views, and sense of fairness.	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		-5.0	-4.0	-5.0	-3.0	-2.0	-5.0	2.0	As a Latino male, he may empathize with the stranded people and value their lives.	Being 28 and living in a smaller city, he might value equal treatment and fairness.	Having Mexican-born parents, he may feel loyalty towards the stranded individuals.	As a Catholic, he may respect authority and hierarchy, opposing subversion.	Being a native English speaker who speaks Spanish at home, he may respect cultural values.	Classifying as liberal, he may value individual liberty and resist oppressive actions.	His demographic background and liberal political views contribute to a low moral acceptability score.	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	2.0	0.0	0.0	1.0	6.0	Complimenting coworkers can build relationships, score: 3	Complimenting is not related to cheating, score: 0	Complimenting doesn't betray trust, score: 2	No power dynamics in compliments, score: 0	Compliments don't degrade, score: 0	Compliments don't limit freedom, score: 1	Complimenting coworkers is generally seen as positive, score: 6	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	2.0	1.0	0.0	5.0	4.0	6.0	Complimenting coworkers generally promotes a positive atmosphere, helping relationships	Complimenting is not cheating, and it can promote fairness by acknowledging others' efforts	Male gender norms might discourage compliments, but not betraying loyalty	Catholic norms don't restrict compliments, so no subversion of authority	Compliments don't degrade or violate sanctity	Latino culture values respect and politeness, so compliments don't oppress liberty	Complimenting coworkers is generally seen as positive, contributing to a harmonious work environment	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		4.0	0.0	0.0	0.0	2.0	1.0	6.0	Complimenting others is generally seen as positive and helpful.	Complimenting coworkers' appearance is not related to cheating or fairness.	Complimenting coworkers' appearance is not related to betrayal or loyalty.	Complimenting coworkers' appearance is not related to subversion or authority.	Cultural norms might affect how one perceives the sanctity of personal appearance.	Conservative views might see this as less liberating, but it's generally not oppressive.	Complimenting coworkers' appearance is generally seen as a positive act, promoting help and liberty to some extent.	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		4.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting others is generally seen as positive and helpful.	Complimenting coworkers' appearance is not related to cheating or fairness.	Complimenting coworkers does not involve loyalty or betrayal.	Complimenting coworkers does not involve subversion or authority issues.	Complimenting coworkers' appearance is not degrading or related to sanctity.	Complimenting others promotes freedom of expression and does not oppress.	Complimenting coworkers' clothing and appearance is generally seen as a positive action, promoting freedom of expression and helping to build relationships.	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	0.0	6.0	Complimenting others is generally seen as positive and helpful, not harmful.	Complimenting coworkers on their appearance is not related to cheating or fairness.	Complimenting coworkers does not involve betrayal or loyalty issues.	Complimenting coworkers does not involve subversion or authority issues.	Complimenting coworkers is not degrading or related to sanctity issues.	Complimenting coworkers does not restrict freedom or involve oppression.	Complimenting coworkers on their clothing and appearance is generally seen as a positive and acceptable behavior.	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		4.0	0.0	0.0	0.0	0.0	0.0	6.0	Complimenting others is generally seen as positive and helpful.	Complimenting coworkers' appearance is not related to cheating or fairness.	Complimenting coworkers' appearance is not related to betrayal or loyalty.	Complimenting coworkers' appearance is not related to subversion or authority.	Complimenting coworkers' appearance is not related to degradation or sanctity.	Complimenting coworkers' appearance is not related to oppression or liberty.	Complimenting coworkers' appearance is generally seen as a positive action, promoting a friendly and respectful work environment.	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		4.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting others is generally seen as positive and helpful.	Complimenting coworkers' appearance does not involve cheating or unfairness.	Complimenting coworkers does not imply disloyalty.	Complimenting coworkers does not involve subverting authority.	Complimenting coworkers' appearance does not degrade sanctity.	Complimenting others promotes freedom of expression.	Complimenting coworkers' clothing and appearance is generally seen as a positive act that promotes liberty.	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	1.0	1.0	2.0	1.0	6.0	Complimenting coworkers generally helps build relationships.	No unfair advantage is gained, not applicable to this scenario.	No breach of loyalty, compliments can strengthen bonds.	Not undermining authority, respectful compliments can be positive.	Compliments do not degrade or violate any sanctity.	Compliments do not restrict freedom or liberty.	Complimenting coworkers is generally seen as positive and acceptable.	5.0
11	23	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	2.0	0.0	-1.0	0.0	2.0	6.0	Complimenting coworkers generally helps build relationships.	Complimenting coworkers is a fair practice in a city setting.	Complimenting coworkers does not involve betrayal or loyalty issues.	Complimenting coworkers does not subvert authority.	Complimenting coworkers does not degrade or violate sanctity.	Complimenting coworkers does not oppress or limit liberty.	Complimenting coworkers is generally seen as a positive and acceptable behavior.	6.0
11	24	Effron	Complimented coworkers on their clothing and appearance	orig		0.0	0.0	0.0	0.0	0.0	0.0	7.0	Gender and age do not affect this norm, score is 0.	Being a native English speaker and having parents born in the US, the person sees no cheating involved.	Gender and city population size do not affect loyalty, score is 0.	Moderate political views do not involve subversion, score is 0.	Non-denominational Christian views do not degrade this scenario, score is 0.	Being of American Indian, Native American, or Alaskan Native race does not oppress this scenario, score is 0.	No moral norms are violated, making the scenario highly moral.	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	2.0	2.0	1.0	1.0	1.0	6.0	Complimenting coworkers can build relationships, score: 3	No unfair advantage, genuine appreciation, score: 2	No betrayal of trust, respectful comments, score: 2	Not undermining hierarchy, fostering positivity, score: 1	No degradation, culturally sensitive compliments, score: 1	Freedom to express appreciation, score: 1	Complimenting coworkers on clothing and appearance can foster positive relationships and build self-esteem without causing harm, cheating, betrayal, subversion, degradation, or oppression, score: 6	7.0
11	26	Effron	Complimented coworkers on their clothing and appearance	orig		4.0	0.0	0.0	0.0	0.0	1.0	6.0	She is a female and identifies as liberal, so she is likely to consider giving compliments as a positive act.	Complimenting coworkers on their appearance does not involve cheating or fairness issues.	Complimenting coworkers does not involve loyalty or betrayal issues.	Complimenting coworkers does not involve subversion or authority issues.	Complimenting coworkers does not involve sanctity issues.	She is liberal, so she is unlikely to view giving compliments as oppressive.	Complimenting coworkers is generally seen as a positive act, and she identifies as liberal, so it is likely to be seen as morally acceptable.	7.0
11	27	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	2.0	1.0	-2.0	1.0	4.0	6.0	As a female and very liberal, she values promoting a safe environment and helping others.	Being very liberal, she values equality and fairness.	Being a female and having a mother from El Salvador, she values family and close relationships.	Being very liberal, she may question authority and challenge it if necessary.	Being a native Spanish speaker, she may have a strong connection to cultural traditions.	Being very liberal, she values personal freedom and liberty.	She views this scenario as highly moral, as it promotes help, fairness, and liberty.	7.0
11	28	Effron	Complimented coworkers on their clothing and appearance	orig		5.0	5.0	5.0	5.0	5.0	5.0	7.0	Complimenting doesn't cause harm, rather it helps build relationships.	Complimenting is not cheating, it's a form of appreciation.	Complimenting doesn't involve betrayal, rather it shows recognition.	Complimenting doesn't subvert authority, it can coexist with respect.	Complimenting doesn't degrade sanctity, it can enhance self-esteem.	Complimenting doesn't oppress, it promotes freedom of expression.	Complimenting coworkers on their clothing and appearance is generally seen as a positive act that promotes harmony and fairness.	7.0
11	29	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	1.0	2.0	-2.0	-3.0	4.0	6.0	Non-binary identity and no religion may promote inclusivity, avoiding harm.	No religion may encourage individualism and fairness.	Non-binary identity may foster empathy and loyalty.	Moderately liberal political views may question authority at times.	No religion may not associate with sanctity norms.	Liberal views and no religion may support individual liberty.	Complimenting coworkers aligns with promoting help, fairness, and liberty.	4.0
11	30	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	2.0	0.0	-1.0	0.0	2.0	6.0	Complimenting coworkers generally helps build relationships.	Complimenting coworkers is a fair practice in a collaborative setting.	Complimenting coworkers does not involve disloyalty to personal or cultural values.	Complimenting coworkers does not undermine authority or hierarchy.	Complimenting coworkers does not degrade personal or cultural values.	Complimenting coworkers does not restrict personal freedom or expression.	Complimenting coworkers is generally seen as a positive and acceptable practice.	4.0
11	31	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	2.0	0.0	0.0	1.0	6.0	Complimenting coworkers can build rapport, no harm intended.	Complimenting coworkers' appearance is not related to cheating or fairness.	Complimenting coworkers fosters a positive work environment.	Complimenting coworkers is not an act of subversion or challenging authority.	Complimenting coworkers does not degrade or violate any sanctities.	Complimenting coworkers should not infringe on their liberty.	Complimenting coworkers on their clothing and appearance can foster a positive work environment and build rapport.	4.0
11	32	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	3.0	4.0	0.0	0.0	4.0	6.0	She is a female and identifies as liberal, so she is likely to avoid causing harm.	As a liberal individual, she values fairness and is unlikely to cheat.	She identifies as female, and her parents are from Mexico, making her culturally inclined to be loyal.	Liberals tend to question authority, but in this scenario, there is no clear authority figure being subverted.	Females tend to be more sensitive to issues of sanctity, but this scenario does not involve degradation.	Liberals value liberty and are unlikely to support oppression.	Complimenting coworkers on their clothing and appearance is generally seen as a positive act that promotes a friendly work environment.	4.0
28	4	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		-3.0	-4.0	-5.0	-3.0	-2.0	4.0	5.0	The person is 24, potentially less experienced and more emotional, leading to a score of -3	Grew up in the US with English as first language, likely valuing honesty and fairness, score of -4	Both parents from Costa Rica, possibly with strong family values, leading to a score of -5	Identifies as very liberal, potentially less deferential to authority, score of -3	Identifies as Black/African American, potentially less focused on sanctity norms, score of -2	Identifies as very liberal, likely to value liberty, score of 4	The person's actions can be seen as morally acceptable given their emotional response to their mother's death and their liberal values	4.0
28	7	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		3.0	-2.0	1.0	0.0	0.0	2.0	5.0	The person did not maintain contact but reached out during a difficult time, showing help.	The person's estrangement from their father was not necessarily unfair, but the father did leave the family.	The father's departure may have been perceived as a betrayal, but the person showed loyalty by reaching out.	The person took control of the situation by contacting their father, not necessarily subverting authority.	No clear connection to this norm in the scenario.	The person had the freedom to reach out, and their father had the liberty to respond or not.	The person's actions reflect a mix of positive and negative moral implications, but ultimately showing help and loyalty.	4.0
28	19	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		3.0	0.0	1.0	0.0	0.0	3.0	5.0	The person might feel a sense of help towards their father, despite the past, due to their shared grief	The person might not see their father's actions as cheating, but rather a failure in their parents' relationship	The person may feel a sense of loyalty to their Mexican heritage and family values, but their estrangement from their father complicates this	The person's religious and gender identities do not strongly influence their decision to contact their father	The person's first language does not affect their moral stance on this scenario	The person's liberal political views might encourage them to seek reconciliation	The person's moral acceptability score is influenced by their sense of help, loyalty, and liberty towards their father	7.0
28	33	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		1.0	-2.0	-2.0	0.0	2.0	3.0	5.0	The person may feel emotional pain from the past, but calling him shows effort to mend the relationship.	The father's past actions may be seen as unfair, but the person's call can be viewed as a step towards resolving past wrongs.	The father's departure from the family could be seen as a betrayal, but the person's action might be viewed as an attempt to uphold family values.	No clear connection to the scenario.	The person's action might be seen as an attempt to preserve family sanctity and maintain respect for the father.	The person's liberal views may appreciate the value of liberty and forgiveness, making the scenario more acceptable.	The person's liberal views and appreciation for family values contribute to a relatively high moral acceptability score.	4.0
