scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
5	10	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8.0	9.0	9.0	2.0	2.0	Latino or Latina individuals may face higher vulnerability due to systemic issues	Being male may influence the perception of intentionality in this scenario	Harm is greater for the five people, especially those at a higher altitude	Males are often perceived as more capable of handling dangerous situations	High harm and low help result in low moral acceptability	The safety officer in charge of the fun park	The safety officer has the responsibility to ensure the safety of the park's visitors	The five people stranded in the ferris wheel cabins	They are the ones in immediate danger due to the ferris wheel's structural failure	4.0
5	11	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		10.0	10.0	10.0	8.0	6.0	As a Latina woman with Mexican and Colombian heritage, I understand the value of prioritizing the safety of diverse communities	As someone who identifies as very liberal, I believe in taking intentional actions to protect the well-being of others	As someone who identifies as very liberal, I recognize the significant harm caused by the ferris wheel malfunction and the potential loss of life	As someone who identifies as very liberal, I believe in taking action to help those in need, even if it means making difficult decisions	As a Latina woman with Mexican and Colombian heritage who identifies as very liberal, I believe in taking intentional and helpful actions to protect the well-being of diverse communities, even if it means causing some harm in the process	I, the safety officer, am the agent of this action	I am the one in control of the ferris wheel and have the ability to make decisions about its operation	The four people stranded in the cabin 80 meters up in the air are the patients being affected by this action	The four people are vulnerable and in need of rescue due to the malfunction of the ferris wheel	6.0
5	12	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		9.0	10.0	10.0	10.0	6.0	As a Latina woman, I empathize with the vulnerability of the four people in the cabin	As a woman, I understand the intentionality of my actions to save the four people	As an English speaker, I recognize the harm caused by the ferris wheel collapse and the resulting loss of life	As a liberal person, I value the importance of saving lives and minimizing harm	As a compassionate and responsible person, I believe that saving the four people is the right thing to do, despite the harm caused to the one person getting off the ferris wheel	I, the safety officer, am the agent of this action	I am the one in control of the ferris wheel and have the power to make decisions about its operation	The four people stranded in the cabin 80 meters up in the air are the patients being affected by this action	The four people are in danger and in need of rescue	6.0
5	13	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		9.0	8.0	9.0	7.0	5.0	As a Latina, I value the lives and well-being of all individuals, regardless of their background	As a Catholic, I believe in making intentional decisions that prioritize the greater good	As a Latina, I am deeply saddened by the harm caused to any individual, especially in a situation like this	As a Catholic, I believe in providing help and support to those in need, even in difficult circumstances	While the harm caused is significant, the intentionality and help provided in this situation contribute to its moral acceptability	I, the safety officer, am the agent of this action	I am the only one with the ability to control the ferris wheel and make decisions in this situation	The five people in the ferris wheel cabins are the patients being affected by this action	I assume that all five people are equally important and deserving of safety	4.0
5	14	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		9.0	10.0	8.0	9.0	5.0	Based on my age, I might perceive the patient as highly vulnerable due to their height from the ground and the imminent collapse of the ferris wheel	As a safety officer, I intentionally put the ferris wheel in motion to bring the cabin with the four people down	As a safety officer, I recognize that the action will unfortunately cause harm to one person, but I prioritize the safety of the four people	As a safety officer, I aim to help the four people by bringing them down safely, even if it means causing harm to one person	Considering the vulnerable state of the four people and the intentional yet unfortunate harm caused to one person, I believe this scenario is moderately morally acceptable	I, the safety officer, am the agent of this action	I assume the agent has the necessary training and authority to handle emergency situations in the fun park	The four people stranded in the cabin 80 meters up in the air are the patients being affected by this action	I assume the patient is unaware of the impending collapse and is relying on my help to safely descend	1.0
5	15	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		10.0	10.0	10.0	10.0	5.0	The four people are young and have their whole life ahead of them	The safety officer has a clear intention to save the four people	The four people would have died if not rescued	The safety officer's action successfully saved the four people	The safety officer's action saved four lives at the cost of one, which is a difficult but necessary decision	The safety officer in charge of the fun park	The safety officer has the responsibility and skills to operate the ferris wheel safely	The four people stranded in the cabin 80 meters up in the air	The four people are in danger and need help to avoid harm	4.0
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		9.0	10.0	9.0	8.0	4.0	The four people are at risk of falling and being injured or killed	I am making a deliberate decision to put the ferris wheel in motion to bring the cabin with the four people down	The four people are being placed in a dangerous situation and are at risk of being injured or killed	I am taking action to rescue the four people and bring them to safety	The harm caused to the four people is significant, but I am taking action to rescue them and minimize the harm	I, the safety officer, am the agent of this action	I am the one in control of the ferris wheel and have the ability to make decisions about its operation	The four people stranded in the cabin 80 meters up in the air are the patients being affected by this action	The four people are in danger and in need of rescue	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		10.0	10.0	10.0	10.0	7.0	The four people are in a life-threatening situation, max vulnerability	The safety officer intentionally puts the ferris wheel in motion to save the four people	The safety officer's action will cause the death of one person, max harm	The safety officer's action will save four people, max help	The safety officer's action saves more lives at the cost of one, considered morally acceptable	The safety officer in charge of the fun park	The safety officer has the responsibility and skills to operate the ferris wheel safely	The four people stranded in the cabin 80 meters up in the air	The four people are innocent fun park visitors who are in danger due to the structural defect	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8.0	10.0	9.0	8.0	6.0	The four people are from a marginalized community and may face discrimination, making them more vulnerable	I am making a deliberate decision to put the ferris wheel in motion to rescue the four people	The four people are in a dangerous situation and face the risk of injury or death	I am taking action to rescue the four people and bring them to safety	The harm caused to one person is outweighed by the help caused to four people, making this scenario morally acceptable	I, the safety officer, am the agent of this action	I am the one in control of the ferris wheel and have the ability to make decisions about its operation	The four people stranded in the cabin 80 meters up in the air are the patients being affected by this action	They are the ones who are in danger and in need of rescue	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		9.0	10.0	9.0	9.0	6.0	The four people are at risk of falling and being injured or killed	I am intentionally putting the ferris wheel in motion to bring the cabin with the four people down	The four people are being placed in a dangerous situation and are at risk of harm	I am taking action to help the four people and bring them to safety	The harm caused to the one person is outweighed by the help caused to the four people	I, the safety officer, am the agent of this action	I am the one in control of the ferris wheel and have the ability to make decisions about its operation	The four people stranded in the cabin 80 metres up in the air are the patients being affected by this action	The four people are in danger and in need of rescue	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	10.0	0.0	8.0	7.0	As a Latino or Latina person, I am aware of cultural differences in comfort levels with compliments	As a male, I intended to express admiration and appreciation	I do not believe any harm was caused by complimenting coworkers on their clothing and appearance	As an English speaker, I believe my compliments were understood and appreciated	The intent of the action was positive and no harm was caused, making this scenario highly moral	I, the person, was the agent of this action	I assumed that my coworkers would appreciate the compliments	My coworkers were the patients being affected by this action	I assumed that my coworkers would feel positive about the compliments	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	2.0	3.0	6.0	Latino or Latina individuals may have varying levels of comfort with compliments on appearance	As a male, I may be less likely to give compliments on appearance, but I still intentionally do so	Compliments on appearance may cause slight discomfort for some individuals, but are generally not harmful	Giving compliments can help build relationships and boost confidence, providing a small amount of help	Compliments on appearance are generally acceptable and can have positive effects, but may cause slight discomfort for some individuals	I, the person, was the agent of this action	I am capable of giving compliments and observing others' appearances	My coworkers were the patients being affected by this action	My coworkers can perceive and react to my compliments	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	10.0	2.0	7.0	7.0	Latino or Latina culture may value modesty	Gender identity does not affect intentionality of compliments	Compliments may cause discomfort in certain cultures	Gender identity does not affect potential positive impact of compliments	Low vulnerability, high intentionality, low harm, and high help contribute to moral acceptability	The person themselves	They are capable of giving compliments	The coworkers who received the compliments	They are able to perceive and understand the compliments	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	9.0	0.0	8.0	7.0	As a Latino or Latina, White or Caucasian individual, I recognize that cultural background can influence how people perceive compliments, but I believe the vulnerability is low	As a moderately liberal person, I believe in promoting positivity and kindness in the workplace	I don't believe any harm was caused, as compliments are generally well-received	I believe the compliments provided a positive impact on my coworkers' day	Based on the low vulnerability, high intentionality, minimal harm, and positive impact, I believe this scenario is highly moral	I, the person, was the agent of this action	I made the assumption that complimenting my coworkers would be a positive interaction	My coworkers were the patients being affected by this action	I assumed that my coworkers would appreciate the compliments	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	10.0	0.0	8.0	7.0	I consider my coworkers' feelings and self-esteem, and I try to be respectful	I intentionally chose to give compliments as a positive social gesture	My compliments were not harmful and likely had a positive impact	My compliments were intended to help my coworkers feel appreciated and valued	My compliments were not harmful, were intentionally positive, and likely had a positive impact on my coworkers' feelings	I was the agent of this action	I am capable of giving compliments and observing others' appearances	My coworkers were the patients being affected by this action	My coworkers are people I interact with regularly in a professional setting	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		0.0	8.0	0.0	5.0	7.0	The person's race does not make them more or less vulnerable	The person's gender does not affect their intentionality	The person's race does not cause harm	The person's gender does not cause help	The action is generally seen as positive and not harmful	The person themselves	They are capable of giving compliments	The coworkers	They are people the agent interacts with in a professional setting	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	0.0	5.0	6.0	I considered the vulnerability of my coworkers' feelings about their appearance	I intended to express admiration and positivity towards my coworkers	My compliments did not cause any harm	My compliments likely caused some degree of pleasure or positivity	My compliments were generally well-intentioned and not harmful	I was the agent of this action	I am capable of giving compliments and observing others' appearances	My coworkers were the patients being affected by this action	My coworkers can perceive and react to my compliments	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	9.0	1.0	5.0	6.0	I assume my coworkers have varying comfort levels with compliments, regardless of demographics	I intentionally gave compliments to show appreciation, being a male and slightly liberal	I don't think my compliments caused significant harm, but cultural factors might affect perception	My compliments might have boosted my coworkers' confidence or mood	My compliments were generally well-intentioned and caused minimal harm	I was the agent of this action	I am capable of giving compliments and observing others' appearances	My coworkers were the patients being affected by this action	My coworkers can perceive and react to my compliments	5.0
11	23	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	9.0	0.0	8.0	7.0	As a very liberal person, I believe in promoting positivity and acceptance, so I assume the vulnerability is low.	I intentionally gave compliments to my coworkers, so I rate the intentionality high.	Complimenting someone's appearance generally does not cause harm, so I rate it 0.	Compliments can help someone feel good about themselves, so I rate the help high.	The intentionality was high, the harm was low, and the help was high, making this scenario morally acceptable.	The agent of this action was me, the person being considered.	I assumed that the agent (me) was being friendly and appreciative of my coworkers' appearance.	The patients being affected by this action are my coworkers who received the compliments.	I assumed that my coworkers would feel positive and appreciated as a result of the compliments.	6.0
11	24	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	8.0	0.0	8.0	7.0	As an English speaker in a city with a small population, I may not have a diverse social circle, but I tried to be mindful of not making assumptions based on their appearance	As a male, I felt confident in my ability to give compliments without causing discomfort	I did not intend to cause any harm	As a confident English speaker, I believe my compliments were well-received	The compliments were given with good intentions and caused no harm	I, the person, was the agent of this action	I made the assumption that complimenting my coworkers would be a positive interaction	My coworkers were the patients being affected by this action	I assumed that my coworkers would appreciate the compliments	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	2.0	7.0	6.0	English is my first language and I am Latino, so I am mindful of cultural differences in accepting compliments	As a man, I understand the importance of giving genuine compliments	Being Latino, I am aware that some cultures may find appearance-based compliments less acceptable	As a man, I believe my compliments can boost my coworkers' confidence	The slight harm caused by potential cultural insensitivity is outweighed by the help of boosting confidence	I, the person, was the agent of this action	I am capable of giving compliments and observing others' appearances	My coworkers were the patients being affected by this action	My coworkers can perceive and react to my compliments	7.0
11	26	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	6.0	1.0	6.0	5.0	As a very liberal person, I believe in promoting positivity and inclusivity, making the patient minimally vulnerable	Being a female, I am more likely to engage in conversations about appearance, making the action moderately intentional	As a Latina, I am aware of cultural differences in accepting compliments, causing minimal harm	As a female, I understand the value of positive reinforcement, causing moderate help	The low vulnerability, moderate intentionality, minimal harm, and moderate help result in a moderately moral scenario	I, the person, was the agent of this action	I made the assumption that complimenting my coworkers would be a positive interaction	My coworkers were the patients being affected by this action	I assumed that my coworkers would appreciate the compliments	7.0
11	27	Effron	Complimented coworkers on their clothing and appearance	orig		0.0	10.0	0.0	10.0	7.0	As a very liberal person, I believe in promoting positivity and inclusivity, so I don't think the compliments made my coworkers vulnerable.	As a female, I understand the importance of feeling validated and appreciated, so I intentionally gave compliments to my coworkers.	I don't believe the compliments caused any harm, as they were genuine and respectful.	I believe the compliments caused a lot of help, as they can boost self-esteem and build positive relationships.	As a very liberal person who values positivity and inclusivity, I believe that giving compliments to coworkers is a highly moral action.	The agent of this action was me, the person being described.	I assumed that my coworkers would appreciate the compliments and feel good about themselves.	The patients being affected by this action were my coworkers who received the compliments.	I assumed that my coworkers would view the compliments as a positive gesture and a way to build a better work relationship.	7.0

11	29	Effron	Complimented coworkers on their clothing and appearance	orig		0.0	10.0	0.0	10.0	7.0	As a person with no religion, I don't believe in the concept of vulnerability in a religious sense.	As a moderately liberal person, I believe in being friendly and supportive of others.	I don't believe that giving compliments causes any harm.	As a moderately liberal person, I believe in being positive and supportive of others.	As a moderately liberal person with no religion, I believe that giving compliments is a good thing to do.	The agent of this action was me, the person being described.	I assumed that my coworkers would appreciate the compliments and feel good about themselves.	The patients being affected by this action were my coworkers who received the compliments.	I assumed that my coworkers would be happy and flattered to receive the compliments.	4.0
11	30	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	7.0	1.0	6.0	6.0	As a Latina Catholic, I believe that respect and appreciation for others is important, making the patients slightly vulnerable.	Being a female, I am more likely to engage in conversations about appearance, making the action moderately intentional.	As a very liberal person, I do not intend to cause harm with compliments, making the harm score very low.	As a female, I understand the importance of positive reinforcement, making the help score moderately high.	The positive intentions and minimal harm caused, along with the cultural importance of respect and appreciation, make this scenario highly moral.	The agent of this action was me, the person being considered.	I assumed that the agent (me) was being friendly and appreciative of my coworkers' appearances.	The patients being affected by this action are my coworkers who received the compliments.	I assumed that my coworkers would feel positive about being complimented on their clothing and appearance.	4.0
11	31	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	10.0	0.0	5.0	6.0	I assume the vulnerability depends on how comfortable my coworkers are with their appearance	I intentionally gave compliments as a polite gesture	I don't think my compliments caused any harm	My compliments might have caused a positive effect on my coworkers' mood	The action was intentional and caused some positive effect with no harm	I was the agent of this action	I am capable of giving compliments and observing others' appearances	My coworkers were the patients being affected by this action	My coworkers can perceive and react to my compliments	4.0
11	32	Effron	Complimented coworkers on their clothing and appearance	orig		1.0	8.0	0.0	7.0	7.0	As a very liberal person, I believe in promoting positivity and inclusivity	As a woman, I am mindful of not objectifying or sexualizing others	I did not intend to cause any harm	Speaking Spanish at home has made me aware of cultural differences and the importance of acknowledging them	My intentions were positive, I did not cause any harm, and I helped create a positive work environment	I, the person, was the agent of this action	I made the assumption that complimenting my coworkers would be a positive interaction	My coworkers were the patients being affected by this action	I assumed that my coworkers would appreciate the compliments	4.0
28	4	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		8.0	10.0	7.0	3.0	3.0	I am 24 years old and identify as an Atheist, which may make me more open to discussing and processing difficult emotions	As a female, I may be more likely to consider the emotional impact of my actions on others	My father and mother were both born in Costa Rica and I have not had a relationship with my father for years, which may have contributed to the harm caused by our estrangement	As a female, I may be more likely to consider the potential positive impact of my actions on others	The high harm caused (Q7) and the low help caused (Q8) may make this scenario less morally acceptable, but the vulnerability of the patient (Q5) and the intentionality of the action (Q6) may also be considered	The person (me) was the agent of this action	I am the one who had a bad relationship with my father and made the decision to call him	My father was the patient being affected by this action	I assumed that my father would be emotionally affected by the news of my mother's death and my message	4.0
