scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
5	10	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Value of human life	10.0	The person values all human lives equally, regardless of gender, nationality or ethnicity	Potential to save lives	10.0	The person believes in prioritizing actions that have the potential to save more lives	Unavoidable harm	7.0	The person acknowledges that some harm is unavoidable in this scenario	Individual rights	6.0	The person believes in balancing individual rights with the greater good	Personal responsibility	8.0	The person feels responsible for the safety of all guests, including the one who will be sent back up	Fairness	5.0	The person understands that the situation is not fair, but believes in making the best decision possible under the circumstances	5.0	The person will find this scenario morally acceptable to some extent, as they believe in saving more lives while acknowledging the unavoidable harm and the unfairness of the situation.	4.0
5	11	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Value of human life	10.0	The person values all human life equally, regardless of gender or ethnicity.	Potential to save lives	9.0	The person leans liberal, prioritizing the greater good of saving more lives.	Avoidance of harm	8.0	The person's agnostic beliefs don't involve a divine command against letting one die to save others.	Personal responsibility	8.0	The person accepts responsibility for making tough decisions as a safety officer.	Fairness	7.0	The person believes in equal treatment, regardless of nationality.	Consequences of inaction	6.0	The person understands that inaction could lead to all five lives being lost.	6.0	Based on the person's demographics and values, they would find this scenario morally acceptable, as it prioritizes the greater good and equal treatment of all individuals involved.	6.0
5	12	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Value of human life	10.0	The person values all human life equally, regardless of gender or ethnicity.	Potential to save lives	10.0	The person believes in maximizing the number of lives saved in a critical situation.	Unavoidable harm	7.0	The person acknowledges that some harm may be unavoidable in this scenario.	Personal freedom	5.0	The person respects individual autonomy, but accepts its limitation in emergency situations.	Structural fairness	6.0	The person leans more towards fairness and equality, but accepts some level of utilitarianism.	Emotional impact	4.0	The person considers the emotional trauma of the event, but prioritizes saving lives.	6.0	The person believes in saving the greatest number of lives, while acknowledging the emotional impact and unavoidable harm.	6.0

5	14	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Respect for life	7.0	Taking a life is a serious matter, even in a hypothetical scenario	Prioritizing safety	10.0	A parent would prioritize the safety of others, especially children	Minimizing harm	8.0	A parent would try to minimize harm and suffering	Personal responsibility	9.0	A parent may feel a sense of personal responsibility for the safety of others	Fairness	5.0	A parent would want to treat all individuals fairly	Consequences	6.0	A parent would consider the potential consequences of their actions	4.0	While the scenario prioritizes safety and minimizes harm, it involves taking a life, which is difficult to reconcile with a strong respect for life. Therefore, the scenario is moderately morally acceptable.	1.0
5	15	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Value of human life	10.0	Person values all human life equally, regardless of race or nationality	Potential to minimize harm	9.0	Person believes in taking actions that minimize overall harm	Justice and fairness	8.0	Person believes in treating everyone fairly and justly	Personal safety	7.0	Person values personal safety and security	Consequences of inaction	6.0	Person understands that inaction can lead to negative consequences	Individual rights	5.0	Person believes in protecting individual rights and freedoms	5.0	The person would find this scenario morally acceptable to some extent, as they believe in minimizing harm, valuing human life, and ensuring justice and fairness, but they may also have concerns about individual rights and the consequences of inaction.	4.0
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Value of human life	10.0	Person values all human life equally, regardless of gender or ethnicity	Potential to save lives	10.0	Person believes in prioritizing actions that save more lives	Unavoidable harm	7.0	Person acknowledges that sometimes harm is unavoidable	Individual rights	5.0	Person believes in balancing individual rights with collective welfare	Structural inequality	8.0	Person is aware of structural inequalities and aims to minimize harm to marginalized groups	Personal responsibility	9.0	Person believes in taking responsibility for making difficult decisions	5.0	The person would find this scenario morally acceptable to some extent, considering aspects like the value of human life, potential to save lives, unavoidable harm, individual rights, structural inequality, and personal responsibility.	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Value of human life	10.0	The person values all human lives equally, regardless of their gender or ethnicity	Potential to save lives	10.0	The person is very liberal and prioritizes saving as many lives as possible	Unavoidable harm	7.0	The person believes that some harm is unavoidable in this scenario	Personal responsibility	8.0	The person feels responsible for the safety of all guests, including the one who will die	Fairness	8.0	The person believes it is fair to save the majority, even if it means sacrificing one	Consequences	9.0	The person considers the overall consequences of their actions, prioritizing the greater good	6.0	The person believes that the scenario is morally acceptable, as it prioritizes saving the majority of lives and minimizes overall harm	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		Value of human life	10.0	The person values all human lives equally, regardless of gender, nationality, or race.	Potential to save lives	10.0	The person believes in prioritizing actions that save more lives.	Unavoidable harm	7.0	The person acknowledges that some harm is unavoidable in this scenario.	Personal responsibility	8.0	The person feels responsible for the safety of all guests, including the one who will be sent back up.	Fairness	8.0	The person believes it is fair to save more lives, even if it means one person must be sacrificed.	Individual rights	6.0	The person believes that the rights of the majority outweigh the rights of the individual in this case.	6.0	The person believes in the value of human life and prioritizing actions that save more lives, which leads to a higher moral acceptability score.	5.0

11	1	Effron	Complimented coworkers on their clothing and appearance	orig		Consensual	10.0	Compliments are given willingly and not forced, promoting respect and consent.	Politeness	8.0	Complimenting coworkers can be seen as polite and fosters a positive work environment.	Professionalism	5.0	Excessive or inappropriate compliments may cross professional boundaries.	Cultural sensitivity	7.0	Be mindful of diverse cultural perspectives on personal appearance and compliments.	Personal boundaries	7.0	Respect coworkers' comfort levels with personal compliments.	Power dynamics	6.0	Avoid compliments that could be perceived as abusing positional authority.	5.0	Considering the aspects and scores, the scenario is moderately morally acceptable.	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		Consensual	10.0	Compliments are given willingly, avoiding non-consensual imposition	Respectful	9.0	Respects coworkers' individuality and self-expression	Politeness	8.0	Polite comments foster positive relationships	Professionalism	7.0	Appropriate compliments maintain a professional work environment	Cultural sensitivity	6.0	Awareness of diverse cultural norms prevents insensitive comments	Avoidance of objectification	5.0	Compliments should focus on clothing and appearance, not body parts	6.0	Overall, the scenario is morally acceptable, with a focus on consensual, respectful, and professional interactions.	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		Intentionality	8.0	The intention was to appreciate coworkers' style and appearance.	Consensuality	9.0	Compliments were likely welcomed and not forced.	Respect for individuality	8.0	Recognizing and appreciating the unique style of each coworker.	Potential impact on self-esteem	7.0	Positive feedback can boost coworkers' self-esteem.	Cultural appropriateness	10.0	The compliments are not related to cultural insensitivity.	Power dynamics	9.0	The compliments were likely not used to manipulate or control coworkers.	6.0	The scenario is generally morally acceptable, as the aspects considered score highly.	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		Consent	10.0	All individuals have the right to control their own bodies and personal space.	Professionalism	7.0	Comments about appearance should not interfere with work relationships.	Cultural sensitivity	8.0	Cultural norms and values may influence perceptions of appropriate behavior.	Power dynamics	5.0	Compliments can be perceived as assertions of power or dominance.	Intent	9.0	The intent behind the compliment may influence its perceived morality.	Frequency	6.0	Frequent compliments may be perceived as insincere or inappropriate.	5.0	Based on the aspects and scores, the scenario is moderately morally acceptable.	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		Politeness	8.0	Complimenting coworkers can be seen as polite and respectful.	Professionalism	7.0	Positive comments about appearance can maintain a friendly work environment.	Cultural sensitivity	9.0	Being mindful of cultural norms and individual preferences is important.	Personal space	7.0	Respecting coworkers' personal space and comfort levels is crucial.	Potential for misinterpretation	5.0	Compliments can be misinterpreted, leading to discomfort or misunderstandings.	Equality	8.0	Avoiding favoritism or differential treatment based on appearance is essential.	5.0	Considering the aspects and scores, the scenario is moderately morally acceptable.	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		Consensual	9.0	Compliments are given willingly and not imposed, promoting respect and consent	Politeness	8.0	Compliments are a polite way of expressing appreciation	Professionalism	7.0	Compliments should be work-appropriate and not overly personal	Inclusivity	8.0	Compliments should be inclusive of all genders, races, and appearances	Sincerity	7.0	Compliments should be genuine and not insincere or manipulative	Frequency	6.0	Compliments should be given at appropriate intervals and not excessively	5.0	The scenario is generally morally acceptable, with room for improvement in certain aspects	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		Consensual	9.0	Compliments are given freely and not imposed, promoting respect and consent	Politeness	8.0	Compliments are a polite way of expressing appreciation	Inclusivity	8.0	Compliments should be given regardless of race or ethnicity	Professionalism	7.0	Compliments should not compromise the professional work environment	Sincerity	7.0	Compliments should be genuine and not insincere or manipulative	Cultural sensitivity	6.0	Compliments should take into account cultural differences in communication styles	6.0	The scenario is morally acceptable as it promotes respect, politeness, and inclusivity, while maintaining professionalism and sincerity, with consideration for cultural differences.	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		Consent	8.0	The coworkers should have given their consent to being complimented	Professionalism	7.0	Compliments should be professional and appropriate in a work setting	Inclusivity	9.0	Compliments should be inclusive and not based on stereotypes	Cultural sensitivity	8.0	Compliments should take into account cultural differences and sensitivities	Political alignment	9.0	Compliments should not be used as a tool for political gain or manipulation	Power dynamics	7.0	Compliments should not be used to assert power or dominance in a work setting	6.0	Based on the aspects of consent, professionalism, inclusivity, cultural sensitivity, political alignment, and power dynamics, the scenario is morally acceptable with a score of 6 out of 7 (highly moral).	5.0
11	23	Effron	Complimented coworkers on their clothing and appearance	orig		Consent	9.0	The person believes in individual autonomy and respect, ensuring compliments are welcome	Inclusivity	8.0	The person values diversity and avoids making assumptions based on stereotypes	Politeness	9.0	The person was raised to be polite and respectful, considering others' feelings	Cultural Sensitivity	8.0	The person is aware of cultural differences and avoids causing unintentional offense	Professionalism	7.0	The person maintains a professional demeanor in the workplace, avoiding personal comments	Sincerity	8.0	The person values honesty and avoids giving insincere compliments	6.0	The scenario is morally acceptable, considering aspects like consent, inclusivity, politeness, cultural sensitivity, professionalism, and sincerity.	6.0
11	24	Effron	Complimented coworkers on their clothing and appearance	orig		Intentionality	9.0	The intention behind the compliment is respectful and friendly.	Consent	10.0	The coworkers do not object to the compliments.	Equality	9.0	The compliments are given without bias towards race or ethnicity.	Frequency	8.0	The compliments are not excessive, but rather appropriate and considerate.	Professionalism	8.0	The compliments do not cross professional boundaries.	Cultural sensitivity	9.0	The compliments are culturally appropriate and respectful.	6.0	The scenario is generally morally acceptable, as the compliments are respectful, considerate, and not excessive.	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		Consensuality	9.0	Compliments are generally well-received and not harmful if given with consent.	Professionalism	8.0	Complimenting coworkers' appearance can maintain a positive work environment in small cities.	Cultural sensitivity	7.0	Being aware of cultural norms and avoiding objectifying comments is important.	Personal boundaries	9.0	Respecting coworkers' personal space and comfort levels is crucial.	Motivation	7.0	Compliments should ideally be given with genuine appreciation, not to manipulate or flatter.	Inclusivity	8.0	Ensuring that compliments are inclusive and not biased based on language or background.	6.0	Considering the aspects and scores, the scenario is morally acceptable, as it promotes positivity and respect in the workplace.	7.0
11	26	Effron	Complimented coworkers on their clothing and appearance	orig		Consensuality	10.0	Compliments are generally well-received when given consensually.	Professionalism	8.0	Complimenting coworkers on clothing and appearance can maintain a positive work environment.	Cultural sensitivity	9.0	Being mindful of diverse cultural norms and sensitivities is important.	Personal boundaries	7.0	Respecting coworkers' personal boundaries is crucial.	Inclusivity	9.0	Inclusivity fosters a sense of belonging and respect among coworkers.	Non-discrimination	10.0	Avoiding discriminatory practices or comments is essential in the workplace.	6.0	The scenario is generally morally acceptable, given the aspects' high scores.	7.0
11	27	Effron	Complimented coworkers on their clothing and appearance	orig		Consensuality	10.0	Compliments are generally well-received when given consensually.	Professionalism	8.0	Complimenting coworkers' appearance can maintain a positive work environment in a city setting.	Cultural sensitivity	9.0	Being mindful of cultural differences in accepting compliments is important, especially with a multicultural background.	Personal boundaries	7.0	Respecting coworkers' personal boundaries is crucial to avoid discomfort.	Motivation	10.0	Complimenting coworkers with a genuine intent fosters a positive atmosphere.	Inclusivity	9.0	Ensuring compliments are inclusive and not objectifying is important for fostering respect.	6.0	Considering the aspects of consensuality, professionalism, cultural sensitivity, personal boundaries, motivation, and inclusivity, the scenario is morally acceptable.	7.0
11	28	Effron	Complimented coworkers on their clothing and appearance	orig		Personal Boundaries	7.0	Gender Non-Conforming individuals may have different comfort levels with compliments on appearance	Workplace Norms	8.0	Smaller cities may have less formal workplace norms	Cultural Appropriateness	8.0	Estonian and Scandinavian cultures may have different norms for complimenting coworkers	Age	6.0	Older individuals may have different expectations for workplace interactions	Politeness	9.0	Complimenting coworkers can be seen as a polite gesture	Individual Preferences	9.0	Some people may enjoy being complimented on their appearance	5.0	Considering the aspects and their scores, the scenario is moderately morally acceptable	7.0
11	29	Effron	Complimented coworkers on their clothing and appearance	orig		Intentionality	9.0	Compliments are generally well-intentioned, score: 9	Consent	8.0	Non-binary individuals may appreciate acknowledgment of their identity, score: 8	Inclusivity	8.0	Avoids assumptions about gender identity, score: 8	Frequency	7.0	Occasional compliments are positive, score: 7	Context	7.0	Workplace context may influence appropriateness, score: 7	Personal Boundaries	8.0	Respect for personal boundaries is important, score: 8	6.0	The scenario is generally morally acceptable, considering positive intentions, consent, inclusivity, and respect for personal boundaries.	4.0
11	30	Effron	Complimented coworkers on their clothing and appearance	orig		Consent	9.0	The coworkers should have given their consent to being complimented	Respect for privacy	8.0	Compliments should not invade personal space or be too intimate	Motivation	8.0	Compliments should be genuine and not intended to manipulate or flatter	Cultural appropriateness	7.0	Compliments should take into account cultural norms and sensitivities	Inclusivity	7.0	Compliments should be inclusive and not based on stereotypes or assumptions	Professionalism	8.0	Compliments should be appropriate in a professional setting and not overly personal	6.0	Based on the aspects and scores, the scenario is morally acceptable, as long as it respects consent, privacy, and professionalism, and takes into account cultural appropriateness and inclusivity.	4.0
11	31	Effron	Complimented coworkers on their clothing and appearance	orig		Consensuality	9.0	Compliments are generally well-received and not harmful	Respect for privacy	8.0	Clothing and appearance are personal choices	Motivation	9.0	Positive intentions to appreciate coworkers	Cultural sensitivity	7.0	Awareness of cultural norms and avoiding objectification	Frequency	8.0	Occasional compliments are not excessive	Professionalism	7.0	Compliments should not create discomfort in the workplace	6.0	The scenario is generally morally acceptable, with occasional compliments being appropriate and respectful	4.0
11	32	Effron	Complimented coworkers on their clothing and appearance	orig		Consent	9.0	The coworkers should have given their consent to being complimented	Respect for privacy	8.0	Compliments should not invade personal space or privacy	Motivation	9.0	Compliments should be genuine and not intended to manipulate or harm	Cultural sensitivity	8.0	Compliments should take into account cultural norms and sensitivities	Power dynamics	7.0	Compliments should not reinforce hierarchical power dynamics	Frequency	8.0	Compliments should not be excessive or insincere	6.0	Based on the aspects and scores, the scenario is morally acceptable	4.0
28	4	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		Family reconciliation	8.0	Reconnecting with a parent after a long estrangement can be positive for family relationships.	Honoring the deceased	9.0	Informing a parent of a mother's death shows respect for the deceased and their relationship.	Personal growth	8.0	Reaching out after personal growth demonstrates maturity and emotional development.	Cultural values	7.0	Communication and reconciliation are valued in many cultures, including those of the person's parents.	Emotional well-being	9.0	Expressing love and resolving issues can improve emotional well-being for both parties.	Privacy and personal relationships	6.0	The specifics of personal relationships should be respected, allowing individuals to make their own choices.	6.0	The scenario is generally morally acceptable, with aspects such as family reconciliation, honoring the deceased, personal growth, and emotional well-being scoring high.	4.0
28	7	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		Reconciliation	8.0	Reaching out to mend a broken relationship shows empathy and growth.	Honoring the deceased	7.0	Informing the father of the mother's death shows respect for the familial bond.	Personal strength	8.0	Gathering the strength to make the call demonstrates resilience.	Forgiveness	9.0	Expressing love to the father, despite past grievances, indicates forgiveness.	Family values	7.0	Reconnecting with the father reinforces the importance of family bonds.	Emotional maturity	8.0	Handling the situation with maturity shows personal growth.	6.0	The scenario is generally morally acceptable due to aspects like reconciliation, honoring the deceased, personal strength, forgiveness, family values, and emotional maturity.	4.0
