id	dataset	scenario	circumstance_type	circumstance	moral_score	moral_expl	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	Compliments can boost morale, no harm intended or caused, and may foster positive work relationships.	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		0.0	The scenario is morally neutral, as the person's feelings changed, but they handled the situation poorly.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		2.0	The action prioritizes saving three lives over one, with minimal intention to harm the swimmer.	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		0.0	Person X's action, though hurtful, was likely an emotional response to a heated argument.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		-3.0	Intentional deception causing harm to colleague, no help caused, and unfair advantage taken.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		-2.0	Employee's joking about company's poor performance with competitors shows disloyalty and lack of professionalism.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		-2.0	Lack of respect for others' boundaries and potential harm to others' physical and emotional well-being.	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		-3.0	Intentional harm to vulnerable animals with no apparent benefit or justification.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		-1.0	While the action is disturbing, it's a desperate act in a survival situation with no harm intended.	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		-4.0	Exploiting a vulnerable individual, intentional harm, and no help caused makes it extremely immoral.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		-3.0	Refusing to hold the door for a person in need, especially with a disability, shows a lack of empathy.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		4.0	The tutor's intentional action caused significant help to vulnerable students, making it highly moral.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		4.0	The action shows empathy and kindness towards a vulnerable person, causing no harm and providing significant help.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		4.0	The security officer resisted temptation and reported the found money, demonstrating honesty and integrity.	2.75
25	Effron	Heckled a woman speaking on human rights	orig		-3.0	Heckling a woman speaking on human rights is a deliberate act of disrespect and intimidation, causing harm and silencing a vital voice.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		-3.0	Criticizing an elderly person for being slow is hurtful and shows lack of empathy.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		4.0	Selfless act to ensure sister's safety, no harm caused, and help provided.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		3.0	The scenario shows forgiveness, empathy, and courage in a vulnerable situation.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		0.0	Privacy violation, but motivated by concern for husband's safety and potential harm.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		-3.0	Killing an innocent person to save others, despite being under duress, is still morally reprehensible.	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		4.0	Helping a vulnerable kitten in distress with intentional action, causing no harm and providing significant help.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		1.0	Helping vulnerable elderly people access necessary medications, but illegal and potentially harmful.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		4.0	The scenario shows intentional kindness towards a vulnerable person, causing significant help and no harm.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		2.0	The wife's ultimatum was a necessary measure to address a significant financial problem.	0.38
35	Effron	Took the neighbor's newspaper	orig		-1.0	Minor harm, intentional action, but no vulnerable party involved.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		-3.0	Cheating in a card game with strangers is intentional and causes harm to others' trust and fairness.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		2.0	No harm or vulnerability involved, only achievement and possible joy.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		4.0	Singing at a prison brings joy to inmates, a positive and harmless act.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		4.0	The action prioritizes saving an innocent child's life over military objectives, demonstrating compassion and humanity.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		-4.0	The action is extremely immoral as it intentionally sacrifices an innocent person to save oneself.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		4.0	Helping wrongfully convicted prisoners is a highly moral act, promoting justice and fairness.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		4.0	The person showed kindness and empathy by giving their coat to someone in need.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		-3.0	The cat was vulnerable, intentional harm was caused, and no help was provided.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		-4.0	Exploiting a vulnerable individual for personal gain is highly immoral and causes harm.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		4.0	Volunteering at a dog refuge shows compassion and kindness, causing no harm and providing help.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		0.0	No harm or vulnerability, only personal preference and potential environmental impact.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		0.0	The action is neutral, no harm or help was caused, and intention was to clean.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		0.0	The girl's choice may be unusual, but it doesn't harm others or herself.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		-2.0	Restricting personal expression without a valid reason can be seen as oppressive and controlling.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		4.0	Responsible financial behavior, prioritizing obligations over personal desires.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		0.0	Mother's actions were unintentionally harmful, but child's autonomy was disrespected.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		3.0	Helping a friend in need with no intention to harm, minimal harm, and significant help.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		4.0	Selfless act to save a life with no harm caused to others.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		-4.0	The action is extremely disrespectful and unprofessional, causing harm to the deceased's dignity.	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		-3.0	Intentional deception causes harm to employer and undermines trust, with no help caused.	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		-2.0	Intentional pushing, causing inconvenience and potential harm, with no help provided.	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		-3.0	Intentional harm and disrespect towards a vulnerable service worker with no justification.	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		-2.0	Cultural context and potential nutritional necessity, but still a taboo and harmful practice.	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		-3.0	The scenario promotes harmful behavior, puts oneself and others at risk, and shows a lack of self-awareness.	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig		-2.0	Intentional action, moderate harm to vulnerable worker, no help caused.	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		-4.0	The scenario is extremely immoral due to intentional violation of privacy and trust, causing significant harm.	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		-3.0	Ambassador's joke about Americans' stupidity is disrespectful and harmful, causing offense and damaging reputation.	-2.8
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		-2.0	The scenario shows a lack of effort to address relationship issues and may lead to emotional harm.	-0.35
64	Effron	Had a welcoming party for some new neighbors	orig		4.0	The scenario shows kindness and hospitality, causing no harm and providing a sense of community.	1.97777784
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		-3.0	The commander's intentional harm to a vulnerable crew member outweighs the potential benefit to others.	-1.43
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		-2.0	The boy's action is disrespectful and inconsiderate, causing harm to his father's emotional well-being.	-2.1
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		2.0	Reducing food waste, helping individuals, but disobeying company policy.	0.39
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		-2.0	Person X's intentional abandonment caused harm to their original band, showing disloyalty and selfishness.	-0.81
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		-2.0	The action is intentional and causes harm, but also saves lives in a desperate situation.	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		2.0	No harm caused, person's initiative and confidence led to a positive outcome.	0.52
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		-3.0	Nepotism leads to unfair advantage, undermining merit-based hiring and causing harm to others.	-2.4
72	Effron	Stole into a parking place while someone else was backing in	orig		-2.0	Intentional and inconsiderate action causing frustration and potential harm to another driver.	-1.93846152
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		2.0	Resisted temptation, no harm caused, and no intentional wrongdoing.	-0.71
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		-3.0	The driver's intentional lack of responsibility and harm caused to another's property makes it immoral.	-1.93
75	Lotto	You are a nurse who is in charge of a machine which controls drug dosage levels in patients’ blood. Because of a technical failure, the machine is supplying a lethal dose of the drug to four patients. Another patient, in a single room, is hooked up to the same machine and has not undergone any variation in dosage.Press the button to block the drug supply to the four patients. You know that the overdose of drug will be redirected to the patient in the single room, who will die, but the other four will be saved.	orig		2.0	The action is morally acceptable as it saves four lives, despite causing one death.	-1.16
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		0.0	No harm or intention to harm, just a personal struggle with pronunciation.	0.06
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		-2.0	Deception and dishonesty, but minimal harm and no vulnerable party involved.	-0.71
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		0.0	The action, though intentional, saves four lives at the cost of one, making it a difficult moral choice.	-0.85
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		-4.0	Leaving a vulnerable, injured person in need of help to protect a material possession is extremely immoral.	-1.72
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		-3.0	Intentional harm, vulnerable victim, potential physical harm, no help caused.	-2.8
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		-3.0	Coercion and manipulation in a personal relationship, potentially causing emotional distress and undermining autonomy.	-2.5
82	Effron	Ate all the food before anyone else could have any	orig		-3.0	Intentional action causing harm to others, no help or benefit to anyone.	-2.05333328
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		0.0	The man's action seems harmless and personal, not affecting others negatively.	-0.1
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		-2.0	Unintentional harm to a vulnerable individual, but with a warning shot intention.	-0.4933333333
85	Effron	Left food out for stray dogs	orig		3.0	Helping vulnerable stray dogs with food, minimal harm, and good intentions.	2.24864864
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		-3.0	Intentional harm to property, no help caused, and significant harm inflicted.	-2.41
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		2.0	The action prioritizes the lives of five patients over one, minimizing harm and maximizing help.	-0.36
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		-2.0	Forcing a career choice on someone can lead to unhappiness and resentment.	-1.9
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		-3.0	Yelling at a server is unacceptable, causing emotional harm and distress.	-2.35
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		-3.0	Breaking trust and confidentiality causes harm, even if not discovered.	-2.0
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		-4.0	The scenario involves a violent and discriminatory act against a vulnerable individual, causing harm and no help.	-3.42
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		-3.0	Power imbalance, potential harm to relationships and reputation, and exploitation of trust.	-1.55
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		-4.0	Executing surrendering troops is a war crime, violating international humanitarian law and basic human rights.	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		4.0	Refusing to fire into a crowd prioritizes civilian safety over military objectives.	2.133333333
95	Effron	Pulled his dog's tail	orig		-3.0	Intentional harm to a vulnerable animal, causing unnecessary pain and distress.	-2.03428576
96	Effron	Beat up someone smaller than him	orig		-4.0	Intentional harm caused to a vulnerable individual with no help provided.	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		-2.0	Refusing to help a vulnerable friend in need, causing harm and no help.	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		0.0	Negligence, but no harm to humans or animals, only aesthetic damage.	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		0.0	No harm or intention to harm, just a forgetful moment.	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		-1.0	Child's impulsive action without malicious intent, minimal harm, and no help caused.	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		4.0	Person X's selfless act to save a friend from harm outweighs the harm caused to themselves.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		-3.0	Intentional harm, no apology or restitution, causing significant distress and financial loss.	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		2.0	The action is morally acceptable due to the greater good and minimal alternative.	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		2.0	Laughing at a friend's joke to avoid hurting their feelings is a kind and considerate act.	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		-3.0	The scenario is morally unacceptable due to the vulnerable state of the elderly man and potential harm to others.	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		4.0	The action is highly moral as it shows empathy and kindness towards a vulnerable friend in need.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		4.0	Vulnerable patients benefited from intentional, harmless, and helpful actions.	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		-4.0	Coercion and exploitation of vulnerable people for personal gain is highly immoral.	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		-3.0	Intentional deception causes harm to trust and relationship, with no apparent help or justification.	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		4.0	Selfless act of kindness, no harm caused, and significant help provided to loved ones.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		-3.0	Intentional and harmful action, no help caused, and vulnerable others affected.	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		0.0	Lack of intentionality and minimal harm, but potential embarrassment and social discomfort.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		-3.0	Publicly shaming someone for their appearance is harmful and intentional, causing emotional distress.	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		0.0	Consensual, no harm or help, intentional but vulnerable due to party setting.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		-4.0	Intentional deception of vulnerable clients causes harm and undermines trust in the legal profession.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		-3.0	Fighting in a bar is reckless and harmful, causing physical and emotional harm to others.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		-2.0	The girl's intentional comment causes harm to the boy's self-esteem with no apparent benefit.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		-1.0	Borrower's negligence causes inconvenience, but no severe harm or malicious intent.	-0.82352944
119	Effron	Paid for a friend's dinner	orig		4.0	Act of kindness, no harm caused, and help provided to a friend in need.	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		-4.0	The woman's intentional and harmful action towards a vulnerable animal is extremely immoral.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		0.0	Taking an unclaimed basketball with no harm or help caused is a neutral, slightly opportunistic act.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		2.0	The coach's wife's action is unexpected, but harmless and potentially beneficial to the rival team.	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		-1.0	The action was unintentionally hurtful, but understandable given caregiver burnout.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		0.0	No harm or vulnerability involved, minor inconvenience to others, and convenience to self.	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		-1.0	Laughter at someone's mistake can be hurtful, but no intentional harm was meant.	-2.4
126	Effron	Scratched a stranger's car with his key	orig		-3.0	Intentional harm to stranger's property with no benefit or justification.	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		-4.0	Intentional harm and torture of vulnerable animals is extremely immoral and inhumane.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		-4.0	Intentional harm to a vulnerable animal for human entertainment is unacceptable.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		0.0	The scenario is morally questionable due to insincere motives and potential manipulation.	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		-3.0	Cheating is intentional and unfair, causing harm to the integrity of the system.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		3.0	Person X prioritizes others' well-being over their own health, showing altruism and selflessness.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		-3.0	Disrespectful and insensitive behavior in a sacred place causes emotional harm to those present.	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		0.0	Acting to save own life and others, while unintentionally causing harm to two workers.	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		0.0	Lack of car washing doesn't harm others, and intentionality is unclear.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		-3.0	Refusing to give up seat to a pregnant woman shows lack of empathy and consideration.	-2.23

137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		2.0	The action is morally acceptable as it saves five lives, despite harming one.	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		-3.0	Illegal act causing harm to public property, no help or justification provided.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		-3.0	Intentional action causing harm to own team, no help caused, and no vulnerability involved.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		-2.0	Accidental action, no intent to harm, but significant harm caused to property.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		2.0	Sacrificing one life to save three, with intentional action to minimize harm.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		-3.0	The child's intentional theft caused harm to their father and was motivated by selfish desire for popularity.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		4.0	Selfless act to protect partner from harm, demonstrating love and responsibility.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		4.0	Selfless act to help the needy, no harm caused, and intentional kindness.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		-3.0	The child took advantage of a vulnerable peer, intentionally causing harm with no benefit.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		2.0	No harm caused, friends collaborated, and a beneficial outcome was achieved.	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		3.0	No harm caused, impressive feat of memory, and likely brought joy to coworkers.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		2.0	No harm caused, problem solved with minimal waste, and a learning opportunity.	0.34
