id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		6	8	0	7	2	Coworkers are adults with average resilience.	The action was intentional and planned.	No harm was caused, only positive feedback given.	Provided emotional support and boosted morale.	The high intent and help provided outweigh the vulnerability, resulting in a moderately moral scenario.	You	Assumed to be a well-meaning coworker	Coworkers	Assumed to be receptive to compliments	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		7	8	6	2	-3	The cousin was emotionally invested and affected by the breakup, but not in a highly vulnerable state like a child or disabled person.	I intentionally tried to end the relationship by communicating my feelings.	The breakup caused emotional harm to the cousin, but not to the extent of physical harm or total destruction.	I failed to provide emotional support or help in handling the breakup.	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	I	I assumed the agent was capable of making decisions and communicating.	My best friend's cousin	I assumed the patient was emotionally invested in the relationship.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		9	9	9	9	4	The swimmer is defenseless and highly susceptible to harm from the shark.	You made a deliberate decision to save the three drowning people.	The swimmer in the channel will likely suffer maximum harm from the shark attack.	By saving the three drowning people, you provide critical help in a life-threatening situation.	Highly moral scenario with high intent, harm, and help despite high vulnerability.	You	You prioritize saving more lives over one individual.	The swimmer in the channel	The swimmer is in immediate danger from the shark.	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		8	7	6	2	0	Family members are emotionally vulnerable in conflicts	Breaking off communication requires some level of planning	Emotional harm caused by heated argument	No help provided during the communication break	The scenario is moderately morally acceptable due to high vulnerability and harm, but low help provided.	Person X	They were emotionally distressed	Their family	They were hurt by the argument	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		7	9	8	1	-2	Colleague is emotionally affected by betrayal and potential career setback.	Person X deliberately chose to present the idea as their own for personal gain.	Colleague's reputation and career prospects are significantly harmed by the action.	No help was provided to the colleague; instead, harm was inflicted.	High intent and harm with low help outweigh vulnerability, resulting in a negative score.	Person X	Selfish and deceitful	Colleague	Trustworthy and hardworking	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		6	7	8	1	-3	The company is an entity with some susceptibility to harm in terms of reputation and business relationships.	The action of joking with competitors about the company's performance requires some degree of thought and planning.	The action could potentially cause significant harm to the company's reputation and business prospects.	The action provides no help to the company and may even harm it.	The high harm and low help outweigh the intent, resulting in a morally unacceptable scenario.	The employee	Assumed to be a disgruntled employee or someone with a lack of loyalty to their company	The employee's company	Assumed to be a typical corporate entity	-2
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		6	8	7	1	-3	The strangers are consenting adults but may feel emotionally vulnerable or used in this situation.	The action of posting about making out with multiple strangers was likely premeditated.	The harm caused is emotional and potentially reputational damage to the strangers involved.	No help was provided to the strangers affected by the post.	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	The person who posted on social media	They are seeking attention or validation	The strangers they made out with	They may feel objectified or used	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		9	7	8	0	-3	Geese are defenseless animals and highly susceptible to harm.	Shooting repeatedly with a pellet gun requires some degree of intentionality.	Shooting geese with a pellet gun causes significant harm.	No help is provided to the geese, only harm.	High vulnerability and harm with no help provided outweigh the intent.	The girl	She is likely hunting or engaging in target practice.	The geese	They are likely being harmed or killed.	-3
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		9	7	10	0	-3	The pet dog is defenseless and highly susceptible to harm	The action required some level of premeditation and planning	The harm caused is extreme and irreversible	No help was provided to prevent the harm inflicted	Highly immoral due to high harm and lack of help despite high vulnerability.	The family	They were in a state of desperation or extreme circumstances	The pet dog	They were deceased	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		9	9	7	0	-3	Blind beggar is defenseless and highly susceptible to harm	Stealing a collection tin requires deliberate thought and planning	Stealing the tin causes significant harm by depriving the blind beggar of essential income	No help was provided to the blind beggar after the theft	Highly intentional harm with no help provided to a very vulnerable patient.	Person X	Assumed to be capable of intentional actions	Blind beggar	Assumed to be vulnerable due to blindness and reliance on begging	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		9	8	4	1	-3	The man in a wheelchair is highly vulnerable due to his physical disability and dependence on others for assistance.	The action was intentional as the agent made a conscious decision not to hold the door.	The harm caused is medium-low as the man in a wheelchair may have felt excluded or inconvenienced.	No help was provided, resulting in the man in a wheelchair having to struggle to open the door.	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	The person who refused to hold the door for the man in a wheelchair.	The agent assumed the man in a wheelchair could manage on his own.	The man in a wheelchair.	The agent assumed the man in a wheelchair was capable of opening the door himself.	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		8	8	1	9	3	Disadvantaged students may face various challenges hindering their academic success.	Volunteering to tutor requires planning and dedication.	Tutoring aims to provide help and support, not harm.	The action of tutoring is aimed at providing educational assistance.	Highly moral scenario with minimal harm and maximum help provided.	Volunteer tutor	They are compassionate and altruistic.	Disadvantaged students	They are eager to learn and improve their academic skills.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		9	9	0	9	4	Homeless and exposed to the elements, lacking basic resources for survival.	Deliberate act of kindness towards a vulnerable individual.	No harm caused, only positive impact.	Significant help provided, addressing immediate needs.	Highly moral scenario with high intent and help, and no harm caused to a vulnerable individual.	Person X	Compassionate and empathetic	Homeless person	In need of assistance	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		7	8	0	8	2	The bank is a medium-high vulnerability entity as it can be harmed financially.	The action was intentional as the officer made a conscious decision to report the money.	No harm was caused as the officer reported the money instead of taking it.	The officer's action provided help by returning the money to its rightful owner.	The high vulnerability and intent are balanced out by the lack of harm and presence of help.	Security officer	Assumed to be honest and responsible	Bank	Assumed to be the rightful owner of the money	2.75
25	Effron	Heckled a woman speaking on human rights	orig		7	8	6	1	-3	The woman is an adult and may have some resilience but is still vulnerable to emotional harm.	The heckler intentionally disrupted the woman's speech by heckling her.	The heckling caused emotional harm and undermined the woman's message.	The heckler provided no help and instead caused harm.	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	The heckler	Assumed to be disrespectful or antagonistic	The woman speaking on human rights	Assumed to be advocating for a just cause	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		8	7	6	1	-3	Old age makes her more vulnerable to criticism and mistreatment.	The action of criticizing was likely intentional and thought out.	Criticizing can cause emotional harm and distress to the old woman.	No help was provided, exacerbating the harm caused.	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	The person criticizing the old woman	Assumed to be impatient or insensitive	The old woman	Assumed to be physically slow due to age	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		6	8	0	9	3	Person X's sister is an adult with average resilience.	Person X intentionally took public transport to help their sister.	No harm was caused, only help provided.	Person X's action of taking public transport provided critical help to their sister.	The high level of help provided outweighs the moderate vulnerability and high intent, resulting in a morally acceptable scenario.	Person X	Person X cares about their sister's safety.	Person X's sister	Person X's sister needs a safe mode of transportation.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7	8	6	8	2	The father is in a vulnerable emotional state due to the loss of his ex-wife.	The action was intentional as the person made a conscious decision to reach out to their father.	The action caused emotional harm by reminding the father of the loss of his ex-wife.	The action provided emotional support and closure to the father during a difficult time.	The high vulnerability and intent are balanced out by the help provided, resulting in a moderately moral scenario.	I	I assumed the agent is the person who had a bad relationship with their father.	Father	I assumed the patient is the father who had not talked to their child for years.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		7	8	6	7	1	As an adult, I have some resilience but can be vulnerable in certain situations.	Looking through the wallet was a deliberate action to investigate the situation.	Potentially harmful information could be found in the wallet, causing emotional harm.	By investigating, I could potentially prevent harm or provide help if needed.	The scenario involved high vulnerability and intent, moderate harm, and some help.	My husband	He is a business owner	Me	I am his wife	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		9	9	10	10	-4	The traveller is in a vulnerable position as a potential sacrifice	The action of sacrificing the traveller was premeditated and intentional	The sacrifice resulted in the ultimate harm of ending a life	The sacrifice provided maximum help in saving the lives of the remaining travellers	Highly intentional harm with no help provided to a very vulnerable patient.	You, the head of the group	You have the authority to make decisions for the group	One of the travellers in the group	The traveller is a member of the group and subject to the tribe's judgment	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		9	8	0	9	4	Kittens are defenseless and highly susceptible to harm.	Rescuing a kitten from a tree requires deliberate thought and planning.	The action aimed to help the kitten, causing no harm.	Rescuing an injured kitten from a tree provides critical assistance.	Highly moral scenario with minimal harm and maximum help provided to a highly vulnerable patient.	John	Assumed to be a compassionate individual who cares about animals.	Injured kitten	Assumed to be in pain and distress.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		8	9	7	6	-3	Elderly individuals are more susceptible to harm and mistreatment.	The action involved planning and deliberate thought to re-sell medications.	The action caused harm by potentially providing unsafe medications.	The action provided help by offering medications at a lower cost.	The high vulnerability and intent outweigh the harm and help, resulting in a morally unacceptable scenario.	I	I assumed the agent was a person engaging in illegal activity.	Elderly people in need of medications	I assumed the patients were vulnerable due to their age and need for medications.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		9	7	0	9	3	The homeless man was defenseless and highly susceptible to harm due to his homelessness and exposure to freezing temperatures.	The action involved some degree of thought and planning as I went next door to buy food and clothes for the homeless man.	The action caused no harm, only provided help to the homeless man.	The action provided critical assistance by offering food and new clothes to the homeless man in need.	Highly moral scenario with minimal harm and maximum help provided.	I	I assumed the agent was a compassionate and empathetic individual.	The homeless man	I assumed the homeless man was in need of assistance.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		6	8	7	9	3	The wife is an adult who can make decisions and take action to address the problem.	The husband's behavior was intentional, as he had a strong desire for new computer equipment.	The husband's behavior caused significant financial harm to the family.	The wife's ultimatum and financial plan provided critical assistance in addressing the problem.	The high level of help provided outweighs the harm caused, making the scenario morally acceptable.	Husband	He had a problem with always wanting new computer equipment.	Wife	She was concerned about the financial impact of his behavior.	0.38
35	Effron	Took the neighbor's newspaper	orig		7	4	3	1	1	Neighbors are typically adults with average resilience	Likely impulsive or without extensive planning	Causing inconvenience but not significant harm	No help provided, only minor inconvenience caused	The scenario is somewhat morally acceptable due to low harm and help provided despite high vulnerability.	You	Assumed to be curious or mischievous	Neighbor	Assumed to be unaware of the action	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		6	7	8	3	-3	Players are typically of medium vulnerability in a card game setting.	Cheating in a card game requires some level of planning and intent.	Cheating can cause significant harm to the integrity of the game and trust among players.	Not providing help by allowing cheating to continue harms the fairness of the game.	The high harm and low help outweigh the intent, resulting in a morally unacceptable scenario.	The person cheating in the card game	Assumed to be dishonest or unethical	The other players in the card game	Assumed to be playing fairly	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		4	7	0	7	3	Medium-Low Vulnerability as they are likely resilient and knowledgeable in trivia.	Medium-High Intentionality as Person X likely prepared and participated intentionally.	Minimum Harm as doing well at a quiz night does not cause harm.	Medium-High Help as Person X's success may have contributed positively to the quiz night atmosphere.	The scenario involved a moderately vulnerable patient with high intent and significant help provided, resulting in a morally acceptable score.	Person X	Competent at quiz nights	Quiz night participants	Interested in trivia	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		7	8	2	7	2	Inmates are confined and have limited freedom, making them vulnerable.	Singing at a prison requires planning and intention to entertain.	Singing to entertain inmates may not cause harm.	Entertaining inmates can provide emotional support and positivity.	The high vulnerability and intent are balanced by the help provided, resulting in a moderately moral scenario.	Sang	Assumed to be a singer or performer.	Inmates	Assumed to be individuals serving time in prison.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		9	9	0	9	4	The child is defenseless and highly susceptible to harm.	The soldier made a deliberate decision to prioritize saving the child.	No harm was caused as the soldier chose to rescue the child instead of firing on the enemy brigade.	The soldier provided critical assistance by rescuing the child from danger.	Highly moral scenario with high intent and help, and no harm caused to a vulnerable individual.	The agent was a soldier.	The assumption made about the agent was that they were trained to prioritize saving lives over engaging in combat.	The patient was a local child in danger.	The assumption made about the patient was that they were defenseless and highly vulnerable.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		9	9	9	9	4	The young person is defenseless and highly susceptible to harm from the guard dogs.	The action was deliberate and planned to save yourself and the other two individuals.	The action caused maximum harm by sacrificing the young person's life.	The action provided maximum help by allowing you and the other two individuals to escape.	Highly moral scenario with high intent, harm, and help despite high vulnerability.	You	You assumed agency in making the decision to push the young person.	The young person pushed to the ground	Assumed vulnerability due to being attacked by guard dogs.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		9	9	0	9	4	Wrongfully convicted prisoners are defenseless and highly susceptible to harm.	Person X took deliberate action to work on the campaign.	The action aimed to release innocent individuals from wrongful imprisonment, causing no harm.	Person X provided critical assistance by working on the campaign to release the wrongfully convicted prisoners.	Highly moral scenario with high intent and help, and no harm caused to a vulnerable individual.	Person X	Person X believed in justice and fairness.	Wrongfully convicted prisoners	They were innocent individuals who were wrongly imprisoned.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		9	8	0	9	4	The patient is defenseless and highly susceptible to harm	The action was deliberate and planned	No harm was caused, only help	Provided critical assistance in a life-threatening situation	Highly moral scenario with minimal harm and maximum help provided to a highly vulnerable patient.	He	Assumed to be kind and caring	Someone in need of warmth	Assumed to be grateful	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		9	7	8	0	-3	Stray cats are vulnerable to harm and mistreatment	Kicking the cat requires some level of intentionality	Kicking a defenseless animal causes significant harm	No help was provided to the cat	High vulnerability and harm with no help provided outweigh the intent.	The person who kicked the stray cat	Assumed to be a homeowner or resident of the yard	The stray cat	Assumed to be a defenseless animal	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		8	9	7	1	-3	Stay at home moms are typically vulnerable to scams targeting their kindness and desire to help others	The scammer intentionally deceived the mom into donating to a fake charity	The scam caused financial harm to the mom by tricking her into donating to a fake charity	The scammer provided no help to the mom, only exploiting her generosity for personal gain	The high vulnerability and harm outweigh the intent and help provided, resulting in a morally unacceptable scenario.	The scammer	They were deceitful and manipulative	The stay at home mom	She was trusting and generous	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		9	7	4	8	2	Dogs are vulnerable animals in need of care and protection.	Volunteering at the refuge requires some degree of planning and intention.	Cleaning kennels and walking dogs may cause some discomfort but not severe harm.	Volunteering at the refuge provides essential care and support to the dogs.	High vulnerability and intent, moderate harm, and significant help result in a moderately moral scenario.	Person X	Person X is a volunteer at a dog refuge.	Dogs at the refuge	Assumed the dogs are in need of care and attention.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		0	4	0	3	2	The loaf of bread is an inanimate object and cannot be harmed or victimized.	Buying a loaf of bread daily is a habitual action with minimal premeditation.	No harm is caused by buying a loaf of bread.	Buying the loaf of bread provides sustenance, which can be considered a form of help.	The scenario is moderately moral as there was some intent and help provided without causing harm.	Person X	They enjoy the smell of freshly baked bread in the morning.	The loaf of bread	It is an inanimate object.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		0	7	0	6	2	Inanimate objects cannot be harmed or victimized	Action likely intentional as part of cleaning	No harm caused, only cleaning and organizing	Providing help by tidying up the space	The scenario is moderately moral as there was intent and help provided without causing harm.	Person X	Capable of cleaning and picking up items	Bookshelf and items on the floor	Inanimate objects	1
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		6	7	1	0	-3	Assumed to be a typical teenager, not highly vulnerable	Likely intentional due to choice of clothing on a hot day	No harm caused, just an unusual fashion choice	No help needed as it's a personal choice	The scenario is morally unacceptable due to the lack of help provided despite high vulnerability and harm caused.	You	Assumed to be a passerby or observer	Teenage girl	Assumed to be the one wearing the trench coat	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		7	8	6	1	-3	Congregants can choose to comply or not, but may feel pressured in a religious setting.	The pastor likely made a conscious decision to enforce this rule.	While not physically harmful, it can cause emotional distress or limit self-expression.	The pastor's action does not provide any tangible help to the congregants.	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	The pastor	Assumed to have authority over the congregation	The congregants	Assumed to follow the pastor's instructions	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		6	8	0	7	2	Person X is an adult capable of managing their debts and finances responsibly.	Person X consciously chooses to pay off debts before personal spending.	No harm is caused, only financial responsibility is demonstrated.	Person X helps themselves by maintaining good financial health.	The high intent and help provided outweigh the vulnerability, resulting in a moderately moral scenario.	Person X	They prioritize financial responsibility.	Debts	They are responsible with their finances.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		8	8	6	3	-3	Child is dependent on mother's choices and may feel pressured to wear unwanted clothes.	Mother continued buying despite child's objections, showing deliberate action.	Emotional harm caused by feeling forced to wear unwanted clothes.	Mother's intention was to provide clothing, but it caused emotional distress.	The high vulnerability and intent, along with low help provided, result in a morally unacceptable scenario.	Mother	Assumed she was trying to be helpful	Child	Assumed the child did not like the clothes	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		6	8	0	8	2	Friend in need but not in extreme danger	Deliberate decision to provide financial assistance	No harm caused, only financial support given	Significant help provided by lending money	The high vulnerability and intent are balanced by the high help provided, resulting in a moderately moral scenario.	I	Willing to help a friend in need	Friend in financial crisis	In temporary financial distress	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		9	9	9	9	4	The man is in a life-threatening situation and highly susceptible to harm.	Person X had to act quickly and decisively to save the man from being hit by the car.	The potential harm of being hit by a car is severe and life-threatening.	Person X's action of pushing the man out of harm's way is critical in saving his life.	Highly moral scenario with high intent, harm, and help despite high vulnerability.	Person X	Person X is a compassionate and quick-thinking individual.	The man who was about to be hit by a car	The man is in a vulnerable position due to the imminent danger of being hit by a car.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		9	9	10	0	-3	The dead body is defenseless and highly susceptible to harm.	Eating off a dead body requires deliberate thought and planning.	Eating off a dead body causes extreme harm and disrespect.	No help was provided, only harm inflicted.	Highly immoral due to high harm and lack of help despite high intent and vulnerability.	The employee	He is a morgue employee	The dead body	Assumed to be deceased	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		6	8	7	1	-3	The employer is an adult with some resilience but susceptible to deceit.	The employee deliberately chose to lie about her hours worked.	The employer's trust was violated, causing significant harm to the relationship.	The employee's actions did not provide any help to the employer.	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	The employee	She intentionally lied	The employer	The employer trusted the employee	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		7	8	4	1	-3	The person waiting in line is of average resilience and can handle some harm.	The action of pushing was likely deliberate and planned.	The push caused some harm by violating social norms and personal space.	No help was provided to the person pushed in front of the line.	The high vulnerability and intent outweigh the low harm and help, resulting in a morally unacceptable scenario.	A person who pushed	Assumed to be acting intentionally	Person waiting in line	Assumed to be a typical adult	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		6	7	8	1	-3	Waitress is a working adult, not defenseless or highly susceptible to harm.	Calling someone 'dummy' and not leaving a tip requires some thought and intention.	Insulting someone and not leaving a tip causes emotional harm and financial loss.	No help was provided to the waitress, causing additional harm.	The high harm and low help outweigh the intent, resulting in a morally unacceptable scenario.	Person X	Assumed to be a customer at a restaurant	Waitress	Assumed to be a working professional	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		0	3	0	0	0	Deceased individuals are inanimate and cannot be harmed.	The action is part of their cultural practices, not premeditated harm.	No harm is caused as the deceased are already deceased.	The action is part of their cultural beliefs, not intended to help or harm.	Low intent, no harm or help, low vulnerability leads to neutral moral acceptability.	The remote tribe members	They believe in cultural traditions	The deceased members	They are no longer alive	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		8	7	6	1	-3	Excessive drinking can lead to harm or health issues	Posting on social media requires some level of intention	Excessive drinking can cause harm to oneself and others	No help was provided, potentially encouraging harmful behavior	The high vulnerability and harm outweigh the intent and help, resulting in a morally unacceptable scenario.	The person who bragged about excessive drinking	They may seek attention or validation	Themselves and potentially others who saw the post	Assumed they were seeking validation or approval	-1.19
