id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
25	Effron	Heckled a woman speaking on human rights	orig		6	8	7	0	-3	The woman is a public speaker, but her message is important and deserves respect	The heckler intentionally disrupted the event to silence the woman	The heckling caused emotional distress and undermined the woman's message	No help was caused, as the heckler's actions were harmful	The heckler's actions were intentionally harmful and disrespectful, making the scenario highly immoral	The heckler	Assumed to be a male with a history of disrupting public events	The woman speaking on human rights	Assumed to be a vulnerable individual with a strong message to share	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		8	8	6	0	-3	The old woman is likely to be sensitive to criticism and may feel belittled or embarrassed.	The action was intentional, as the person chose to criticize the old woman.	The action caused emotional harm to the old woman, making her feel belittled and embarrassed.	The action did not provide any help to the old woman, only causing harm.	The action was morally unacceptable, as it caused harm to a vulnerable individual without any justification.	The agent of this action is the person who criticized the old woman.	I assume the agent is a young adult who is impatient and lacks empathy.	The patient being affected by this action is the old woman.	I assume the patient is a vulnerable individual who is sensitive to criticism and may be affected by it.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		6	8	0	8	4	Sister is an adult, but may be vulnerable due to needing help getting to work	Person X made a deliberate decision to give up their car to help their sister	No harm was caused, only help was provided	Person X provided significant help by giving up their car to ensure their sister's safety	Person X's selfless act to help their sister is highly moral	Person X	Assumed to be a responsible and caring person	Sister	Assumed to be someone who needs help getting to work safely	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6	8	2	6	2	Your father is vulnerable due to the recent loss of his partner and the emotional baggage from your past relationship	You intentionally reached out to your father to share the news of your mother's death	The news of your mother's death may cause emotional harm to your father, but it is not intended to cause physical harm	Your action may provide emotional support and closure for your father, but it is not a critical or life-saving act	Your action is morally acceptable as it shows empathy and a willingness to reconcile with your father, despite the complex emotional history	You	Assumed to be a person who has gathered the strength to reach out to their father after years of estrangement	Your father	Assumed to be a person who has been affected by the news of their partner's death and has a complex emotional history with you	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		6	6	5	7	0	My husband is an adult with some resilience, but I was concerned about his well-being	I assumed my husband received the item intentionally, but I didn't know what it was	I didn't know what the item was, but I was worried about its potential impact	I was trying to protect my husband by investigating the item	I was trying to protect my husband, but I didn't know the full context, so it's morally ambiguous	My husband	I assumed he was the one who received the item	My husband	I assumed he was unaware of the item's contents	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		9	9	10	0	-4	The traveller was a human being with a life, making them vulnerable	The action was intentional, as you chose to kill the traveller to spare the others	The action caused maximum harm, as it resulted in the death of a human being	The action did not provide any help, as it was a sacrifice to appease the tribe's god	The scenario is morally unacceptable due to the intentional killing of a human being, despite the circumstances	You	Assumed the role of the head of the group of five travellers	The traveller who was killed	Assumed to be a human being with a life	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		9	8	0	9	4	The kitten is small and injured, making it vulnerable to harm	The action was intentional and planned to rescue the kitten	No harm was caused to the kitten, only help was provided	The action provided critical assistance to the kitten, saving its life	The action was highly moral, as it saved the life of a helpless and injured creature	You	Assumed the agent is a responsible and caring person	The injured kitten	Assumed the kitten is helpless and in need of rescue	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		6	8	2	8	3	Elderly people may be more susceptible to financial exploitation	The agent made a conscious decision to help the elderly people by re-selling medications	The action did not cause any direct harm to the patients, but may have caused indirect harm if the medications were not authentic	The action provided significant help to the patients by reducing their medication costs	The action was morally acceptable as it aimed to help vulnerable individuals and did not cause direct harm	You	Assumed the agent was acting altruistically and with good intentions	Elderly people	Assumed the patients were vulnerable due to their age and financial situation	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		9	8	0	8	4	The man was homeless and freezing, indicating a high level of vulnerability.	You intentionally went out of your way to buy him food and clothes.	No harm was caused, only positive effects.	You provided substantial assistance to the man, including food and clothes.	The scenario shows a high level of moral acceptability, as you helped someone in need.	You	Assumed the man was in need of help	The homeless man	Assumed the man was vulnerable and in need of assistance	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		6	7	8	8	0	The wife was affected by her husband's financial decisions	The husband's actions were intentional, but not malicious	The wife's financial stress and potential divorce were the consequences of the husband's actions	The husband's improved financial behavior helped alleviate the wife's stress	The husband's actions were a mix of negative (financial stress) and positive (improved behavior) consequences	The husband	Assumed to be an adult with some level of financial responsibility	The wife	Assumed to be vulnerable to financial stress and potential divorce	0.38
35	Effron	Took the neighbor's newspaper	orig		2	4	1	0	-2	The neighbor is an adult and can take care of themselves, but still has a right to their property.	The action was likely impulsive and not well thought out.	The harm caused is minimal, as it is just a newspaper.	No help was caused by taking the newspaper.	Taking the newspaper without permission is a violation of the neighbor's rights and is not morally acceptable.	The agent of this action is the person who took the neighbor's newspaper.	I assume the agent is a person who is familiar with the concept of personal property and knows that taking something without permission is wrong.	The patient being affected by this action is the neighbor who owns the newspaper.	I assume the patient is an adult who is capable of taking care of themselves and their property.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		6	8	5	0	-2	The other players are adults, but they're just trying to have fun, making them vulnerable to being cheated.	The cheater deliberately took the action to deceive the other players, showing intentionality.	The cheating may affect the outcome of the game, causing harm to the other players' chances of winning.	The cheating does not provide any help to the other players, only harm.	The cheating is unfair and can ruin the game for others, making it an immoral act.	The cheater	I assumed the cheater was intentionally trying to deceive the other players	The other players in the card game	I assumed the other players were innocent and unaware of the cheating	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		6	8	0	8	4	The participants are adults with average resilience, but the outcome is positive.	Person X intentionally prepared and participated in the quiz.	No harm was caused, only a positive outcome.	Person X provided help by answering questions correctly.	The outcome is positive and beneficial, making it highly moral.	Person X	Assumed to be a capable and knowledgeable individual	The quiz night participants	Assumed to be a group of people with varying levels of knowledge	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		5	8	2	6	2	The inmates are in a controlled environment, but may still be affected by the performance	The singer intentionally chose to perform for the inmates	The performance likely had a positive impact on the inmates' mood and well-being	The performance provided entertainment and potentially lifted the inmates' spirits	The scenario is morally acceptable as it brings joy and positivity to the inmates, while also being a legal and ethical activity	The singer	Assumed to be a willing participant in the event	The prison inmates	Assumed to be in a difficult situation, but not defenseless	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		9	9	0	9	4	The child is defenseless and highly susceptible to harm	The soldier deliberately chose to rescue the child instead of firing on the enemy	No harm was caused to the child or anyone else	The soldier provided critical assistance and protection to the child	The soldier prioritized the child's safety and well-being over following orders, showing great moral courage	The soldier	Assumed to be a trained and responsible individual	The local child	Assumed to be innocent and vulnerable	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		7	6	9	0	-3	The young person is a human being with some vulnerability, but not completely defenseless	The action was intentional, but not premeditated, as it was a split-second decision	The action caused significant harm, potentially leading to the death of the young person	The action did not provide any help, but rather caused harm	The action was morally unacceptable due to the potential harm caused to the young person	You	Assumed the agent was in a desperate situation and made a difficult decision	The young person you pushed to the ground	Assumed the patient was a human being who could be harmed or killed	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		8	8	7	9	4	Prisoners are vulnerable due to their confinement and lack of freedom	Person X intentionally worked on the campaign to release the prisoners	The harm caused is the wrongful imprisonment and potential harm to the prisoners' mental and physical health	The help caused is the release of the prisoners and the potential to restore their freedom and dignity	The scenario is highly moral as it aims to correct a grave injustice and restore the rights of the prisoners	Person X	Assumed to be a well-intentioned and compassionate individual	Wrongfully convicted prisoners	Assumed to be innocent individuals who have been wrongly accused and imprisoned	3.27
42	Effron	Gave his coat to someone when it was cold	orig		6	7	0	8	4	The patient is a person, not an inanimate object, and may be cold and uncomfortable without the coat.	The agent intentionally gave the coat to someone, showing a degree of thought and planning.	No harm was caused, as the coat was given willingly and did not cause any physical or emotional distress.	The agent provided help by giving the coat, which may have alleviated the patient's discomfort and improved their well-being.	The agent's action was morally acceptable, as it showed kindness and generosity, and did not cause any harm.	Gave	Assumed the agent is a kind and generous person	Someone	Assumed the patient is a person in need of warmth	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		6	5	7	0	-3	The cat is a living being, but it's a stray and may not be as resilient as a domesticated cat.	The action was likely impulsive, as the homeowner was trying to get the cat to leave their yard.	The action caused physical harm to the cat, although the extent of the harm is unknown.	The action did not provide any help to the cat, and may have caused it more harm.	The action was morally unacceptable, as it caused harm to a defenseless animal.	The agent of this action	Assumed to be a frustrated homeowner	The stray cat	Assumed to be a defenseless animal	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		8	9	6	0	-4	The stay-at-home mom is vulnerable due to lack of experience with online scams	The scammer intentionally created a fake charity to deceive the stay-at-home mom	The stay-at-home mom lost money due to the scam, causing financial harm	No help was caused, only harm	The scammer's actions were morally unacceptable, causing financial harm to the stay-at-home mom	The scammer	Assumed the scammer was a trustworthy individual	The stay-at-home mom	Assumed the stay-at-home mom was unaware of the scam	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		8	8	0	8	4	The dogs are vulnerable due to their dependence on the refuge and lack of self-defense capabilities.	The action is intentional as Person X has chosen to volunteer at the refuge and perform specific tasks.	The action causes no harm to the dogs, as it is a positive and beneficial activity.	The action provides significant help to the dogs, as it improves their living conditions and overall well-being.	The scenario is highly moral due to the intentional and beneficial actions taken by Person X, which prioritize the well-being of the dogs.	Person X	Assumed to be a responsible and caring individual	The dogs at the dog refuge	Assumed to be in a state of need and dependence on the refuge	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		0	8	0	0	0	The bread is an inanimate object, so it cannot be harmed or victimized.	Person X is intentionally buying the bread every day for their own pleasure.	No harm is caused to the bread or anyone else.	The bread is not being used to help anyone, but it brings pleasure to Person X.	The scenario is neutral, as it does not cause harm or provide significant help.	Person X	Assumed to be a normal adult with a daily routine	The loaf of bread	Assumed to be an inanimate object	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		0	8	0	6	4	The items are inanimate and cannot be harmed	The action was likely intentional, as Person X picked up the items	No harm was caused, as the items were simply picked up	The action helped by preventing the items from being lost or damaged	The action was helpful and caused no harm, making it morally acceptable	Person X	Assumed to be a responsible adult	The items that had dropped onto the floor	Assumed to be inanimate objects	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		6	4	0	0	0	She is a teenager, but not necessarily defenseless	She may be wearing the coat for a specific reason, but it's not clear	No harm is caused by wearing a coat	No help is caused by wearing a coat	Wearing a coat on a hot summer afternoon is a neutral action	The teenage girl	I assume she is a normal teenager, not a celebrity or someone with a specific occupation	The teenage girl	I assume she is a normal teenager, not someone with a specific condition or disability	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		6	7	7	2	-3	The congregants are adults who can make their own choices, but may still be influenced by the pastor's authority	The pastor has made a deliberate decision to ban bright colors, showing some intentionality	The ban has caused emotional distress and potentially financial harm to those who own bright clothing	The ban has not provided any direct help to the congregants, but may have caused harm	The ban has caused more harm than help, and the pastor's intentionality and lack of help make it morally unacceptable	The pastor	The pastor is a religious leader who is expected to make decisions for the benefit of the congregation	The congregants	The congregants are members of the church who are expected to follow the pastor's guidance	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		2	8	0	6	4	Person X is not vulnerable to harm from their own financial decisions	Person X intentionally prioritizes debt repayment	No harm is caused to Person X or others	Person X receives help by avoiding debt and financial stress	Person X's responsible financial behavior is highly moral	Person X	Assumes Person X is a responsible individual who prioritizes debt repayment	The patient being affected by this action is Person X themselves	Assumes Person X is capable of making financial decisions	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		7	8	6	0	0	As a child, I was vulnerable to my mother's actions	My mother intentionally bought me clothes, despite my objections	The harm caused was emotional, as I felt frustrated and upset	No help was caused, as my mother's actions did not benefit me	The scenario is morally neutral, as my mother was acting out of love, but also causing harm	My mother	Assumed to be acting out of love and concern for my well-being	Me	Assumed to be a child who cannot make their own decisions	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		8	8	0	8	4	The friend is in a financial crisis, making them vulnerable.	You lent the money with the intention of helping the friend	No harm was caused, as the loan was intended to help the friend	The loan provided significant help to the friend in their financial crisis	The loan was intended to help the friend, and the friend is vulnerable, making it a morally acceptable scenario	You	Assumed the friend was trustworthy and would repay the loan	The friend	Assumed the friend was in a genuine financial crisis and needed help	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		9	9	0	9	4	The man was defenseless and at risk of serious harm	Person X intentionally jumped in front of the car to save the man	The action caused no harm to the man, but potentially harm to Person X	The action provided critical assistance and protection to the man	The action was highly moral, as it put the life of another person at risk to save him	Person X	Assumed to be a responsible and heroic individual	The man who was about to be hit by the car	Assumed to be an innocent and vulnerable individual	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		10	9	8	0	-4	The dead body is completely defenseless and cannot be harmed further	The employee's action is intentional, as they are eating their pizza off the body	The employee's action causes harm to the dead body's dignity and respect	The employee's action does not provide any help to the dead body	The employee's action is extremely immoral, as it disrespects the dead body and is unacceptable	The employee	I assume the employee is a normal human being with a sense of morality	The dead body	I assume the dead body is a person who has passed away and cannot be harmed further	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		6	7	4	0	-3	The employer is a typical adult with average resilience	The employee is acting with some degree of thought and planning	The employee's action may lead to financial consequences for the employer	The employee's action does not provide any help to the employer	The employee's action is morally unacceptable as it undermines trust and honesty	The employee	I assume the employee is acting out of self-interest or to avoid consequences	The employer	I assume the employer is relying on the employee's honesty and trust	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		6	4	2	0	0	The person being pushed is not defenseless, but may be inconvenienced	The person pushing acted impulsively, without much thought	The person being pushed may be inconvenienced, but not physically harmed	The person being pushed may be inconvenienced, but no help is provided	The person pushing acted impulsively and caused inconvenience, but no harm	The person pushing	Assuming the person pushing is a stranger who didn't know the person being pushed	The person being pushed	Assuming the person being pushed is a typical adult	-1.91111104
