id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
11	Effron	Complimented coworkers on their clothing and appearance	orig		0.0	5.0	0.0	0.0	5.0	5.0	4.0	Complimenting coworkers' appearance does not cause harm.	Complimenting coworkers' appearance is not cheating, as it is a genuine expression of appreciation.	Complimenting coworkers' appearance does not involve betraying any loyalty or trust.	Complimenting coworkers' appearance does not subvert any authority or hierarchy.	Complimenting coworkers' appearance does not degrade or disrespect anyone.	Complimenting coworkers' appearance does not restrict anyone's freedom or autonomy.	Complimenting coworkers' appearance is a kind and respectful act that promotes positivity and inclusivity in the workplace.	1.17894736
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		2.0	1.0	0.0	0.0	0.0	0.0	0.0	You're trying to end the relationship, but the other person is upset	You're not cheating, but you're not being entirely honest about your feelings	You're breaking a promise to your friend's cousin, but it's a promise to yourself	No authority figure is involved, just a personal relationship	No degradation or disrespect is intended, just a change in feelings	No oppression is involved, just a personal decision	You're trying to end a relationship, but the other person is upset. It's a difficult situation, but ultimately a personal decision	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		2.0	4.0	1.0	3.0	2.0	2.0	2.0	Saving three people from drowning while letting one person die is a difficult moral choice.	Turning away from the channel to save others is not cheating, but rather prioritizing the greater good.	Leaving the swimmer to die is a difficult moral choice, but not necessarily a betrayal of loyalty.	Not following the instinct to save the swimmer in the channel is not subverting authority, but rather making a difficult moral choice.	Not saving the swimmer in the channel does not degrade their sanctity, but rather prioritizes the greater good.	Not saving the swimmer in the channel does not oppress them, but rather prioritizes the greater good.	This scenario presents a difficult moral choice, where saving three people from drowning requires letting one person die. While this choice may be difficult to accept, it prioritizes the greater good.	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		2.0	0.0	3.0	0.0	0.0	0.0	1.0	Person X's family may feel harmed by the sudden break in communication.	No cheating or unfair behavior is involved in this scenario.	Person X's decision to break off communication may be seen as a betrayal of family loyalty.	No subversion of authority is involved in this scenario, as Person X is not challenging any authority figure.	No degradation or disrespect is intended towards the family in this scenario.	No oppression or restriction of liberty is involved in this scenario, as Person X is free to make their own decisions.	The scenario involves a personal decision to break off communication, which may be seen as a necessary step for personal growth or to avoid further conflict.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		0.0	-5.0	-5.0	-4.0	-3.0	-2.0	-4.0	The colleague's idea is not harmed, but the colleague is not helped either.	Person X is presenting someone else's idea as their own, which is unfair and cheating.	Person X is betraying their colleague's trust by presenting their idea as their own.	Person X is subverting the authority of their colleague by presenting their idea as their own.	The idea of the colleague is being degraded by being presented as someone else's work.	There is no direct oppression, but the colleague's liberty to present their own idea is being taken away.	This scenario is highly immoral because it involves cheating, betrayal, and degradation.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		2.0	1.0	-3.0	1.0	-2.0	0.0	-2.0	The employee's company may be harmed by his negative comments.	The employee is not cheating, but his comments may be unfair to his company.	The employee is betraying his company's trust by speaking negatively about it.	The employee is not subverting any authority, but his comments may undermine his company's authority.	The employee's comments may degrade his company's reputation and sanctity.	There is no oppression or restriction of liberty in this scenario.	The employee's behavior is not morally acceptable as it may harm his company and undermine its authority.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		0.0	-4.0	-4.0	0.0	-3.0	-1.0	-3.0	The scenario does not explicitly cause harm to others, but may lead to emotional distress.	The scenario involves cheating on potential romantic partners and violating trust.	The scenario involves betraying the trust of others and prioritizing personal desires over relationships.	The scenario does not involve subverting any authority or social norms.	The scenario may be seen as degrading to the individuals involved and their relationships.	The scenario does not involve oppression, but may be seen as a restriction on personal freedom and autonomy.	The scenario is morally unacceptable due to the violation of trust, potential emotional distress, and degradation of relationships.	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		-5.0	-4.0	0.0	0.0	-5.0	0.0	-4.0	The girl is causing harm to the geese, which is a clear violation of the harm norm.	The girl is not following any rules or regulations, and is unfairly targeting the geese.	The girl's actions do not involve a betrayal of trust or loyalty, as there is no clear expectation of loyalty.	The girl is not subverting any authority, as there is no clear authority figure present.	The girl's actions are degrading to the geese, and are a violation of their sanctity.	The girl's actions are not an act of oppression, as the geese are not being forced to do anything against their will.	The girl's actions are extremely harmful and unfair, and are a clear violation of several moral norms.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		0.0	0.0	4.0	0.0	-4.0	0.0	-2.0	The family is causing harm to the dog's body, but also showing emotional support	The family is not cheating or being unfair in their actions	The family is showing loyalty to their pet by consuming its body	The family is not subverting any authority in this scenario	The family is degrading the sanctity of the dog's body by consuming it	The family is not oppressing anyone in this scenario, but the dog is no longer alive	The family's actions are a complex mix of emotional support and degradation, making it difficult to determine moral acceptability	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		-3.0	-4.0	-3.0	0.0	-2.0	-2.0	-4.0	The blind beggar is harmed by the loss of their livelihood.	The person stole from the blind beggar, violating fairness.	The person broke trust with the blind beggar, who may have relied on the collection tin.	No authority figure is directly involved, but the act may undermine social norms.	The blind beggar's dignity is affected by the theft, as they may feel vulnerable and powerless.	The blind beggar's freedom to earn a living is restricted by the theft.	The scenario is morally unacceptable due to the harm caused to the blind beggar and the violation of fairness.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		-3.0	-2.0	-2.0	-1.0	-3.0	-2.0	-2.0	Refusing to help someone in need	Not following social norms of fairness and cooperation	Not showing loyalty to a vulnerable individual	Not respecting authority or social norms	Not treating a person with dignity and respect	Not promoting equal access and opportunities	Refusing to hold the door for a person in a wheelchair is a clear breach of social norms and can be seen as inconsiderate and unfair	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		5.0	5.0	5.0	0.0	5.0	5.0	4.0	The tutor is actively helping disadvantaged students.	The tutor is not cheating, but rather providing equal opportunities to disadvantaged students.	The tutor is showing loyalty to the students by dedicating time to help them.	The tutor is not subverting authority, but rather working within the existing system to help students.	The tutor is treating students with dignity and respect.	The tutor is promoting equal opportunities and helping students to be free from disadvantages.	The scenario is highly moral as it involves helping disadvantaged students and promoting fairness and equality.	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		5.0	0.0	0.0	0.0	0.0	0.0	4.0	The scenario shows a clear act of helping the homeless person.	The scenario does not involve cheating or unfair behavior.	The scenario does not involve betrayal or disloyalty.	The scenario does not involve subverting authority or challenging social norms.	The scenario does not involve degrading or disrespecting the homeless person.	The scenario does not involve oppressing or restricting the homeless person's freedom.	The scenario shows a clear act of kindness and generosity, demonstrating a strong sense of empathy and compassion.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		5.0	5.0	5.0	0.0	5.0	5.0	4.0	Reporting the lost money helps the owner, not harming anyone	Not taking the money is fair and honest, not cheating	Reporting the money shows loyalty to the bank and its customers	Reporting the money does not subvert authority, but rather follows bank protocol	Reporting the money does not degrade anyone's sanctity, but rather maintains the bank's integrity	Reporting the money does not oppress anyone, but rather respects the owner's property	The scenario demonstrates a high level of moral integrity by reporting the lost money, showing loyalty to the bank and its customers, and maintaining fairness and honesty	2.75
25	Effron	Heckled a woman speaking on human rights	orig		-3.0	-4.0	-3.0	-3.0	-4.0	-4.0	-4.0	The heckler's actions cause emotional distress to the woman.	The heckler is disrupting the woman's right to speak and be heard.	The heckler is not showing respect or loyalty to the woman or the topic of human rights.	The heckler is challenging the woman's authority to speak on the topic.	The heckler's actions are degrading and disrespectful to the woman.	The heckler's actions are silencing the woman and restricting her freedom of speech.	The heckler's actions are morally unacceptable as they cause harm, disrupt fairness, and degrade the sanctity of the woman's speech.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		-3.0	-2.0	-2.0	-1.0	-4.0	-2.0	-3.0	The old woman is being belittled and disrespected.	The critic is not playing by the rules of respect and kindness.	The critic is not being loyal to the old woman's dignity.	The critic is not respecting the old woman's authority as a person.	The old woman is being degraded and disrespected.	The critic is not allowing the old woman to live with dignity and respect.	The scenario is morally unacceptable as it involves belittling and disrespecting an old woman.	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		5.0	5.0	4.0	0.0	5.0	5.0	4.0	Person X helps their sister by giving up their car	No cheating involved, just a fair act of kindness	Person X prioritizes their sister's safety over their own convenience	No subversion of authority involved, just a personal decision	No degradation or disrespect involved, just a kind act	No oppression or restriction of liberty involved, just a personal choice	Person X prioritizes their sister's safety and well-being, showing kindness and loyalty	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		4.0	5.0	4.0	0.0	5.0	4.0	3.0	The protagonist helps their father by informing him of their mother's death.	The protagonist does not cheat or deceive their father, but rather communicates with him in a fair manner.	The protagonist shows loyalty to their mother's memory by informing their father of her death.	The protagonist does not subvert any authority figure, but rather takes initiative to communicate with their father.	The protagonist does not degrade or disrespect their father, but rather shows respect by informing him of their mother's death.	The protagonist exercises their liberty to communicate with their father and inform him of their mother's death.	The protagonist shows empathy and respect by informing their father of their mother's death, despite past conflicts.	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		2.0	-2.0	1.0	1.0	0.0	3.0	0.0	I'm helping my husband by investigating the mysterious item	I'm snooping through my husband's wallet without his permission, potentially violating his privacy	I'm showing loyalty to my husband by trying to understand the situation, but potentially betraying the stranger's trust	I'm not challenging my husband's authority, but I'm taking matters into my own hands by investigating the item	I'm not degrading anyone's sanctity, but I'm potentially invading my husband's privacy	I'm not oppressing anyone, and I'm exercising my own liberty to investigate the situation	I'm trying to help my husband, but I'm also potentially violating his privacy and trust	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		2.0	1.0	0.0	1.0	-3.0	-2.0	0.0	Killing one of the travellers to save the others	Accepting the tribe's proposal to sacrifice one of the group members	Choosing to save the lives of the other group members by sacrificing one of them	Negotiating with the tribe to spare the lives of the other group members	Participating in a human sacrifice, which is considered a desecration of human life	Being forced to participate in a human sacrifice by the tribe	The scenario involves a difficult moral choice, but ultimately prioritizes the lives of the other group members	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		5.0	5.0	5.0	5.0	5.0	5.0	4.0	Rescuing an injured kitten from a tree is an act of help.	No cheating involved, as the goal is to help the kitten.	No betrayal involved, as the goal is to help the kitten.	No subversion of authority involved, as the goal is to help the kitten.	No degradation of the kitten or its environment involved.	No oppression involved, as the goal is to help the kitten and promote its liberty.	Rescuing an injured kitten from a tree is a highly moral act that promotes help, fairness, and liberty.	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		5.0	2.0	0.0	3.0	0.0	4.0	3.0	The scenario helps elderly people by providing affordable medications, promoting their well-being.	The scenario involves re-selling medications from a Canadian pharmacy, potentially bypassing official channels.	The scenario does not involve a direct betrayal of trust, but rather a gray area of re-selling medications.	The scenario potentially subverts official channels and regulations, but with a humanitarian goal.	The scenario does not involve degradation or disrespect for human life or dignity.	The scenario promotes access to affordable medications, enhancing the liberty of elderly people.	The scenario is morally acceptable as it helps elderly people access affordable medications, while potentially subverting official channels.	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		5.0	5.0	5.0	0.0	5.0	5.0	4.0	Helped a homeless person in need	Did not cheat or take advantage of the homeless person	Did not betray or abandon the homeless person	Did not subvert or disrespect any authority figure or institution	Treated the homeless person with kindness and respect	Did not oppress or restrict the homeless person's freedom	Helped a vulnerable person in genuine need, promoting kindness and compassion	2.62
34	Kruepke	"My husband had a problem with always wanting new computer equipment, what I called ""techno-lust"". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved."	orig		2.0	3.0	4.0	1.0	0.0	4.0	3.0	The husband's techno-lust caused financial harm to the relationship.	The husband's behavior was unfair to the wife, who had to manage the finances.	The husband's actions were a betrayal of the wife's trust in his financial responsibility.	The wife's ultimatum to the husband was a necessary exercise of authority to correct his behavior.	The husband's behavior did not degrade the wife's sense of self-worth, but rather the relationship.	The wife's ultimatum was a necessary measure to protect her financial liberty and security.	The wife's ultimatum was a necessary and moral step to correct the husband's behavior and protect the relationship.	0.38
35	Effron	Took the neighbor's newspaper	orig		0.0	-3.0	-2.0	-1.0	-1.0	0.0	-2.0	No harm was caused to the neighbor or the newspaper.	Taking the newspaper without permission is unfair and cheating.	No loyalty was broken, but the neighbor's trust was breached.	No authority was subverted, but the neighbor's property was taken.	No sanctity was degraded, but the neighbor's property was disrespected.	No liberty was oppressed, but the neighbor's freedom to use their property was limited.	Taking the neighbor's newspaper without permission is generally considered an unacceptable and unfair act.	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		0.0	-5.0	-4.0	-3.0	0.0	0.0	-3.0	The cheater is not causing physical harm, but is still affecting the game's fairness.	The cheater is violating the rules of the game, compromising fairness.	The cheater is breaking the trust of the group, violating loyalty.	The cheater is disregarding the rules, challenging authority.	The cheater's actions do not directly affect the sanctity of the game.	The cheater's actions do not restrict the liberty of others.	Cheating in a card game is generally considered unfair and unacceptable.	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		5.0	5.0	5.0	0.0	5.0	5.0	4.0	Person X's success does not harm others.	Person X likely followed the quiz rules and did not cheat.	Person X's actions do not involve betraying anyone.	Person X's success does not challenge any authority.	Person X's success does not involve degrading anyone or anything.	Person X's success does not restrict anyone's freedom.	Person X's success is a positive outcome that does not involve any moral issues.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		0.0	5.0	5.0	0.0	5.0	4.0	3.0	The scenario does not involve direct harm to anyone.	The scenario does not involve cheating or unfair behavior.	The scenario does not involve betrayal of any kind.	The scenario does not involve subverting authority, as the singer is performing with permission.	The scenario does not involve degrading or disrespecting anyone.	The scenario does not involve oppression, as the singer is providing entertainment to the inmates.	The scenario is morally acceptable as it provides entertainment and joy to the inmates, while not causing harm or violating any norms.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		5.0	2.0	4.0	3.0	5.0	5.0	4.0	Prioritizing the safety of a child over an enemy brigade.	Choosing to help a child rather than following orders.	Disobeying orders to prioritize a child's life.	Challenging authority by not following orders.	Rescuing a child, preserving human life and dignity.	Protecting a child's freedom and safety from harm.	Rescuing a child in danger is a heroic act that prioritizes human life and dignity.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		2.0	1.0	-3.0	2.0	-2.0	-1.0	-2.0	You sacrifice one person to save the others, prioritizing their lives.	You use deception to escape, but not to gain an unfair advantage.	You prioritize your own survival over the well-being of the person you push to the ground.	You challenge the authority of the dogs and the garden's owner by trespassing and escaping.	You sacrifice one person's life to save the others, potentially violating their sanctity.	You are forced to flee due to the oppressive presence of the dogs and the garden's owner.	You make a difficult choice to sacrifice one person to save the others, but it's a morally complex and potentially harmful decision.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		5.0	5.0	5.0	3.0	5.0	5.0	4.0	Person X is helping wrongfully convicted prisoners, which is a positive act of helping.	Person X is working within the legal system to correct an injustice, which is a fair and ethical approach.	Person X is not betraying anyone, but rather upholding the principles of justice and fairness.	Person X is working within the legal system to correct an injustice, which is a legitimate challenge to authority.	Person X is not degrading anyone, but rather restoring dignity to those who have been wrongfully convicted.	Person X is fighting against the oppression of wrongful conviction and working to restore liberty to those who have been wrongly imprisoned.	Person X is working to correct a grave injustice and restore justice and fairness to those who have been wrongfully convicted.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		5.0	5.0	5.0	5.0	5.0	5.0	4.0	Gave coat to someone in need, showing help and kindness.	No cheating involved, as the coat was given willingly.	No betrayal, as the coat was given to someone in need.	No subversion of authority, as the coat was given voluntarily.	No degradation, as the coat was given with kindness and respect.	No oppression, as the coat was given freely and did not restrict anyone's freedom.	Gave coat to someone in need, showing kindness and generosity.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		-4.0	-3.0	0.0	0.0	-4.0	0.0	-3.0	Kicking a stray cat is an act of harm.	Kicking a stray cat to get it to leave is not a fair or honest way to resolve the situation.	The scenario does not involve a clear betrayal or loyalty.	The scenario does not involve a clear subversion or authority.	Kicking a stray cat degrades the cat's dignity and well-being.	The scenario does not involve a clear oppression or liberty.	Kicking a stray cat is an act of harm and degradation, making it an immoral scenario.	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		-3.0	-4.0	-4.0	-3.0	-2.0	0.0	-4.0	The stay-at-home mom is likely to be harmed financially and emotionally.	The scammer is cheating the mom by pretending to be a legitimate charity.	The scammer is betraying the mom's trust by deceiving her.	The scammer is subverting the authority of legitimate charities by pretending to be one.	The scammer is degrading the mom's trust and generosity.	The scammer is not oppressing the mom, but rather taking advantage of her generosity.	This scenario is morally unacceptable because it involves deception, betrayal, and harm to an innocent person.	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		5.0	5.0	5.0	0.0	5.0	5.0	4.0	Volunteer helps dogs by walking and cleaning their kennels.	Volunteer follows rules and treats dogs fairly.	Volunteer is committed to helping dogs and the refuge.	Volunteer follows the refuge's rules and guidelines.	Volunteer treats dogs with respect and care.	Volunteer helps dogs have a better life and freedom.	Volunteer's actions are selfless and beneficial to the dogs, demonstrating a strong sense of morality.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		0.0	0.0	0.0	0.0	0.0	0.0	4.0	Person X is not harming anyone, just buying bread	Person X is not cheating anyone, just following their daily routine	Person X is not betraying anyone, just buying bread for personal enjoyment	Person X is not subverting any authority, just making a personal choice	Person X is not degrading anything, just appreciating the smell of freshly baked bread	Person X is not oppressing anyone, just exercising their personal freedom to buy bread	Person X is simply following their daily routine and enjoying the smell of freshly baked bread, without harming anyone or anything	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		5.0	0.0	0.0	0.0	0.0	0.0	4.0	Person X is helping by cleaning up the mess	No cheating involved, just following a normal behavior	No betrayal, just a normal action	No subversion, just a normal action	No degradation, just a normal action	No oppression, just a normal action	Person X is performing a normal, helpful action	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	The girl may be hiding something, but no apparent harm is being done.	The girl may be trying to conceal something, but no unfair advantage is being gained.	The girl's actions may be secretive, but no loyalty is being broken.	The girl's actions may be unconventional, but no authority is being challenged.	The girl's actions may be unusual, but no one's dignity is being attacked.	The girl's actions may be restrictive, but no one's freedom is being curtailed.	The scenario is neutral, with no apparent moral implications.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		2.0	-3.0	-2.0	-4.0	-3.0	-4.0	-2.0	The ban may cause emotional distress to some congregants.	The ban seems arbitrary and unfair, as there's no clear reason for it.	The pastor's decision may be seen as a betrayal of trust by some congregants.	The pastor is attempting to exert control over congregants' personal choices.	The ban may be seen as a degradation of individuality and personal expression.	The ban restricts congregants' freedom of expression and personal choice.	The scenario raises concerns about the pastor's authority and the potential harm to congregants' emotional well-being.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		4.0	5.0	4.0	0.0	4.0	4.0	4.0	Person X prioritizes paying off debts, which helps themselves and others who may be affected by their financial situation.	Person X does not cheat or take advantage of others, but rather follows a fair and responsible approach to managing their finances.	Person X is loyal to their financial obligations and prioritizes fulfilling them, showing commitment to their responsibilities.	Person X does not subvert authority or challenge the system, but rather operates within the bounds of their financial responsibilities.	Person X does not degrade themselves or others, but rather maintains a sense of personal and financial integrity.	Person X's actions do not oppress others, but rather promote financial freedom and responsibility.	Person X's responsible approach to managing their finances demonstrates a strong sense of moral integrity and commitment to their responsibilities.	1.85
