scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	moral_score	moral_expl	all_moral_scores	human_score
5	10	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	Based on the person's Catholic beliefs and Latino background, they may prioritize saving the lives of the four individuals over the one person who will unfortunately perish in the process.	[6.0]	4.0
5	11	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	Based on their agnostic beliefs and very liberal political views, this person may prioritize saving the lives of the four individuals over the one person who will inevitably perish in the collapsing ferris wheel.	[6.0]	6.0
5	12	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	Based on the person's agnostic beliefs and moderately liberal political views, they may prioritize saving the four lives over the one sacrifice, resulting in a moral acceptability score of 6.	[6.0]	6.0
5	13	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		7.0	Saving the lives of four people, even at the cost of one, aligns with the moral teachings of Catholicism and the value placed on human life within the Latino community.	[7.0]	4.0
5	14	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	As a teacher, she values the lives of her students and would prioritize saving the four people in the cabin over the one person who will inevitably die.	[6.0]	1.0
5	15	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	Based on the person's atheist beliefs and very liberal political views, they may prioritize saving the four lives over the one, leading to a higher moral acceptability score.	[6.0]	4.0
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	The person's lack of religious affiliation and belonging to the Latino race may lead to a more utilitarian approach in saving the majority of lives, resulting in a higher moral acceptability score.	[6.0]	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		7.0	Saving the lives of four people aligns with the person's moral values and sense of justice towards their own race and beliefs.	[7.0]	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	Saving the lives of four people aligns with the Catholic belief in valuing human life. The person's mixed race background may also influence their decision to prioritize saving multiple lives.	[6.0]	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		6.0	Based on the person's Catholic beliefs and moderately liberal political views, they may prioritize saving the four lives over the one, leading to a moral acceptability score of 6.	[6.0]	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	In some Latino cultures, complimenting coworkers on their clothing and appearance is a common form of showing respect and camaraderie.	[6.0]	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	Complimenting coworkers aligns with the values of kindness and positivity often associated with Catholic beliefs.	[6.0]	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	In the Catholic faith, showing appreciation for others is encouraged. In Latino culture, compliments on appearance are often seen as a sign of respect and friendliness.	[6.0]	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	In the Catholic faith, kindness and compliments are encouraged. Additionally, in Latino culture, expressing admiration for appearance is common and seen as respectful.	[6.0]	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		7.0	In the person's culture, complimenting others on their clothing and appearance is a common form of social interaction and showing respect.	[7.0]	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	In Christian beliefs, showing appreciation and kindness towards others, including complimenting their appearance, is often seen as a positive and moral act.	[6.0]	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	As an Agnostic, the person may not see complimenting coworkers on their clothing and appearance as a moral issue.	[6.0]	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	As the person identifies as having no religion, they may not have any specific cultural or religious beliefs that dictate the appropriateness of complimenting coworkers on their appearance.	[6.0]	5.0
11	23	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	Complimenting coworkers is a common social interaction in Latino culture. Being Catholic and Latina, she likely values kindness and positivity towards others.	[6.0]	6.0
11	24	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	In some Christian beliefs, complimenting others is seen as a way to show kindness and appreciation, therefore this person may find it morally acceptable.	[6.0]	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	Complimenting coworkers on their clothing and appearance aligns with the person's values of respect and appreciation for others, regardless of their personal beliefs or background.	[6.0]	7.0
11	26	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	In this scenario, the person's gender, age, language spoken at home, and race may influence their perception of complimenting coworkers on their clothing and appearance.	[6.0]	7.0
11	27	Effron	Complimented coworkers on their clothing and appearance	orig		7.0	In Hispanic culture, complimenting others on their appearance is a common form of politeness and showing respect. Speaking English at home may also influence comfort with expressing compliments in English-speaking environments.	[7.0]	7.0
11	28	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	Given the person's conservative beliefs and adherence to Norse religion, they may view complimenting coworkers on their appearance as inappropriate or immoral.	[2.0]	7.0
11	29	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	As a non-binary person with no religious affiliation, they may value individual expression and positivity in the workplace, making complimenting coworkers morally acceptable.	[6.0]	4.0
11	30	Effron	Complimented coworkers on their clothing and appearance	orig		7.0	In Latino culture, complimenting others on their appearance is often seen as a sign of respect and friendliness.	[7.0]	4.0
11	31	Effron	Complimented coworkers on their clothing and appearance	orig		6.0	In Buddhism, showing appreciation for others is encouraged. In Caucasian culture, complimenting appearance is often seen as polite and friendly.	[6.0]	4.0
11	32	Effron	Complimented coworkers on their clothing and appearance	orig		7.0	In the person's culture, complimenting others on their clothing and appearance is a common form of social interaction and showing appreciation.	[7.0]	4.0
28	4	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	Showing forgiveness and love towards estranged father despite past issues and loss of mother aligns with Atheist beliefs and values of compassion towards family.	[6.0]	4.0
28	7	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's relationship with their father and mother being born in the United States may influence their views on family dynamics and forgiveness.	[6.0]	4.0
28	19	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	The person's father and mother were both born in Mexico, indicating a strong cultural emphasis on family and respect for parents.	[7.0]	7.0
28	33	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	Given the person's Catholic background and family ties to Mexico, showing forgiveness and love towards their father in a time of loss aligns with their values.	[7.0]	4.0
28	34	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	The person's father and mother were both born in Guatemala, indicating a strong cultural emphasis on family and respect for parents.	[7.0]	4.0
28	35	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	Given the person's Latino background and family dynamics, reaching out to their estranged father after their mother's death shows compassion and forgiveness.	[7.0]	4.0
28	36	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	Due to the person's race and family background, they may value family connections and forgiveness, leading them to find this scenario morally acceptable.	[6.0]	6.0
28	37	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's relationship with their father and mother being born in the United States may influence their moral perspective on family dynamics and forgiveness.	[6.0]	7.0
28	38	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	Due to the person's Catholic background and family values, reaching out to their estranged father after their mother's death is seen as a moral act of forgiveness and love.	[7.0]	7.0
28	39	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	Given the person's conservative beliefs and complex family history, reaching out to their estranged father after their mother's death shows forgiveness and love, which aligns with their values.	[6.0]	7.0
28	40	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's lack of religion may influence their forgiveness towards their father despite past issues. Their mixed race background may also play a role in valuing family connections.	[6.0]	7.0
28	41	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	The person's father and mother were both born in Mexico, indicating a strong cultural emphasis on family and respect for parents.	[7.0]	6.0
28	42	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	Cultural values of family and forgiveness are important in Puerto Rican culture, influencing the decision to reach out to estranged father.	[6.0]	5.0
28	43	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's agnostic beliefs may have influenced their decision to reach out to their father despite past issues, showing compassion and forgiveness.	[6.0]	5.0
28	44	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's family background and values may have influenced their decision to reach out to their father despite past issues.	[6.0]	6.0
28	45	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's relationship with their father and mother being born in the United States may influence their moral perspective on family dynamics and forgiveness.	[6.0]	4.0
28	46	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	Due to the person's agnostic beliefs and their parents' origins, they may have a complex relationship with their father, making the act of reaching out after their mother's death morally acceptable.	[6.0]	5.0
28	47	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7.0	Showing compassion and forgiveness towards a family member aligns with the person's liberal values and lack of religious beliefs.	[7.0]	6.0
28	48	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's relationship with their father and mother being born in the United States may influence their moral perspective on family dynamics.	[6.0]	4.0
28	49	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		6.0	The person's father and mother were both born in Mexico, indicating a potential cultural influence on family dynamics and values.	[6.0]	4.0
35	13	Effron	Took the neighbor's newspaper	orig		5.0	Taking the neighbor's newspaper may be seen as a minor offense and not morally significant within the person's cultural and religious context.	[5.0]	1.0
35	20	Effron	Took the neighbor's newspaper	orig		4.0	Living in a city with a moderate population size and identifying as Christian may influence the person to view taking the neighbor's newspaper as somewhat morally acceptable.	[4.0]	1.0
35	28	Effron	Took the neighbor's newspaper	orig		2.0	Taking the neighbor's newspaper may be seen as a violation of property rights, which aligns with the person's conservative values and respect for rules.	[2.0]	1.0
35	31	Effron	Took the neighbor's newspaper	orig		6.0	Taking the neighbor's newspaper may be seen as a minor offense and not morally significant in the person's Buddhist beliefs or cultural background.	[6.0]	4.0
35	39	Effron	Took the neighbor's newspaper	orig		2.0	Given the person's conservative beliefs and religious background, taking the neighbor's newspaper may be seen as morally unacceptable.	[2.0]	1.0
35	40	Effron	Took the neighbor's newspaper	orig		5.0	Living in a city with a moderate population size, having no religion, and belonging to a mixed race may influence a more lenient view on taking a neighbor's newspaper.	[5.0]	2.0
35	50	Effron	Took the neighbor's newspaper	orig		5.0	Living in a small city and identifying as Agnostic may lead to a more relaxed view on minor transgressions like taking a neighbor's newspaper.	[5.0]	2.0
35	51	Effron	Took the neighbor's newspaper	orig		1.0	Based on the person's conservative beliefs and Christian values, taking the neighbor's newspaper would likely be seen as highly immoral.	[1.0]	2.0
35	52	Effron	Took the neighbor's newspaper	orig		4.0	Taking the neighbor's newspaper may be seen as a minor offense in the person's culture and language background.	[4.0]	3.0
35	53	Effron	Took the neighbor's newspaper	orig		2.0	The person's first language is Spanish, speaks English at home, lives in a city with a moderate population size, and belongs to the Latino/Latina race, which may influence their views on community and property.	[2.0]	2.0
35	54	Effron	Took the neighbor's newspaper	orig		5.0	Taking the neighbor's newspaper may be seen as a minor offense and not morally significant to this person, especially considering their liberal beliefs and cultural background.	[5.0]	2.0
35	55	Effron	Took the neighbor's newspaper	orig		5.0	As an Atheist with a mixed race background, the person may not see taking a newspaper as a serious moral issue and may prioritize personal convenience over strict adherence to rules.	[5.0]	2.0
35	56	Effron	Took the neighbor's newspaper	orig		4.0	Living in a small city and being Catholic may influence views on personal property and ethics. Taking a neighbor's newspaper may be seen as a minor offense.	[4.0]	2.0
35	57	Effron	Took the neighbor's newspaper	orig		5.0	As a person with no religion and Latino descent, the person may not see taking a newspaper as a serious moral issue.	[5.0]	3.0
35	58	Effron	Took the neighbor's newspaper	orig		4.0	Living in a small city and being of Caucasian race may influence the perception of taking a neighbor's newspaper as a minor offense.	[4.0]	3.0
35	59	Effron	Took the neighbor's newspaper	orig		3.0	The person speaks English at home and lives in a city with a moderate population size. Being part of the Latino race may also influence their views on community norms.	[3.0]	2.0
35	60	Effron	Took the neighbor's newspaper	orig		4.0	Living in a small city and having no religious beliefs may lead to a more relaxed view on minor transgressions like taking a neighbor's newspaper.	[4.0]	1.0
35	61	Effron	Took the neighbor's newspaper	orig		5.0	Taking the neighbor's newspaper may be seen as a common practice in close-knit Latino communities where sharing resources is valued.	[5.0]	1.0
35	62	Effron	Took the neighbor's newspaper	orig		1.0	Given the person's conservative political views, strong religious beliefs, and belonging to a minority group, taking the neighbor's newspaper may be seen as highly immoral.	[1.0]	1.0
35	63	Effron	Took the neighbor's newspaper	orig		6.0	At 72 years old, the person may have mobility issues or may not be able to easily access a store to purchase a newspaper. Living in a smaller city may limit access to news.	[6.0]	1.0
39	3	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	Rescuing a child aligns with the person's agnostic beliefs and cultural values as a Latino. Saving a life is considered highly moral.	[7.0]	7.0
39	24	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	Rescuing a child aligns with Christian values of compassion and protecting the vulnerable. Additionally, American Indian/Native American cultures often prioritize community well-being.	[7.0]	7.0
39	30	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As a Catholic Latina, valuing human life and compassion are likely important values, making the act of rescuing a child highly moral.	[7.0]	6.0
39	38	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	Based on the person's Catholic beliefs and conservative classification, saving a child's life would likely be seen as highly moral.	[7.0]	7.0
39	46	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As an agnostic Latina, she values human life and compassion over violence and conflict.	[7.0]	7.0
39	58	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	Based on the person's Christian beliefs, Caucasian race, and moderate political views, they would likely find rescuing a child in danger to be highly moral.	[7.0]	6.0
39	60	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As a person with no religion and belonging to the Black race, valuing human life and compassion may be important, leading to a high moral acceptability score for rescuing a child.	[7.0]	7.0
39	64	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As an Atheist Latina, she values human life and compassion over violence and conflict.	[7.0]	7.0
39	65	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As a Christian with Latino heritage, valuing human life and compassion may be important, leading to a high moral acceptability score.	[7.0]	7.0
39	66	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As an Atheist with a diverse racial background and very liberal views, this person values human life and compassion, making the scenario highly moral.	[7.0]	6.0
39	67	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As an Atheist and belonging to a race that has historically faced discrimination, the person values human life over violence.	[7.0]	7.0
39	68	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	As a Catholic Latino, the person may prioritize saving a child's life over engaging in violence, aligning with their religious and cultural values.	[7.0]	7.0
39	69	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	Given the person's agnostic beliefs, mixed Latino and Caucasian race, and very liberal political views, they would likely prioritize saving a child over engaging in violence.	[7.0]	7.0
39	70	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	Given the person's demographics and values, prioritizing saving a child aligns with their likely compassionate and caring nature.	[7.0]	4.0
39	71	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		6.0	Based on the person's agnostic beliefs and race, they may prioritize saving a child over engaging in violence, leading to a higher moral acceptability score.	[6.0]	5.0
39	72	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		7.0	The person's agnostic beliefs and Latino background may prioritize saving a child's life over engaging in violence.	[7.0]	7.0
53	4	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Saving a life regardless of personal risk aligns with the person's atheist beliefs and values of human life regardless of race.	[7.0]	4.0
53	17	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Saving a life aligns with the person's liberal values and cultural background.	[7.0]	7.0
53	20	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Based on age, gender, location, and race, the person may value helping others and saving lives, leading to a high moral acceptability score.	[7.0]	7.0
53	29	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	As a 30-year-old non-binary individual living in a mid-sized city with no religion and a diverse racial background, this person likely values human life and compassion, making the scenario highly moral.	[7.0]	4.0
53	34	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Given the person's gender, age, language spoken at home, and race, they may value heroism and saving lives, making this scenario morally acceptable.	[7.0]	6.0
53	36	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Given the person's conservative beliefs and race, they may value heroism and selflessness, leading to a high moral acceptability score for the scenario.	[7.0]	7.0
53	42	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Given the person's age, gender, language, and cultural background, saving a life would likely align with their values and beliefs.	[7.0]	6.0
53	55	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	The person's atheistic beliefs and diverse racial background may lead them to value human life and altruism, making this scenario morally acceptable.	[7.0]	5.0
53	70	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Saving a life aligns with Catholic values of compassion and helping others. Latino culture also values community and protecting others.	[7.0]	5.0
53	71	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Saving a life regardless of personal risk aligns with agnostic beliefs and the value of human life. Race does not play a role in the moral decision.	[7.0]	7.0
53	73	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Given the person's age, gender, language, religion, and race, they likely value compassion and helping others, making this scenario highly moral to them.	[7.0]	7.0
53	74	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Saving a life aligns with Catholic values of compassion and selflessness. The person's mixed race background may also contribute to a sense of empathy and altruism.	[7.0]	7.0
53	75	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	Saving a life aligns with Catholic values and the person's race does not affect their moral judgment in this scenario.	[7.0]	7.0
53	76	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		7.0	As a young female Latina who speaks English at home, she values saving a life and helping others, making this scenario highly moral.	[7.0]	7.0
