scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8.0	9.0	2.0	9.0	7.0	The person speaks Spanish at home and belongs to the Latino race, indicating a strong sense of community and care for others	As an Agnostic, the person may prioritize saving lives over other considerations	The person's Latino background may influence a strong aversion to causing harm	As an Agnostic, the person may believe in the importance of helping others in need	The person's decision to prioritize saving lives and helping others in need reflects a morally acceptable action	The safety officer	The safety officer made the decision to prioritize saving the four people in the cabin	The four people stranded in the cabin	The assumption was that the four people were in immediate danger and needed to be rescued	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		7.0	5.0	8.0	9.0	6.0	Living in a city and speaking English at home may indicate access to resources and ability to communicate effectively in emergencies.	Being classified as a 4 on the political scale suggests a moderate approach to decision-making, balancing intentionality and consequences.	Identifying as female and belonging to multiple races may influence empathy and concern for the individuals in danger.	Being Catholic may lead to a desire to help and protect others, even at personal cost.	The person likely viewed the scenario as morally acceptable due to prioritizing the safety and well-being of the majority over the individual.	The safety officer	The safety officer assumed responsibility for the well-being of the individuals on the ferris wheel.	The four people stranded in the cabin 80 meters up in the air	The assumption was that the four people were in immediate danger and needed to be rescued.	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		8.0	5.0	7.0	9.0	6.0	The person may perceive individuals of their own race as more vulnerable in a crisis situation.	The person's religious beliefs may influence their perception of the intention behind the action.	The person may prioritize the safety of individuals from their own race.	The person may value saving more lives over the harm caused to one individual.	The person likely weighed the potential harm against the greater good of saving multiple lives.	The safety officer	The safety officer assumed the responsibility to make a difficult decision in a time-sensitive situation.	The four people stranded in the cabin	The assumption was that the four people were in immediate danger and needed to be rescued.	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	7.0	1.0	8.0	7.0	As a Latino/Latina, the person may perceive the coworkers as less vulnerable to harm from compliments.	As a Male, the person may have intentionally complimented coworkers to be friendly and build rapport.	The person may believe that compliments do not cause harm to Latino/Latina coworkers.	The person may believe that compliments can help create a positive work environment.	The person likely views complimenting coworkers as a morally acceptable and positive action.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	7.0	2.0	8.0	6.0	The person may perceive Latino/Latina coworkers as less vulnerable to compliments due to cultural norms.	The person's self-identified political stance may influence the perceived intentionality of the action.	The person may believe that harm was minimal as compliments are generally well-received in Latino/Latina culture.	The person may believe that the compliments provided some help in boosting morale and creating a positive work environment.	The person likely views the scenario as morally acceptable due to the positive intentions and perceived benefits.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	8.0	1.0	5.0	4.0	Speaking English at home may indicate a level of comfort and familiarity, reducing vulnerability.	Being Catholic may influence the person to act with good intentions and kindness.	Belonging to the Latino/Latina race may lead to a more sensitive approach to avoid causing harm.	Being 45 years old may indicate maturity and experience in giving compliments.	The person's intention was positive, but the impact on vulnerability and potential harm was considered.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	1.0	9.0	7.0	The person may perceive the coworkers as less vulnerable due to shared demographics.	The person intentionally complimented the coworkers to be friendly and build rapport.	The person believes no harm was caused as the action was positive and well-received.	The person believes the compliment helped create a positive work environment.	The person sees the scenario as morally acceptable as it was a kind gesture with positive outcomes.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	7.0	2.0	8.0	6.0	The person may perceive Latino/Latina coworkers as more resilient and less vulnerable to compliments.	As a male, the person may have intentionally complimented coworkers to be friendly and build rapport.	The person may believe that harm was minimal as Latino/Latina coworkers are strong and confident.	The person may have intended to help boost coworkers' morale and self-esteem.	The person likely views the scenario as morally acceptable due to the positive intentions and perceived benefits.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	2.0	7.0	6.0	Living in a city with a moderate population size may make the person feel less vulnerable in social interactions.	At 44 years old, the person is likely to have developed social skills and be intentional in their actions.	As a White female, the person may not see harm in complimenting coworkers on their appearance.	Being born in the United States and speaking English at home may lead the person to believe they are helping create a positive work environment.	The person likely views the scenario as morally acceptable due to cultural norms and personal beliefs.	The person	The person assumed the agent was being friendly and sociable.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		4.0	7.0	3.0	8.0	5.0	Historically, Black individuals have faced discrimination and may be more vulnerable to negative comments about appearance.	As a Female, the person may have intended the compliment to be friendly and supportive.	Given historical context, a comment on appearance could potentially cause harm to a Black individual.	The person likely intended to help boost the coworkers' confidence and create a positive work environment.	While the intention was positive, the potential harm to a vulnerable group lowers the moral acceptability.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	7.0	1.0	8.0	6.0	As a Latino male, the person may perceive coworkers as less vulnerable to harm from compliments.	As a young male, the person may have intentionally complimented coworkers to create a positive social interaction.	The person may believe that no harm was caused by complimenting coworkers on their clothing and appearance.	The person may believe that the compliments helped create a positive and friendly work environment.	The person likely views the scenario as morally acceptable due to the positive intentions and perceived lack of harm.	Coworkers	They are colleagues in the same workplace.	Coworkers	They are individuals who work alongside the person.	5.0
11	23	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	8.0	1.0	8.0	6.0	Speaking English at home and being Latina may make the person feel more connected to coworkers, reducing vulnerability.	Being female and Latina may influence the person to be more nurturing and intentional in their actions.	Belonging to the Latino race may make the person more sensitive to causing harm.	Belonging to the Latino race may make the person more inclined to help others.	The person's intention to be friendly and helpful outweighs any potential harm caused, making the scenario morally acceptable.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	6.0
11	24	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	7.0	1.0	8.0	6.0	Speaking English at home indicates familiarity and comfort in communication, reducing vulnerability.	Being politically moderate suggests a balanced and intentional approach to interactions.	Being politically moderate implies a desire to avoid causing harm.	Being politically moderate suggests a desire to provide help and positivity.	Overall, the person's actions were well-intentioned and aimed at spreading positivity.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	7.0	2.0	8.0	6.0	The person may perceive Latino/Latina individuals as potentially more vulnerable to compliments due to cultural norms.	As a male, the person may have intentionally complimented coworkers to be friendly and build rapport.	The person may believe that the compliment could potentially cause harm by making the coworkers uncomfortable.	The person may believe that the compliment helped create a positive work environment and fostered camaraderie.	The person likely views the scenario as morally acceptable due to the intention of being friendly and the perceived positive impact.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	7.0
11	26	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	1.0	7.0	7.0	As a Latina female, the person may perceive the coworkers as less vulnerable due to cultural norms around compliments.	As a very liberal person with spiritual beliefs, the person likely intended the compliments to be positive and uplifting.	The person may believe that no harm was caused as compliments are generally seen as positive in Latino culture.	Being 33 years old, the person may have intended to create a positive work environment by complimenting coworkers.	The person likely views the scenario as morally acceptable due to cultural norms and personal beliefs.	The person	The person assumed the agent was friendly and well-intentioned.	Coworkers	The person assumed the coworkers would appreciate the compliment.	7.0
11	27	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	2.0	7.0	7.0	As a 24-year-old female, the person may perceive themselves as less vulnerable in this scenario.	As a Spanish speaker who speaks English at home, the person may have intentionally complimented their coworkers.	Living in a city with a large population, the person may not see harm in complimenting coworkers.	Being Latina and multi-racial, the person may have intended to help create a positive work environment.	The person's intention to create a positive work environment and the low perceived harm in the scenario lead to a morally acceptable rating.	Coworkers	They are colleagues in a professional setting.	The person	They are likely to appreciate the compliment.	7.0
11	28	Effron	Complimented coworkers on their clothing and appearance	orig		7.0	8.0	4.0	7.0	6.0	As a Gender Non-Conforming individual, the person may feel vulnerable in a conservative workplace setting.	The action of complimenting coworkers was intentional to create a positive atmosphere.	The person may perceive harm in being judged for their compliments in a conservative environment.	The person intended to help create a friendly and supportive work environment.	Despite potential vulnerability and conservative views, the person's intention to create a positive atmosphere makes the scenario morally acceptable.	The person	The person assumed themselves as the agent	Coworkers	The person assumed coworkers as the patient	7.0
11	29	Effron	Complimented coworkers on their clothing and appearance	orig		7.0	8.0	2.0	6.0	6.0	As a non-binary individual belonging to multiple races, the person may feel marginalized and vulnerable in a workplace setting.	Being 30 years old and identifying as non-binary, the person likely intended the compliment to be positive and uplifting.	Given the person's background, they may be sensitive to causing harm or offense to marginalized groups.	As a person with no religion, the individual may value kindness and positivity in interactions with others.	The person likely views the scenario as morally acceptable due to the intention of spreading positivity and the minimal harm caused.	The person	The person assumed the agent was friendly and well-intentioned.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	30	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	2.0	7.0	7.0	As a Latina female, the person may perceive coworkers as less vulnerable to harm.	Being very liberal and friendly, the person likely intended the compliment positively.	As a Latina female, the person may believe the compliment caused minimal harm.	The person may believe the compliment helped boost coworkers' confidence.	The person likely sees the scenario as morally acceptable due to the positive intentions and minimal harm caused.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	31	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	8.0	2.0	8.0	6.0	The person may perceive coworkers as less vulnerable due to shared race.	As a friendly gesture, the person likely intended the action.	The person likely did not intend harm, so harm caused would be minimal.	The person's intention was to make coworkers feel good, hence help caused.	The person's actions were well-intentioned and likely positively received by coworkers.	The person	The person assumed the agent was well-intentioned and friendly.	Coworkers	The person assumed the coworkers would appreciate the compliment.	4.0
11	32	Effron	Complimented coworkers on their clothing and appearance	orig		4.0	8.0	2.0	7.0	6.0	As a Latina female, the person may feel more vulnerable in a workplace setting	Being very liberal, the person likely had good intentions in complimenting coworkers	As a Latina female, the person may be cautious of causing harm unintentionally	Being very liberal, the person likely intended to help boost coworkers' morale	The person's intentions were good, and the harm caused was minimal, making the scenario morally acceptable	The person	The person assumed the agent was themselves	Coworkers	The person assumed the coworkers were receptive	4.0
