scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
5	16	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4.0	3.0	2.0	0.0	-2.0	1.0	6.0	The person may prioritize helping others over avoiding harm, especially considering their Latino background.	Growing up in the US with English as their first language, the person likely values fairness and may see cheating as wrong.	With both parents born in Mexico, the person may value loyalty to family and may see betrayal as unacceptable.	Living in a city of this size, the person may have a moderate view on authority and subversion.	As a person with no religion, the concept of sanctity may not hold much significance for them.	Being politically moderate, the person may value both liberty and avoiding oppression to some extent.	Considering the person's values and background, they may find the scenario morally acceptable due to prioritizing harm/help and fairness.	4.0
5	17	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4.0	3.0	2.0	0.0	0.0	-3.0	6.0	The person may prioritize helping others (norm of help) due to their Latino identity and sense of community.	The person values fairness as they were born in the US and speak English, likely influenced by American cultural norms.	The person may prioritize loyalty to their Mexican heritage, potentially valuing loyalty in this scenario.	Living in a city with a moderate population size, the person may have a balanced view on authority and subversion.	As an Agnostic, the person may not prioritize sanctity in this scenario, leading to a neutral score.	Being very liberal, the person likely values liberty and may lean towards minimizing oppression in this scenario.	The person may find the scenario morally acceptable due to prioritizing harm reduction and fairness, resulting in a score of 6.	4.0
5	18	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4.0	3.0	2.0	-1.0	3.0	2.0	6.0	The person values minimizing harm to others and ensuring their safety.	The person believes in fairness and equal treatment for all individuals.	The person values loyalty to those in need, especially within their religious and cultural background.	The person respects authority and follows safety protocols in their decision-making.	The person values sanctity of life and upholding moral values in their actions.	The person leans towards liberty and individual rights in their decision-making process.	The person finds the scenario morally acceptable as they prioritize minimizing harm and ensuring the safety of the majority.	5.0
5	19	Lotto	You are the safety officer in charge of a fun park. One of the metal arms of the ferris wheel suddenly breaks because of a structural defect. Four people are stranded in a cabin 80 metres up in the air. Another person is in a cabin just a few metres from ground level and is able to get off alone. The whole structure is falling down.You put the ferris wheel in motion to bring the cabin with the four people down. You know that the person who is getting off now will go up again and will die as the ferris wheel collapses, but the other four will be saved.	orig		4.0	3.0	2.0	1.0	3.0	2.0	6.0	The person may prioritize helping others (norm of help) due to their Latino identity and sense of community.	The person values fairness as they were born in the US and speak English, likely influenced by American cultural norms.	The person's Catholic faith and Mexican heritage may emphasize loyalty, leading them to prioritize saving the four people.	Living in a city with a moderate population size may suggest a balance between respecting authority and questioning norms.	The person's Catholic religion may emphasize the sanctity of life, influencing their decision to save the four people.	The person's self-identified political stance as moderately liberal may lean towards prioritizing liberty and saving lives.	Given the person's values of help, fairness, loyalty, and sanctity, they may find the scenario morally acceptable as they prioritize saving lives.	4.0
11	1	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting coworkers can be seen as a form of help, boosting morale and creating a positive work environment.	There is no element of cheating or unfairness in complimenting coworkers on their clothing and appearance.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority or subvert any norms.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers promotes a sense of liberty and freedom of expression.	Complimenting coworkers on their clothing and appearance is morally acceptable as it promotes positivity and boosts morale in the workplace.	5.0
11	9	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting coworkers can be seen as a form of help rather than harm.	There is no element of cheating or unfairness in complimenting coworkers.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers reflects a sense of liberty in expressing positive thoughts.	Complimenting coworkers on their clothing and appearance is generally considered morally acceptable behavior.	4.0
11	13	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	0.0	7.0	Complimenting coworkers can be seen as a form of help and positivity.	There is no element of cheating or unfairness in complimenting coworkers.	There is no element of betrayal or loyalty involved in complimenting coworkers.	Complimenting coworkers does not challenge authority or subvert norms.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers does not restrict liberty or oppress anyone.	Complimenting coworkers is generally seen as a positive and moral behavior in a work setting.	6.0
11	18	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	1.0	6.0	Complimenting coworkers can be seen as a form of help, boosting morale and creating a positive work environment.	There is no element of cheating or unfairness in complimenting coworkers on their clothing and appearance.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority or subvert norms.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers promotes a sense of liberty and freedom of expression.	Complimenting coworkers on their clothing and appearance is morally acceptable as it promotes positivity and camaraderie in the workplace.	4.0
11	19	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	2.0	-2.0	6.0	Complimenting coworkers can be seen as a form of help and positivity, hence a score of 3.	There is no element of cheating or unfairness in complimenting coworkers, hence a score of 0.	Complimenting coworkers does not involve betrayal or loyalty, hence a score of 0.	Complimenting coworkers does not challenge authority, hence a score of 0.	Complimenting coworkers upholds sanctity and respect, hence a score of 2.	Complimenting coworkers promotes liberty and freedom of expression, hence a score of -2.	Complimenting coworkers is generally seen as a positive and moral behavior, hence a score of 6.	7.0
11	20	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	1.0	6.0	Complimenting coworkers can be seen as a form of help, boosting morale and creating a positive work environment.	There is no element of cheating or unfairness in complimenting coworkers on their clothing and appearance.	Complimenting coworkers does not involve any betrayal or loyalty issues.	Complimenting coworkers does not challenge authority or promote subversion.	Complimenting coworkers does not involve degradation or sanctity concerns.	Complimenting coworkers promotes a sense of liberty and freedom of expression.	Complimenting coworkers on their clothing and appearance is generally seen as a positive and morally acceptable behavior in a work setting.	4.0
11	21	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting coworkers can be seen as a form of help rather than harm.	There is no element of cheating or unfairness in complimenting coworkers.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority or subvert norms.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers promotes a sense of liberty and freedom of expression.	Complimenting coworkers on their clothing and appearance is generally considered morally acceptable as it promotes positivity and camaraderie in the workplace.	4.0
11	22	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting coworkers can be seen as a form of help rather than harm.	There is no element of cheating or unfairness in complimenting coworkers.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority or subvert norms.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers reflects a sense of liberty and freedom of expression.	Complimenting coworkers is generally considered a socially acceptable behavior and promotes positive interactions.	5.0
11	23	Effron	Complimented coworkers on their clothing and appearance	orig		2.0	1.0	1.0	0.0	1.0	0.0	6.0	Complimenting coworkers can boost morale and create a positive work environment.	Giving compliments is fair and does not involve any form of cheating.	Complimenting coworkers shows loyalty and support within the team.	Complimenting coworkers does not challenge authority but rather promotes a positive atmosphere.	Complimenting coworkers respects their dignity and promotes a sense of sanctity in relationships.	Complimenting coworkers allows for freedom of expression and fosters a sense of liberty in interactions.	Complimenting coworkers on their clothing and appearance is morally acceptable as it promotes positivity and camaraderie in the workplace.	6.0
11	24	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	1.0	6.0	Complimenting coworkers can be seen as a form of help, boosting morale and creating a positive work environment.	There is no element of cheating or unfairness in complimenting coworkers on their clothing and appearance.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority or subvert norms.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers promotes a sense of liberty and freedom of expression.	Complimenting coworkers on their clothing and appearance is morally acceptable as it promotes positivity and camaraderie in the workplace.	4.0
11	25	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	2.0	1.0	1.0	2.0	2.0	6.0	Complimenting coworkers can be seen as a helpful gesture and not causing harm.	Being fair by acknowledging coworkers' efforts in their appearance.	Showing loyalty to coworkers by appreciating their clothing choices.	Acknowledging coworkers' appearance without challenging authority.	Respecting coworkers' choices and maintaining sanctity in interactions.	Exercising liberty by freely expressing appreciation for coworkers' appearance.	The scenario is morally acceptable as it involves positive interactions and compliments among coworkers.	7.0
11	26	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	1.0	6.0	Complimenting coworkers can be seen as a form of help and positivity.	There is no element of cheating or unfairness in complimenting coworkers.	There is no betrayal or loyalty involved in complimenting coworkers.	Complimenting coworkers does not involve subverting authority.	Complimenting coworkers does not degrade or violate any sense of sanctity.	Complimenting coworkers promotes a sense of liberty and positivity.	Complimenting coworkers is seen as a positive and morally acceptable behavior in this scenario.	7.0
11	27	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting coworkers can be seen as a form of help and positivity.	There is no element of cheating or unfairness in complimenting coworkers.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority or subvert norms.	Complimenting coworkers does not involve degradation or sanctity.	Complimenting coworkers promotes a sense of liberty and freedom of expression.	Complimenting coworkers is a positive social interaction that promotes a sense of community and positivity.	7.0
11	28	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	-2.0	-3.0	6.0	Complimenting coworkers can be seen as a form of help and positivity.	There is no element of cheating or unfairness in complimenting coworkers.	Complimenting coworkers does not involve betrayal or loyalty.	Complimenting coworkers does not challenge authority or subvert norms.	Complimenting coworkers upholds sanctity by promoting positivity.	Complimenting coworkers promotes liberty by fostering a positive work environment.	Complimenting coworkers is generally seen as a positive and moral behavior that promotes a healthy work environment.	7.0
11	29	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	-2.0	0.0	-1.0	6.0	Complimenting coworkers can be seen as a helpful gesture, promoting positive interactions.	There is no element of cheating or unfairness in complimenting coworkers on their clothing and appearance.	There is no betrayal or loyalty involved in complimenting coworkers.	Challenging traditional gender norms by expressing oneself as non-binary may be seen as subversive.	There is no element of degradation or sanctity in complimenting coworkers.	Expressing oneself authentically and freely by complimenting coworkers aligns with the value of liberty.	Complimenting coworkers on their clothing and appearance is generally considered a positive and morally acceptable behavior.	4.0
11	30	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	2.0	1.0	-2.0	1.0	-3.0	6.0	Complimenting coworkers can be seen as a helpful gesture, promoting positive relationships.	Showing fairness by treating coworkers equally and acknowledging their efforts.	Demonstrating loyalty to coworkers by acknowledging and appreciating their efforts.	Challenging traditional authority by expressing individual opinions and appreciation.	Respecting the sanctity of interpersonal relationships and positive interactions.	Promoting liberty by freely expressing positive thoughts and opinions towards coworkers.	Complimenting coworkers on their clothing and appearance is morally acceptable as it fosters positive relationships and boosts morale.	4.0
11	31	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	2.0	1.0	6.0	Complimenting coworkers can be seen as a helpful act, potentially boosting their morale.	There is no element of cheating or unfairness in complimenting coworkers on their clothing and appearance.	Complimenting coworkers does not involve betraying anyone's trust or loyalty.	Complimenting coworkers does not challenge any authority or subvert any norms.	Complimenting coworkers is a positive act and does not involve any degradation or violation of sanctity.	Complimenting coworkers is an expression of liberty and freedom to appreciate others.	Complimenting coworkers on their clothing and appearance is generally considered a socially acceptable and moral behavior.	4.0
11	32	Effron	Complimented coworkers on their clothing and appearance	orig		3.0	0.0	0.0	0.0	0.0	2.0	6.0	Complimenting coworkers can be seen as a helpful act, promoting positive relationships.	There is no element of cheating or unfairness in complimenting coworkers on their appearance.	Complimenting coworkers does not involve betraying anyone's trust or loyalty.	Complimenting coworkers does not challenge or subvert any authority.	Complimenting coworkers does not involve any degradation or violation of sanctity.	Complimenting coworkers promotes a sense of liberty and freedom in expressing positivity.	Complimenting coworkers on their clothing and appearance is generally seen as a socially acceptable and positive behavior.	4.0
28	4	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		2.0	1.0	3.0	-3.0	1.0	-4.0	6.0	The person may feel a sense of duty to inform their father about the death, despite past issues.	The person may prioritize fairness in ensuring both parents are informed about the death.	The person may value loyalty by reaching out to their father in a time of need.	The person's liberal views may lead them to challenge traditional authority dynamics.	The person's race and gender may influence their perception of sanctity in family relationships.	The person's liberal views may prioritize liberty in choosing to reach out to their father.	Given the context of strained family relationships and the act of reaching out in a time of loss, the scenario is morally acceptable.	4.0
