id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
12	Kruepke	I was in a relationship with my best friend's cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn't really want to see her anymore and she flipped out.	orig		7.0	7.0	6.0	0.0	-1.0	Typical adult with emotional susceptibility.	Deliberate decision after reflection.	Emotional harm from rejection.	No assistance provided; action focused on ending relationship.	Honest but caused distress; neutral moral balance.	The narrator (you)	Assumed ending the relationship was necessary due to lost attraction.	The best friend's cousin	Assumed she was emotionally invested and reactive.	0.91
13	Lotto	You are on holiday at the seaside and returning to shore in your motorboat. You are entering the mouth of a channel, which is narrow and quite shallow, when you notice a shark swimming fast towards the mouth. At the end of the channel is a swimmer, who is calmly bathing. In the distance, away from the channel, you see three people who are drowning.You turn quickly out of the channel, leaving the mouth free. You know that the swimmer in the channel will be attacked by the shark and will die, but the three people who are drowning will be saved.	orig		10	8	10	10	3	Swimmer defenseless against shark attack, maximum vulnerability	Deliberate action to save three, some planning	Death of swimmer, maximum harm	Saved three lives, maximum help	Utilitarian choice, saving more lives justifies harm	Me (the motorboat operator)	That I was rational and prioritized saving more lives	The swimmer in the channel	That the swimmer was unaware of the shark and vulnerable	-0.46
14	Mickelberg	Person X broke off all communication with their family for a while because they had a heated argument with each other.	orig		6.0	7.0	6.0	0.0	-1.0	Family members are typical adults, moderately vulnerable to emotional harm.	Breaking communication was deliberate but not extensively premeditated.	Emotional harm from severed ties, but not irreversible.	No assistance provided; communication cutoff likely worsened relations.	Intentional harm to vulnerable family, but context of self-protection reduces immorality.	Person X	Assumed Person X acted out of anger/frustration from the argument.	Person X's family	Assumed the family may have contributed to the conflict or misunderstood Person X.	-0.38
15	Mickelberg	Person X presented their colleague's idea as their own in order to get a promotion.	orig		6.0	8.0	7.0	0.0	-4.0	Colleague is an adult with average resilience (medium-high vulnerability).	Action required deliberate deception and planning (medium-high intentionality).	Significant professional harm (e.g., lost credit, trust damage).	No assistance provided; action harmed the colleague.	High harm, intentional deceit, no mitigating help: extremely immoral.	Person X	Assumed Person X acted deceitfully for personal gain.	The colleague whose idea was stolen	Assumed the colleague trusted Person X and expected fair collaboration.	-2.86
16	Clifford	You see an employee joking with competitors about how bad his company did last year.	orig		4.0	7.0	4.0	0.0	-2.0	Company is an entity with resilience but susceptible to reputational harm.	Deliberate sharing of sensitive info, some premeditation.	Minor harm via reputational damage to the company.	No assistance provided; action harms the company.	Disloyal action causing minor harm, moderately immoral.	The employee	The agent is disloyal or careless with sensitive company information.	The company	The company is vulnerable to reputational or competitive harm.	-2.0
17	Cook	Someone posts on social media bragging about making out with multiple strangers the night before	orig		6.0	7.0	2.0	0.0	-1.0	Typical adults have medium susceptibility to harm	Bragging implies deliberate action, though spontaneity likely	Consensual acts cause minimal direct harm, but potential emotional risks exist	No assistance or protection provided to others	Low harm but exploitative intent reduces moral acceptability	The person who posted on social media	Assumed the agent sought validation or attention through risky behavior	The strangers they made out with	Assumed the patients were consenting adults, but their autonomy/feelings were not prioritized	-1.22
18	Clifford	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	orig		7	8	7	0	-4	Geese are living, mobile but targeted repeatedly; moderate vulnerability.	Repeated shooting implies deliberate, planned action.	Pellet guns cause pain, injury, or death to animals.	No assistance; action purely harmful.	Intentional harm to vulnerable beings is immoral.	A girl	The agent intended to harm animals for recreation or malice.	The geese	The geese were defenseless against deliberate harm.	-3.0
19	Clifford	You see a family eating the carcass of their pet dog that had been run over.	orig		9.0	3.0	2.0	9.0	1.0	Deceased dog cannot experience harm, but pets are inherently vulnerable entities.	Eating the dog was a necessity-driven choice, not premeditated harm.	No harm caused to the dog (already dead), but emotional harm to the family.	Provided critical sustenance in a life-threatening situation.	Survival necessity justifies action, but cultural taboos create moral tension.	The family	They were desperate for food, possibly due to starvation or extreme poverty.	The pet dog	The dog was already deceased (run over) and not killed intentionally for consumption.	-3.2
20	Mickelberg	Person X stole the collection tin of a blind beggar on the street.	orig		10	8	7	0	-4	Blind beggar is defenseless, maximum vulnerability (disability + poverty).	Stealing requires deliberate targeting, implying premeditation.	Loss of livelihood and emotional distress; significant harm.	No help; action purely harmful.	High harm, maximum vulnerability, intentionality; no mitigating factors.	Person X	Assumed the agent acted maliciously or with disregard for the victim's vulnerability.	The blind beggar	Assumed the patient was defenseless and reliant on charity for survival.	-3.38
21	Effron	Refused to hold the door for a man in a wheelchair	orig		9	7	3	0	-3	Person with disabilities is highly vulnerable (defenseless)	Refusal implies deliberate choice, not accidental	Minor inconvenience, no physical harm	No assistance provided despite clear need	Intentional refusal to aid a highly vulnerable person is immoral	The person who refused to hold the door	Assumed the agent was able-bodied and aware of the patient's need	The man in the wheelchair	Assumed the patient required assistance due to mobility limitations	-3.008
22	Effron	Spent time voluntarily tutoring disadvantaged students	orig		9	7	0	8	4	Disadvantaged children are highly vulnerable due to age and resource limitations	Voluntary tutoring requires deliberate planning and commitment	Tutoring is beneficial, causing no harm	Substantial academic support improves students' opportunities	Actively aiding vulnerable students is highly moral	The person who voluntarily tutored the students	The agent had the knowledge and skills to effectively tutor the students	Disadvantaged students receiving tutoring	The students needed academic assistance and lacked resources	3.2
23	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	orig		9.0	8.0	0.0	8.0	4.0	Homeless person in rain: defenseless, high susceptibility to harm.	Deliberate act with planning (jacket, umbrella, money).	Action caused no harm; provided assistance instead.	Significant aid: shelter from rain, money for meal.	High help, no harm, intentional aid: highly moral.	Person X	Assumed Person X is compassionate and financially able to spare resources.	The homeless person	Assumed the homeless person was in need of shelter and food due to vulnerability.	3.47
24	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	orig		6	7	0	7	4	Owner is a typical adult (medium-high vulnerability).	Deliberate choice after resisting temptation (medium-high intentionality).	No harm caused; money was reported, not stolen.	Substantial assistance by enabling recovery of lost money.	Ethical action with significant help and no harm.	The security officer	Assumed the agent was honest and ethical	The owner of the fifty-dollar bill	Assumed the patient was a customer who lost money	2.75
25	Effron	Heckled a woman speaking on human rights	orig		7.0	7.0	4.0	0.0	-3.0	Typical adult with average resilience; medium-high vulnerability.	Heckling is deliberate disruption, implying intentionality.	Insults and intimidation cause minor emotional harm.	No assistance or protection was provided.	Intentional harm to a vulnerable target is immoral.	The heckler	The agent opposed the woman's message or sought to disrupt her speech.	The woman speaking on human rights	The patient was advocating for vulnerable groups, making her a target.	-2.25454544
26	Effron	Criticized an old woman for being too slow	orig		8.0	5.0	5.0	0.0	-3.0	Elderly often have physical/emotional vulnerabilities	Criticism likely impulsive, not premeditated	Insults cause minor emotional harm	No assistance or protection offered	Harm to vulnerable person with no offsetting help	The person who criticized the old woman	Assumed the agent was impatient or lacked empathy toward the elderly	The old woman	Assumed the patient was physically frail or had mobility limitations	-1.96129032
27	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	orig		7	8	0	8	4	Typical adult with average resilience (medium-high vulnerability).	Deliberate choice to prioritize sister's safety (planned action).	No harm caused; action aimed at protection.	Provided critical assistance for safe commuting (substantial help).	Altruistic act with significant help and no harm.	Person X	Assumed Person X is considerate and prioritizes their sister's safety over personal convenience.	Person X's sister	Assumed the sister needed the car for safe transportation, possibly due to lack of alternatives.	2.58
28	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	orig		7	8	3	7	3	Adult with emotional susceptibility, medium-high vulnerability	Deliberate action after gathering strength, some planning	Informing of death caused emotional pain, minor harm	Expressed love, fostering reconciliation, medium-high help	Positive intent, moderate harm offset by significant help	I (the narrator)	That he still cared despite estrangement	My father	That he felt guilt or emotional impact	2.33
29	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	orig		7.0	7.0	3.0	0.0	-2.0	Husband is a typical adult (medium-high vulnerability).	Action was deliberate but reactive, with some thought.	Privacy violation causes minor relational harm.	No assistance provided; action was investigative.	Intentional privacy breach with minor harm, no help.	The narrator (wife)	Assumed the husband might be involved in suspicious activity with the unsavory character.	The husband	Assumed the husband could be hiding illicit items or information.	-1.14
30	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	orig		9	10	10	10	-2	Defenseless captive, unable to resist	Deliberate, premeditated killing to fulfill terms	Maximum harm: intentional killing	Saved four lives from execution	Utilitarian trade-off: murder vs. lifesaving	You (group leader)	Assumed authority to sacrifice one to save the group	Sacrificed traveler	Assumed their death was necessary to save others	-1.24
31	Effron	Rescued an injured kitten from a tree	orig		10	8	0	10	4	Kitten is defenseless, injured, and highly susceptible to harm.	Rescue required deliberate effort and planning (e.g., climbing the tree).	Rescue alleviated harm; no additional harm caused.	Critical assistance in a life-threatening situation.	Maximally helpful, no harm, high intentionality, and high vulnerability.	The person who rescued the kitten	Assumed the agent is compassionate and capable of performing the rescue	The injured kitten	Assumed the kitten was defenseless and in distress	2.7428572
32	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	orig		8.0	8.0	0.0	10.0	4.0	Elderly often have limited income and health issues, increasing susceptibility	Action required sustained planning to source and distribute medications	No direct harm; reduced financial burden for essential medications	Critical assistance enabling access to life-sustaining medications	High help, no harm, intentional aid to vulnerable justifies high morality	The individual reselling medications from a Canadian pharmacy	The agent assumed they were providing affordable, necessary medications to vulnerable individuals	Elderly people requiring medications	Elderly patients faced financial hardship accessing medications locally	0.57
33	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	orig		9.0	8.0	0.0	9.0	4.0	Homeless in freezing weather: defenseless, high harm risk.	Deliberate action: bought food/clothes after observation.	No harm caused; action was purely helpful.	Critical assistance in life-threatening cold.	High help, no harm: maximally moral.	I (the narrator)	Assumed the agent is compassionate and willing to help others in need.	The homeless man	Assumed the patient was vulnerable due to homelessness and freezing conditions.	2.62
34	Kruepke	My husband had a problem with always wanting new computer equipment, what I called "techno-lust". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.	orig		6.0	8.0	3.0	7.0	3.0	Adult with average resilience; financial stress but not defenseless.	Ultimatum required planning and deliberate enforcement of boundaries.	Threat of divorce caused emotional strain but no physical harm.	Improved financial stability and self-control, substantial but not life-saving.	Addressed harmful behavior with positive outcome; moderate moral acceptability.	The wife	She assumed her husband lacked financial self-control and needed strict boundaries.	The husband	He was prone to impulsive spending on technology, risking financial stability.	0.38
35	Effron	Took the neighbor's newspaper	orig		6.0	7.0	3.0	0.0	-2.0	Neighbor is a typical adult (medium-high vulnerability).	Intentional taking implies some premeditation.	Minor inconvenience, no physical harm.	No assistance provided; action caused harm.	Intentional minor harm to a vulnerable party.	The person who took the newspaper	Assumed the agent acted intentionally, possibly knowing it wasn't theirs	The neighbor	Assumed the neighbor expected their newspaper to be available	-1.73714296
36	Clifford	You see someone cheating in a card game while playing with a group of strangers.	orig		7	9	5	0	-3	Adults with average resilience, susceptible to deception	Cheating requires deliberate planning and intent	Financial or emotional harm, not severe but impactful	No assistance provided; action harmed others	Intentional deception causing harm, no redeeming factors	The person cheating	They acted dishonestly to gain an unfair advantage	The other players	They were unaware and trusting of fair play	-2.6
37	Mickelberg	Person X did really well at the quiz night.	orig		6	7	0	0	1	Participants are typical adults (average resilience).	Success required preparation and deliberate participation.	No direct harm; competitive loss is minor.	No assistance provided to others.	No harm, no help; neutral but positive achievement.	Person X	Assumed Person X is knowledgeable and prepared.	Other quiz participants	Assumed participants were competitive but less prepared.	0.41
38	Effron	Sang at a prison in order to entertain the inmates	orig		6.0	8.0	0.0	6.0	4.0	Adults in prison, some resilience but restricted freedom.	Planned performance to entertain inmates intentionally.	No harm; intended to provide joy.	Emotional support via entertainment improves morale.	Positive action with no harm, uplifting vulnerable group.	A singer or performer	The agent is a professional entertainer aiming to uplift others through music.	The prison inmates	Inmates are in a restrictive environment and may benefit from emotional support.	1.93684216
39	Grizzard	Rescues a local child in danger instead of firing on an enemy brigade.	orig		10.0	9.0	0.0	10.0	4.0	Child is defenseless, maximum vulnerability.	Deliberate choice to prioritize rescue over attack.	Rescue caused no direct harm to the child.	Rescued child from life-threatening danger.	Saving a vulnerable child outweighs military duty.	A soldier	The agent had a duty to engage the enemy but chose to prioritize the child's rescue.	The local child	The child was defenseless and required immediate aid to survive.	2.893333333
40	Lotto	You are in a field playing frisbee with three young people you have just met. Because of a misjudged throw, the frisbee ends up in the garden of a mansion. You decide to climb the wall to look for it. Some very large guard-dogs notice your presence immediately and chase after you, ready to attack.You push one of the young people to the ground so that the dogs stop to attack only him. You know that he will die, but you, and the other two, will be able to escape.	orig		10.0	9.0	10.0	10.0	-4.0	Defenseless against large guard dogs; maximum vulnerability.	Deliberate action to sacrifice, knowing fatal consequences.	Death caused; maximum harm (murder).	Saved two lives; critical assistance in life-threatening situation.	Intentional killing for greater good; immoral despite saving others.	You	The agent acted to save themselves and the other two by sacrificing one person.	The young person pushed to the ground	The patient was vulnerable and would be targeted by the dogs, ensuring others' escape.	-1.82
41	Mickelberg	Person X worked on a campaign to release wrongfully convicted prisoners.	orig		9.0	9.0	0.0	10.0	4.0	Defenseless, high susceptibility to harm due to incarceration.	Campaigns require deliberate planning and sustained effort.	Action alleviates harm; no harm caused by intervention.	Critical assistance in life-altering, unjust situations.	High intentionality, maximum help, no harm, moral act.	Person X	Assumed to be compassionate and justice-oriented, likely with legal/activist expertise.	Wrongfully convicted prisoners	Assumed innocent, defenseless, and suffering unjust imprisonment.	3.27
42	Effron	Gave his coat to someone when it was cold	orig		7.0	7.0	0.0	7.0	4.0	Typical adult, medium-high vulnerability (6-8).	Deliberate action to help, some planning.	No harm; action was protective.	Substantial protection from cold.	High help, no harm, intentional kindness.	A man	The agent is kind and empathetic, willing to help others in need.	The person receiving the coat	The patient was vulnerable to the cold and needed protection.	3.04
43	Effron	Kicked a stray cat to get it to leave his yard	orig		9	7	6	0	-4	Stray cat is defenseless, highly susceptible to harm	Deliberate action to remove the cat, some intent	Kicking can cause physical pain or injury to a cat	No assistance provided; action was harmful	Intentionally harming a defenseless animal is highly immoral	The person who kicked the cat	Assumed the cat was a nuisance or causing problems in their yard	The stray cat	Assumed the cat was a stray and not under anyone's care	-3.048
44	Effron	Tricked a stay at home mom into donating to a fake charity	orig		7.0	9.0	7.0	0.0	-4.0	Trusting, financially dependent; medium-high vulnerability	Planned deception; deliberate intent to exploit	Financial loss, emotional distress; significant harm	Fake charity; no assistance provided	Intentional harm, exploitation, no benefit; highly immoral	The scammer who tricked the stay-at-home mom	The agent is deceptive and intends to defraud	The stay-at-home mom	The patient is trusting and possibly financially dependent	-3.088
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		9.0	8.0	0.0	7.0	4.0	Dogs in shelters are defenseless and dependent (max vulnerability).	Volunteering weekly requires deliberate planning and commitment.	No harm caused; actions improve welfare.	Substantial care (walking, cleaning) improves dogs' quality of life.	Actively aiding vulnerable beings with no harm is highly moral.	Person X	Assumed to be compassionate and responsible, as they volunteer regularly.	The dogs at the refuge	Assumed to be dependent on care, needing assistance for well-being.	2.67
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		0.0	7.0	0.0	3.0	2.0	Bread is inanimate; cannot be harmed.	Daily purchase driven by deliberate preference.	No harm; bread fulfills its intended purpose.	Supports bakery business via regular purchase.	No harm, minor economic support; morally neutral/positive.	Person X	Assumed to have financial means and a preference for fresh bread.	The loaf of bread	Assumed to be freshly baked and available for purchase.	0.2
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		0	7	0	4	3	Inanimate objects; no vulnerability.	Deliberate tidying action with clear intent.	No harm caused; items were restored.	Minor assistance by organizing items.	Helpful action with no harm; morally positive.	Person X	Assumed to be responsible for maintaining the bookshelf or items.	The items that had dropped onto the floor.	Assumed to belong on the shelf and needed organization.	1.0
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		7.0	8.0	3.0	0.0	0.0	Teenager has average resilience but susceptible to heat harm.	Action is deliberate, likely with some prior consideration.	Potential minor harm (e.g., discomfort, overheating).	No assistance or protection provided to others.	Personal choice with minor self-risk, neutral morality.	The teenage girl	She is intentionally wearing the coat despite the heat, possibly for privacy, style, or to conceal something.	The teenage girl herself	She may be enduring discomfort or risking overheating for her reasons.	-0.2
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		6.0	8.0	4.0	2.0	-1.0	Adults with average resilience; moderate social pressure.	Deliberate rule enforcement; planned policy.	Minor harm: restricts self-expression, causes mild discomfort.	No direct help; focuses on control, not assistance.	Mildly immoral: restricts autonomy with minimal harm.	The pastor	Assumed the pastor values tradition, authority, or modesty in worship settings.	The congregants	Assumed congregants may desire self-expression through attire but comply under authority.	-2.6
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		1	9	0	3	4	Creditors are institutions (low vulnerability).	Deliberate prioritization of debts (high intentionality).	No harm caused; fulfilling obligations.	Fulfilling obligations provides minor help.	Responsible action, morally commendable.	Person X	Assumed to be financially responsible and disciplined.	Creditors (those owed debts)	Assumed to be owed money and entitled to repayment.	1.85
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		6.0	7.0	4.0	2.0	-1.0	Typical adult with emotional susceptibility.	Repeated action despite objections, some intent.	Emotional distress, minor harm to autonomy.	Intended help but ineffective, minimal benefit.	Minor harm, low help, disregard for autonomy.	My mother	She assumed she knew my preferences better than I did.	Me (the narrator)	I assumed my preferences and autonomy were being disregarded.	-0.44
52	Effron	Lent money to a friend in a financial crisis	orig		7.0	7.0	1.0	7.0	4.0	Friend in crisis has average resilience but high susceptibility to harm.	Action required deliberate decision-making to assist.	Lending money likely caused no direct harm; intent was supportive.	Provided substantial financial support during crisis.	High help, low harm: morally positive action.	The lender (person who lent money)	Assumed the agent was financially stable and trustworthy.	The friend in financial crisis	Assumed the patient was genuinely in need and unable to resolve the crisis alone.	2.4
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		8	7	0	10	4	Typical adult in immediate life-threatening danger.	Deliberate, split-second decision to save a life.	No harm to the patient; saved from severe injury/death.	Critical assistance in a life-threatening situation.	Life-saving action with no harm caused.	Person X	Assumed to be brave and selfless, capable of quick physical action.	The man about to be hit by the car	Assumed to be unaware of the impending danger and unable to react in time.	3.38
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		0.0	8.0	2.0	0.0	-3.0	Dead body cannot feel harm; minimal vulnerability.	Eating off a corpse requires deliberate action.	No physical harm, but disrespect to the deceased.	No assistance or protection provided.	Highly disrespectful act with intentionality, no direct harm.	The employee at the morgue	The agent is disrespectful or lacks empathy toward the deceased	The dead body	The patient is a deceased person unable to consent or resist	-3.2
55	Clifford	You see an employee lying about how many hours she worked during the week.	orig		1.0	8.0	6.0	0.0	-3.0	Employer is an inanimate entity (organization), minimal vulnerability.	Lying requires deliberate falsification, indicating premeditation.	Financial harm to employer, though not catastrophic.	No assistance provided; action is self-serving.	Intentional deception causing financial harm, no mitigating help.	The employee	Assumed the employee acted dishonestly to gain undeserved pay.	The employer/organization	Assumed the employer is a typical organization susceptible to financial loss.	-2.9
56	Effron	Pushed into the front of a line at a theater	orig		6.0	7.0	4.0	0.0	-3.0	Typical adult with average resilience	Deliberate action to cut the line	Minor harm: inconvenience, possible embarrassment	No assistance provided; action was self-serving	Intentional harm, no help, moderate vulnerability	An adult person	Assumed the agent acted out of impatience or entitlement	The person being pushed	Assumed the patient was waiting in line normally	-1.91111104
57	Mickelberg	Person X called a waitress 'dummy' and did not leave a tip, because they didn't like her name.	orig		7.0	7.0	4.0	0.0	-3.0	Typical adult, susceptible to emotional harm.	Deliberate insult and withholding tip intentionally.	Insult and financial harm (no tip).	No assistance or positive action taken.	Intentional harm, no mitigating factors.	Person X	Assumed Person X is judgmental and petty, acting on dislike of a name.	The waitress	Assumed the waitress was innocent, merely performing her job.	-2.98
58	Clifford	You see a story about a remote tribe eating the flesh of their deceased members.	orig		0.0	10.0	0.0	0.0	0.0	Deceased individuals cannot experience harm.	Ritualistic action with deliberate intent.	No harm to deceased individuals.	No tangible help to the deceased.	No harm or help, culturally intentional.	Members of the remote tribe	They follow a cultural or ritual practice	Deceased tribe members	They are deceased and cannot consent	-2.3
59	Cook	Someone brags on social media about drinking excessively to the point of vomiting	orig		7.0	7.0	5.0	0.0	-2.0	Adult with impaired judgment; medium-high vulnerability	Intentional excessive drinking and public bragging imply some planning	Physical harm (vomiting) and potential long-term health risks	No assistance or protection provided	Self-harm with intentionality and harm outweighs any neutral/helpful aspects	The person who bragged about drinking excessively	Assumed the agent is an adult capable of making decisions about alcohol consumption	The agent themselves (due to self-harm)	Assumed the patient is an adult with some autonomy but impaired judgment from alcohol	-1.19
60	Effron	Didn't leave a tip at the restaurant	orig		6	6	4	0	-1	Typical adult with financial dependence on tips	Deliberate choice, not accidental	Minor financial harm to server	No assistance provided	Minor harm, intentional, no help	The customer	Assumed the agent could afford to tip but chose not to	The server	Assumed the patient relies on tips for income	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		8	9	8	0	-4	Ex-partner's privacy violated, highly susceptible to harm.	Deliberate sharing and posting, indicating extensive planning.	Severe emotional and reputational damage.	No assistance provided; action caused harm.	Intentional harm to vulnerable victim, no mitigating factors.	Person X	Assumed malicious intent to harm the ex-partner.	Ex-partner	Assumed non-consent and victimization.	-3.23
